match_id,competition,season,match_date,stage,group,venue,city,home_team,away_team,home_score,away_score,player_team,opponent_team,home_or_away,player_id,player_name,date_of_birth,nationality,position,shirt_number,starter,substitute,minutes_played,starting_minute,ending_minute,substitution_in_minute,substitution_out_minute,captain,formation_position,formation,goals,assists,own_goals,penalties_scored_shootout,yellow_cards,red_cards,second_yellow,fouls_committed,offsides,data_source,source_url,shots,shots_on_target,shots_off_target,blocked_shots,big_chances,big_chances_missed,touches,touches_in_opponent_box,passes,accurate_passes,pass_accuracy,key_passes,crosses,accurate_crosses,long_balls,accurate_long_balls,through_balls,chances_created,xg,xa,tackles,tackles_won,interceptions,clearances,blocks,recoveries,duels,duels_won,aerial_duels,aerial_duels_won,dribbles_attempted,successful_dribbles,dispossessed,possession_lost,fouls_won,errors_leading_to_shot,errors_leading_to_goal
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,297266,STOPIRA,,,DEF,2,0,1,0,,,,,0,DEF,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,477831,LOGAN COSTA,,,DEF,5,0,1,0,,,,,0,DEF,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,482783,WAGNER PINA,,,DEF,24,0,1,0,,,,,0,DEF,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,482780,KELVIN PIRES,,,DEF,25,0,1,0,,,,,0,DEF,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,477855,JOAO PAULO,,,MID,8,0,1,0,,,,,0,MID,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,401894,JAMIRO MONTEIRO,,,MID,10,0,1,53,67,120,67,,0,MID,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,373344,GARRY RODRIGUES,,,MID,11,0,1,0,,,,,0,MID,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,494313,YANNICK SEMEDO,,,MID,16,0,1,20,100,120,100,,0,MID,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,433724,WILLY SEMEDO,,,MID,17,0,1,40,80,120,80,,0,MID,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FIFA World Cup 2026,2026,2026-07-03,Round of 32,,Miami Stadium,Miami,Argentina,Cabo Verde,3,2,Cabo Verde,Argentina,away,494314,TELMO ARCANJO,,,MID,18,0,1,0,,,,,0,MID,4-1-4-1,0,0,0,0,0,0,0,,,api.fifa.com,https://api.fifa.com/api/v3/live/football/17/285023/289287/400021521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
