event_id,match_id,minute,added_time,team,player_id,player_name,event_type,event_subtype,related_player_id,description,data_source
922,58,77,,Curaçao,466372,Gervane KASTANEER,Substitution,substitution,431698,IN: Gervane KASTANEER / OUT: Jurien GAARI,api.fifa.com
923,58,77,,Curaçao,506473,Tyrese NOSLIN,Substitution,substitution,506471,IN: Tyrese NOSLIN / OUT: Deveron FONVILLE,api.fifa.com
924,58,90,,Curaçao,485379,Shurandy SAMBO,Substitution,substitution,401023,IN: Shurandy SAMBO / OUT: Joshua BRENET,api.fifa.com
925,58,90,,Curaçao,466346,Brandley KUWAS,Substitution,substitution,407680,IN: Brandley KUWAS / OUT: Juergen LOCADIA,api.fifa.com
926,58,,,Côte d'Ivoire,514208,Christ Inao OULAI,Substitution,substitution,430822,IN: Christ Inao OULAI / OUT: Amad DIALLO,api.fifa.com
927,58,67,,Côte d'Ivoire,464133,Elye WAHI,Substitution,substitution,402261,IN: Elye WAHI / OUT: Nicolas PEPE,api.fifa.com
928,58,67,,Côte d'Ivoire,506202,Bazoumana TOURE,Substitution,substitution,510922,IN: Bazoumana TOURE / OUT: Yan DIOMANDE,api.fifa.com
929,58,67,,Côte d'Ivoire,477777,Oumar DIAKITE,Substitution,substitution,464103,IN: Oumar DIAKITE / OUT: Ange-Yoan BONNY,api.fifa.com
930,58,77,,Côte d'Ivoire,335807,Jean Michael SERI,Substitution,substitution,371609,IN: Jean Michael SERI / OUT: Franck KESSIE,api.fifa.com
931,57,9,,Ecuador,448312,Nilson ANGULO,Goal,open_play,424036,,api.fifa.com
932,57,9,,Ecuador,424036,Pedro VITE,Assist,assist,448312,assist attributed via sofascore.com,sofascore.com
933,57,77,,Ecuador,419020,Gonzalo PLATA,Goal,open_play,428885,,api.fifa.com
934,57,77,,Ecuador,428885,Moises CAICEDO,Assist,assist,419020,assist attributed via sofascore.com,sofascore.com
935,57,2,,Germany,404353,Leroy SANE,Goal,open_play,430669,,api.fifa.com
936,57,2,,Germany,430669,Florian WIRTZ,Assist,assist,404353,assist attributed via sofascore.com,sofascore.com
937,57,43,,Ecuador,424031,Piero HINCAPIE,Yellow Card,,,,api.fifa.com
938,57,50,,Ecuador,389784,Alan FRANCO,Yellow Card,,,,api.fifa.com
939,57,89,,Ecuador,419020,Gonzalo PLATA,Yellow Card,,,,api.fifa.com
940,57,44,,Germany,484849,Aleksandar PAVLOVIC,Yellow Card,,,,api.fifa.com
941,57,64,,Ecuador,402974,Angelo PRECIADO,Substitution,substitution,389784,IN: Angelo PRECIADO / OUT: Alan FRANCO,api.fifa.com
942,57,64,,Ecuador,448310,Kevin RODRIGUEZ,Substitution,substitution,373400,IN: Kevin RODRIGUEZ / OUT: Enner VALENCIA,api.fifa.com
943,57,71,,Ecuador,389782,Pervis ESTUPINAN,Substitution,substitution,424031,IN: Pervis ESTUPINAN / OUT: Piero HINCAPIE,api.fifa.com
944,57,85,,Ecuador,402985,Jordy CAICEDO,Substitution,substitution,448312,IN: Jordy CAICEDO / OUT: Nilson ANGULO,api.fifa.com
945,57,85,,Ecuador,402979,Felix TORRES,Substitution,substitution,405920,IN: Felix TORRES / OUT: John YEBOAH,api.fifa.com
946,57,,,Germany,429640,Angelo Stiller,Substitution,substitution,484849,IN: Angelo Stiller / OUT: Aleksandar PAVLOVIC,api.fifa.com
947,57,60,,Germany,484851,Deniz UNDAV,Substitution,substitution,411367,IN: Deniz UNDAV / OUT: Kai HAVERTZ,api.fifa.com
948,57,60,,Germany,514188,Malick THIAW,Substitution,substitution,386413,IN: Malick THIAW / OUT: Joshua KIMMICH,api.fifa.com
949,57,64,,Germany,484850,Maximilian BEIER,Substitution,substitution,492363,IN: Maximilian BEIER / OUT: Felix NMECHA,api.fifa.com
950,57,73,,Germany,484848,Pascal GROSS,Substitution,substitution,430669,IN: Pascal GROSS / OUT: Florian WIRTZ,api.fifa.com
951,59,54,,Tunisia,494374,Hazem MASTOURI,Goal,open_play,,,api.fifa.com
952,59,3,,Netherlands,411658,Ellyes SKHIRI,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
953,59,7,,Netherlands,424051,Brian BROBBEY,Goal,open_play,,,api.fifa.com
954,59,62,,Netherlands,489517,Jan Paul VAN HECKE,Goal,open_play,,,api.fifa.com
955,59,67,,Tunisia,479781,Mohamed HADJ MAHMOUD,Substitution,substitution,336459,IN: Mohamed HADJ MAHMOUD / OUT: Rani Khedira,api.fifa.com
956,59,67,,Tunisia,448662,Elias ACHOURI,Substitution,substitution,433361,IN: Elias ACHOURI / OUT: Anis SLIMANE,api.fifa.com
957,59,67,,Tunisia,441362,Mortadha BEN OUANES,Substitution,substitution,425607,IN: Mortadha BEN OUANES / OUT: Mohamed Amine BEN HMIDA,api.fifa.com
958,59,75,,Tunisia,494375,Firas CHAOUAT,Substitution,substitution,464484,IN: Firas CHAOUAT / OUT: Ismael GHARBI,api.fifa.com
959,59,90,,Tunisia,504502,Sebastian TOUNEKTI,Substitution,substitution,494374,IN: Sebastian TOUNEKTI / OUT: Hazem MASTOURI,api.fifa.com
960,59,72,,Netherlands,448149,Teun KOOPMEINERS,Substitution,substitution,422657,IN: Teun KOOPMEINERS / OUT: Frenkie DE JONG,api.fifa.com
961,59,72,,Netherlands,478364,Justin KLUIVERT,Substitution,substitution,483526,IN: Justin KLUIVERT / OUT: Tijjani REIJNDERS,api.fifa.com
962,59,72,,Netherlands,489518,Crysencio SUMMERVILLE,Substitution,substitution,433066,IN: Crysencio SUMMERVILLE / OUT: Donyell Malen,api.fifa.com
963,59,77,,Netherlands,336098,Memphis DEPAY,Substitution,substitution,424051,IN: Memphis DEPAY / OUT: Brian BROBBEY,api.fifa.com
964,59,84,,Netherlands,448153,Noa LANG,Substitution,substitution,448152,IN: Noa LANG / OUT: Cody GAKPO,api.fifa.com
965,60,56,,Japan,430407,Daizen MAEDA,Goal,open_play,,,api.fifa.com
966,60,62,,Sweden,441137,Anthony ELANGA,Goal,open_play,,,api.fifa.com
967,60,77,,Japan,390541,Shogo TANIGUCHI,Yellow Card,,,,api.fifa.com
968,60,32,,Sweden,483312,Isak HIEN,Yellow Card,,,,api.fifa.com
969,60,84,,Sweden,483327,Viktor GYOKERES,Yellow Card,,,,api.fifa.com
970,60,39,,Japan,390541,Shogo TANIGUCHI,Substitution,substitution,400511,IN: Shogo TANIGUCHI / OUT: Kou ITAKURA,api.fifa.com
971,60,66,,Japan,403293,Koki OGAWA,Substitution,substitution,430413,IN: Koki OGAWA / OUT: Ayase UEDA,api.fifa.com
972,60,66,,Japan,395321,Junya ITO,Substitution,substitution,391646,IN: Junya ITO / OUT: Ritsu DOAN,api.fifa.com
973,60,75,,Japan,291372,Yuto NAGATOMO,Substitution,substitution,405522,IN: Yuto NAGATOMO / OUT: Keito Nakamura,api.fifa.com
974,60,75,,Japan,430401,Tsuyoshi Watanabe,Substitution,substitution,405527,IN: Tsuyoshi Watanabe / OUT: Ayumu SEKO,api.fifa.com
975,60,37,,Sweden,489689,Lucas BERGVALL,Substitution,substitution,483312,IN: Lucas BERGVALL / OUT: Isak HIEN,api.fifa.com
976,60,75,,Sweden,491255,Daniel SVENSSON,Substitution,substitution,502945,IN: Daniel SVENSSON / OUT: Alexander BERNHARDSSON,api.fifa.com
977,60,75,,Sweden,395286,Ken SEMA,Substitution,substitution,519958,IN: Ken SEMA / OUT: Elliot STROUD,api.fifa.com
978,60,87,,Sweden,441132,Carl STARFELT,Substitution,substitution,395283,IN: Carl STARFELT / OUT: Victor LINDELOF,api.fifa.com
979,60,87,,Sweden,502946,Benjamin NYGREN,Substitution,substitution,483276,IN: Benjamin NYGREN / OUT: Gabriel GUDMUNDSSON,api.fifa.com
980,56,77,,Paraguay,463128,Diego GOMEZ,Yellow Card,,,,api.fifa.com
981,56,46,,Australia,355775,Jackson IRVINE,Yellow Card,,,,api.fifa.com
982,56,,,Paraguay,495046,MAURICIO,Substitution,substitution,505495,IN: MAURICIO / OUT: Alexandro MAIDANA,api.fifa.com
983,56,67,,Paraguay,485802,Alex ARCE,Substitution,substitution,463127,IN: Alex ARCE / OUT: Gabriel AVALOS,api.fifa.com
984,56,84,,Paraguay,520066,Jose CANALE,Substitution,substitution,431202,IN: Jose CANALE / OUT: Omar ALDERETE,api.fifa.com
985,56,90,2,Paraguay,369749,Junior ALONSO,Substitution,substitution,424422,IN: Junior ALONSO / OUT: Matias GALARZA,api.fifa.com
986,56,90,2,Paraguay,476348,Damian BOBADILLA,Substitution,substitution,463128,IN: Damian BOBADILLA / OUT: Diego GOMEZ,api.fifa.com
987,56,58,,Australia,404319,Ajdin HRUSTIC,Substitution,substitution,448015,IN: Ajdin HRUSTIC / OUT: Cristian VOLPATO,api.fifa.com
988,56,84,,Australia,498421,Paul OKON-ENGSTLER,Substitution,substitution,355775,IN: Paul OKON-ENGSTLER / OUT: Jackson IRVINE,api.fifa.com
989,56,84,,Australia,518200,Tete YENGI,Substitution,substitution,486306,IN: Tete YENGI / OUT: Nestory IRANKUNDA,api.fifa.com
990,55,10,,Türkiye,484087,Arda GULER,Goal,open_play,486074,,api.fifa.com
991,55,10,,Türkiye,486074,Can UZUN,Assist,assist,484087,assist attributed via sofascore.com,sofascore.com
992,55,31,,Türkiye,484139,Baris Alper YILMAZ,Goal,open_play,484065,,api.fifa.com
993,55,31,,Türkiye,484065,Eren ELMALI,Assist,assist,484139,assist attributed via sofascore.com,sofascore.com
994,55,90,8,Türkiye,336170,Kaan Ayhan,Goal,open_play,,,api.fifa.com
995,55,3,,USA,390272,Auston TRUSTY,Goal,open_play,499912,,api.fifa.com
996,55,3,,USA,499912,Sebastian BERHALTER,Assist,assist,390272,assist attributed via sofascore.com,sofascore.com
997,55,49,,USA,499912,Sebastian BERHALTER,Goal,open_play,,,api.fifa.com
998,55,19,,USA,499912,Sebastian BERHALTER,Yellow Card,,,,api.fifa.com
999,55,84,,Türkiye,486074,Can UZUN,Substitution,substitution,484112,IN: Can UZUN / OUT: Kenan YILDIZ,api.fifa.com
1000,55,84,,Türkiye,401167,Caglar SOYUNCU,Substitution,substitution,433072,IN: Caglar SOYUNCU / OUT: Zeki CELIK,api.fifa.com
1001,55,88,,Türkiye,336170,Kaan Ayhan,Substitution,substitution,433118,IN: Kaan Ayhan / OUT: Orkun KOKCU,api.fifa.com
1002,55,90,1,Türkiye,430120,Mert MULDUR,Substitution,substitution,486076,IN: Mert MULDUR / OUT: Oguz AYDIN,api.fifa.com
1003,55,90,1,Türkiye,472877,Irfan Can KAHVECI,Substitution,substitution,484139,IN: Irfan Can KAHVECI / OUT: Baris Alper YILMAZ,api.fifa.com
1004,55,58,,USA,390267,Christian PULISIC,Substitution,substitution,406304,IN: Christian PULISIC / OUT: Timothy WEAH,api.fifa.com
1005,55,76,,USA,406280,Sergino DEST,Substitution,substitution,419068,IN: Sergino DEST / OUT: Giovanni REYNA,api.fifa.com
1006,55,76,,USA,390278,Alex ZENDEJAS,Substitution,substitution,419055,IN: Alex ZENDEJAS / OUT: Brenden AARONSON,api.fifa.com
1007,55,76,,USA,464542,Alex FREEMAN,Substitution,substitution,423700,IN: Alex FREEMAN / OUT: Joe SCALLY,api.fifa.com
1008,55,86,,USA,448214,Malik TILLMAN,Substitution,substitution,390259,IN: Malik TILLMAN / OUT: Weston McKENNIE,api.fifa.com
1009,66,4,,Senegal,486130,Habib DIARRA,Goal,open_play,370171,,api.fifa.com
1010,66,4,,Senegal,370171,Abdoulaye Seck,Assist,assist,486130,assist attributed via sofascore.com,sofascore.com
1011,66,56,,Senegal,401889,Ismaila SARR,Goal,open_play,464842,,api.fifa.com
1012,66,56,,Senegal,464842,Lamine CAMARA,Assist,assist,401889,assist attributed via sofascore.com,sofascore.com
1013,66,59,,Senegal,431788,Pape GUEYE,Goal,open_play,401889,,api.fifa.com
1014,66,59,,Senegal,401889,Ismaila SARR,Assist,assist,431788,assist attributed via sofascore.com,sofascore.com
1015,66,71,,Senegal,431788,Pape GUEYE,Goal,open_play,448815,,api.fifa.com
1016,66,71,,Senegal,448815,Iliman NDIAYE,Assist,assist,431788,assist attributed via sofascore.com,sofascore.com
1017,66,82,,Senegal,448815,Iliman NDIAYE,Goal,open_play,431788,,api.fifa.com
1018,66,82,,Senegal,431788,Pape GUEYE,Assist,assist,448815,assist attributed via sofascore.com,sofascore.com
1019,66,18,,Senegal,370171,Abdoulaye Seck,Yellow Card,,,,api.fifa.com
1020,66,81,,Senegal,431788,Pape GUEYE,Yellow Card,,,,api.fifa.com
1021,66,13,,Iraq,396158,REBIN SULAKA,Red Card,,,,api.fifa.com
1022,66,75,,Iraq,433074,AMIR ALAMMARI,Yellow Card,,,,api.fifa.com
1023,66,90,,Iraq,479072,MERCHAS DOSKI,Yellow Card,,,,api.fifa.com
1024,66,56,,Senegal,418795,Nicolas JACKSON,Substitution,substitution,464842,IN: Nicolas JACKSON / OUT: Lamine CAMARA,api.fifa.com
1025,66,56,,Senegal,431788,Pape GUEYE,Substitution,substitution,486130,IN: Pape GUEYE / OUT: Habib DIARRA,api.fifa.com
1026,66,56,,Senegal,448815,Iliman NDIAYE,Substitution,substitution,496358,IN: Iliman NDIAYE / OUT: Ibrahim MBAYE,api.fifa.com
1027,66,58,,Senegal,448825,Pathe CISS,Substitution,substitution,370171,IN: Pathe CISS / OUT: Abdoulaye Seck,api.fifa.com
1028,66,81,,Senegal,484698,Assane DIAO,Substitution,substitution,401889,IN: Assane DIAO / OUT: Ismaila SARR,api.fifa.com
1029,66,16,,Iraq,434024,MUNAF YOUNUS,Substitution,substitution,523236,IN: MUNAF YOUNUS / OUT: AHMED QASEM,api.fifa.com
1030,66,,,Iraq,347085,JALAL HASSAN,Substitution,substitution,433571,IN: JALAL HASSAN / OUT: AHMED BASIL,api.fifa.com
1031,66,57,,Iraq,484276,AHMED MAKNAZI,Substitution,substitution,464457,IN: AHMED MAKNAZI / OUT: ALI JASIM,api.fifa.com
1032,66,57,,Iraq,434029,ALI YOUSIF,Substitution,substitution,436628,IN: ALI YOUSIF / OUT: ALI ALHAMADI,api.fifa.com
1033,66,67,,Iraq,506069,KEVIN YAKOB,Substitution,substitution,434026,IN: KEVIN YAKOB / OUT: ZIDANE IQBAL,api.fifa.com
1034,65,21,,Norway,494627,Thelo AASGAARD,Goal,open_play,494626,,api.fifa.com
1035,65,21,,Norway,494626,Andreas SCHJELDERUP,Assist,assist,494627,assist attributed via sofascore.com,sofascore.com
1036,65,7,,France,398680,Ousmane DEMBELE,Goal,open_play,389867,,api.fifa.com
1037,65,7,,France,389867,Kylian MBAPPE,Assist,assist,398680,assist attributed via sofascore.com,sofascore.com
1038,65,20,,France,398680,Ousmane DEMBELE,Goal,open_play,389867,,api.fifa.com
1039,65,20,,France,389867,Kylian MBAPPE,Assist,assist,398680,assist attributed via sofascore.com,sofascore.com
1040,65,32,,France,398680,Ousmane DEMBELE,Goal,open_play,405893,,api.fifa.com
1041,65,32,,France,405893,Aurelien TCHOUAMENI,Assist,assist,398680,assist attributed via sofascore.com,sofascore.com
1042,65,90,4,France,464114,Desire DOUE,Goal,open_play,,,api.fifa.com
1043,65,10,,Norway,483442,Patrick BERG,Yellow Card,,,,api.fifa.com
1044,65,74,,France,405893,Aurelien TCHOUAMENI,Yellow Card,,,,api.fifa.com
1045,65,,,Norway,433067,Morten Thorsby,Substitution,substitution,419681,IN: Morten Thorsby / OUT: Kristian Thorstvedt,api.fifa.com
1046,65,,,Norway,494625,Marcus HOLMGREN PEDERSEN,Substitution,substitution,483530,IN: Marcus HOLMGREN PEDERSEN / OUT: Fredrik Andre BJORKAN,api.fifa.com
1047,65,66,,Norway,489696,Sondre LANGAS,Substitution,substitution,520112,IN: Sondre LANGAS / OUT: Henrik FALCHENER,api.fifa.com
1048,65,83,,Norway,419654,Jens Petter HAUGE,Substitution,substitution,494626,IN: Jens Petter HAUGE / OUT: Andreas SCHJELDERUP,api.fifa.com
1049,65,83,,Norway,483448,Antonio NUSA,Substitution,substitution,477470,IN: Antonio NUSA / OUT: Oscar BOBB,api.fifa.com
1050,65,65,,France,484860,Bradley BARCOLA,Substitution,substitution,398680,IN: Bradley BARCOLA / OUT: Ousmane DEMBELE,api.fifa.com
1051,65,65,,France,431861,Rayan CHERKI,Substitution,substitution,485655,IN: Rayan CHERKI / OUT: Michael OLISE,api.fifa.com
1052,65,76,,France,419166,Ibrahima KONATE,Substitution,substitution,389876,IN: Ibrahima KONATE / OUT: Dayot UPAMECANO,api.fifa.com
1053,65,86,,France,464055,Malo GUSTO,Substitution,substitution,430707,IN: Malo GUSTO / OUT: Jules KOUNDE,api.fifa.com
1054,65,86,,France,403094,Jean-Philippe MATETA,Substitution,substitution,389867,IN: Jean-Philippe MATETA / OUT: Kylian MBAPPE,api.fifa.com
1055,63,42,,Spain,447860,Alex BAENA,Goal,open_play,382739,,api.fifa.com
1056,63,42,,Spain,382739,Marcos LLORENTE,Assist,assist,447860,assist attributed via sofascore.com,sofascore.com
1057,63,54,,Uruguay,419134,Juan Manuel SANABRIA,Yellow Card,,,,api.fifa.com
1058,63,58,,Uruguay,368660,Guillermo VARELA,Yellow Card,,,,api.fifa.com
1059,63,90,3,Uruguay,402898,Nicolas DE LA CRUZ,Yellow Card,,,,api.fifa.com
1060,63,90,4,Uruguay,402876,Agustin CANOBBIO,Red Card,,,,api.fifa.com
1061,63,46,,Spain,447860,Alex BAENA,Yellow Card,,,,api.fifa.com
1062,63,45,,Uruguay,402898,Nicolas DE LA CRUZ,Substitution,substitution,441623,IN: Nicolas DE LA CRUZ / OUT: Manuel UGARTE,api.fifa.com
1063,63,,,Uruguay,368664,Sergio ROCHET,Substitution,substitution,229498,IN: Sergio ROCHET / OUT: Fernando MUSLERA,api.fifa.com
1064,63,56,,Uruguay,477536,Federico VINAS,Substitution,substitution,402884,IN: Federico VINAS / OUT: Federico VALVERDE,api.fifa.com
1065,63,70,,Uruguay,419132,Brian RODRIGUEZ,Substitution,substitution,419134,IN: Brian RODRIGUEZ / OUT: Juan Manuel SANABRIA,api.fifa.com
1066,63,60,,Spain,430718,Fabian RUIZ,Substitution,substitution,423646,IN: Fabian RUIZ / OUT: PEDRI,api.fifa.com
1067,63,60,,Spain,430750,Dani OLMO,Substitution,substitution,430733,IN: Dani OLMO / OUT: Mikel MERINO,api.fifa.com
1068,63,66,,Spain,423658,Yeremy PINO,Substitution,substitution,447860,IN: Yeremy PINO / OUT: Alex BAENA,api.fifa.com
1069,63,76,,Spain,405545,Ferran TORRES,Substitution,substitution,430751,IN: Ferran TORRES / OUT: Mikel OYARZABAL,api.fifa.com
1070,63,76,,Spain,447855,Nico WILLIAMS,Substitution,substitution,484320,IN: Nico WILLIAMS / OUT: Lamine YAMAL,api.fifa.com
1071,64,8,,Cabo Verde,482783,WAGNER PINA,Yellow Card,,,,api.fifa.com
1072,64,4,,Saudi Arabia,419281,SAUD ABDULHAMID,Yellow Card,,,,api.fifa.com
1073,64,67,,Saudi Arabia,403319,NASSER ALDAWSARI,Yellow Card,,,,api.fifa.com
1074,64,90,3,Saudi Arabia,419291,FERAS ALBRIKAN,Yellow Card,,,,api.fifa.com
1075,64,61,,Cabo Verde,477849,HELIO VARELA,Substitution,substitution,433724,IN: HELIO VARELA / OUT: WILLY SEMEDO,api.fifa.com
1076,64,61,,Cabo Verde,401893,NUNO DA COSTA,Substitution,substitution,482782,IN: NUNO DA COSTA / OUT: DAILON LIVRAMENTO,api.fifa.com
1077,64,71,,Cabo Verde,480966,LAROS DUARTE,Substitution,substitution,401894,IN: LAROS DUARTE / OUT: JAMIRO MONTEIRO,api.fifa.com
1078,64,71,,Cabo Verde,373344,GARRY RODRIGUES,Substitution,substitution,355642,IN: GARRY RODRIGUES / OUT: RYAN MENDES,api.fifa.com
1079,64,90,4,Cabo Verde,477847,STEVEN MOREIRA,Substitution,substitution,482783,IN: STEVEN MOREIRA / OUT: WAGNER PINA,api.fifa.com
1080,64,33,,Saudi Arabia,433439,ALI LAJAMI,Substitution,substitution,403335,IN: ALI LAJAMI / OUT: HASSAN ALTAMBAKTI,api.fifa.com
1081,64,,,Saudi Arabia,436537,MUSAB ALJUWAYR,Substitution,substitution,411624,IN: MUSAB ALJUWAYR / OUT: ABDULLAH ALKHAIBARI,api.fifa.com
1082,64,65,,Saudi Arabia,419302,ABDULLAH ALHAMDDAN,Substitution,substitution,494800,IN: ABDULLAH ALHAMDDAN / OUT: SULTAN MANDASH,api.fifa.com
1083,64,65,,Saudi Arabia,512183,MOHAMMED ABU ALSHAMAT,Substitution,substitution,339745,IN: MOHAMMED ABU ALSHAMAT / OUT: SALEM ALDAWSARI,api.fifa.com
1084,64,82,,Saudi Arabia,419303,MOTEB ALHARBI,Substitution,substitution,430518,IN: MOTEB ALHARBI / OUT: NAWAF BU WASHL,api.fifa.com
1085,61,84,,New Zealand,405454,Elijah JUST,Goal,open_play,,,api.fifa.com
1086,61,28,,Belgium,448355,Leandro TROSSARD,Goal,open_play,,,api.fifa.com
1087,61,50,,Belgium,448355,Leandro TROSSARD,Goal,open_play,,,api.fifa.com
1088,61,66,,Belgium,358120,Kevin DE BRUYNE,Goal,open_play,,,api.fifa.com
1089,61,86,,Belgium,358112,Romelu LUKAKU,Goal,open_play,,,api.fifa.com
1090,61,90,4,Belgium,433092,Alexis SAELEMAEKERS,Goal,open_play,,,api.fifa.com
1091,61,46,,New Zealand,423595,Marko STAMENIC,Yellow Card,,,,api.fifa.com
1092,61,56,,New Zealand,405454,Elijah JUST,Yellow Card,,,,api.fifa.com
1093,61,,,New Zealand,423575,Ben OLD,Substitution,substitution,336641,IN: Ben OLD / OUT: Ryan THOMAS,api.fifa.com
1094,61,,,New Zealand,416652,Jesse RANDALL,Substitution,substitution,390209,IN: Jesse RANDALL / OUT: Sarpreet SINGH,api.fifa.com
1095,61,64,,New Zealand,390196,Callum McCOWATT,Substitution,substitution,390181,IN: Callum McCOWATT / OUT: Joe BELL,api.fifa.com
1096,61,64,,New Zealand,261367,Michael BOXALL,Substitution,substitution,331463,IN: Michael BOXALL / OUT: Tim PAYNE,api.fifa.com
1097,61,79,,New Zealand,440748,Francis DE VRIES,Substitution,substitution,405469,IN: Francis DE VRIES / OUT: Liberato CACACE,api.fifa.com
1098,61,56,,Belgium,494025,Matias FERNANDEZ-PARDO,Substitution,substitution,448341,IN: Matias FERNANDEZ-PARDO / OUT: Jeremy DOKU,api.fifa.com
1099,61,72,,Belgium,433092,Alexis SAELEMAEKERS,Substitution,substitution,448355,IN: Alexis SAELEMAEKERS / OUT: Leandro TROSSARD,api.fifa.com
1100,61,72,,Belgium,448364,Amadou ONANA,Substitution,substitution,358120,IN: Amadou ONANA / OUT: Kevin DE BRUYNE,api.fifa.com
1101,61,85,,Belgium,495349,Nicolas RASKIN,Substitution,substitution,401444,IN: Nicolas RASKIN / OUT: Youri TIELEMANS,api.fifa.com
1102,61,85,,Belgium,358112,Romelu LUKAKU,Substitution,substitution,448362,IN: Romelu LUKAKU / OUT: Charles DE KETELAERE,api.fifa.com
1103,62,5,,Egypt,483183,MAHMOUD SABER,Goal,open_play,,,api.fifa.com
1104,62,14,,IR Iran,384797,Ramin REZAEIAN,Goal,open_play,,,api.fifa.com
1105,62,19,,Egypt,483183,MAHMOUD SABER,Yellow Card,,,,api.fifa.com
1106,62,41,,Egypt,369267,YASSER IBRAHIM,Yellow Card,,,,api.fifa.com
1107,62,90,2,Egypt,433469,MOHANAD LASHIN,Yellow Card,,,,api.fifa.com
1108,62,18,,IR Iran,390534,Hossein KANANI,Yellow Card,,,,api.fifa.com
1109,62,43,,IR Iran,489603,Ali NEMATI,Yellow Card,,,,api.fifa.com
1110,62,79,,IR Iran,371736,Saeid EZATOLAHI,Yellow Card,,,,api.fifa.com
1111,62,90,4,IR Iran,346743,Shoja KHALILZADEH,Yellow Card,,,,api.fifa.com
1112,62,14,,Egypt,369267,YASSER IBRAHIM,Substitution,substitution,416902,IN: YASSER IBRAHIM / OUT: MOHAMED ABDELMONEIM,api.fifa.com
1113,62,,,Egypt,461788,MARAWAN ATTIA,Substitution,substitution,483183,IN: MARAWAN ATTIA / OUT: MAHMOUD SABER,api.fifa.com
1114,62,,,Egypt,430476,OMAR MARMOUSH,Substitution,substitution,430482,IN: OMAR MARMOUSH / OUT: EMAM ASHOUR,api.fifa.com
1115,62,57,,Egypt,433461,ZIZO,Substitution,substitution,344654,IN: ZIZO / OUT: MOHAMED SALAH,api.fifa.com
1116,62,76,,Egypt,495488,HAMZA ABDELKARIM,Substitution,substitution,483161,IN: HAMZA ABDELKARIM / OUT: MOSTAFA ZICO,api.fifa.com
1117,62,,,IR Iran,448505,Saleh HARDANI,Substitution,substitution,390534,IN: Saleh HARDANI / OUT: Hossein KANANI,api.fifa.com
1118,62,67,,IR Iran,481180,Shahriyar MOGHANLOO,Substitution,substitution,411644,IN: Shahriyar MOGHANLOO / OUT: Saman GHODDOS,api.fifa.com
1119,62,90,1,IR Iran,379886,Alireza JAHANBAKHSH,Substitution,substitution,448497,IN: Alireza JAHANBAKHSH / OUT: Mohammad MOHEBBI,api.fifa.com
1120,71,62,,England,448202,Jude BELLINGHAM,Goal,open_play,448196,,api.fifa.com
1121,71,62,,England,448196,Bukayo SAKA,Assist,assist,448202,assist attributed via sofascore.com,sofascore.com
1122,71,67,,England,369419,Harry KANE,Goal,open_play,448202,,api.fifa.com
1123,71,67,,England,448202,Jude BELLINGHAM,Assist,assist,369419,assist attributed via sofascore.com,sofascore.com
1124,71,53,,Panama,411174,Jose FAJARDO,Yellow Card,,,,api.fifa.com
1125,71,83,,Panama,441240,Andres ANDRADE,Yellow Card,,,,api.fifa.com
1126,71,60,,England,463809,Jarell QUANSAH,Yellow Card,,,,api.fifa.com
1127,71,,,Panama,411174,Jose FAJARDO,Substitution,substitution,418747,IN: Jose FAJARDO / OUT: Tomas RODRIGUEZ,api.fifa.com
1128,71,71,,Panama,372342,Ismael DIAZ,Substitution,substitution,400416,IN: Ismael DIAZ / OUT: Edgar Yoel BARCENAS,api.fifa.com
1129,71,71,,Panama,466669,Azarias LONDONO,Substitution,substitution,411176,IN: Azarias LONDONO / OUT: Jose Luis RODRIGUEZ,api.fifa.com
1130,71,88,,Panama,271116,Alberto QUINTERO,Substitution,substitution,418729,IN: Alberto QUINTERO / OUT: Carlos HARVEY,api.fifa.com
1131,71,88,,Panama,337232,Eric DAVIS,Substitution,substitution,441239,IN: Eric DAVIS / OUT: Jorge GUTIERREZ,api.fifa.com
1132,71,63,,England,506329,Djed SPENCE,Substitution,substitution,463809,IN: Djed SPENCE / OUT: Jarell QUANSAH,api.fifa.com
1133,71,63,,England,489732,Noni MADUEKE,Substitution,substitution,448196,IN: Noni MADUEKE / OUT: Bukayo SAKA,api.fifa.com
1134,71,71,,England,473113,Eberechi EZE,Substitution,substitution,448202,IN: Eberechi EZE / OUT: Jude BELLINGHAM,api.fifa.com
1135,71,84,,England,356189,Jordan HENDERSON,Substitution,substitution,481610,IN: Jordan HENDERSON / OUT: Elliot ANDERSON,api.fifa.com
1136,71,84,,England,448203,Ollie WATKINS,Substitution,substitution,369419,IN: Ollie WATKINS / OUT: Harry KANE,api.fifa.com
1137,72,31,,Croatia,485066,Petar SUCIC,Goal,open_play,,,api.fifa.com
1138,72,83,,Croatia,409191,Nikola VLASIC,Goal,open_play,241559,,api.fifa.com
1139,72,83,,Croatia,241559,Luka MODRIC,Assist,assist,409191,assist attributed via sofascore.com,sofascore.com
1140,72,73,,Ghana,520037,Derrick LUCKASSEN,Goal,open_play,448525,,api.fifa.com
1141,72,73,,Ghana,448525,Ernest NUAMAH,Assist,assist,520037,assist attributed via sofascore.com,sofascore.com
1142,72,68,,Croatia,359381,Ivan PERISIC,Yellow Card,,,,api.fifa.com
