event_id,match_id,minute,added_time,team,player_id,player_name,event_type,event_subtype,related_player_id,description,data_source
1,1,9,,Mexico,429157,Julian QUINONES,Goal,open_play,419518,,api.fifa.com
2,1,9,,Mexico,419518,Erik LIRA,Assist,assist,429157,assist attributed via sofascore.com,sofascore.com
3,1,67,,Mexico,356731,Raul JIMENEZ,Goal,open_play,403585,,api.fifa.com
4,1,67,,Mexico,403585,Roberto ALVARADO,Assist,assist,356731,assist attributed via sofascore.com,sofascore.com
5,1,23,,Mexico,464533,Brian GUTIERREZ,Yellow Card,,,,api.fifa.com
6,1,90,2,Mexico,395516,Cesar MONTES,Red Card,,,,api.fifa.com
7,1,17,,South Africa,403616,Teboho MOKOENA,Yellow Card,,,,api.fifa.com
8,1,49,,South Africa,390475,Sphephelo SITHOLE,Red Card,,,,api.fifa.com
9,1,74,,South Africa,463221,Nkosinathi SIBISI,Yellow Card,,,,api.fifa.com
10,1,84,,South Africa,395984,Themba ZWANE,Red Card,,,,api.fifa.com
11,1,66,,Mexico,448051,Luis CHAVEZ,Substitution,substitution,464533,IN: Luis CHAVEZ / OUT: Brian GUTIERREZ,api.fifa.com
12,1,66,,Mexico,500037,Gilberto MORA,Substitution,substitution,416576,IN: Gilberto MORA / OUT: Alvaro FIDALGO,api.fifa.com
13,1,76,,Mexico,400634,Edson ALVAREZ,Substitution,substitution,419518,IN: Edson ALVAREZ / OUT: Erik LIRA,api.fifa.com
14,1,76,,Mexico,514336,Armando GONZALEZ,Substitution,substitution,356731,IN: Armando GONZALEZ / OUT: Raul JIMENEZ,api.fifa.com
15,1,79,,Mexico,430766,Alexis VEGA,Substitution,substitution,429157,IN: Alexis VEGA / OUT: Julian QUINONES,api.fifa.com
16,1,56,,South Africa,494248,Thalente MBATHA,Substitution,substitution,419211,IN: Thalente MBATHA / OUT: Lyle FOSTER,api.fifa.com
17,1,61,,South Africa,395984,Themba ZWANE,Substitution,substitution,463236,IN: Themba ZWANE / OUT: Jayden ADAMS,api.fifa.com
18,1,76,,South Africa,430917,Evidence MAKGOPA,Substitution,substitution,481242,IN: Evidence MAKGOPA / OUT: Iqraam RAYNERS,api.fifa.com
19,1,76,,South Africa,419223,Oswin APPOLLIS,Substitution,substitution,395050,IN: Oswin APPOLLIS / OUT: Aubrey MODIBA,api.fifa.com
20,1,55,,South Africa,,,VAR Review,,,from sofascore.com,sofascore.com
21,2,67,,Korea Republic,395084,HWANG Inbeom,Goal,open_play,418490,,api.fifa.com
22,2,67,,Korea Republic,418490,LEE Kangin,Assist,assist,395084,assist attributed via sofascore.com,sofascore.com
23,2,80,,Korea Republic,448586,OH Hyeongyu,Goal,open_play,395084,,api.fifa.com
24,2,80,,Korea Republic,395084,HWANG Inbeom,Assist,assist,448586,assist attributed via sofascore.com,sofascore.com
25,2,59,,Czechia,441170,Ladislav KREJCI,Goal,open_play,472908,,api.fifa.com
26,2,59,,Czechia,472908,Vladimir COUFAL,Assist,assist,441170,assist attributed via sofascore.com,sofascore.com
27,2,90,6,Korea Republic,492315,LEE Gihyuk,Yellow Card,,,,api.fifa.com
28,2,62,,Korea Republic,395083,HWANG Heechan,Substitution,substitution,390525,IN: HWANG Heechan / OUT: LEE Jaesung,api.fifa.com
29,2,69,,Korea Republic,448586,OH Hyeongyu,Substitution,substitution,307849,IN: OH Hyeongyu / OUT: SON Heungmin,api.fifa.com
30,2,69,,Korea Republic,423855,EOM Jisung,Substitution,substitution,423880,IN: EOM Jisung / OUT: LEE Taeseok,api.fifa.com
31,2,84,,Korea Republic,430385,KIM Jingyu,Substitution,substitution,395084,IN: KIM Jingyu / OUT: HWANG Inbeom,api.fifa.com
32,2,84,,Korea Republic,479316,PARK Jinseob,Substitution,substitution,402817,IN: PARK Jinseob / OUT: PAIK Seungho,api.fifa.com
33,2,63,,Czechia,433754,Adam HLOZEK,Substitution,substitution,486082,IN: Adam HLOZEK / OUT: Pavel SULC,api.fifa.com
34,2,63,,Czechia,483961,Tomas CHORY,Substitution,substitution,401481,IN: Tomas CHORY / OUT: Patrik Schick,api.fifa.com
35,2,63,,Czechia,433668,Michal SADILEK,Substitution,substitution,484011,IN: Michal SADILEK / OUT: Lukas PROVOD,api.fifa.com
36,2,84,,Czechia,484003,Mojmir CHYTIL,Substitution,substitution,523097,IN: Mojmir CHYTIL / OUT: Alexandr SOJKA,api.fifa.com
37,3,78,,Canada,390670,Cyle LARIN,Goal,open_play,493970,,api.fifa.com
38,3,78,,Canada,493970,Promise DAVID,Assist,assist,390670,assist attributed via sofascore.com,sofascore.com
39,3,21,,Bosnia and Herzegovina,519954,Jovo LUKIC,Goal,open_play,376230,,api.fifa.com
40,3,21,,Bosnia and Herzegovina,376230,Sead KOLASINAC,Assist,assist,519954,assist attributed via sofascore.com,sofascore.com
41,3,11,,Canada,441252,Alistair JOHNSTON,Yellow Card,,,,api.fifa.com
42,3,53,,Canada,480322,Luc DE FOUGEROLLES,Yellow Card,,,,api.fifa.com
43,3,44,,Bosnia and Herzegovina,436743,Ermedin DEMIROVIC,Yellow Card,,,,api.fifa.com
44,3,45,1,Bosnia and Herzegovina,519954,Jovo LUKIC,Yellow Card,,,,api.fifa.com
45,3,90,3,Bosnia and Herzegovina,489520,Nikola KATIC,Yellow Card,,,,api.fifa.com
46,3,61,,Canada,493970,Promise DAVID,Substitution,substitution,441257,IN: Promise DAVID / OUT: Jonathan DAVID,api.fifa.com
47,3,61,,Canada,466687,Ali AHMED,Substitution,substitution,430138,IN: Ali AHMED / OUT: Tajon BUCHANAN,api.fifa.com
48,3,61,,Canada,448411,Jacob SHAFFELBURG,Substitution,substitution,441259,IN: Jacob SHAFFELBURG / OUT: Liam MILLAR,api.fifa.com
49,3,76,,Canada,390670,Cyle LARIN,Substitution,substitution,486929,IN: Cyle LARIN / OUT: Tani OLUWASEYI,api.fifa.com
50,3,90,1,Canada,370986,Jonathan OSORIO,Substitution,substitution,433635,IN: Jonathan OSORIO / OUT: Stephen EUSTAQUIO,api.fifa.com
51,3,61,,Bosnia and Herzegovina,489523,Armin GIGOVIC,Substitution,substitution,482974,IN: Armin GIGOVIC / OUT: Ivan BASIC,api.fifa.com
52,3,61,,Bosnia and Herzegovina,485063,Samed BAZDAR,Substitution,substitution,519954,IN: Samed BAZDAR / OUT: Jovo LUKIC,api.fifa.com
53,3,74,,Bosnia and Herzegovina,504990,Kerim ALAJBEGOVIC,Substitution,substitution,494640,IN: Kerim ALAJBEGOVIC / OUT: Amar MEMIC,api.fifa.com
54,3,74,,Bosnia and Herzegovina,372436,Ivan SUNJIC,Substitution,substitution,464566,IN: Ivan SUNJIC / OUT: Esmir BAJRAKTAREVIC,api.fifa.com
55,3,83,,Bosnia and Herzegovina,389886,Dzenis BURNIC,Substitution,substitution,376230,IN: Dzenis BURNIC / OUT: Sead KOLASINAC,api.fifa.com
56,4,7,,USA,476348,Damian BOBADILLA,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
57,4,31,,USA,466624,Folarin BALOGUN,Goal,open_play,390267,,api.fifa.com
58,4,31,,USA,390267,Christian PULISIC,Assist,assist,466624,assist attributed via sofascore.com,sofascore.com
59,4,45,5,USA,466624,Folarin BALOGUN,Goal,open_play,,,api.fifa.com
60,4,90,8,USA,419068,Giovanni REYNA,Goal,open_play,,,api.fifa.com
61,4,73,,Paraguay,495046,MAURICIO,Goal,open_play,441234,,api.fifa.com
62,4,73,,Paraguay,441234,Julio ENCISO,Assist,assist,495046,assist attributed via sofascore.com,sofascore.com
63,4,59,,USA,390238,Tyler ADAMS,Yellow Card,,,,api.fifa.com
64,4,9,,Paraguay,479601,Juan Jose CACERES,Yellow Card,,,,api.fifa.com
65,4,53,,Paraguay,369761,Miguel ALMIRON,Yellow Card,,,,api.fifa.com
66,4,79,,Paraguay,463128,Diego GOMEZ,Yellow Card,,,,api.fifa.com
67,4,88,,Paraguay,485802,Alex ARCE,Yellow Card,,,,api.fifa.com
68,4,90,3,Paraguay,369749,Junior ALONSO,Yellow Card,,,,api.fifa.com
69,4,,,USA,499912,Sebastian BERHALTER,Substitution,substitution,390267,IN: Sebastian BERHALTER / OUT: Christian PULISIC,api.fifa.com
70,4,72,,USA,406304,Timothy WEAH,Substitution,substitution,406280,IN: Timothy WEAH / OUT: Sergino DEST,api.fifa.com
71,4,72,,USA,419082,Ricardo PEPI,Substitution,substitution,466624,IN: Ricardo PEPI / OUT: Folarin BALOGUN,api.fifa.com
72,4,82,,USA,419068,Giovanni REYNA,Substitution,substitution,448214,IN: Giovanni REYNA / OUT: Malik TILLMAN,api.fifa.com
73,4,,,Paraguay,495046,MAURICIO,Substitution,substitution,476348,IN: MAURICIO / OUT: Damian BOBADILLA,api.fifa.com
74,4,62,,Paraguay,485802,Alex ARCE,Substitution,substitution,369768,IN: Alex ARCE / OUT: Antonio SANABRIA,api.fifa.com
75,4,79,,Paraguay,463125,Ramon SOSA,Substitution,substitution,369761,IN: Ramon SOSA / OUT: Miguel ALMIRON,api.fifa.com
76,4,79,,Paraguay,486875,Gustavo VELAZQUEZ,Substitution,substitution,479601,IN: Gustavo VELAZQUEZ / OUT: Juan Jose CACERES,api.fifa.com
77,4,79,,Paraguay,386458,Alejandro ROMERO GAMARRA,Substitution,substitution,463128,IN: Alejandro ROMERO GAMARRA / OUT: Diego GOMEZ,api.fifa.com
78,5,90,4,Qatar,493221,Miro MUHEIM,Own Goal,own_goal,,Own goal by opposing player (beneficiary shown),api.fifa.com
79,5,17,,Switzerland,393480,Breel EMBOLO,Goal,penalty,,Penalty scored,api.fifa.com
80,5,13,,Qatar,419459,MAHMOUD ABUNADA,Yellow Card,,,,api.fifa.com
81,5,23,,Qatar,419473,JASSEM GABER,Yellow Card,,,,api.fifa.com
82,5,42,,Switzerland,401448,Denis ZAKARIA,Yellow Card,,,,api.fifa.com
83,5,60,,Qatar,433394,AHMED FATHY,Substitution,substitution,510991,IN: AHMED FATHY / OUT: AYOUB ALOUI,api.fifa.com
84,5,60,,Qatar,354861,KARIM BOUDIAF,Substitution,substitution,419473,IN: KARIM BOUDIAF / OUT: JASSEM GABER,api.fifa.com
85,5,60,,Qatar,353251,AHMED ALAAELDIN,Substitution,substitution,419463,IN: AHMED ALAAELDIN / OUT: YUSUF ABDURISAG,api.fifa.com
86,5,78,,Qatar,498458,MOHAMED MANAI,Substitution,substitution,386348,IN: MOHAMED MANAI / OUT: ASSIM MADIBO,api.fifa.com
87,5,88,,Qatar,284190,HASSAN ALHAYDOS,Substitution,substitution,429063,IN: HASSAN ALHAYDOS / OUT: EDMILSON JUNIOR,api.fifa.com
88,5,65,,Switzerland,502727,Johan MANZAMBI,Substitution,substitution,448114,IN: Johan MANZAMBI / OUT: Dan NDOYE,api.fifa.com
89,5,65,,Switzerland,448103,Fabian RIEDER,Substitution,substitution,433147,IN: Fabian RIEDER / OUT: Michel AEBISCHER,api.fifa.com
90,5,79,,Switzerland,448112,Zeki AMDOUNI,Substitution,substitution,448131,IN: Zeki AMDOUNI / OUT: Ruben VARGAS,api.fifa.com
91,5,89,,Switzerland,493221,Miro MUHEIM,Substitution,substitution,313559,IN: Miro MUHEIM / OUT: Ricardo RODRIGUEZ,api.fifa.com
92,5,89,,Switzerland,448120,Ardon JASHARI,Substitution,substitution,402021,IN: Ardon JASHARI / OUT: Remo FREULER,api.fifa.com
93,6,32,,Brazil,405742,VINICIUS JUNIOR,Goal,open_play,430605,,api.fifa.com
94,6,32,,Brazil,430605,BRUNO GUIMARAES,Assist,assist,405742,assist attributed via sofascore.com,sofascore.com
95,6,21,,Morocco,448598,Ismael SAIBARI,Goal,open_play,430740,,api.fifa.com
96,6,21,,Morocco,430740,Brahim DIAZ,Assist,assist,448598,assist attributed via sofascore.com,sofascore.com
97,6,37,,Brazil,308386,CASEMIRO,Yellow Card,,,,api.fifa.com
98,6,43,,Brazil,430594,ROGER IBANEZ,Yellow Card,,,,api.fifa.com
99,6,,,Brazil,394456,FABINHO,Substitution,substitution,308386,IN: FABINHO / OUT: CASEMIRO,api.fifa.com
100,6,,,Brazil,335656,DANILO,Substitution,substitution,430594,IN: DANILO / OUT: ROGER IBANEZ,api.fifa.com
101,6,61,,Brazil,430609,MATHEUS CUNHA,Substitution,substitution,411726,IN: MATHEUS CUNHA / OUT: LUCAS PAQUETA,api.fifa.com
102,6,61,,Brazil,448420,LUIZ HENRIQUE,Substitution,substitution,519836,IN: LUIZ HENRIQUE / OUT: IGOR THIAGO,api.fifa.com
103,6,80,,Brazil,429392,DANILO SANTOS,Substitution,substitution,430605,IN: DANILO SANTOS / OUT: BRUNO GUIMARAES,api.fifa.com
104,6,64,,Morocco,494293,Chemsdine TALBI,Substitution,substitution,430740,IN: Chemsdine TALBI / OUT: Brahim DIAZ,api.fifa.com
105,6,64,,Morocco,505097,Samir EL MOURABET,Substitution,substitution,441307,IN: Samir EL MOURABET / OUT: Azzedine OUNAHI,api.fifa.com
106,6,80,,Morocco,424071,Anass SALAH EDDINE,Substitution,substitution,411680,IN: Anass SALAH EDDINE / OUT: Noussair MAZRAOUI,api.fifa.com
107,6,80,,Morocco,523288,Ayoube AMAIMOUNI,Substitution,substitution,448612,IN: Ayoube AMAIMOUNI / OUT: Bilal EL KHANNOUSS,api.fifa.com
108,6,89,,Morocco,433426,Soufiane RAHIMI,Substitution,substitution,448598,IN: Soufiane RAHIMI / OUT: Ismael SAIBARI,api.fifa.com
109,7,28,,Scotland,401334,John McGinn,Goal,open_play,,,api.fifa.com
110,7,39,,Haiti,430697,Jean-Ricner Bellegarde,Yellow Card,,,,api.fifa.com
111,7,46,,Scotland,442428,Aaron HICKEY,Yellow Card,,,,api.fifa.com
112,7,90,1,Scotland,520217,Findlay CURTIS,Yellow Card,,,,api.fifa.com
113,7,90,5,Scotland,484051,Kenny McLEAN,Yellow Card,,,,api.fifa.com
114,7,61,,Haiti,510757,Josue CASIMIR,Substitution,substitution,481027,IN: Josue CASIMIR / OUT: Louicius DEEDSON,api.fifa.com
115,7,75,,Haiti,485676,Lenny JOSEPH,Substitution,substitution,405879,IN: Lenny JOSEPH / OUT: Wilson Isidor,api.fifa.com
116,7,85,,Haiti,506483,Yassin FORTUNE,Substitution,substitution,485664,IN: Yassin FORTUNE / OUT: Ruben PROVIDENCE,api.fifa.com
117,7,75,,Scotland,430098,Lyndon DYKES,Substitution,substitution,433191,IN: Lyndon DYKES / OUT: Che Adams,api.fifa.com
118,7,75,,Scotland,430097,Ryan Christie,Substitution,substitution,485131,IN: Ryan Christie / OUT: Ben GANNON-DOAK,api.fifa.com
119,7,75,,Scotland,433694,Nathan PATTERSON,Substitution,substitution,442428,IN: Nathan PATTERSON / OUT: Aaron HICKEY,api.fifa.com
120,7,82,,Scotland,520217,Findlay CURTIS,Substitution,substitution,401334,IN: Findlay CURTIS / OUT: John McGinn,api.fifa.com
121,7,82,,Scotland,484051,Kenny McLEAN,Substitution,substitution,484045,IN: Kenny McLEAN / OUT: Lawrence SHANKLAND,api.fifa.com
122,8,27,,Australia,486306,Nestory IRANKUNDA,Goal,open_play,498421,,api.fifa.com
123,8,27,,Australia,498421,Paul OKON-ENGSTLER,Assist,assist,486306,assist attributed via sofascore.com,sofascore.com
124,8,75,,Australia,430452,Connor METCALFE,Goal,open_play,,,api.fifa.com
125,8,86,,Türkiye,406231,Yunus AKGUN,Yellow Card,,,,api.fifa.com
126,8,61,,Australia,491166,Nishan VELUPILLAY,Substitution,substitution,486306,IN: Nishan VELUPILLAY / OUT: Nestory IRANKUNDA,api.fifa.com
127,8,74,,Australia,518200,Tete YENGI,Substitution,substitution,498806,IN: Tete YENGI / OUT: Mohamed TOURE,api.fifa.com
128,8,74,,Australia,339112,Jason GERIA,Substitution,substitution,430450,IN: Jason GERIA / OUT: Jacob ITALIANO,api.fifa.com
129,8,83,,Australia,355775,Jackson IRVINE,Substitution,substitution,498421,IN: Jackson IRVINE / OUT: Paul OKON-ENGSTLER,api.fifa.com
130,8,83,,Australia,349342,Aziz BEHICH,Substitution,substitution,423522,IN: Aziz BEHICH / OUT: Jordan BOS,api.fifa.com
131,8,,,Türkiye,484112,Kenan YILDIZ,Substitution,substitution,484139,IN: Kenan YILDIZ / OUT: Baris Alper YILMAZ,api.fifa.com
132,8,62,,Türkiye,406231,Yunus AKGUN,Substitution,substitution,433118,IN: Yunus AKGUN / OUT: Orkun KOKCU,api.fifa.com
133,8,80,,Türkiye,389907,Salih OZCAN,Substitution,substitution,484092,IN: Salih OZCAN / OUT: Ismail YUKSEK,api.fifa.com
134,8,80,,Türkiye,430120,Mert MULDUR,Substitution,substitution,433072,IN: Mert MULDUR / OUT: Zeki CELIK,api.fifa.com
135,8,85,,Türkiye,495347,Deniz GUL,Substitution,substitution,441188,IN: Deniz GUL / OUT: Kerem AKTURKOGLU,api.fifa.com
136,9,6,,Germany,492363,Felix NMECHA,Goal,open_play,430669,,api.fifa.com
137,9,6,,Germany,430669,Florian WIRTZ,Assist,assist,492363,assist attributed via sofascore.com,sofascore.com
138,9,38,,Germany,430667,Nico SCHLOTTERBECK,Goal,open_play,511015,,api.fifa.com
139,9,38,,Germany,511015,Nathaniel BROWN,Assist,assist,430667,assist attributed via sofascore.com,sofascore.com
140,9,45,5,Germany,411367,Kai HAVERTZ,Goal,penalty,,Penalty scored,api.fifa.com
141,9,47,,Germany,429642,Jamal MUSIALA,Goal,open_play,386413,,api.fifa.com
142,9,47,,Germany,386413,Joshua KIMMICH,Assist,assist,429642,assist attributed via sofascore.com,sofascore.com
143,9,68,,Germany,511015,Nathaniel BROWN,Goal,open_play,484851,,api.fifa.com
144,9,68,,Germany,484851,Deniz UNDAV,Assist,assist,511015,assist attributed via sofascore.com,sofascore.com
145,9,78,,Germany,484851,Deniz UNDAV,Goal,open_play,386413,,api.fifa.com
146,9,78,,Germany,386413,Joshua KIMMICH,Assist,assist,484851,assist attributed via sofascore.com,sofascore.com
147,9,88,,Germany,411367,Kai HAVERTZ,Goal,open_play,484851,,api.fifa.com
148,9,88,,Germany,484851,Deniz UNDAV,Assist,assist,411367,assist attributed via sofascore.com,sofascore.com
149,9,21,,Curaçao,494989,Livano COMENENCIA,Goal,open_play,,,api.fifa.com
150,9,64,,Germany,484851,Deniz UNDAV,Substitution,substitution,429642,IN: Deniz UNDAV / OUT: Jamal MUSIALA,api.fifa.com
151,9,72,,Germany,379953,Leon GORETZKA,Substitution,substitution,492363,IN: Leon GORETZKA / OUT: Felix NMECHA,api.fifa.com
152,9,72,,Germany,379955,Antonio RUEDIGER,Substitution,substitution,401378,IN: Antonio RUEDIGER / OUT: Jonathan TAH,api.fifa.com
153,9,72,,Germany,430657,David RAUM,Substitution,substitution,511015,IN: David RAUM / OUT: Nathaniel BROWN,api.fifa.com
154,9,83,,Germany,430658,Waldemar ANTON,Substitution,substitution,386413,IN: Waldemar ANTON / OUT: Joshua KIMMICH,api.fifa.com
155,9,,,Curaçao,424047,Jeremy Antonisse,Substitution,substitution,424056,IN: Jeremy Antonisse / OUT: Sontje HANSEN,api.fifa.com
156,9,65,,Curaçao,466363,Jearl MARGARITHA,Substitution,substitution,407680,IN: Jearl MARGARITHA / OUT: Juergen LOCADIA,api.fifa.com
157,9,82,,Curaçao,466372,Gervane KASTANEER,Substitution,substitution,485347,IN: Gervane KASTANEER / OUT: Tahith CHONG,api.fifa.com
158,10,50,,Netherlands,397786,Virgil VAN DIJK,Goal,open_play,430176,,api.fifa.com
159,10,50,,Netherlands,430176,Ryan GRAVENBERCH,Assist,assist,397786,assist attributed via sofascore.com,sofascore.com
160,10,64,,Netherlands,489518,Crysencio SUMMERVILLE,Goal,open_play,430176,,api.fifa.com
161,10,64,,Netherlands,430176,Ryan GRAVENBERCH,Assist,assist,489518,assist attributed via sofascore.com,sofascore.com
162,10,57,,Japan,405522,Keito Nakamura,Goal,open_play,403304,,api.fifa.com
163,10,57,,Japan,403304,Takefusa KUBO,Assist,assist,405522,assist attributed via sofascore.com,sofascore.com
164,10,88,,Japan,448557,Daichi KAMADA,Goal,open_play,403293,,api.fifa.com
165,10,88,,Japan,403293,Koki OGAWA,Assist,assist,448557,assist attributed via sofascore.com,sofascore.com
166,10,61,,Netherlands,489518,Crysencio SUMMERVILLE,Yellow Card,,,,api.fifa.com
167,10,83,,Netherlands,336098,Memphis DEPAY,Yellow Card,,,,api.fifa.com
168,10,90,1,Netherlands,448140,Micky VAN DE VEN,Yellow Card,,,,api.fifa.com
169,10,70,,Netherlands,336098,Memphis DEPAY,Substitution,substitution,433066,IN: Memphis DEPAY / OUT: Donyell Malen,api.fifa.com
170,10,70,,Netherlands,484859,Quinten TIMBER,Substitution,substitution,483526,IN: Quinten TIMBER / OUT: Tijjani REIJNDERS,api.fifa.com
171,10,70,,Netherlands,448149,Teun KOOPMEINERS,Substitution,substitution,489518,IN: Teun KOOPMEINERS / OUT: Crysencio SUMMERVILLE,api.fifa.com
172,10,81,,Netherlands,336088,Nathan AKE,Substitution,substitution,430176,IN: Nathan AKE / OUT: Ryan GRAVENBERCH,api.fifa.com
173,10,84,,Netherlands,424051,Brian BROBBEY,Substitution,substitution,448152,IN: Brian BROBBEY / OUT: Cody GAKPO,api.fifa.com
174,10,66,,Japan,395321,Junya ITO,Substitution,substitution,430407,IN: Junya ITO / OUT: Daizen MAEDA,api.fifa.com
175,10,75,,Japan,403289,Takehiro TOMIYASU,Substitution,substitution,430401,IN: Takehiro TOMIYASU / OUT: Tsuyoshi Watanabe,api.fifa.com
176,10,75,,Japan,403293,Koki OGAWA,Substitution,substitution,403304,IN: Koki OGAWA / OUT: Takefusa KUBO,api.fifa.com
177,10,75,,Japan,405528,Yukinari Sugawara,Substitution,substitution,391646,IN: Yukinari Sugawara / OUT: Ritsu DOAN,api.fifa.com
178,10,84,,Japan,520218,Kento SHIOGAI,Substitution,substitution,430413,IN: Kento SHIOGAI / OUT: Ayase UEDA,api.fifa.com
179,11,90,,Côte d'Ivoire,430822,Amad DIALLO,Goal,open_play,430854,,api.fifa.com
180,11,90,,Côte d'Ivoire,430854,Wilfried SINGO,Assist,assist,430822,assist attributed via sofascore.com,sofascore.com
181,11,28,,Côte d'Ivoire,405175,Seko Fofana,Yellow Card,,,,api.fifa.com
182,11,38,,Côte d'Ivoire,371609,Franck KESSIE,Yellow Card,,,,api.fifa.com
183,11,40,,Côte d'Ivoire,486317,Guela DOUE,Yellow Card,,,,api.fifa.com
184,11,73,,Ecuador,419003,Jackson POROZO,Yellow Card,,,,api.fifa.com
185,11,56,,Côte d'Ivoire,464103,Ange-Yoan BONNY,Substitution,substitution,464133,IN: Ange-Yoan BONNY / OUT: Elye WAHI,api.fifa.com
186,11,56,,Côte d'Ivoire,430822,Amad DIALLO,Substitution,substitution,506202,IN: Amad DIALLO / OUT: Bazoumana TOURE,api.fifa.com
187,11,77,,Côte d'Ivoire,430831,Ibrahim SANGARE,Substitution,substitution,405175,IN: Ibrahim SANGARE / OUT: Seko Fofana,api.fifa.com
188,11,77,,Côte d'Ivoire,514208,Christ Inao OULAI,Substitution,substitution,402261,IN: Christ Inao OULAI / OUT: Nicolas PEPE,api.fifa.com
189,11,89,,Côte d'Ivoire,477825,Odilon KOSSOUNOU,Substitution,substitution,486317,IN: Odilon KOSSOUNOU / OUT: Guela DOUE,api.fifa.com
190,11,56,,Ecuador,448312,Nilson ANGULO,Substitution,substitution,463468,IN: Nilson ANGULO / OUT: Alan MINDA,api.fifa.com
191,11,62,,Ecuador,402974,Angelo PRECIADO,Substitution,substitution,405920,IN: Angelo PRECIADO / OUT: John YEBOAH,api.fifa.com
192,11,62,,Ecuador,419003,Jackson POROZO,Substitution,substitution,389784,IN: Jackson POROZO / OUT: Alan FRANCO,api.fifa.com
193,11,77,,Ecuador,448310,Kevin RODRIGUEZ,Substitution,substitution,373400,IN: Kevin RODRIGUEZ / OUT: Enner VALENCIA,api.fifa.com
194,12,7,,Sweden,489688,Yasin AYARI,Goal,open_play,,,api.fifa.com
195,12,30,,Sweden,430150,Alexander Isak,Goal,open_play,483327,,api.fifa.com
196,12,30,,Sweden,483327,Viktor GYOKERES,Assist,assist,430150,assist attributed via sofascore.com,sofascore.com
197,12,59,,Sweden,483327,Viktor GYOKERES,Goal,open_play,430150,,api.fifa.com
198,12,59,,Sweden,430150,Alexander Isak,Assist,assist,483327,assist attributed via sofascore.com,sofascore.com
199,12,84,,Sweden,433795,Mattias SVANBERG,Goal,open_play,430150,,api.fifa.com
200,12,84,,Sweden,430150,Alexander Isak,Assist,assist,433795,assist attributed via sofascore.com,sofascore.com
201,12,90,6,Sweden,489688,Yasin AYARI,Goal,open_play,,,api.fifa.com
202,12,43,,Tunisia,433367,Omar Rekik,Goal,open_play,433378,,api.fifa.com
203,12,43,,Tunisia,433378,Hannibal MEJBRI,Assist,assist,433367,assist attributed via sofascore.com,sofascore.com
204,12,54,,Tunisia,336459,Rani Khedira,Yellow Card,,,,api.fifa.com
205,12,64,,Sweden,489689,Lucas BERGVALL,Substitution,substitution,502946,IN: Lucas BERGVALL / OUT: Benjamin NYGREN,api.fifa.com
206,12,64,,Sweden,519958,Elliot STROUD,Substitution,substitution,483276,IN: Elliot STROUD / OUT: Gabriel GUDMUNDSSON,api.fifa.com
207,12,84,,Sweden,433795,Mattias SVANBERG,Substitution,substitution,441135,IN: Mattias SVANBERG / OUT: Jesper KARLSTROM,api.fifa.com
208,12,90,,Sweden,441137,Anthony ELANGA,Substitution,substitution,430150,IN: Anthony ELANGA / OUT: Alexander Isak,api.fifa.com
209,12,90,,Sweden,491255,Daniel SVENSSON,Substitution,substitution,502945,IN: Daniel SVENSSON / OUT: Alexander BERNHARDSSON,api.fifa.com
210,12,72,,Tunisia,448662,Elias ACHOURI,Substitution,substitution,411658,IN: Elias ACHOURI / OUT: Ellyes SKHIRI,api.fifa.com
211,12,72,,Tunisia,479781,Mohamed HADJ MAHMOUD,Substitution,substitution,419189,IN: Mohamed HADJ MAHMOUD / OUT: Yan Valery,api.fifa.com
212,12,72,,Tunisia,504502,Sebastian TOUNEKTI,Substitution,substitution,482885,IN: Sebastian TOUNEKTI / OUT: Elias SAAD,api.fifa.com
213,12,84,,Tunisia,494375,Firas CHAOUAT,Substitution,substitution,433361,IN: Firas CHAOUAT / OUT: Anis SLIMANE,api.fifa.com
214,12,84,,Tunisia,464484,Ismael GHARBI,Substitution,substitution,336459,IN: Ismael GHARBI / OUT: Rani Khedira,api.fifa.com
215,13,90,3,Spain,423646,PEDRI,Yellow Card,,,,api.fifa.com
216,13,16,,Cabo Verde,477832,SIDNY LOPES CABRAL,Yellow Card,,,,api.fifa.com
217,13,71,,Spain,430733,Mikel MERINO,Substitution,substitution,430718,IN: Mikel MERINO / OUT: Fabian RUIZ,api.fifa.com
218,13,71,,Spain,484320,Lamine YAMAL,Substitution,substitution,447866,IN: Lamine YAMAL / OUT: GAVI,api.fifa.com
219,13,81,,Spain,430750,Dani OLMO,Substitution,substitution,405545,IN: Dani OLMO / OUT: Ferran TORRES,api.fifa.com
220,13,87,,Spain,447855,Nico WILLIAMS,Substitution,substitution,411375,IN: Nico WILLIAMS / OUT: RODRI,api.fifa.com
221,13,61,,Cabo Verde,401893,NUNO DA COSTA,Substitution,substitution,482782,IN: NUNO DA COSTA / OUT: DAILON LIVRAMENTO,api.fifa.com
222,13,61,,Cabo Verde,433724,WILLY SEMEDO,Substitution,substitution,477856,IN: WILLY SEMEDO / OUT: JOVANE CABRAL,api.fifa.com
223,13,61,,Cabo Verde,477827,DEROY DUARTE,Substitution,substitution,480966,IN: DEROY DUARTE / OUT: LAROS DUARTE,api.fifa.com
224,13,76,,Cabo Verde,477855,JOAO PAULO,Substitution,substitution,477832,IN: JOAO PAULO / OUT: SIDNY LOPES CABRAL,api.fifa.com
