player_id,player_name,position_group,similar_player_id,similar_player_name,similarity
24,Luis Gerardo Chavez,MF,449,Juninho Gracielo Bacuna,1.0
24,Luis Gerardo Chavez,MF,452,Leandro Jones Johan Bacuna,1.0
25,Roberto Carlos Alvarado,FW,1137,Juan Camilo Hernandez,0.9458973496364249
25,Roberto Carlos Alvarado,FW,1220,Ernest Nuamah Nuamah,0.9275978863417502
25,Roberto Carlos Alvarado,FW,34,Tshepang Moremi,0.9181698229363691
25,Roberto Carlos Alvarado,FW,416,Can Yılmaz Uzun,0.9102807168076651
25,Roberto Carlos Alvarado,FW,957,Jose Manuel Alberto Lopez,0.9060218014980584
25,Roberto Carlos Alvarado,FW,565,Koki Ogawa,0.901558267802854
25,Roberto Carlos Alvarado,FW,1079,Meschack Lina Elia,0.892034675752368
25,Roberto Carlos Alvarado,FW,999,Michael Gregoritsch,0.8820558440034294
25,Roberto Carlos Alvarado,FW,530,Memphis Depay,0.8735594735326985
25,Roberto Carlos Alvarado,FW,711,Christopher Grant Wood,0.811001949249451
26,Brian Gutierrez,MF,72,Hyunjun Yang,1.0
26,Brian Gutierrez,MF,69,Junho Bae,1.0
26,Brian Gutierrez,MF,77,Jisung Eom,1.0
26,Brian Gutierrez,MF,76,Jingyu Kim,1.0
26,Brian Gutierrez,MF,78,Donggyeong Lee,1.0
26,Brian Gutierrez,MF,103,Hugo Sochurek,1.0
26,Brian Gutierrez,MF,1160,Kobbie Boateng Mainoo,1.0
26,Brian Gutierrez,MF,1158,Jordan Brian Henderson,1.0
26,Brian Gutierrez,MF,125,Jonathan Osorio,1.0
26,Brian Gutierrez,MF,1177,Nikola Moro,1.0
27,Ronwen Hayden Williams,GK,1041,Diogo Diogo Costa,0.9810872791515062
27,Ronwen Hayden Williams,GK,350,Orlando Daniel Gill,0.9727940459596406
27,Ronwen Hayden Williams,GK,755,José Vozinha,0.9226194685535316
27,Ronwen Hayden Williams,GK,677,Ali Reza Beiranvand,0.8859921263522316
27,Ronwen Hayden Williams,GK,495,Hernán Ismael Galindez,0.8821769607358986
27,Ronwen Hayden Williams,GK,183,Gregor Kobel,0.8721750743961914
27,Ronwen Hayden Williams,GK,287,Angus Fraser James Gunn,0.8224456560812683
27,Ronwen Hayden Williams,GK,235,Yassine Bounou,0.7971623819885767
27,Ronwen Hayden Williams,GK,801,Khalil Mohammed Alowais,0.7751691966356379
27,Ronwen Hayden Williams,GK,469,Yahia Fofana,0.7643163508628431
28,Tholo Thabang Matuludi,DF,1247,Roderick Alonso Miller,1.0
28,Tholo Thabang Matuludi,DF,1156,Trevoh Tom Chalobah,1.0
28,Tholo Thabang Matuludi,DF,1159,Daniel Johnson Burn,1.0
28,Tholo Thabang Matuludi,DF,1237,Eric Javier Davis,1.0
28,Tholo Thabang Matuludi,DF,805,Abdullatif Jehad Thikri,1.0
28,Tholo Thabang Matuludi,DF,808,José María Gimenez,1.0
28,Tholo Thabang Matuludi,DF,810,Ronald Federico Araujo,1.0
28,Tholo Thabang Matuludi,DF,29,Khulumani Ndamane,1.0
28,Tholo Thabang Matuludi,DF,44,Samukele Alucious Kabini,1.0
28,Tholo Thabang Matuludi,DF,50,Olwethu Mpilwenhle Makhanya,1.0
29,Khulumani Ndamane,DF,1247,Roderick Alonso Miller,1.0
29,Khulumani Ndamane,DF,1156,Trevoh Tom Chalobah,1.0
29,Khulumani Ndamane,DF,1159,Daniel Johnson Burn,1.0
29,Khulumani Ndamane,DF,1237,Eric Javier Davis,1.0
29,Khulumani Ndamane,DF,805,Abdullatif Jehad Thikri,1.0
29,Khulumani Ndamane,DF,808,José María Gimenez,1.0
29,Khulumani Ndamane,DF,810,Ronald Federico Araujo,1.0
29,Khulumani Ndamane,DF,28,Tholo Thabang Matuludi,1.0
29,Khulumani Ndamane,DF,44,Samukele Alucious Kabini,1.0
29,Khulumani Ndamane,DF,50,Olwethu Mpilwenhle Makhanya,1.0
30,Teboho Mokoena,MF,277,Danley Jean Jacques,0.9818772615402321
30,Teboho Mokoena,MF,346,Diego Alexander Gomez,0.9806266475535238
30,Teboho Mokoena,MF,112,Ismaël Kenneth Jordan Kone,0.9806266475535238
30,Teboho Mokoena,MF,1199,Caleb Marfo Yirenkyi,0.8760026889446477
30,Teboho Mokoena,MF,290,Mc,0.8759989849663902
30,Teboho Mokoena,MF,426,Jamal Musiala,0.8759965539834836
30,Teboho Mokoena,MF,1035,Mahmoud Ahmed Nizar Alrashdan,0.8759751438442241
30,Teboho Mokoena,MF,646,Alexis Jesse Saelemaekers,0.8759751438442241
