player_id,player_name,team_id,position,position_group,anomaly_score,is_anomaly
647,Nicolas Thierry Raskin,25,MID,MF,0.38665509224851463,False
1106,Eldor Shomurodov,43,FWD,FW,0.38636724926134264,False
1023,Iyad Ali Ali Olwan,40,FWD,FW,0.38636724926134264,False
398,Arda Guler,16,FWD,FW,0.38636724926134264,False
509,Pedro Jeampierre Vite,20,MID,MF,0.38591002135340247,False
517,Moisés Isaac Caicedo,20,MID,MF,0.38591002135340247,False
1207,Antoine Serlom Semenyo,47,MID,MF,0.38591002135340247,False
846,Adrien Thibault Marie Rabiot,33,MID,MF,0.38591002135340247,False
140,Ermedin Demirovic,6,FWD,FW,0.3855201801468662,False
503,John Yeboah,20,FWD,FW,0.3855201801468662,False
507,Enner Remberto Valencia,20,FWD,FW,0.3855201801468662,False
1205,Jordan Pierre Ayew,47,FWD,FW,0.3855201801468662,False
917,Alexander Sorloth,36,FWD,FW,0.3855201801468662,False
774,Isaac Ryan,30,FWD,FW,0.3855201801468662,False
121,Tajon Trevor Buchanan,5,FWD,FW,0.3855201801468662,False
913,Kristoffer Vassbakk Köpp Ajer,36,DEF,DF,0.3801322734036448,False
1169,Tehuti Djed-Hotep Spence,45,DEF,DF,0.3801322734036448,False
237,Noussair Mazraoui,10,DEF,DF,0.3801322734036448,False
23,Jesús Daniel Gallardo,1,DEF,DF,0.3801322734036448,False
1121,Jhon Janer Lucumi,44,DEF,DF,0.3801322734036448,False
342,Juan Jose Caceres,14,DEF,DF,0.3801322734036448,False
858,Maxence Guy Lacroix,33,DEF,DF,0.3801322734036448,False
750,Pau Cubarsi,29,DEF,DF,0.3801322734036448,False
106,Alistair William Johnston,5,DEF,DF,0.3801322734036448,False
212,MARQUINHOSMarcos,9,DEF,DF,0.3801322734036448,False
927,Torbjørn Lysaker Heggem,36,DEF,DF,0.3801322734036448,False
1147,Nico Oreilly,45,DEF,DF,0.3801322734036448,False
962,Nahuel Molina,37,DEF,DF,0.3801322734036448,False
396,Orkun Kokcu,16,MID,MF,0.37874901589976234,False
1006,Romano Schmid,39,MID,MF,0.37695899589307086,False
631,Kevin De Bruyne,25,MID,MF,0.37234904225078375,False
734,Mikel Merino,29,MID,MF,0.3717334205406121,False
1186,Martin Baturina,46,MID,MF,0.3705363765210659,False
435,Leroy Aziz Sane,17,MID,MF,0.3700332357670061,False
997,Marcel Sabitzer,39,MID,MF,0.36984430912340094,False
96,Michal Sadilek,4,MID,MF,0.36946941072720785,False
476,Franck Yannick Kessie,19,MID,MF,0.36896267506718317,False
760,Lenini Kevin Pina,30,MID,MF,0.36896267506718317,False
1183,Nikola Vlasic,46,MID,MF,0.3685765733358793,False
1055,Pedro Joao Neves,41,MID,MF,0.3678470199233055,False
111,Stephen Eustaquio,5,MID,MF,0.3674161243575448,False
820,Agustin Canobbio,32,MID,MF,0.3636720045401938,False
560,Junya Ito,22,MID,MF,0.36359692999719934,False
644,Hans Vanaken,25,MID,MF,0.3633510084931045,False
1114,Abbosbek Fayzullaev,43,MID,MF,0.362253924479941,False
450,Livano Shyron Liomar Comenencia,18,MID,MF,0.35899731133473317,False
768,Deroy Deroy Duarte,30,MID,MF,0.35821800998565856,False
141,Edin Dzeko,6,FWD,FW,0.35737165470867016,False
477,Ange-Yoan Laurent Bonny,19,FWD,FW,0.35737165470867016,False
538,Donyell Malen,21,FWD,FW,0.35737165470867016,False
167,Hassan Akram,7,FWD,FW,0.35737165470867016,False
22,Guillermo Martinez,1,FWD,FW,0.35737165470867016,False
936,Julian Ryerson,36,FWD,FW,0.35737165470867016,False
954,Nicolas Paz,37,FWD,FW,0.35737165470867016,False
11,Santiago Tomás Gimenez,1,FWD,FW,0.35737165470867016,False
1164,Azuka Tristan Madueke,45,FWD,FW,0.35737165470867016,False
33,Oswin Reagan Appollis,2,FWD,FW,0.35737165470867016,False
952,Thiago Ezequiel Almada,37,FWD,FW,0.35737165470867016,False
790,Mohammed Salem Aldawsari,31,FWD,FW,0.35737165470867016,False
275,Ruben Fritzner Providence,11,FWD,FW,0.35737165470867016,False
672,Mohamed Abdelsalam Omar,26,FWD,FW,0.35737165470867016,False
685,Mehdi Taremi,27,FWD,FW,0.35737165470867016,False
451,Jürgen Leonardo Locadia,18,FWD,FW,0.35737165470867016,False
1083,Cedric Bakambu,42,FWD,FW,0.35737165470867016,False
684,Mohammad Mohebbi,27,MID,MF,0.35643643745791753,False
557,Daizen Maeda,22,MID,MF,0.35643643745791753,False
646,Alexis Jesse Saelemaekers,25,MID,MF,0.3555432291368965,False
1035,Mahmoud Ahmed Nizar Alrashdan,40,MID,MF,0.3555432291368965,False
1033,Ahmad Salameh Saed,40,DEF,DF,0.35526381590584527,False
1117,Avazbek Ulmasaliyev,43,DEF,DF,0.35526381590584527,False
890,Younus Hashim Munaf Younus,35,DEF,DF,0.35526381590584527,False
899,Hasan Maknazi Ahmed Maknazi,35,DEF,DF,0.35526381590584527,False
1031,Amer Saleem Saleem,40,DEF,DF,0.35526381590584527,False
1188,Kristijan Jakic,46,DEF,DF,0.35526381590584527,False
1107,Umarbek Eshmurodov,43,DEF,DF,0.35526381590584527,False
66,Wije Cho,3,DEF,DF,0.35526381590584527,False
80,David Zima,4,DEF,DF,0.35526381590584527,False
75,Jens Castrop,3,DEF,DF,0.35526381590584527,False
68,Jinseob Park,3,DEF,DF,0.35526381590584527,False
909,Saadoon Abbood Mustafa,35,DEF,DF,0.35526381590584527,False
92,David Jurasek,4,DEF,DF,0.35526381590584527,False
184,Miro Max Maria Muheim,8,DEF,DF,0.35526381590584527,False
181,Alhussein Alhashmi,7,DEF,DF,0.35526381590584527,False
109,Joel Robert Waterman,5,DEF,DF,0.35526381590584527,False
50,Olwethu Mpilwenhle Makhanya,2,DEF,DF,0.35526381590584527,False
127,Niko Kristian Sigur,5,DEF,DF,0.35526381590584527,False
29,Khulumani Ndamane,2,DEF,DF,0.35526381590584527,False
132,Nihad Mujakic,6,DEF,DF,0.35526381590584527,False
759,Evans Logan Costa,30,DEF,DF,0.35526381590584527,False
1213,Abdul Rahman Rahman,47,DEF,DF,0.35526381590584527,False
330,Maximilian Michael Arfsten,13,DEF,DF,0.35526381590584527,False
726,Callan Rennie Elliot,28,DEF,DF,0.35526381590584527,False
1237,Eric Javier Davis,48,DEF,DF,0.35526381590584527,False
853,Lucas Francois Bernard Hernandez,33,DEF,DF,0.35526381590584527,False
343,Fabián Cornelio Balbuena,14,DEF,DF,0.35526381590584527,False
830,Santiago Ignacio Bueno,32,DEF,DF,0.35526381590584527,False
1202,Abdul Mumin Mumin,47,DEF,DF,0.35526381590584527,False
756,Ianique Stopira,30,DEF,DF,0.35526381590584527,False
717,Nando Zen Pijnaker,28,DEF,DF,0.35526381590584527,False
1227,Edgardo Issac Farina,48,DEF,DF,0.35526381590584527,False
253,Youssef Belammari,10,DEF,DF,0.35526381590584527,False
882,Antoine Alpha Mendy,34,DEF,DF,0.35526381590584527,False
1217,Kojo Peprah Oppong,47,DEF,DF,0.35526381590584527,False
200,Eray Ervin Coemert,8,DEF,DF,0.35526381590584527,False
310,Anthony Ralston,12,DEF,DF,0.35526381590584527,False
222,Bremer Bremer,9,DEF,DF,0.35526381590584527,False
214,Sandro Alex,9,DEF,DF,0.35526381590584527,False
1159,Daniel Johnson Burn,45,DEF,DF,0.35526381590584527,False
274,Garven-Michee Metusala,11,DEF,DF,0.35526381590584527,False
263,Keeto Thermoncy,11,DEF,DF,0.35526381590584527,False
273,Markhus Lacroix,11,DEF,DF,0.35526381590584527,False
1156,Trevoh Tom Chalobah,45,DEF,DF,0.35526381590584527,False
1247,Roderick Alonso Miller,48,DEF,DF,0.35526381590584527,False
1198,Alidu Seidu,47,DEF,DF,0.35526381590584527,False
1195,Martin Erlic,46,DEF,DF,0.35526381590584527,False
1175,Duje Caleta-Car,46,DEF,DF,0.35526381590584527,False
1054,Gonçalo Goncalo Inacio,41,DEF,DF,0.35526381590584527,False
1064,Samuel Samu Costa,41,DEF,DF,0.35526381590584527,False
860,Mamadou Sarr,34,DEF,DF,0.35526381590584527,False
934,Sondre Klingen Langas,36,DEF,DF,0.35526381590584527,False
810,Ronald Federico Araujo,32,DEF,DF,0.35526381590584527,False
808,José María Gimenez,32,DEF,DF,0.35526381590584527,False
284,Wilguens Raphael Polynice Paugain,11,DEF,DF,0.35526381590584527,False
159,Michel Lucas,7,DEF,DF,0.35526381590584527,False
239,Marwane Saadane,10,DEF,DF,0.35526381590584527,False
223,PEREIRALeonardo Leo,9,DEF,DF,0.35526381590584527,False
301,John Francis Souttar,12,DEF,DF,0.35526381590584527,False
394,Ça ğ lar Soyuncu,16,DEF,DF,0.35526381590584527,False
1016,Ali Hasan Mohammad,40,DEF,DF,0.35526381590584527,False
1013,Michael Svoboda,39,DEF,DF,0.35526381590584527,False
