match_id;player_id;player_name;team;opponent_team;starter;minutes_played;saves;shots_faced;goals_conceded_on_pitch;clean_sheet;penalty_saves;punches;data_source
4;339;Gatito FERNANDEZ;Paraguay;USA;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
4;360;Gaston OLVEIRA;Paraguay;USA;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
5;157;MAHMOUD ABUNADA;Qatar;Switzerland;1;94;5;0;1;0;0;0;api.fifa.com+espn.com
5;177;SALAH ZAKARIA;Qatar;Switzerland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
5;178;MESHAAL BARSHAM;Qatar;Switzerland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
5;183;Gregor KOBEL;Switzerland;Qatar;1;94;3;0;1;0;0;0;api.fifa.com+espn.com
5;194;Yvon MVOGO;Switzerland;Qatar;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
5;203;Marvin KELLER;Switzerland;Qatar;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
6;209;ALISSON;Brazil;Morocco;1;90;2;0;1;0;0;0;api.fifa.com+espn.com
6;220;WEVERTON;Brazil;Morocco;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
6;231;EDERSON;Brazil;Morocco;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
6;235;Yassine BOUNOU;Morocco;Brazil;1;90;4;0;1;0;0;0;api.fifa.com+espn.com
6;246;Munir EL KAJOUI;Morocco;Brazil;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
6;256;Ahmed Reda TAGNAOUTI;Morocco;Brazil;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
7;261;Johny Placide;Haiti;Scotland;1;95;1;0;1;0;0;0;api.fifa.com+espn.com
7;272;Alexandre PIERRE;Haiti;Scotland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
7;283;Josue DUVERGER;Haiti;Scotland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
7;287;Angus Gunn;Scotland;Haiti;1;95;2;0;0;1;0;0;api.fifa.com+espn.com
7;298;Liam KELLY;Scotland;Haiti;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
7;307;Craig GORDON;Scotland;Haiti;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
8;382;Patrick BEACH;Australia;Türkiye;1;90;8;0;0;1;0;0;api.fifa.com+espn.com
8;365;Mathew RYAN;Australia;Türkiye;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
8;376;Paul Izzo;Australia;Türkiye;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
8;413;Ugurcan CAKIR;Türkiye;Australia;1;90;2;0;2;0;0;0;api.fifa.com+espn.com
8;391;Mert GUNOK;Türkiye;Australia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
8;402;Altay BAYINDIR;Türkiye;Australia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
9;417;Manuel NEUER;Germany;Curaçao;1;90;1;0;1;0;0;0;api.fifa.com+espn.com
9;428;Oliver Baumann;Germany;Curaçao;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
9;437;Alexander NUEBEL;Germany;Curaçao;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
9;443;Eloy ROOM;Curaçao;Germany;1;90;4;0;7;0;0;0;api.fifa.com+espn.com
9;467;Tyrick BODAK;Curaçao;Germany;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
9;468;Trevor DOORNBUSCH;Curaçao;Germany;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
10;521;Bart Verbruggen;Netherlands;Japan;1;91;1;0;2;0;0;0;api.fifa.com+espn.com
10;533;Robin ROEFS;Netherlands;Japan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
10;543;Mark FLEKKEN;Netherlands;Japan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
10;547;Zion Suzuki;Japan;Netherlands;1;91;4;0;2;0;0;0;api.fifa.com+espn.com
10;558;Keisuke OSAKO;Japan;Netherlands;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
10;569;Tomoki HAYAKAWA;Japan;Netherlands;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
11;469;Yahia Fofana;Côte d'Ivoire;Ecuador;1;90;1;0;0;1;0;0;api.fifa.com+espn.com
11;484;Mohamed KONE;Côte d'Ivoire;Ecuador;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
11;491;Alban Lafont;Côte d'Ivoire;Ecuador;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
11;495;Hernan GALINDEZ;Ecuador;Côte d'Ivoire;1;90;3;0;1;0;0;0;api.fifa.com+espn.com
11;506;Moises RAMIREZ;Ecuador;Côte d'Ivoire;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
11;516;Gonzalo VALLE;Ecuador;Côte d'Ivoire;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
12;595;Kristoffer NORDFELDT;Sweden;Tunisia;1;96;1;0;1;0;0;0;api.fifa.com+espn.com
