match_id;player_id;player_name;team;opponent_team;starter;minutes_played;saves;shots_faced;goals_conceded_on_pitch;clean_sheet;penalty_saves;punches;data_source
12;573;Jacob WIDELL ZETTERSTROM;Sweden;Tunisia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
12;584;Viktor JOHANSSON;Sweden;Tunisia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
12;599;Mouhib CHAMAKH;Tunisia;Sweden;1;96;1;0;5;0;0;0;api.fifa.com+espn.com
12;614;Aymen DAHMEN;Tunisia;Sweden;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
12;620;Sabri BEN HESSEN;Tunisia;Sweden;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
13;751;Unai SIMON;Spain;Cabo Verde;1;93;1;0;0;1;0;0;api.fifa.com+espn.com
13;729;David RAYA;Spain;Cabo Verde;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
13;741;Joan GARCIA;Spain;Cabo Verde;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
13;755;VOZINHA;Cabo Verde;Spain;1;93;7;0;0;1;0;0;api.fifa.com+espn.com
13;766;MARCIO ROSA;Cabo Verde;Spain;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
13;777;CJ DOS SANTOS;Cabo Verde;Spain;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
14;625;Thibaut COURTOIS;Belgium;Egypt;1;90;2;0;1;0;0;0;api.fifa.com+espn.com
14;636;Senne LAMMENS;Belgium;Egypt;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
14;637;Mike PENDERS;Belgium;Egypt;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
14;673;MOSTAFA SHOUBIR;Egypt;Belgium;1;90;3;0;1;0;0;0;api.fifa.com+espn.com
14;651;MOHAMED ELSHENAWY;Egypt;Belgium;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
14;666;MAHDY SOLIMAN;Egypt;Belgium;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
14;676;MOHAMED ALAA;Egypt;Belgium;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
15;801;MOHAMMED ALOWAIS;Saudi Arabia;Uruguay;1;92;9;0;1;0;0;0;api.fifa.com+espn.com
15;781;NAWAF ALAQIDI;Saudi Arabia;Uruguay;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
15;802;AHMED ALKASSAR;Saudi Arabia;Uruguay;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
15;829;Fernando MUSLERA;Uruguay;Saudi Arabia;1;92;2;0;1;0;0;0;api.fifa.com+espn.com
15;807;Sergio ROCHET;Uruguay;Saudi Arabia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
15;818;Santiago MELE;Uruguay;Saudi Arabia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
16;677;Alireza BEIRANVAND;IR Iran;New Zealand;1;92;6;0;2;0;0;0;api.fifa.com+espn.com
16;688;Payam NIAZMAND;IR Iran;New Zealand;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
16;698;Hossein HOSSEINI;IR Iran;New Zealand;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
16;703;Max CROCOMBE;New Zealand;IR Iran;1;92;2;0;2;0;0;0;api.fifa.com+espn.com
16;714;Alex PAULSEN;New Zealand;IR Iran;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
16;724;Michael WOUD;New Zealand;IR Iran;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
17;848;Mike MAIGNAN;France;Senegal;1;96;2;0;1;0;0;0;api.fifa.com+espn.com
17;833;Brice SAMBA;France;Senegal;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
17;855;Robin RISSER;France;Senegal;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
17;874;Edouard MENDY;Senegal;France;1;96;5;0;3;0;0;0;api.fifa.com+espn.com
17;859;Yehvann DIOUF;Senegal;France;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
17;881;Mory DIAW;Senegal;France;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
18;896;JALAL HASSAN;Iraq;Norway;1;96;2;0;4;0;0;0;api.fifa.com+espn.com
18;885;FAHAD TALIB;Iraq;Norway;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
18;906;AHMED BASIL;Iraq;Norway;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
18;911;Orjan NYLAND;Norway;Iraq;1;96;0;0;1;0;0;0;api.fifa.com+espn.com
18;922;Sander TANGVIK;Norway;Iraq;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
18;923;Egil SELVIK;Norway;Iraq;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
19;959;Emiliano MARTINEZ;Argentina;Algeria;1;90;0;0;0;1;0;0;api.fifa.com+espn.com
19;937;Juan MUSSO;Argentina;Algeria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
19;948;Geronimo RULLI;Argentina;Algeria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
19;985;Luca ZIDANE;Algeria;Argentina;1;90;3;0;3;0;0;0;api.fifa.com+espn.com
19;963;Melvin MASTIL;Algeria;Argentina;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
19;978;Oussama BENBOT;Algeria;Argentina;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
20;989;Alexander SCHLAGER;Austria;Jordan;1;102;3;0;1;0;0;0;api.fifa.com+espn.com
20;1000;Florian WIEGELE;Austria;Jordan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
20;1001;Patrick PENTZ;Austria;Jordan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
20;1015;YAZEED ABULAILA;Jordan;Austria;1;102;1;0;3;0;0;1;api.fifa.com+espn.com
20;1026;NOUR BANIATEYAH;Jordan;Austria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
20;1036;ABDALLAH ALFAKHORI;Jordan;Austria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
21;1041;DIOGO COSTA;Portugal;Congo DR;1;92;1;0;1;0;0;0;api.fifa.com+espn.com
21;1052;JOSE SA;Portugal;Congo DR;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
21;1062;RUI SILVA;Portugal;Congo DR;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
21;1067;Lionel MPASI;Congo DR;Portugal;1;92;0;0;1;0;0;0;api.fifa.com+espn.com
21;1082;Timothy FAYULU;Congo DR;Portugal;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
21;1087;Matthieu EPOLO;Congo DR;Portugal;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
22;1145;Jordan PICKFORD;England;Croatia;1;90;3;0;2;0;0;0;api.fifa.com+espn.com
22;1157;Dean Henderson;England;Croatia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
22;1167;James TRAFFORD;England;Croatia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
22;1171;Dominik LIVAKOVIC;Croatia;England;1;90;7;0;4;0;0;0;api.fifa.com+espn.com
22;1182;Ivor PANDUR;Croatia;England;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
22;1193;Dominik KOTARSKI;Croatia;England;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
23;1197;Lawrence Ati ZIGI;Ghana;Panama;1;99;1;0;0;1;0;0;api.fifa.com+espn.com
23;1208;Joseph ANANG;Ghana;Panama;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
23;1212;Benjamin ASARE;Ghana;Panama;0;44;0;0;0;0;0;0;api.fifa.com+derived-known-zero
23;1244;Orlando MOSQUERA;Panama;Ghana;1;99;2;0;1;0;0;0;api.fifa.com+espn.com
23;1223;Luis MEJIA;Panama;Ghana;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
23;1234;Cesar SAMUDIO;Panama;Ghana;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
24;1093;Utkir YUSUPOV;Uzbekistan;Colombia;1;99;1;0;3;0;0;0;api.fifa.com+espn.com
24;1104;Abduvohid NEMATOV;Uzbekistan;Colombia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
24;1108;Botirali ERGASHEV;Uzbekistan;Colombia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
24;1130;Camilo VARGAS;Colombia;Uzbekistan;1;99;1;0;1;0;0;0;api.fifa.com+espn.com
24;1119;David OSPINA;Colombia;Uzbekistan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
24;1142;Alvaro MONTERO;Colombia;Uzbekistan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
26;79;Matej KOVAR;Czechia;South Africa;1;90;3;0;1;0;0;0;api.fifa.com+espn.com
26;94;Jindrich STANEK;Czechia;South Africa;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
26;101;Lukas HORNICEK;Czechia;South Africa;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
26;27;Ronwen WILLIAMS;South Africa;Czechia;1;90;2;0;1;0;0;1;api.fifa.com+espn.com
26;42;Sipho CHAINE;South Africa;Czechia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
26;48;Ricardo GOSS;South Africa;Czechia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
28;183;Gregor KOBEL;Switzerland;Bosnia and Herzegovina;1;97;2;0;1;0;0;0;api.fifa.com+espn.com
28;194;Yvon MVOGO;Switzerland;Bosnia and Herzegovina;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
28;203;Marvin KELLER;Switzerland;Bosnia and Herzegovina;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
28;131;Nikola VASILJ;Bosnia and Herzegovina;Switzerland;1;97;3;0;4;0;0;0;api.fifa.com+espn.com
28;142;Mladen JURKAS;Bosnia and Herzegovina;Switzerland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
28;152;Martin ZLOMISLIC;Bosnia and Herzegovina;Switzerland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
27;120;Maxime CREPEAU;Canada;Qatar;1;92;0;0;0;1;0;0;api.fifa.com+espn.com
27;105;Dayne ST. CLAIR;Canada;Qatar;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
27;122;Owen GOODMAN;Canada;Qatar;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
27;157;MAHMOUD ABUNADA;Qatar;Canada;1;92;4;0;6;0;0;0;api.fifa.com+espn.com
27;177;SALAH ZAKARIA;Qatar;Canada;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
27;178;MESHAAL BARSHAM;Qatar;Canada;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
25;1;Raul RANGEL;Mexico;Korea Republic;1;90;2;0;0;1;0;0;api.fifa.com+espn.com
25;12;Carlos ACEVEDO;Mexico;Korea Republic;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
25;13;Guillermo OCHOA;Mexico;Korea Republic;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
25;53;KIM Seunggyu;Korea Republic;Mexico;1;90;3;0;1;0;0;0;api.fifa.com+espn.com
25;64;SONG Bumkeun;Korea Republic;Mexico;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
25;73;JO Hyeonwoo;Korea Republic;Mexico;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
31;336;Matt FREESE;USA;Australia;1;96;2;0;0;1;0;0;api.fifa.com+espn.com
31;313;Matt TURNER;USA;Australia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
31;337;Chris BRADY;USA;Australia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
31;382;Patrick BEACH;Australia;USA;1;96;1;0;2;0;0;0;api.fifa.com+espn.com
31;365;Mathew RYAN;Australia;USA;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
31;376;Paul Izzo;Australia;USA;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
30;287;Angus Gunn;Scotland;Morocco;1;90;1;0;1;0;0;0;api.fifa.com+espn.com
30;298;Liam KELLY;Scotland;Morocco;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
30;307;Craig GORDON;Scotland;Morocco;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
30;235;Yassine BOUNOU;Morocco;Scotland;1;90;0;0;0;1;0;0;api.fifa.com+espn.com
30;246;Munir EL KAJOUI;Morocco;Scotland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
30;256;Ahmed Reda TAGNAOUTI;Morocco;Scotland;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
29;209;ALISSON;Brazil;Haiti;1;90;3;0;0;1;0;0;api.fifa.com+espn.com
29;220;WEVERTON;Brazil;Haiti;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
29;231;EDERSON;Brazil;Haiti;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
29;261;Johny Placide;Haiti;Brazil;1;90;2;0;3;0;0;0;api.fifa.com+espn.com
29;272;Alexandre PIERRE;Haiti;Brazil;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
29;283;Josue DUVERGER;Haiti;Brazil;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
32;413;Ugurcan CAKIR;Türkiye;Paraguay;1;91;1;0;1;0;0;0;api.fifa.com+espn.com
32;391;Mert GUNOK;Türkiye;Paraguay;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
32;402;Altay BAYINDIR;Türkiye;Paraguay;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
32;350;Orlando GILL;Paraguay;Türkiye;1;91;5;0;0;1;0;0;api.fifa.com+espn.com
32;339;Gatito FERNANDEZ;Paraguay;Türkiye;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
32;360;Gaston OLVEIRA;Paraguay;Türkiye;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
35;521;Bart Verbruggen;Netherlands;Sweden;1;93;7;0;1;0;0;0;api.fifa.com+espn.com
35;533;Robin ROEFS;Netherlands;Sweden;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
35;543;Mark FLEKKEN;Netherlands;Sweden;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
35;595;Kristoffer NORDFELDT;Sweden;Netherlands;1;93;2;0;5;0;0;0;api.fifa.com+espn.com
35;573;Jacob WIDELL ZETTERSTROM;Sweden;Netherlands;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
35;584;Viktor JOHANSSON;Sweden;Netherlands;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
33;417;Manuel NEUER;Germany;Côte d'Ivoire;1;94;1;0;1;0;0;0;api.fifa.com+espn.com
33;428;Oliver Baumann;Germany;Côte d'Ivoire;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
33;437;Alexander NUEBEL;Germany;Côte d'Ivoire;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
33;469;Yahia Fofana;Côte d'Ivoire;Germany;1;94;5;0;2;0;0;1;api.fifa.com+espn.com
33;484;Mohamed KONE;Côte d'Ivoire;Germany;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
33;491;Alban Lafont;Côte d'Ivoire;Germany;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
34;495;Hernan GALINDEZ;Ecuador;Curaçao;1;91;3;0;0;1;0;0;api.fifa.com+espn.com
34;506;Moises RAMIREZ;Ecuador;Curaçao;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
34;516;Gonzalo VALLE;Ecuador;Curaçao;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
34;443;Eloy ROOM;Curaçao;Ecuador;1;91;15;0;0;1;0;0;api.fifa.com+espn.com
34;467;Tyrick BODAK;Curaçao;Ecuador;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
34;468;Trevor DOORNBUSCH;Curaçao;Ecuador;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
36;614;Aymen DAHMEN;Tunisia;Japan;1;90;1;0;4;0;0;0;api.fifa.com+espn.com
36;599;Mouhib CHAMAKH;Tunisia;Japan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
36;620;Sabri BEN HESSEN;Tunisia;Japan;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
36;547;Zion Suzuki;Japan;Tunisia;1;90;0;0;0;1;0;0;api.fifa.com+espn.com
36;558;Keisuke OSAKO;Japan;Tunisia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
36;569;Tomoki HAYAKAWA;Japan;Tunisia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
39;751;Unai SIMON;Spain;Saudi Arabia;1;90;1;0;0;1;0;0;api.fifa.com+espn.com
39;729;David RAYA;Spain;Saudi Arabia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
39;741;Joan GARCIA;Spain;Saudi Arabia;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
39;801;MOHAMMED ALOWAIS;Saudi Arabia;Spain;1;90;5;0;4;0;0;0;api.fifa.com+espn.com
39;781;NAWAF ALAQIDI;Saudi Arabia;Spain;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
39;802;AHMED ALKASSAR;Saudi Arabia;Spain;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
37;625;Thibaut COURTOIS;Belgium;IR Iran;1;90;3;0;0;1;0;0;api.fifa.com+espn.com
37;636;Senne LAMMENS;Belgium;IR Iran;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
37;637;Mike PENDERS;Belgium;IR Iran;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
37;677;Alireza BEIRANVAND;IR Iran;Belgium;1;90;7;0;0;1;0;0;api.fifa.com+espn.com
37;688;Payam NIAZMAND;IR Iran;Belgium;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
37;698;Hossein HOSSEINI;IR Iran;Belgium;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
40;829;Fernando MUSLERA;Uruguay;Cabo Verde;1;93;2;0;2;0;0;0;api.fifa.com+espn.com
40;807;Sergio ROCHET;Uruguay;Cabo Verde;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
40;818;Santiago MELE;Uruguay;Cabo Verde;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
40;755;VOZINHA;Cabo Verde;Uruguay;1;93;0;0;2;0;0;0;api.fifa.com+espn.com
40;766;MARCIO ROSA;Cabo Verde;Uruguay;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
40;777;CJ DOS SANTOS;Cabo Verde;Uruguay;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
38;703;Max CROCOMBE;New Zealand;Egypt;1;99;4;0;3;0;0;0;api.fifa.com+espn.com
38;714;Alex PAULSEN;New Zealand;Egypt;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
38;724;Michael WOUD;New Zealand;Egypt;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
38;673;MOSTAFA SHOUBIR;Egypt;New Zealand;1;99;4;0;1;0;0;0;api.fifa.com+espn.com
38;651;MOHAMED ELSHENAWY;Egypt;New Zealand;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
38;666;MAHDY SOLIMAN;Egypt;New Zealand;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
38;676;MOHAMED ALAA;Egypt;New Zealand;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
43;959;Emiliano MARTINEZ;Argentina;Austria;1;95;1;0;0;1;0;0;api.fifa.com+espn.com
43;937;Juan MUSSO;Argentina;Austria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
43;948;Geronimo RULLI;Argentina;Austria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
43;989;Alexander SCHLAGER;Austria;Argentina;1;95;2;0;2;0;0;0;api.fifa.com+espn.com
43;1000;Florian WIEGELE;Austria;Argentina;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
43;1001;Patrick PENTZ;Austria;Argentina;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
41;848;Mike MAIGNAN;France;Iraq;1;91;0;0;0;1;0;0;api.fifa.com+espn.com
41;833;Brice SAMBA;France;Iraq;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
41;855;Robin RISSER;France;Iraq;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
41;906;AHMED BASIL;Iraq;France;1;91;2;0;3;0;0;2;api.fifa.com+espn.com
41;885;FAHAD TALIB;Iraq;France;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
41;896;JALAL HASSAN;Iraq;France;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
42;911;Orjan NYLAND;Norway;Senegal;1;93;2;0;2;0;0;0;api.fifa.com+espn.com
42;922;Sander TANGVIK;Norway;Senegal;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
42;923;Egil SELVIK;Norway;Senegal;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
42;874;Edouard MENDY;Senegal;Norway;1;63;3;0;3;0;0;0;api.fifa.com+espn.com
42;859;Yehvann DIOUF;Senegal;Norway;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
42;881;Mory DIAW;Senegal;Norway;0;30;3;0;0;1;0;0;api.fifa.com+espn.com
44;1015;YAZEED ABULAILA;Jordan;Algeria;1;91;6;0;2;0;0;0;api.fifa.com+espn.com
44;1026;NOUR BANIATEYAH;Jordan;Algeria;0;0;0;0;0;0;0;0;api.fifa.com+derived-known-zero
