player_id,player_name,position,team,nationality,matches,minutes,total_goals,goals_p90,total_assists,assists_p90,total_shots,shots_p90,total_shots_on_target,shots_on_target_p90,total_passes,passes_p90,total_accurate_passes,accurate_passes_p90,total_crosses,crosses_p90,total_tackles,tackles_p90,total_interceptions,interceptions_p90,total_clearances,clearances_p90,total_blocks,blocks_p90,total_recoveries,recoveries_p90,total_duels_won,duels_won_p90,total_aerial_duels_won,aerial_duels_won_p90,total_dribbles_attempted,dribbles_attempted_p90,total_fouls_committed,fouls_committed_p90,total_fouls_won,fouls_won_p90,total_offsides,offsides_p90,pass_accuracy_pct,cluster,cluster_label,saves,shots_faced,conceded,clean_sheets,starts,save_pct,saves_p90
972,Fares Chaibi,MID,Algeria,Algeria,4,367,0.0,0.0,0.0,0.0,9.0,2.207,3.0,0.736,244.0,59.837,220.0,53.951,7.0,1.717,11.0,2.698,0.0,0.0,5.0,1.226,11.0,2.698,9.0,2.207,6.0,1.471,4.0,0.981,10.0,2.452,3.0,0.736,2.0,0.49,1.0,0.245,90.16,3,Box-to-Box / All-rounder,,,,,,,
575,Victor Jörgen Lindelof,DEF,Sweden,Sweden,4,366,0.0,0.0,0.0,0.0,2.0,0.492,0.0,0.0,200.0,49.18,190.0,46.721,0.0,0.0,5.0,1.23,2.0,0.492,18.0,4.426,3.0,0.738,15.0,3.689,6.0,1.475,5.0,1.23,6.0,1.475,3.0,0.738,0.0,0.0,0.0,0.0,95.0,1,Ball Progressor,,,,,,,
863,Idrissa Gana Gueye,MID,Senegal,Senegal,4,366,0.0,0.0,0.0,0.0,5.0,1.23,1.0,0.246,270.0,66.393,243.0,59.754,1.0,0.246,12.0,2.951,2.0,0.492,4.0,0.984,7.0,1.721,15.0,3.689,4.0,0.984,4.0,0.984,5.0,1.23,2.0,0.492,2.0,0.492,0.0,0.0,90.0,3,Box-to-Box / All-rounder,,,,,,,
317,Antonee Robinson,DEF,USA,USA,4,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,54.493,181.0,44.63,18.0,4.438,22.0,5.425,5.0,1.233,15.0,3.699,8.0,1.973,20.0,4.932,6.0,1.479,5.0,1.233,20.0,4.932,4.0,0.986,1.0,0.247,0.0,0.0,81.9,3,Box-to-Box / All-rounder,,,,,,,
40,Mbekezeli Mfanufikile Mbokazi,DEF,South Africa,South Africa,4,364,0.0,0.0,0.0,0.0,4.0,0.989,1.0,0.247,213.0,52.665,185.0,45.742,2.0,0.495,17.0,4.203,9.0,2.225,21.0,5.192,6.0,1.484,22.0,5.44,7.0,1.731,7.0,1.731,10.0,2.473,3.0,0.742,5.0,1.236,1.0,0.247,86.85,1,Ball Progressor,,,,,,,
46,Khuliso Johnson Mudau,DEF,South Africa,South Africa,4,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,46.236,168.0,41.538,5.0,1.236,12.0,2.967,8.0,1.978,19.0,4.698,10.0,2.473,19.0,4.698,0.0,0.0,0.0,0.0,11.0,2.72,4.0,0.989,10.0,2.473,1.0,0.247,89.84,3,Box-to-Box / All-rounder,,,,,,,
47,Ime Daniel Okon,DEF,South Africa,South Africa,4,364,0.0,0.0,0.0,0.0,1.0,0.247,0.0,0.0,280.0,69.231,257.0,63.544,0.0,0.0,3.0,0.742,3.0,0.742,18.0,4.451,7.0,1.731,24.0,5.934,10.0,2.473,10.0,2.473,4.0,0.989,1.0,0.247,0.0,0.0,0.0,0.0,91.79,1,Ball Progressor,,,,,,,
188,Denis Lemi Zakaria,MID,Switzerland,Switzerland,4,364,0.0,0.0,0.0,0.0,5.0,1.236,2.0,0.495,185.0,45.742,160.0,39.56,14.0,3.462,11.0,2.72,9.0,2.225,7.0,1.731,9.0,2.225,23.0,5.687,6.0,1.484,4.0,0.989,12.0,2.967,4.0,0.989,0.0,0.0,1.0,0.247,86.49,3,Box-to-Box / All-rounder,,,,,,,
6,Erik Antonio Lira,MID,Mexico,Mexico,4,363,0.0,0.0,1.0,0.248,0.0,0.0,0.0,0.0,199.0,49.339,182.0,45.124,2.0,0.496,13.0,3.223,4.0,0.992,5.0,1.24,7.0,1.736,13.0,3.223,2.0,0.496,1.0,0.248,4.0,0.992,3.0,0.744,4.0,0.992,0.0,0.0,91.46,3,Box-to-Box / All-rounder,,,,,,,
140,Ermedin Demirovic,FWD,Bosnia and Herzegovina,Bosnia and Herzegovina,4,363,0.0,0.0,0.0,0.0,4.0,0.992,4.0,0.992,39.0,9.669,29.0,7.19,0.0,0.0,6.0,1.488,0.0,0.0,7.0,1.736,6.0,1.488,4.0,0.992,11.0,2.727,10.0,2.479,5.0,1.24,11.0,2.727,3.0,0.744,1.0,0.248,74.36,0,Finisher / Goal Scorer,,,,,,,
581,Alexander Isak,FWD,Sweden,Sweden,4,362,1.0,0.249,3.0,0.746,8.0,1.989,6.0,1.492,81.0,20.138,65.0,16.16,4.0,0.994,5.0,1.243,0.0,0.0,1.0,0.249,3.0,0.746,5.0,1.243,3.0,0.746,2.0,0.497,7.0,1.74,4.0,0.994,1.0,0.249,5.0,1.243,80.25,0,Finisher / Goal Scorer,,,,,,,
1164,Azuka Tristan Madueke,FWD,England,England,5,362,0.0,0.0,0.0,0.0,6.0,1.492,1.0,0.249,94.0,23.37,82.0,20.387,22.0,5.47,4.0,0.994,1.0,0.249,1.0,0.249,7.0,1.74,2.0,0.497,2.0,0.497,2.0,0.497,22.0,5.47,2.0,0.497,3.0,0.746,1.0,0.249,87.23,2,Playmaker / Chance Creator,,,,,,,
1161,Morgan Elliot Rogers,MID,England,England,7,362,0.0,0.0,1.0,0.249,3.0,0.746,1.0,0.249,121.0,30.083,102.0,25.359,6.0,1.492,11.0,2.735,0.0,0.0,3.0,0.746,7.0,1.74,7.0,1.74,7.0,1.74,7.0,1.74,13.0,3.232,5.0,1.243,5.0,1.243,2.0,0.497,84.3,3,Box-to-Box / All-rounder,,,,,,,
1128,James David Rodriguez,MID,Colombia,Colombia,5,362,0.0,0.0,0.0,0.0,6.0,1.492,3.0,0.746,237.0,58.923,199.0,49.475,17.0,4.227,5.0,1.243,0.0,0.0,0.0,0.0,4.0,0.994,3.0,0.746,0.0,0.0,0.0,0.0,3.0,0.746,0.0,0.0,5.0,1.243,0.0,0.0,83.97,2,Playmaker / Chance Creator,,,,,,,
2,Jorge Eduardo Sanchez,DEF,Mexico,Mexico,4,362,0.0,0.0,1.0,0.249,1.0,0.249,1.0,0.249,131.0,32.569,121.0,30.083,5.0,1.243,14.0,3.481,1.0,0.249,5.0,1.243,14.0,3.481,12.0,2.983,1.0,0.249,1.0,0.249,8.0,1.989,5.0,1.243,1.0,0.249,1.0,0.249,92.37,3,Box-to-Box / All-rounder,,,,,,,
316,Tyler Shaan Adams,MID,USA,USA,4,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,57.59,211.0,52.604,0.0,0.0,16.0,3.989,4.0,0.997,22.0,5.485,6.0,1.496,25.0,6.233,6.0,1.496,5.0,1.247,4.0,0.997,5.0,1.247,6.0,1.496,0.0,0.0,91.34,1,Ball Progressor,,,,,,,
1068,Wan Wan-Bissaka,DEF,Congo DR,Congo DR,4,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,34.155,109.0,27.175,7.0,1.745,10.0,2.493,9.0,2.244,29.0,7.23,5.0,1.247,21.0,5.235,4.0,0.997,4.0,0.997,10.0,2.493,1.0,0.249,1.0,0.249,1.0,0.249,79.56,1,Ball Progressor,,,,,,,
422,Joshua Walter Kimmich,DEF,Germany,Germany,4,359,0.0,0.0,2.0,0.501,5.0,1.253,1.0,0.251,368.0,92.256,336.0,84.234,25.0,6.267,12.0,3.008,7.0,1.755,8.0,2.006,8.0,2.006,24.0,6.017,3.0,0.752,3.0,0.752,3.0,0.752,0.0,0.0,7.0,1.755,0.0,0.0,91.3,1,Ball Progressor,,,,,,,
984,Ibrahim Maza,MID,Algeria,Algeria,4,359,0.0,0.0,0.0,0.0,11.0,2.758,3.0,0.752,141.0,35.348,111.0,27.827,1.0,0.251,11.0,2.758,1.0,0.251,1.0,0.251,4.0,1.003,5.0,1.253,3.0,0.752,3.0,0.752,26.0,6.518,1.0,0.251,5.0,1.253,0.0,0.0,78.72,2,Playmaker / Chance Creator,,,,,,,
423,Kai Lukas Havertz,FWD,Germany,Germany,4,357,3.0,0.756,0.0,0.0,12.0,3.025,7.0,1.765,117.0,29.496,101.0,25.462,3.0,0.756,6.0,1.513,2.0,0.504,2.0,0.504,6.0,1.513,4.0,1.008,16.0,4.034,16.0,4.034,8.0,2.017,3.0,0.756,4.0,1.008,1.0,0.252,86.32,0,Finisher / Goal Scorer,,,,,,,
760,Lenini Kevin Pina,MID,Cabo Verde,Cabo Verde,4,357,1.0,0.252,0.0,0.0,5.0,1.261,1.0,0.252,156.0,39.328,134.0,33.782,1.0,0.252,21.0,5.294,1.0,0.252,13.0,3.277,12.0,3.025,30.0,7.563,7.0,1.765,7.0,1.765,6.0,1.513,5.0,1.261,3.0,0.756,0.0,0.0,85.9,3,Box-to-Box / All-rounder,,,,,,,
314,Sergiño Gianni Dest,DEF,USA,USA,5,354,0.0,0.0,1.0,0.254,3.0,0.763,1.0,0.254,102.0,25.932,89.0,22.627,7.0,1.78,4.0,1.017,1.0,0.254,0.0,0.0,7.0,1.78,4.0,1.017,0.0,0.0,0.0,0.0,20.0,5.085,2.0,0.508,4.0,1.017,0.0,0.0,87.25,2,Playmaker / Chance Creator,,,,,,,
476,Franck Yannick Kessie,MID,Côte d'Ivoire,Côte d'Ivoire,4,354,1.0,0.254,0.0,0.0,4.0,1.017,2.0,0.508,188.0,47.797,165.0,41.949,4.0,1.017,14.0,3.559,0.0,0.0,2.0,0.508,4.0,1.017,7.0,1.78,2.0,0.508,2.0,0.508,5.0,1.271,7.0,1.78,2.0,0.508,1.0,0.254,87.77,3,Box-to-Box / All-rounder,,,,,,,
647,Nicolas Thierry Raskin,MID,Belgium,Belgium,6,354,0.0,0.0,0.0,0.0,2.0,0.508,1.0,0.254,230.0,58.475,197.0,50.085,8.0,2.034,18.0,4.576,1.0,0.254,12.0,3.051,11.0,2.797,17.0,4.322,5.0,1.271,5.0,1.271,3.0,0.763,12.0,3.051,3.0,0.763,0.0,0.0,85.65,3,Box-to-Box / All-rounder,,,,,,,
439,Felix Kalu Nmecha,MID,Germany,Germany,4,352,1.0,0.256,0.0,0.0,8.0,2.045,3.0,0.767,131.0,33.494,120.0,30.682,2.0,0.511,24.0,6.136,3.0,0.767,8.0,2.045,7.0,1.79,24.0,6.136,5.0,1.278,5.0,1.278,14.0,3.58,3.0,0.767,3.0,0.767,0.0,0.0,91.6,3,Box-to-Box / All-rounder,,,,,,,
951,Nicolas Ivan Gonzalez,MID,Argentina,Argentina,7,351,0.0,0.0,0.0,0.0,7.0,1.795,1.0,0.256,109.0,27.949,90.0,23.077,9.0,2.308,8.0,2.051,4.0,1.026,13.0,3.333,2.0,0.513,10.0,2.564,13.0,3.333,12.0,3.077,18.0,4.615,4.0,1.026,3.0,0.769,2.0,0.513,82.57,0,Finisher / Goal Scorer,,,,,,,
528,Ryan Jiro Gravenberch,MID,Netherlands,Netherlands,4,350,0.0,0.0,2.0,0.514,5.0,1.286,0.0,0.0,126.0,32.4,111.0,28.543,5.0,1.286,9.0,2.314,5.0,1.286,1.0,0.257,11.0,2.829,13.0,3.343,3.0,0.771,3.0,0.771,12.0,3.086,5.0,1.286,3.0,0.771,0.0,0.0,88.1,3,Box-to-Box / All-rounder,,,,,,,
672,Mohamed Abdelsalam Omar,FWD,Egypt,Egypt,5,350,0.0,0.0,0.0,0.0,11.0,2.829,1.0,0.257,77.0,19.8,65.0,16.714,5.0,1.286,3.0,0.771,2.0,0.514,0.0,0.0,4.0,1.029,5.0,1.286,2.0,0.514,1.0,0.257,18.0,4.629,3.0,0.771,8.0,2.057,0.0,0.0,84.42,2,Playmaker / Chance Creator,,,,,,,
993,Stefan Posch,DEF,Austria,Austria,4,350,0.0,0.0,0.0,0.0,3.0,0.771,0.0,0.0,132.0,33.943,98.0,25.2,2.0,0.514,22.0,5.657,1.0,0.257,18.0,4.629,13.0,3.343,12.0,3.086,9.0,2.314,9.0,2.314,3.0,0.771,7.0,1.8,3.0,0.771,0.0,0.0,74.24,3,Box-to-Box / All-rounder,,,,,,,
32,Aubrey Maphosa Modiba,DEF,South Africa,South Africa,4,348,0.0,0.0,0.0,0.0,5.0,1.293,1.0,0.259,139.0,35.948,115.0,29.741,8.0,2.069,15.0,3.879,2.0,0.517,8.0,2.069,11.0,2.845,7.0,1.81,0.0,0.0,0.0,0.0,6.0,1.552,4.0,1.034,6.0,1.552,2.0,0.517,82.73,3,Box-to-Box / All-rounder,,,,,,,
252,Chadi Riad,DEF,Morocco,Morocco,4,348,0.0,0.0,0.0,0.0,1.0,0.259,0.0,0.0,226.0,58.448,212.0,54.828,0.0,0.0,7.0,1.81,2.0,0.517,17.0,4.397,8.0,2.069,25.0,6.466,9.0,2.328,5.0,1.293,7.0,1.81,0.0,0.0,1.0,0.259,0.0,0.0,93.81,1,Ball Progressor,,,,,,,
372,Connor Isaac Metcalfe,MID,Australia,Australia,4,347,1.0,0.259,0.0,0.0,5.0,1.297,2.0,0.519,80.0,20.749,65.0,16.859,8.0,2.075,9.0,2.334,2.0,0.519,5.0,1.297,12.0,3.112,15.0,3.89,6.0,1.556,6.0,1.556,3.0,0.778,1.0,0.259,0.0,0.0,0.0,0.0,81.25,3,Box-to-Box / All-rounder,,,,,,,
497,Piero Martin Hincapie,DEF,Ecuador,Ecuador,4,347,0.0,0.0,0.0,0.0,3.0,0.778,0.0,0.0,189.0,49.02,160.0,41.499,15.0,3.89,23.0,5.965,6.0,1.556,16.0,4.15,7.0,1.816,29.0,7.522,12.0,3.112,11.0,2.853,7.0,1.816,5.0,1.297,4.0,1.037,0.0,0.0,84.66,1,Ball Progressor,,,,,,,
590,Yasin Ayari,MID,Sweden,Sweden,4,347,2.0,0.519,0.0,0.0,7.0,1.816,3.0,0.778,107.0,27.752,84.0,21.787,17.0,4.409,12.0,3.112,2.0,0.519,5.0,1.297,10.0,2.594,18.0,4.669,6.0,1.556,6.0,1.556,11.0,2.853,4.0,1.037,8.0,2.075,0.0,0.0,78.5,2,Playmaker / Chance Creator,,,,,,,
135,Sead Kolasinac,DEF,Bosnia and Herzegovina,Bosnia and Herzegovina,4,345,0.0,0.0,1.0,0.261,0.0,0.0,0.0,0.0,173.0,45.13,141.0,36.783,9.0,2.348,15.0,3.913,6.0,1.565,14.0,3.652,8.0,2.087,22.0,5.739,5.0,1.304,5.0,1.304,5.0,1.304,6.0,1.565,4.0,1.043,0.0,0.0,81.5,3,Box-to-Box / All-rounder,,,,,,,
1149,John Stones,DEF,England,England,5,345,0.0,0.0,0.0,0.0,1.0,0.261,0.0,0.0,184.0,48.0,178.0,46.435,0.0,0.0,3.0,0.783,2.0,0.522,20.0,5.217,8.0,2.087,13.0,3.391,10.0,2.609,10.0,2.609,3.0,0.783,1.0,0.261,1.0,0.261,0.0,0.0,96.74,1,Ball Progressor,,,,,,,
649,Nathan Ngoy,DEF,Belgium,Belgium,4,344,0.0,0.0,0.0,0.0,1.0,0.262,0.0,0.0,219.0,57.297,205.0,53.634,0.0,0.0,8.0,2.093,8.0,2.093,23.0,6.017,12.0,3.14,22.0,5.756,6.0,1.57,4.0,1.047,12.0,3.14,6.0,1.57,1.0,0.262,0.0,0.0,93.61,1,Ball Progressor,,,,,,,
992,Xaver Schlager,MID,Austria,Austria,4,343,0.0,0.0,1.0,0.262,1.0,0.262,0.0,0.0,138.0,36.21,130.0,34.111,1.0,0.262,21.0,5.51,4.0,1.05,7.0,1.837,15.0,3.936,16.0,4.198,4.0,1.05,4.0,1.05,11.0,2.886,6.0,1.574,0.0,0.0,0.0,0.0,94.2,3,Box-to-Box / All-rounder,,,,,,,
774,Isaac Ryan,FWD,Cabo Verde,Cabo Verde,4,337,0.0,0.0,0.0,0.0,6.0,1.602,0.0,0.0,82.0,21.899,70.0,18.694,5.0,1.335,11.0,2.938,0.0,0.0,11.0,2.938,5.0,1.335,9.0,2.404,6.0,1.602,6.0,1.602,11.0,2.938,1.0,0.267,2.0,0.534,2.0,0.534,85.37,3,Box-to-Box / All-rounder,,,,,,,
479,Yan Diomande,FWD,Côte d'Ivoire,Côte d'Ivoire,4,335,0.0,0.0,1.0,0.269,4.0,1.075,0.0,0.0,142.0,38.149,127.0,34.119,21.0,5.642,14.0,3.761,2.0,0.537,0.0,0.0,10.0,2.687,14.0,3.761,3.0,0.806,3.0,0.806,32.0,8.597,2.0,0.537,7.0,1.881,0.0,0.0,89.44,2,Playmaker / Chance Creator,,,,,,,
1074,Samuel Alain Moutoussamy,MID,Congo DR,Congo DR,4,335,0.0,0.0,0.0,0.0,3.0,0.806,0.0,0.0,147.0,39.493,122.0,32.776,1.0,0.269,23.0,6.179,1.0,0.269,4.0,1.075,7.0,1.881,17.0,4.567,2.0,0.537,1.0,0.269,4.0,1.075,8.0,2.149,1.0,0.269,0.0,0.0,82.99,3,Box-to-Box / All-rounder,,,,,,,
577,Gabriel Johan Gudmundsson,DEF,Sweden,Sweden,4,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,39.611,112.0,30.18,5.0,1.347,10.0,2.695,0.0,0.0,14.0,3.772,13.0,3.503,15.0,4.042,6.0,1.617,6.0,1.617,4.0,1.078,5.0,1.347,7.0,1.886,0.0,0.0,76.19,3,Box-to-Box / All-rounder,,,,,,,
979,Rafik Belghali,DEF,Algeria,Algeria,4,334,1.0,0.269,0.0,0.0,3.0,0.808,1.0,0.269,183.0,49.311,168.0,45.269,5.0,1.347,10.0,2.695,1.0,0.269,5.0,1.347,9.0,2.425,10.0,2.695,2.0,0.539,2.0,0.539,8.0,2.156,4.0,1.078,2.0,0.539,0.0,0.0,91.8,3,Box-to-Box / All-rounder,,,,,,,
1143,Luis Javier Suarez,FWD,Colombia,Colombia,5,334,0.0,0.0,1.0,0.269,9.0,2.425,0.0,0.0,53.0,14.281,39.0,10.509,3.0,0.808,8.0,2.156,0.0,0.0,1.0,0.269,4.0,1.078,6.0,1.617,6.0,1.617,4.0,1.078,6.0,1.617,7.0,1.886,8.0,2.156,1.0,0.269,73.58,0,Finisher / Goal Scorer,,,,,,,
561,Daichi Kamada,MID,Japan,Japan,4,333,2.0,0.541,0.0,0.0,3.0,0.811,2.0,0.541,200.0,54.054,170.0,45.946,4.0,1.081,12.0,3.243,2.0,0.541,3.0,0.811,7.0,1.892,6.0,1.622,0.0,0.0,0.0,0.0,3.0,0.811,2.0,0.541,4.0,1.081,1.0,0.27,85.0,3,Box-to-Box / All-rounder,,,,,,,
736,Fabian Ruiz,MID,Spain,Spain,8,333,1.0,0.27,0.0,0.0,8.0,2.162,2.0,0.541,297.0,80.27,266.0,71.892,7.0,1.892,11.0,2.973,2.0,0.541,5.0,1.351,6.0,1.622,9.0,2.432,2.0,0.541,2.0,0.541,8.0,2.162,1.0,0.27,3.0,0.811,0.0,0.0,89.56,3,Box-to-Box / All-rounder,,,,,,,
541,Frenkie De Jong,MID,Netherlands,Netherlands,4,332,0.0,0.0,0.0,0.0,1.0,0.271,0.0,0.0,243.0,65.873,224.0,60.723,0.0,0.0,19.0,5.151,7.0,1.898,8.0,2.169,6.0,1.627,15.0,4.066,1.0,0.271,1.0,0.271,7.0,1.898,6.0,1.627,6.0,1.627,0.0,0.0,92.18,3,Box-to-Box / All-rounder,,,,,,,
341,Omar Federico Alderete,DEF,Paraguay,Paraguay,4,331,0.0,0.0,0.0,0.0,1.0,0.272,0.0,0.0,97.0,26.375,70.0,19.033,0.0,0.0,1.0,0.272,2.0,0.544,37.0,10.06,7.0,1.903,12.0,3.263,10.0,2.719,9.0,2.447,1.0,0.272,2.0,0.544,3.0,0.816,0.0,0.0,72.16,1,Ball Progressor,,,,,,,
564,Ayase Ueda,FWD,Japan,Japan,4,331,2.0,0.544,1.0,0.272,9.0,2.447,4.0,1.088,35.0,9.517,26.0,7.069,1.0,0.272,4.0,1.088,0.0,0.0,1.0,0.272,0.0,0.0,2.0,0.544,12.0,3.263,11.0,2.991,4.0,1.088,6.0,1.631,4.0,1.088,1.0,0.272,74.29,0,Finisher / Goal Scorer,,,,,,,
1168,Reece Lewis James,DEF,England,England,5,331,0.0,0.0,0.0,0.0,1.0,0.272,0.0,0.0,188.0,51.118,173.0,47.039,11.0,2.991,11.0,2.991,3.0,0.816,10.0,2.719,10.0,2.719,14.0,3.807,7.0,1.903,5.0,1.36,3.0,0.816,3.0,0.816,1.0,0.272,0.0,0.0,92.02,3,Box-to-Box / All-rounder,,,,,,,
1180,Luka Modric,MID,Croatia,Croatia,4,331,0.0,0.0,1.0,0.272,1.0,0.272,0.0,0.0,248.0,67.432,225.0,61.178,9.0,2.447,15.0,4.079,4.0,1.088,5.0,1.36,5.0,1.36,9.0,2.447,0.0,0.0,0.0,0.0,5.0,1.36,4.0,1.088,3.0,0.816,0.0,0.0,90.73,3,Box-to-Box / All-rounder,,,,,,,
148,Nikola Katic,DEF,Bosnia and Herzegovina,Bosnia and Herzegovina,4,328,0.0,0.0,0.0,0.0,2.0,0.549,0.0,0.0,165.0,45.274,148.0,40.61,0.0,0.0,15.0,4.116,1.0,0.274,24.0,6.585,18.0,4.939,20.0,5.488,17.0,4.665,16.0,4.39,1.0,0.274,4.0,1.098,0.0,0.0,0.0,0.0,89.7,1,Ball Progressor,,,,,,,
435,Leroy Aziz Sane,MID,Germany,Germany,4,328,1.0,0.274,0.0,0.0,6.0,1.646,2.0,0.549,189.0,51.86,161.0,44.177,11.0,3.018,8.0,2.195,1.0,0.274,3.0,0.823,9.0,2.47,8.0,2.195,1.0,0.274,0.0,0.0,24.0,6.585,3.0,0.823,2.0,0.549,1.0,0.274,85.19,2,Playmaker / Chance Creator,,,,,,,
9,Raúl Alonso Jimenez,FWD,Mexico,Mexico,4,327,3.0,0.826,0.0,0.0,18.0,4.954,7.0,1.927,66.0,18.165,48.0,13.211,1.0,0.275,5.0,1.376,0.0,0.0,1.0,0.275,4.0,1.101,4.0,1.101,17.0,4.679,15.0,4.128,3.0,0.826,7.0,1.927,2.0,0.55,2.0,0.55,72.73,0,Finisher / Goal Scorer,,,,,,,
644,Hans Vanaken,MID,Belgium,Belgium,6,326,1.0,0.276,0.0,0.0,5.0,1.38,1.0,0.276,164.0,45.276,153.0,42.239,3.0,0.828,8.0,2.209,1.0,0.276,1.0,0.276,12.0,3.313,11.0,3.037,5.0,1.38,5.0,1.38,3.0,0.828,0.0,0.0,6.0,1.656,0.0,0.0,93.29,3,Box-to-Box / All-rounder,,,,,,,
958,Lautaro Javier Martinez,FWD,Argentina,Argentina,7,326,3.0,0.828,0.0,0.0,10.0,2.761,4.0,1.104,71.0,19.601,60.0,16.564,2.0,0.552,14.0,3.865,1.0,0.276,4.0,1.104,6.0,1.656,7.0,1.933,2.0,0.552,2.0,0.552,6.0,1.656,8.0,2.209,5.0,1.38,2.0,0.552,84.51,0,Finisher / Goal Scorer,,,,,,,
1186,Martin Baturina,MID,Croatia,Croatia,4,326,1.0,0.276,0.0,0.0,3.0,0.828,1.0,0.276,93.0,25.675,80.0,22.086,10.0,2.761,9.0,2.485,0.0,0.0,3.0,0.828,9.0,2.485,11.0,3.037,5.0,1.38,5.0,1.38,16.0,4.417,1.0,0.276,14.0,3.865,0.0,0.0,86.02,2,Playmaker / Chance Creator,,,,,,,
332,Folarin Jolaoluwa Balogun,FWD,USA,USA,4,324,3.0,0.833,0.0,0.0,14.0,3.889,5.0,1.389,44.0,12.222,30.0,8.333,6.0,1.667,4.0,1.111,0.0,0.0,0.0,0.0,4.0,1.111,2.0,0.556,3.0,0.833,2.0,0.556,9.0,2.5,3.0,0.833,8.0,2.222,3.0,0.833,68.18,0,Finisher / Goal Scorer,,,,,,,
348,Miguel Angel Almiron,MID,Paraguay,Paraguay,4,320,0.0,0.0,0.0,0.0,4.0,1.125,0.0,0.0,67.0,18.844,49.0,13.781,4.0,1.125,21.0,5.906,2.0,0.562,7.0,1.969,8.0,2.25,11.0,3.094,5.0,1.406,3.0,0.844,18.0,5.062,2.0,0.562,7.0,1.969,0.0,0.0,73.13,3,Box-to-Box / All-rounder,,,,,,,
421,Aleksandar Pavlovic,MID,Germany,Germany,4,319,0.0,0.0,0.0,0.0,4.0,1.129,1.0,0.282,260.0,73.354,240.0,67.712,1.0,0.282,10.0,2.821,2.0,0.564,3.0,0.846,8.0,2.257,7.0,1.975,2.0,0.564,1.0,0.282,5.0,1.411,13.0,3.668,4.0,1.129,0.0,0.0,92.31,3,Box-to-Box / All-rounder,,,,,,,
635,Jeremy Baffour Doku,FWD,Belgium,Belgium,5,318,0.0,0.0,0.0,0.0,3.0,0.849,1.0,0.283,90.0,25.472,74.0,20.943,11.0,3.113,9.0,2.547,3.0,0.849,1.0,0.283,7.0,1.981,9.0,2.547,1.0,0.283,0.0,0.0,53.0,15.0,4.0,1.132,18.0,5.094,0.0,0.0,82.22,2,Playmaker / Chance Creator,,,,,,,
851,Théo Bernard François Hernandez,DEF,France,France,5,318,0.0,0.0,0.0,0.0,3.0,0.849,0.0,0.0,149.0,42.17,139.0,39.34,5.0,1.415,7.0,1.981,5.0,1.415,5.0,1.415,7.0,1.981,18.0,5.094,7.0,1.981,7.0,1.981,6.0,1.698,2.0,0.566,4.0,1.132,0.0,0.0,93.29,1,Ball Progressor,,,,,,,
1006,Romano Schmid,MID,Austria,Austria,4,317,1.0,0.284,0.0,0.0,2.0,0.568,1.0,0.284,91.0,25.836,65.0,18.454,4.0,1.136,13.0,3.691,0.0,0.0,2.0,0.568,9.0,2.555,4.0,1.136,1.0,0.284,1.0,0.284,4.0,1.136,3.0,0.852,4.0,1.136,0.0,0.0,71.43,3,Box-to-Box / All-rounder,,,,,,,
1092,Arthur Fuka Masuaku,DEF,Congo DR,Congo DR,4,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,47.981,141.0,40.032,14.0,3.975,10.0,2.839,3.0,0.852,9.0,2.555,6.0,1.703,11.0,3.123,3.0,0.852,3.0,0.852,10.0,2.839,0.0,0.0,4.0,1.136,0.0,0.0,83.43,3,Box-to-Box / All-rounder,,,,,,,
503,John Yeboah,FWD,Ecuador,Ecuador,4,315,0.0,0.0,0.0,0.0,8.0,2.286,3.0,0.857,104.0,29.714,85.0,24.286,9.0,2.571,11.0,3.143,2.0,0.571,1.0,0.286,5.0,1.429,7.0,2.0,1.0,0.286,1.0,0.286,15.0,4.286,0.0,0.0,4.0,1.143,0.0,0.0,81.73,2,Playmaker / Chance Creator,,,,,,,
961,Facundo Axel Medina,DEF,Argentina,Argentina,5,311,0.0,0.0,1.0,0.289,0.0,0.0,0.0,0.0,163.0,47.17,150.0,43.408,5.0,1.447,13.0,3.762,4.0,1.158,14.0,4.051,7.0,2.026,17.0,4.92,2.0,0.579,2.0,0.579,0.0,0.0,3.0,0.868,2.0,0.579,1.0,0.289,92.02,3,Box-to-Box / All-rounder,,,,,,,
204,Fabian Rieder,MID,Switzerland,Switzerland,5,310,0.0,0.0,0.0,0.0,7.0,2.032,2.0,0.581,87.0,25.258,71.0,20.613,16.0,4.645,15.0,4.355,1.0,0.29,0.0,0.0,8.0,2.323,7.0,2.032,0.0,0.0,0.0,0.0,8.0,2.323,3.0,0.871,6.0,1.742,0.0,0.0,81.61,2,Playmaker / Chance Creator,,,,,,,
