player_id,player_name,position,team,nationality,matches,minutes,total_goals,goals_p90,total_assists,assists_p90,total_shots,shots_p90,total_shots_on_target,shots_on_target_p90,total_passes,passes_p90,total_accurate_passes,accurate_passes_p90,total_crosses,crosses_p90,total_tackles,tackles_p90,total_interceptions,interceptions_p90,total_clearances,clearances_p90,total_blocks,blocks_p90,total_recoveries,recoveries_p90,total_duels_won,duels_won_p90,total_aerial_duels_won,aerial_duels_won_p90,total_dribbles_attempted,dribbles_attempted_p90,total_fouls_committed,fouls_committed_p90,total_fouls_won,fouls_won_p90,total_offsides,offsides_p90,pass_accuracy_pct,cluster,cluster_label,saves,shots_faced,conceded,clean_sheets,starts,save_pct,saves_p90
615,Ellyes Joris Skhiri,MID,Tunisia,Tunisia,3,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,38.929,99.0,35.357,0.0,0.0,7.0,2.5,4.0,1.429,12.0,4.286,9.0,3.214,12.0,4.286,2.0,0.714,2.0,0.714,2.0,0.714,0.0,0.0,1.0,0.357,0.0,0.0,90.83,3,Box-to-Box / All-rounder,,,,,,,
971,Amine Ferid Gouiri,FWD,Algeria,Algeria,4,252,1.0,0.357,0.0,0.0,3.0,1.071,2.0,0.714,58.0,20.714,51.0,18.214,1.0,0.357,5.0,1.786,0.0,0.0,1.0,0.357,0.0,0.0,2.0,0.714,1.0,0.357,1.0,0.357,2.0,0.714,1.0,0.357,1.0,0.357,0.0,0.0,87.93,0,Finisher / Goal Scorer,,,,,,,
858,Maxence Guy Lacroix,DEF,France,France,3,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,46.429,125.0,44.643,0.0,0.0,8.0,2.857,2.0,0.714,6.0,2.143,10.0,3.571,18.0,6.429,9.0,3.214,9.0,3.214,4.0,1.429,5.0,1.786,0.0,0.0,1.0,0.357,96.15,1,Ball Progressor,,,,,,,
56,Minjae Kim,DEF,Korea Republic,South Korea,3,251,0.0,0.0,0.0,0.0,1.0,0.359,1.0,0.359,226.0,81.036,221.0,79.243,0.0,0.0,3.0,1.076,5.0,1.793,11.0,3.944,6.0,2.151,20.0,7.171,8.0,2.869,8.0,2.869,3.0,1.076,2.0,0.717,1.0,0.359,0.0,0.0,97.79,1,Ball Progressor,,,,,,,
60,Seungho Paik,MID,Korea Republic,South Korea,3,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,54.502,135.0,48.406,1.0,0.359,3.0,1.076,0.0,0.0,9.0,3.227,3.0,1.076,6.0,2.151,3.0,1.076,3.0,1.076,1.0,0.359,1.0,0.359,2.0,0.717,0.0,0.0,88.82,3,Box-to-Box / All-rounder,,,,,,,
940,Gonzalo Ariel Montiel,DEF,Argentina,Argentina,6,250,0.0,0.0,0.0,0.0,1.0,0.36,0.0,0.0,100.0,36.0,81.0,29.16,5.0,1.8,7.0,2.52,3.0,1.08,6.0,2.16,8.0,2.88,9.0,3.24,2.0,0.72,0.0,0.0,0.0,0.0,4.0,1.44,2.0,0.72,0.0,0.0,81.0,3,Box-to-Box / All-rounder,,,,,,,
684,Mohammad Mohebbi,MID,IR Iran,IR Iran,3,249,1.0,0.361,0.0,0.0,2.0,0.723,1.0,0.361,69.0,24.94,49.0,17.711,1.0,0.361,8.0,2.892,1.0,0.361,6.0,2.169,6.0,2.169,9.0,3.253,13.0,4.699,13.0,4.699,3.0,1.084,1.0,0.361,1.0,0.361,0.0,0.0,71.01,0,Finisher / Goal Scorer,,,,,,,
1099,Otabek Shukurov,MID,Uzbekistan,Uzbekistan,3,249,0.0,0.0,0.0,0.0,2.0,0.723,0.0,0.0,117.0,42.289,103.0,37.229,1.0,0.361,12.0,4.337,1.0,0.361,7.0,2.53,8.0,2.892,9.0,3.253,4.0,1.446,4.0,1.446,8.0,2.892,2.0,0.723,5.0,1.807,0.0,0.0,88.03,3,Box-to-Box / All-rounder,,,,,,,
463,Tahith Jose Girigorio Djorkaef Chong,MID,Curaçao,Curaçao,3,247,0.0,0.0,0.0,0.0,4.0,1.457,2.0,0.729,61.0,22.227,51.0,18.583,0.0,0.0,5.0,1.822,4.0,1.457,0.0,0.0,2.0,0.729,9.0,3.279,3.0,1.093,2.0,0.729,20.0,7.287,3.0,1.093,13.0,4.737,0.0,0.0,83.61,2,Playmaker / Chance Creator,,,,,,,
790,Mohammed Salem Aldawsari,FWD,Saudi Arabia,Saudi Arabia,3,247,0.0,0.0,0.0,0.0,3.0,1.093,0.0,0.0,81.0,29.514,58.0,21.134,2.0,0.729,13.0,4.737,1.0,0.364,1.0,0.364,2.0,0.729,4.0,1.457,0.0,0.0,0.0,0.0,9.0,3.279,3.0,1.093,4.0,1.457,1.0,0.364,71.6,3,Box-to-Box / All-rounder,,,,,,,
1012,Paul Wanner,MID,Austria,Austria,4,247,0.0,0.0,0.0,0.0,1.0,0.364,0.0,0.0,80.0,29.15,68.0,24.777,1.0,0.364,10.0,3.644,4.0,1.457,1.0,0.364,7.0,2.551,11.0,4.008,5.0,1.822,4.0,1.457,15.0,5.466,4.0,1.457,2.0,0.729,0.0,0.0,85.0,3,Box-to-Box / All-rounder,,,,,,,
784,Ali Abdulelah Alamri,DEF,Saudi Arabia,Saudi Arabia,3,246,1.0,0.366,0.0,0.0,4.0,1.463,2.0,0.732,99.0,36.22,81.0,29.634,1.0,0.366,4.0,1.463,2.0,0.732,15.0,5.488,7.0,2.561,15.0,5.488,3.0,1.098,3.0,1.098,1.0,0.366,1.0,0.366,0.0,0.0,0.0,0.0,81.82,1,Ball Progressor,,,,,,,
789,Tariq Feras,FWD,Saudi Arabia,Saudi Arabia,3,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,18.659,32.0,11.707,0.0,0.0,5.0,1.829,0.0,0.0,2.0,0.732,7.0,2.561,2.0,0.732,9.0,3.293,7.0,2.561,2.0,0.732,2.0,0.732,3.0,1.098,0.0,0.0,62.75,0,Finisher / Goal Scorer,,,,,,,
955,Nicolas Hernan Gonzalo Otamendi,DEF,Argentina,Argentina,6,246,0.0,0.0,0.0,0.0,1.0,0.366,0.0,0.0,180.0,65.854,172.0,62.927,0.0,0.0,6.0,2.195,2.0,0.732,17.0,6.22,5.0,1.829,17.0,6.22,13.0,4.756,12.0,4.39,5.0,1.829,4.0,1.463,4.0,1.463,1.0,0.366,95.56,1,Ball Progressor,,,,,,,
1072,Ngal’ayel Mukau,MID,Congo DR,Congo DR,4,246,0.0,0.0,0.0,0.0,1.0,0.366,0.0,0.0,69.0,25.244,60.0,21.951,0.0,0.0,7.0,2.561,4.0,1.463,6.0,2.195,4.0,1.463,9.0,3.293,0.0,0.0,0.0,0.0,4.0,1.463,3.0,1.098,4.0,1.463,1.0,0.366,86.96,3,Box-to-Box / All-rounder,,,,,,,
4,Edson Omar Alvarez,DEF,Mexico,Mexico,4,245,0.0,0.0,0.0,0.0,2.0,0.735,0.0,0.0,153.0,56.204,138.0,50.694,2.0,0.735,15.0,5.51,1.0,0.367,14.0,5.143,2.0,0.735,11.0,4.041,5.0,1.837,5.0,1.837,2.0,0.735,5.0,1.837,2.0,0.735,0.0,0.0,90.2,1,Ball Progressor,,,,,,,
144,Ivan Sunjic,MID,Bosnia and Herzegovina,Bosnia and Herzegovina,4,245,0.0,0.0,0.0,0.0,1.0,0.367,1.0,0.367,102.0,37.469,88.0,32.327,1.0,0.367,11.0,4.041,0.0,0.0,3.0,1.102,3.0,1.102,4.0,1.469,2.0,0.735,2.0,0.735,1.0,0.367,7.0,2.571,0.0,0.0,0.0,0.0,86.27,3,Box-to-Box / All-rounder,,,,,,,
1228,Cristian Jesus Martinez,MID,Panama,Panama,3,245,0.0,0.0,0.0,0.0,1.0,0.367,0.0,0.0,78.0,28.653,57.0,20.939,12.0,4.408,15.0,5.51,0.0,0.0,4.0,1.469,3.0,1.102,5.0,1.837,4.0,1.469,4.0,1.469,4.0,1.469,5.0,1.837,5.0,1.837,1.0,0.367,73.08,3,Box-to-Box / All-rounder,,,,,,,
38,Thapelo Maseko,FWD,South Africa,South Africa,3,245,1.0,0.367,0.0,0.0,8.0,2.939,1.0,0.367,49.0,18.0,37.0,13.592,2.0,0.735,10.0,3.673,3.0,1.102,0.0,0.0,6.0,2.204,8.0,2.939,0.0,0.0,0.0,0.0,20.0,7.347,4.0,1.469,10.0,3.673,0.0,0.0,75.51,2,Playmaker / Chance Creator,,,,,,,
136,Benjamin Tahirovic,MID,Bosnia and Herzegovina,Bosnia and Herzegovina,4,244,0.0,0.0,0.0,0.0,1.0,0.369,0.0,0.0,107.0,39.467,91.0,33.566,2.0,0.738,7.0,2.582,2.0,0.738,10.0,3.689,5.0,1.844,10.0,3.689,2.0,0.738,1.0,0.369,1.0,0.369,3.0,1.107,2.0,0.738,0.0,0.0,85.05,3,Box-to-Box / All-rounder,,,,,,,
167,Hassan Akram,FWD,Qatar,Qatar,3,243,0.0,0.0,0.0,0.0,2.0,0.741,0.0,0.0,93.0,34.444,73.0,27.037,12.0,4.444,2.0,0.741,1.0,0.37,1.0,0.37,2.0,0.741,4.0,1.481,0.0,0.0,0.0,0.0,11.0,4.074,0.0,0.0,4.0,1.481,2.0,0.741,78.49,2,Playmaker / Chance Creator,,,,,,,
150,Esmir Bajraktarevic,FWD,Bosnia and Herzegovina,Bosnia and Herzegovina,4,242,0.0,0.0,0.0,0.0,3.0,1.116,2.0,0.744,71.0,26.405,58.0,21.57,8.0,2.975,4.0,1.488,3.0,1.116,4.0,1.488,8.0,2.975,10.0,3.719,1.0,0.372,1.0,0.372,11.0,4.091,1.0,0.372,2.0,0.744,0.0,0.0,81.69,3,Box-to-Box / All-rounder,,,,,,,
354,Damián Josue Bobadilla,MID,Paraguay,Paraguay,4,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.901,24.0,8.926,1.0,0.372,12.0,4.463,2.0,0.744,11.0,4.091,8.0,2.975,8.0,2.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.372,1.0,0.372,0.0,0.0,75.0,3,Box-to-Box / All-rounder,,,,,,,
161,Gaber Jassem,DEF,Qatar,Qatar,3,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.901,25.0,9.298,0.0,0.0,11.0,4.091,0.0,0.0,3.0,1.116,4.0,1.488,3.0,1.116,3.0,1.116,3.0,1.116,0.0,0.0,7.0,2.603,0.0,0.0,0.0,0.0,78.12,3,Box-to-Box / All-rounder,,,,,,,
466,Deveron Lenny Fonville,DEF,Curaçao,Curaçao,3,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,24.545,55.0,20.455,0.0,0.0,8.0,2.975,4.0,1.488,6.0,2.231,8.0,2.975,9.0,3.347,1.0,0.372,1.0,0.372,13.0,4.835,2.0,0.744,3.0,1.116,0.0,0.0,83.33,3,Box-to-Box / All-rounder,,,,,,,
869,Nicolas Jackson,FWD,Senegal,Senegal,4,242,0.0,0.0,0.0,0.0,7.0,2.603,3.0,1.116,45.0,16.736,36.0,13.388,1.0,0.372,7.0,2.603,0.0,0.0,2.0,0.744,4.0,1.488,4.0,1.488,9.0,3.347,9.0,3.347,4.0,1.488,2.0,0.744,0.0,0.0,5.0,1.86,80.0,0,Finisher / Goal Scorer,,,,,,,
623,Anis Slimane,MID,Tunisia,Tunisia,3,241,0.0,0.0,0.0,0.0,1.0,0.373,1.0,0.373,75.0,28.008,59.0,22.033,4.0,1.494,5.0,1.867,0.0,0.0,7.0,2.614,7.0,2.614,7.0,2.614,7.0,2.614,7.0,2.614,5.0,1.867,0.0,0.0,0.0,0.0,2.0,0.747,78.67,0,Finisher / Goal Scorer,,,,,,,
633,Romelu Lukaku,FWD,Belgium,Belgium,6,241,3.0,1.12,0.0,0.0,6.0,2.241,3.0,1.12,42.0,15.685,32.0,11.95,0.0,0.0,0.0,0.0,1.0,0.373,2.0,0.747,1.0,0.373,1.0,0.373,7.0,2.614,6.0,2.241,1.0,0.373,2.0,0.747,0.0,0.0,1.0,0.373,76.19,0,Finisher / Goal Scorer,,,,,,,
814,Federico Santiago Valverde,MID,Uruguay,Uruguay,3,241,0.0,0.0,1.0,0.373,10.0,3.734,2.0,0.747,120.0,44.813,98.0,36.598,8.0,2.988,7.0,2.614,2.0,0.747,2.0,0.747,6.0,2.241,6.0,2.241,1.0,0.373,1.0,0.373,7.0,2.614,1.0,0.373,0.0,0.0,0.0,0.0,81.67,2,Playmaker / Chance Creator,,,,,,,
487,Nicolas Pepe,FWD,Côte d'Ivoire,Côte d'Ivoire,4,240,2.0,0.75,0.0,0.0,6.0,2.25,3.0,1.125,109.0,40.875,93.0,34.875,10.0,3.75,12.0,4.5,0.0,0.0,0.0,0.0,4.0,1.5,5.0,1.875,7.0,2.625,7.0,2.625,14.0,5.25,1.0,0.375,1.0,0.375,1.0,0.375,85.32,2,Playmaker / Chance Creator,,,,,,,
124,Ali Ahmed,FWD,Canada,Canada,4,239,0.0,0.0,0.0,0.0,2.0,0.753,1.0,0.377,65.0,24.477,51.0,19.205,15.0,5.649,13.0,4.895,1.0,0.377,0.0,0.0,11.0,4.142,6.0,2.259,4.0,1.506,4.0,1.506,9.0,3.389,1.0,0.377,5.0,1.883,0.0,0.0,78.46,3,Box-to-Box / All-rounder,,,,,,,
549,Shogo Taniguchi,DEF,Japan,Japan,3,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,47.824,122.0,45.941,1.0,0.377,1.0,0.377,0.0,0.0,26.0,9.791,5.0,1.883,12.0,4.519,5.0,1.883,4.0,1.506,2.0,0.753,2.0,0.753,1.0,0.377,0.0,0.0,96.06,1,Ball Progressor,,,,,,,
451,Jürgen Leonardo Locadia,FWD,Curaçao,Curaçao,3,238,0.0,0.0,0.0,0.0,1.0,0.378,0.0,0.0,48.0,18.151,37.0,13.992,0.0,0.0,1.0,0.378,1.0,0.378,3.0,1.134,4.0,1.513,2.0,0.756,8.0,3.025,5.0,1.891,2.0,0.756,3.0,1.134,4.0,1.513,2.0,0.756,77.08,0,Finisher / Goal Scorer,,,,,,,
884,Pape Alassane Gueye,MID,Senegal,Senegal,4,237,2.0,0.759,1.0,0.38,8.0,3.038,3.0,1.139,161.0,61.139,138.0,52.405,3.0,1.139,11.0,4.177,2.0,0.759,4.0,1.519,7.0,2.658,12.0,4.557,3.0,1.139,3.0,1.139,5.0,1.899,4.0,1.519,2.0,0.759,0.0,0.0,85.71,2,Playmaker / Chance Creator,,,,,,,
1229,Jose Luis Rodriguez,MID,Panama,Panama,3,237,0.0,0.0,0.0,0.0,3.0,1.139,1.0,0.38,48.0,18.228,35.0,13.291,16.0,6.076,15.0,5.696,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.519,2.0,0.759,2.0,0.759,12.0,4.557,4.0,1.519,2.0,0.759,0.0,0.0,72.92,2,Playmaker / Chance Creator,,,,,,,
926,Marcus Holmgren Holmgren Pedersen,DEF,Norway,Norway,4,237,1.0,0.38,0.0,0.0,1.0,0.38,1.0,0.38,107.0,40.633,87.0,33.038,7.0,2.658,5.0,1.899,0.0,0.0,5.0,1.899,3.0,1.139,4.0,1.519,2.0,0.759,2.0,0.759,4.0,1.519,3.0,1.139,1.0,0.38,0.0,0.0,81.31,3,Box-to-Box / All-rounder,,,,,,,
477,Ange-Yoan Laurent Bonny,FWD,Côte d'Ivoire,Côte d'Ivoire,4,236,0.0,0.0,0.0,0.0,1.0,0.381,1.0,0.381,30.0,11.441,26.0,9.915,3.0,1.144,6.0,2.288,1.0,0.381,4.0,1.525,3.0,1.144,8.0,3.051,5.0,1.907,2.0,0.763,2.0,0.763,1.0,0.381,3.0,1.144,1.0,0.381,86.67,3,Box-to-Box / All-rounder,,,,,,,
892,Bayesh Kamil Ibrahim Bayesh,MID,Iraq,Iraq,3,236,0.0,0.0,0.0,0.0,1.0,0.381,0.0,0.0,48.0,18.305,40.0,15.254,1.0,0.381,11.0,4.195,1.0,0.381,3.0,1.144,8.0,3.051,10.0,3.814,7.0,2.669,6.0,2.288,14.0,5.339,3.0,1.144,5.0,1.907,0.0,0.0,83.33,3,Box-to-Box / All-rounder,,,,,,,
627,Arthur Nicolas Theate,DEF,Belgium,Belgium,3,236,0.0,0.0,0.0,0.0,5.0,1.907,1.0,0.381,164.0,62.542,153.0,58.347,0.0,0.0,3.0,1.144,5.0,1.907,11.0,4.195,4.0,1.525,14.0,5.339,8.0,3.051,7.0,2.669,0.0,0.0,1.0,0.381,0.0,0.0,0.0,0.0,93.29,1,Ball Progressor,,,,,,,
145,Amar Memic,MID,Bosnia and Herzegovina,Bosnia and Herzegovina,4,235,0.0,0.0,0.0,0.0,3.0,1.149,1.0,0.383,52.0,19.915,39.0,14.936,5.0,1.915,7.0,2.681,4.0,1.532,7.0,2.681,5.0,1.915,9.0,3.447,5.0,1.915,5.0,1.915,9.0,3.447,4.0,1.532,3.0,1.149,0.0,0.0,75.0,3,Box-to-Box / All-rounder,,,,,,,
538,Donyell Malen,FWD,Netherlands,Netherlands,3,235,0.0,0.0,0.0,0.0,4.0,1.532,2.0,0.766,34.0,13.021,27.0,10.34,8.0,3.064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.383,1.0,0.383,2.0,0.766,1.0,0.383,15.0,5.745,0.0,0.0,2.0,0.766,0.0,0.0,79.41,2,Playmaker / Chance Creator,,,,,,,
932,Oscar Bobb,MID,Norway,Norway,6,235,0.0,0.0,0.0,0.0,4.0,1.532,2.0,0.766,111.0,42.511,102.0,39.064,2.0,0.766,10.0,3.83,2.0,0.766,1.0,0.383,6.0,2.298,7.0,2.681,1.0,0.383,0.0,0.0,11.0,4.213,1.0,0.383,4.0,1.532,0.0,0.0,91.89,3,Box-to-Box / All-rounder,,,,,,,
450,Livano Shyron Liomar Comenencia,MID,Curaçao,Curaçao,3,234,1.0,0.385,0.0,0.0,5.0,1.923,2.0,0.769,62.0,23.846,50.0,19.231,1.0,0.385,7.0,2.692,6.0,2.308,5.0,1.923,18.0,6.923,19.0,7.308,2.0,0.769,2.0,0.769,8.0,3.077,4.0,1.538,1.0,0.385,0.0,0.0,80.65,3,Box-to-Box / All-rounder,,,,,,,
483,Amad Diallo,FWD,Côte d'Ivoire,Côte d'Ivoire,4,232,2.0,0.776,0.0,0.0,8.0,3.103,4.0,1.552,73.0,28.319,69.0,26.767,7.0,2.716,5.0,1.94,2.0,0.776,1.0,0.388,5.0,1.94,5.0,1.94,0.0,0.0,0.0,0.0,17.0,6.595,0.0,0.0,2.0,0.776,1.0,0.388,94.52,2,Playmaker / Chance Creator,,,,,,,
936,Julian Ryerson,FWD,Norway,Norway,4,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,57.802,131.0,50.819,14.0,5.431,20.0,7.759,2.0,0.776,8.0,3.103,0.0,0.0,10.0,3.879,1.0,0.388,1.0,0.388,5.0,1.94,6.0,2.328,1.0,0.388,0.0,0.0,87.92,3,Box-to-Box / All-rounder,,,,,,,
39,Sphephelo S'miso Sithole,MID,South Africa,South Africa,3,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,50.26,109.0,42.468,0.0,0.0,8.0,3.117,3.0,1.169,6.0,2.338,11.0,4.286,19.0,7.403,7.0,2.727,7.0,2.727,1.0,0.39,5.0,1.948,1.0,0.39,0.0,0.0,84.5,1,Ball Progressor,,,,,,,
820,Agustin Canobbio,MID,Uruguay,Uruguay,3,231,1.0,0.39,0.0,0.0,4.0,1.558,1.0,0.39,68.0,26.494,61.0,23.766,9.0,3.506,12.0,4.675,1.0,0.39,3.0,1.169,5.0,1.948,5.0,1.948,1.0,0.39,1.0,0.39,14.0,5.455,7.0,2.727,5.0,1.948,1.0,0.39,89.71,2,Playmaker / Chance Creator,,,,,,,
386,Jackson Alexander Irvine,MID,Australia,Australia,4,230,0.0,0.0,0.0,0.0,3.0,1.174,1.0,0.391,124.0,48.522,103.0,40.304,2.0,0.783,4.0,1.565,0.0,0.0,16.0,6.261,8.0,3.13,8.0,3.13,4.0,1.565,4.0,1.565,4.0,1.565,3.0,1.174,3.0,1.174,0.0,0.0,83.06,1,Ball Progressor,,,,,,,
803,Ibrahim Mohamed,MID,Saudi Arabia,Saudi Arabia,3,230,0.0,0.0,0.0,0.0,3.0,1.174,2.0,0.783,104.0,40.696,97.0,37.957,1.0,0.391,12.0,4.696,2.0,0.783,6.0,2.348,5.0,1.957,10.0,3.913,8.0,3.13,8.0,3.13,3.0,1.174,5.0,1.957,0.0,0.0,0.0,0.0,93.27,1,Ball Progressor,,,,,,,
321,Ricardo Daniel Pepi,FWD,USA,USA,5,227,0.0,0.0,0.0,0.0,5.0,1.982,0.0,0.0,38.0,15.066,33.0,13.084,1.0,0.396,5.0,1.982,0.0,0.0,0.0,0.0,3.0,1.189,3.0,1.189,6.0,2.379,5.0,1.982,4.0,1.586,5.0,1.982,3.0,1.189,2.0,0.793,86.84,0,Finisher / Goal Scorer,,,,,,,
539,Brian Ebenezer Adjei Brobbey,FWD,Netherlands,Netherlands,4,227,3.0,1.189,0.0,0.0,4.0,1.586,3.0,1.189,21.0,8.326,18.0,7.137,1.0,0.396,2.0,0.793,0.0,0.0,0.0,0.0,2.0,0.793,2.0,0.793,7.0,2.775,3.0,1.189,1.0,0.396,4.0,1.586,3.0,1.189,2.0,0.793,85.71,0,Finisher / Goal Scorer,,,,,,,
576,Isak Malcolm Kwaku Hien,DEF,Sweden,Sweden,3,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,50.973,122.0,48.584,0.0,0.0,5.0,1.991,4.0,1.593,14.0,5.575,3.0,1.195,20.0,7.965,13.0,5.177,9.0,3.584,0.0,0.0,3.0,1.195,3.0,1.195,0.0,0.0,95.31,1,Ball Progressor,,,,,,,
704,Timothy John Payne,DEF,New Zealand,New Zealand,3,226,0.0,0.0,1.0,0.398,1.0,0.398,0.0,0.0,87.0,34.646,72.0,28.673,9.0,3.584,9.0,3.584,2.0,0.796,12.0,4.779,7.0,2.788,8.0,3.186,2.0,0.796,1.0,0.398,2.0,0.796,2.0,0.796,2.0,0.796,0.0,0.0,82.76,3,Box-to-Box / All-rounder,,,,,,,
411,Barı ş Alper Yilmaz,FWD,Türkiye,Türkiye,3,225,1.0,0.4,0.0,0.0,2.0,0.8,1.0,0.4,38.0,15.2,29.0,11.6,15.0,6.0,3.0,1.2,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,3.0,1.2,1.0,0.4,10.0,4.0,4.0,1.6,1.0,0.4,2.0,0.8,76.32,2,Playmaker / Chance Creator,,,,,,,
1098,Akmal Mozgovoy,MID,Uzbekistan,Uzbekistan,3,225,0.0,0.0,1.0,0.4,1.0,0.4,0.0,0.0,79.0,31.6,65.0,26.0,0.0,0.0,4.0,1.6,4.0,1.6,4.0,1.6,6.0,2.4,9.0,3.6,0.0,0.0,0.0,0.0,3.0,1.2,0.0,0.0,3.0,1.2,0.0,0.0,82.28,3,Box-to-Box / All-rounder,,,,,,,
583,Anthony David Junior Elanga,FWD,Sweden,Sweden,4,224,2.0,0.804,0.0,0.0,3.0,1.205,3.0,1.205,76.0,30.536,60.0,24.107,12.0,4.821,0.0,0.0,0.0,0.0,1.0,0.402,1.0,0.402,1.0,0.402,1.0,0.402,0.0,0.0,10.0,4.018,0.0,0.0,7.0,2.812,1.0,0.402,78.95,2,Playmaker / Chance Creator,,,,,,,
275,Ruben Fritzner Providence,FWD,Haiti,Haiti,3,223,0.0,0.0,0.0,0.0,4.0,1.614,1.0,0.404,48.0,19.372,42.0,16.951,7.0,2.825,9.0,3.632,0.0,0.0,3.0,1.211,3.0,1.211,2.0,0.807,0.0,0.0,0.0,0.0,14.0,5.65,3.0,1.211,5.0,2.018,0.0,0.0,87.5,2,Playmaker / Chance Creator,,,,,,,
715,Liberato Gianpaolo Cacace,DEF,New Zealand,New Zealand,3,223,0.0,0.0,0.0,0.0,1.0,0.404,1.0,0.404,88.0,35.516,75.0,30.269,6.0,2.422,7.0,2.825,4.0,1.614,9.0,3.632,6.0,2.422,13.0,5.247,2.0,0.807,2.0,0.807,8.0,3.229,1.0,0.404,5.0,2.018,0.0,0.0,85.23,3,Box-to-Box / All-rounder,,,,,,,
1114,Abbosbek Fayzullaev,MID,Uzbekistan,Uzbekistan,3,223,1.0,0.404,0.0,0.0,3.0,1.211,2.0,0.807,36.0,14.529,24.0,9.686,8.0,3.229,16.0,6.457,2.0,0.807,7.0,2.825,6.0,2.422,9.0,3.632,0.0,0.0,0.0,0.0,3.0,1.211,6.0,2.422,4.0,1.614,0.0,0.0,66.67,3,Box-to-Box / All-rounder,,,,,,,
872,Ismail Joshua Jakobs,DEF,Senegal,Senegal,3,222,0.0,0.0,0.0,0.0,1.0,0.405,0.0,0.0,117.0,47.432,106.0,42.973,19.0,7.703,10.0,4.054,2.0,0.811,9.0,3.649,6.0,2.432,12.0,4.865,6.0,2.432,5.0,2.027,2.0,0.811,2.0,0.811,0.0,0.0,0.0,0.0,90.6,1,Ball Progressor,,,,,,,
707,Michael Joseph Boxall,DEF,New Zealand,New Zealand,3,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,46.833,104.0,42.353,1.0,0.407,6.0,2.443,5.0,2.036,18.0,7.33,11.0,4.48,23.0,9.367,5.0,2.036,5.0,2.036,5.0,2.036,2.0,0.814,2.0,0.814,0.0,0.0,90.43,1,Ball Progressor,,,,,,,
380,Aziz Behich,DEF,Australia,Australia,3,220,0.0,0.0,0.0,0.0,1.0,0.409,1.0,0.409,82.0,33.545,60.0,24.545,6.0,2.455,9.0,3.682,2.0,0.818,7.0,2.864,6.0,2.455,7.0,2.864,1.0,0.409,1.0,0.409,5.0,2.045,1.0,0.409,4.0,1.636,0.0,0.0,73.17,3,Box-to-Box / All-rounder,,,,,,,
593,Alexander Olof Bernhardsson,DEF,Sweden,Sweden,3,220,0.0,0.0,0.0,0.0,1.0,0.409,1.0,0.409,67.0,27.409,51.0,20.864,3.0,1.227,9.0,3.682,2.0,0.818,12.0,4.909,7.0,2.864,10.0,4.091,3.0,1.227,3.0,1.227,12.0,4.909,2.0,0.818,4.0,1.636,0.0,0.0,76.12,3,Box-to-Box / All-rounder,,,,,,,
401,Kenan Yildiz,FWD,Türkiye,Türkiye,3,219,0.0,0.0,0.0,0.0,14.0,5.753,1.0,0.411,121.0,49.726,108.0,44.384,8.0,3.288,4.0,1.644,1.0,0.411,0.0,0.0,5.0,2.055,5.0,2.055,0.0,0.0,0.0,0.0,19.0,7.808,2.0,0.822,4.0,1.644,0.0,0.0,89.26,2,Playmaker / Chance Creator,,,,,,,
19,Gilberto Rafael Mora,MID,Mexico,Mexico,4,218,0.0,0.0,0.0,0.0,5.0,2.064,0.0,0.0,87.0,35.917,79.0,32.615,5.0,2.064,3.0,1.239,2.0,0.826,0.0,0.0,2.0,0.826,4.0,1.651,1.0,0.413,1.0,0.413,11.0,4.541,3.0,1.239,3.0,1.239,0.0,0.0,90.8,2,Playmaker / Chance Creator,,,,,,,
514,Nilson David Angulo,FWD,Ecuador,Ecuador,4,218,1.0,0.413,0.0,0.0,2.0,0.826,2.0,0.826,78.0,32.202,63.0,26.009,8.0,3.303,8.0,3.303,5.0,2.064,0.0,0.0,3.0,1.239,6.0,2.477,3.0,1.239,3.0,1.239,24.0,9.908,4.0,1.651,3.0,1.239,0.0,0.0,80.77,2,Playmaker / Chance Creator,,,,,,,
