player_id,player_name,position,team,nationality,matches,minutes,total_goals,goals_p90,total_assists,assists_p90,total_shots,shots_p90,total_shots_on_target,shots_on_target_p90,total_passes,passes_p90,total_accurate_passes,accurate_passes_p90,total_crosses,crosses_p90,total_tackles,tackles_p90,total_interceptions,interceptions_p90,total_clearances,clearances_p90,total_blocks,blocks_p90,total_recoveries,recoveries_p90,total_duels_won,duels_won_p90,total_aerial_duels_won,aerial_duels_won_p90,total_dribbles_attempted,dribbles_attempted_p90,total_fouls_committed,fouls_committed_p90,total_fouls_won,fouls_won_p90,total_offsides,offsides_p90,pass_accuracy_pct
959,Damián Emiliano Martinez,GK,Argentina,Argentina,8,835,0,0.0,0,0.0,0,0.0,0,0.0,268,28.886,195,21.018,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,5.066,0,0.0,0,0.0,0,0.0,0,0.0,1,0.108,0,0.0,72.76
956,Alexis Mac Allister,MID,Argentina,Argentina,8,775,1,0.116,0,0.0,13,1.51,4,0.465,430,49.935,393,45.639,1,0.116,37,4.297,5,0.581,15,1.742,19,2.206,24,2.787,6,0.697,6,0.697,5,0.581,9,1.045,12,1.394,0,0.0,91.4
751,Unai Simon,GK,Spain,Spain,8,773,0,0.0,0,0.0,0,0.0,0,0.0,314,36.559,253,29.457,0,0.0,0,0.0,0,0.0,7,0.815,0,0.0,71,8.266,0,0.0,0,0.0,0,0.0,0,0.0,3,0.349,0,0.0,80.57
750,Pau Cubarsi,DEF,Spain,Spain,8,773,0,0.0,0,0.0,4,0.466,2,0.233,690,80.336,668,77.775,1,0.116,12,1.397,12,1.397,35,4.075,15,1.746,50,5.821,21,2.445,17,1.979,14,1.63,4,0.466,5,0.582,0,0.0,96.81
752,Marc Cucurella,DEF,Spain,Spain,8,773,0,0.0,2,0.233,5,0.582,3,0.349,474,55.188,433,50.414,15,1.746,18,2.096,13,1.514,12,1.397,16,1.863,33,3.842,5,0.582,4,0.466,6,0.699,8,0.931,5,0.582,4,0.466,91.35
946,Lionel Andrés Messi,FWD,Argentina,Argentina,8,765,8,0.941,2,0.235,35,4.118,18,2.118,367,43.176,288,33.882,46,5.412,14,1.647,0,0.0,2,0.235,5,0.588,12,1.412,2,0.235,1,0.118,61,7.176,3,0.353,20,2.353,5,0.588,78.47
742,Aymeric Laporte,DEF,Spain,Spain,8,752,0,0.0,1,0.12,5,0.598,2,0.239,660,78.989,618,73.963,0,0.0,4,0.479,11,1.316,37,4.428,8,0.957,45,5.386,25,2.992,24,2.872,17,2.035,5,0.598,4,0.479,0,0.0,93.64
744,Rodrigo Rodri,MID,Spain,Spain,8,746,0,0.0,0,0.0,7,0.845,0,0.0,799,96.394,747,90.121,3,0.362,31,3.74,8,0.965,19,2.292,17,2.051,48,5.791,13,1.568,13,1.568,12,1.448,11,1.327,9,1.086,1,0.121,93.49
848,Mike Peterson Maignan,GK,France,France,8,746,0,0.0,0,0.0,0,0.0,0,0.0,225,27.145,179,21.595,0,0.0,0,0.0,1,0.121,1,0.121,0,0.0,42,5.067,0,0.0,0,0.0,0,0.0,0,0.0,2,0.241,0,0.0,79.56
842,Kylian Mbappe,FWD,France,France,8,720,10,1.25,4,0.5,41,5.125,23,2.875,232,29.0,201,25.125,10,1.25,8,1.0,1,0.125,0,0.0,6,0.75,8,1.0,2,0.25,1,0.125,74,9.25,6,0.75,8,1.0,7,0.875,86.64
960,Enzo Jeremías Fernandez,MID,Argentina,Argentina,7,714,2,0.252,0,0.0,12,1.513,4,0.504,519,65.42,480,60.504,5,0.63,24,3.025,7,0.882,8,1.008,8,1.008,15,1.891,6,0.756,6,0.756,16,2.017,12,1.513,6,0.756,1,0.126,92.49
1150,Keaninkin Marc-Isreal Guehi,DEF,England,England,8,685,0,0.0,0,0.0,1,0.131,0,0.0,532,69.898,514,67.533,0,0.0,2,0.263,7,0.92,24,3.153,17,2.234,39,5.124,13,1.708,12,1.577,13,1.708,4,0.526,13,1.708,0,0.0,96.62
1145,Jordan Lee Pickford,GK,England,England,7,680,0,0.0,0,0.0,0,0.0,0,0.0,265,35.074,190,25.147,0,0.0,0,0.0,0,0.0,4,0.529,0,0.0,37,4.897,0,0.0,0,0.0,0,0.0,0,0.0,4,0.529,0,0.0,71.7
747,Lamine Yamal Yamal,FWD,Spain,Spain,8,676,1,0.133,0,0.0,27,3.595,12,1.598,265,35.281,225,29.956,40,5.325,22,2.929,3,0.399,0,0.0,12,1.598,13,1.731,0,0.0,0,0.0,86,11.45,14,1.864,9,1.198,7,0.932,84.91
836,Dayotchanculle Oswald Upamecano,DEF,France,France,8,675,0,0.0,0,0.0,4,0.533,2,0.267,443,59.067,409,54.533,0,0.0,20,2.667,15,2.0,25,3.333,23,3.067,46,6.133,15,2.0,11,1.467,4,0.533,7,0.933,4,0.533,0,0.0,92.33
1146,Ezri Ngoyo Konsa,DEF,England,England,8,675,1,0.133,0,0.0,3,0.4,2,0.267,488,65.067,469,62.533,3,0.4,9,1.2,9,1.2,20,2.667,15,2.0,34,4.533,13,1.733,11,1.467,8,1.067,8,1.067,11,1.467,0,0.0,96.11
843,Michael Akpovie Olise,FWD,France,France,8,671,0,0.0,7,0.939,20,2.683,5,0.671,417,55.931,362,48.554,20,2.683,21,2.817,1,0.134,0,0.0,14,1.878,10,1.341,1,0.134,1,0.134,47,6.304,5,0.671,16,2.146,0,0.0,86.81
1153,Harry Edward Kane,FWD,England,England,7,666,6,0.811,1,0.135,23,3.108,12,1.622,99,13.378,73,9.865,3,0.405,7,0.946,0,0.0,8,1.081,8,1.081,7,0.946,13,1.757,13,1.757,9,1.216,8,1.081,9,1.216,2,0.27,73.74
749,Mikel Oyarzabal,FWD,Spain,Spain,8,664,5,0.678,1,0.136,23,3.117,12,1.627,149,20.196,124,16.807,8,1.084,11,1.491,1,0.136,4,0.542,11,1.491,9,1.22,6,0.813,6,0.813,8,1.084,4,0.542,5,0.678,1,0.136,83.22
1148,Declan Rice,MID,England,England,7,656,1,0.137,2,0.274,6,0.823,3,0.412,340,46.646,312,42.805,40,5.488,10,1.372,10,1.372,3,0.412,12,1.646,20,2.744,2,0.274,2,0.274,9,1.235,4,0.549,0,0.0,1,0.137,91.76
846,Adrien Thibault Marie Rabiot,MID,France,France,7,652,0,0.0,1,0.138,9,1.242,1,0.138,351,48.451,323,44.586,2,0.276,25,3.451,10,1.38,16,2.209,16,2.209,29,4.003,14,1.933,14,1.933,17,2.347,13,1.794,4,0.552,1,0.138,92.02
1152,Elliot Junior Anderson,MID,England,England,8,649,0,0.0,1,0.139,7,0.971,1,0.139,445,61.71,396,54.915,6,0.832,37,5.131,9,1.248,25,3.467,17,2.357,43,5.963,22,3.051,22,3.051,9,1.248,9,1.248,13,1.803,0,0.0,88.99
942,Lisandro Martinez,DEF,Argentina,Argentina,7,641,1,0.14,0,0.0,4,0.562,2,0.281,450,63.183,422,59.251,3,0.421,18,2.527,5,0.702,38,5.335,8,1.123,27,3.791,9,1.264,9,1.264,10,1.404,7,0.983,4,0.562,0,0.0,93.78
949,Cristian Gabriel Romero,DEF,Argentina,Argentina,7,639,1,0.141,0,0.0,3,0.423,1,0.141,430,60.563,415,58.451,0,0.0,22,3.099,10,1.408,22,3.099,20,2.817,45,6.338,17,2.394,17,2.394,8,1.127,9,1.268,3,0.423,0,0.0,96.51
1154,Jude Victor William Bellingham,MID,England,England,8,639,7,0.986,1,0.141,19,2.676,13,1.831,231,32.535,191,26.901,9,1.268,17,2.394,2,0.282,9,1.268,11,1.549,17,2.394,6,0.845,5,0.704,31,4.366,9,1.268,17,2.394,1,0.141,82.68
837,Jules Olivier Kounde,DEF,France,France,8,621,0,0.0,0,0.0,2,0.29,0,0.0,353,51.159,314,45.507,15,2.174,19,2.754,6,0.87,20,2.899,20,2.899,24,3.478,12,1.739,12,1.739,10,1.449,6,0.87,5,0.725,1,0.145,88.95
945,Julián Alvarez,FWD,Argentina,Argentina,8,619,1,0.145,0,0.0,11,1.599,5,0.727,215,31.26,183,26.607,1,0.145,10,1.454,1,0.145,5,0.727,14,2.036,8,1.163,4,0.582,4,0.582,9,1.309,11,1.599,4,0.582,2,0.291,85.12
183,Gregor Kobel,GK,Switzerland,Switzerland,6,612,0,0.0,0,0.0,0,0.0,0,0.0,255,37.5,190,27.941,0,0.0,0,0.0,0,0.0,1,0.147,0,0.0,33,4.853,0,0.0,0,0.0,0,0.0,0,0.0,3,0.441,0,0.0,74.51
186,Nico Elvedi,DEF,Switzerland,Switzerland,6,612,0,0.0,0,0.0,3,0.441,0,0.0,438,64.412,406,59.706,0,0.0,9,1.324,14,2.059,51,7.5,13,1.912,42,6.176,18,2.647,15,2.206,23,3.382,5,0.735,6,0.882,0,0.0,92.69
187,Manuel Obafemi Akanji,DEF,Switzerland,Switzerland,6,612,0,0.0,0,0.0,1,0.147,1,0.147,479,70.441,444,65.294,0,0.0,13,1.912,9,1.324,37,5.441,8,1.176,34,5.0,13,1.912,10,1.471,17,2.5,4,0.588,4,0.588,0,0.0,92.69
192,Granit Xhaka,MID,Switzerland,Switzerland,6,612,1,0.147,1,0.147,9,1.324,2,0.294,470,69.118,427,62.794,4,0.588,13,1.912,3,0.441,9,1.324,12,1.765,14,2.059,8,1.176,8,1.176,14,2.059,4,0.588,12,1.765,0,0.0,90.85
190,Remo Marco Freuler,MID,Switzerland,Switzerland,6,601,0,0.0,0,0.0,2,0.3,1,0.15,324,48.519,299,44.775,5,0.749,19,2.845,4,0.599,16,2.396,15,2.246,16,2.396,8,1.198,8,1.198,5,0.749,8,1.198,3,0.449,1,0.15,92.28
839,Masour Ousmane Dembele,FWD,France,France,8,597,6,0.905,2,0.302,20,3.015,10,1.508,297,44.774,236,35.578,36,5.427,13,1.96,2,0.302,1,0.151,3,0.452,6,0.905,2,0.302,2,0.302,18,2.714,0,0.0,4,0.603,3,0.452,79.46
628,Brandon Erik Mechele,DEF,Belgium,Belgium,6,587,0,0.0,0,0.0,5,0.767,1,0.153,399,61.175,369,56.576,0,0.0,11,1.687,13,1.993,43,6.593,11,1.687,38,5.826,18,2.76,17,2.606,15,2.3,9,1.38,2,0.307,0,0.0,92.48
235,Yassine Bounou,GK,Morocco,Morocco,6,581,0,0.0,0,0.0,0,0.0,0,0.0,211,32.685,142,21.997,0,0.0,0,0.0,1,0.155,1,0.155,0,0.0,38,5.886,1,0.155,1,0.155,0,0.0,0,0.0,4,0.62,0,0.0,67.3
236,Achraf Hakimi,DEF,Morocco,Morocco,6,581,1,0.155,1,0.155,14,2.169,4,0.62,449,69.552,402,62.272,38,5.886,23,3.563,6,0.929,9,1.394,11,1.704,28,4.337,6,0.929,5,0.775,34,5.267,7,1.084,16,2.478,0,0.0,89.53
740,Pedro Antonio Porro,DEF,Spain,Spain,6,579,2,0.311,0,0.0,7,1.088,3,0.466,420,65.285,379,58.912,19,2.953,29,4.508,11,1.71,10,1.554,19,2.953,39,6.062,8,1.244,8,1.244,6,0.933,10,1.554,9,1.399,0,0.0,90.24
258,Neil Yoni El Aynaoui,MID,Morocco,Morocco,6,571,0,0.0,0,0.0,7,1.103,2,0.315,433,68.249,405,63.835,0,0.0,37,5.832,4,0.63,19,2.995,16,2.522,34,5.359,3,0.473,3,0.473,8,1.261,15,2.364,7,1.103,0,0.0,93.53
625,Thibaut Nicolas Courtois,GK,Belgium,Belgium,6,563,0,0.0,1,0.16,0,0.0,0,0.0,198,31.652,144,23.02,0,0.0,0,0.0,0,0.0,2,0.32,0,0.0,38,6.075,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.73
962,Nahuel Molina,DEF,Argentina,Argentina,7,535,0,0.0,0,0.0,1,0.168,0,0.0,276,46.43,234,39.364,6,1.009,22,3.701,4,0.673,16,2.692,14,2.355,27,4.542,4,0.673,3,0.505,2,0.336,3,0.505,0,0.0,1,0.168,84.78
195,Ricardo Ivan Rodriguez,DEF,Switzerland,Switzerland,6,532,0,0.0,1,0.169,1,0.169,0,0.0,295,49.906,243,41.109,17,2.876,15,2.538,1,0.169,19,3.214,10,1.692,21,3.553,12,2.03,12,2.03,4,0.677,11,1.861,2,0.338,0,0.0,82.37
748,Pedro Pedri,MID,Spain,Spain,8,512,0,0.0,0,0.0,5,0.879,2,0.352,469,82.441,420,73.828,14,2.461,22,3.867,8,1.406,8,1.406,29,5.098,26,4.57,4,0.703,4,0.703,20,3.516,4,0.703,5,0.879,1,0.176,89.55
634,Leandro Trossard,FWD,Belgium,Belgium,6,510,2,0.353,2,0.353,17,3.0,3,0.529,199,35.118,171,30.176,11,1.941,2,0.353,4,0.706,5,0.882,15,2.647,14,2.471,5,0.882,4,0.706,17,3.0,4,0.706,8,1.412,1,0.176,85.93
189,Breel Donald Embolo,FWD,Switzerland,Switzerland,6,509,2,0.354,2,0.354,10,1.768,5,0.884,72,12.731,56,9.902,1,0.177,7,1.238,1,0.177,5,0.884,11,1.945,10,1.768,7,1.238,6,1.061,5,0.884,9,1.591,11,1.945,4,0.707,77.78
673,Abdelaziz Mohame Mostafa,GK,Egypt,Egypt,5,503,0,0.0,0,0.0,0,0.0,0,0.0,147,26.302,114,20.398,0,0.0,0,0.0,0,0.0,2,0.358,0,0.0,29,5.189,0,0.0,0,0.0,0,0.0,0,0.0,5,0.895,0,0.0,77.55
653,Hany Gamal Mohamed Hany,DEF,Egypt,Egypt,5,503,0,0.0,1,0.179,4,0.716,0,0.0,282,50.457,245,43.837,17,3.042,24,4.294,7,1.252,31,5.547,12,2.147,26,4.652,7,1.252,7,1.252,8,1.431,2,0.358,1,0.179,0,0.0,86.88
911,Ørjan Haskjold Nyland,GK,Norway,Norway,5,502,0,0.0,0,0.0,0,0.0,0,0.0,204,36.574,138,24.741,0,0.0,0,0.0,0,0.0,1,0.179,0,0.0,29,5.199,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.65
913,Kristoffer Vassbakk Köpp Ajer,DEF,Norway,Norway,5,502,0,0.0,0,0.0,2,0.359,1,0.179,273,48.944,256,45.896,2,0.359,14,2.51,10,1.793,39,6.992,15,2.689,36,6.454,24,4.303,20,3.586,12,2.151,2,0.359,1,0.179,0,0.0,93.77
918,Sander Gard Bolin Berge,MID,Norway,Norway,5,502,0,0.0,0,0.0,0,0.0,0,0.0,425,76.195,412,73.865,2,0.359,10,1.793,7,1.255,18,3.227,10,1.793,17,3.048,5,0.896,5,0.896,2,0.359,6,1.076,2,0.359,0,0.0,96.94
919,Erling Braut Haaland,FWD,Norway,Norway,5,502,7,1.255,0,0.0,20,3.586,13,2.331,47,8.426,34,6.096,1,0.179,0,0.0,1,0.179,5,0.896,9,1.614,8,1.434,21,3.765,18,3.227,8,1.434,5,0.896,3,0.538,0,0.0,72.34
738,Daniel Olmo,FWD,Spain,Spain,8,501,0,0.0,2,0.359,13,2.335,2,0.359,229,41.138,207,37.186,2,0.359,14,2.515,2,0.359,1,0.18,10,1.796,15,2.695,3,0.539,3,0.539,30,5.389,6,1.078,10,1.796,0,0.0,90.39
943,Rodrigo Javier De Paul,MID,Argentina,Argentina,7,501,0,0.0,1,0.18,2,0.359,1,0.18,327,58.743,300,53.892,13,2.335,13,2.335,3,0.539,5,0.898,14,2.515,12,2.156,1,0.18,0,0.0,10,1.796,2,0.359,5,0.898,1,0.18,91.74
350,Orlando Daniel Gill,GK,Paraguay,Paraguay,5,500,0,0.0,0,0.0,0,0.0,0,0.0,159,28.62,68,12.24,0,0.0,0,0.0,0,0.0,2,0.36,0,0.0,45,8.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.54,0,0.0,42.77
353,Gustavo Raul Gomez,DEF,Paraguay,Paraguay,5,500,0,0.0,0,0.0,2,0.36,0,0.0,91,16.38,80,14.4,0,0.0,5,0.9,2,0.36,38,6.84,18,3.24,27,4.86,10,1.8,10,1.8,0,0.0,3,0.54,2,0.36,1,0.18,87.91
352,Adrián Andrés Cubas,MID,Paraguay,Paraguay,5,500,0,0.0,0,0.0,1,0.18,0,0.0,117,21.06,97,17.46,0,0.0,45,8.1,3,0.54,26,4.68,33,5.94,36,6.48,3,0.54,3,0.54,1,0.18,14,2.52,3,0.54,0,0.0,82.91
645,Timothy Castagne,DEF,Belgium,Belgium,6,495,0,0.0,0,0.0,3,0.545,1,0.182,263,47.818,230,41.818,20,3.636,19,3.455,9,1.636,15,2.727,15,2.727,28,5.091,7,1.273,7,1.273,3,0.545,7,1.273,2,0.364,0,0.0,87.45
1130,Camilo Andres Vargas,GK,Colombia,Colombia,5,495,0,0.0,0,0.0,0,0.0,0,0.0,202,36.727,157,28.545,0,0.0,0,0.0,0,0.0,2,0.364,0,0.0,20,3.636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77.72
1141,Davinson Sanchez,DEF,Colombia,Colombia,5,495,0,0.0,0,0.0,6,1.091,2,0.364,361,65.636,324,58.909,0,0.0,11,2.0,6,1.091,41,7.455,15,2.727,32,5.818,14,2.545,11,2.0,8,1.455,6,1.091,5,0.909,1,0.182,89.75
849,William Alain André Gabriel Saliba,DEF,France,France,6,494,0,0.0,0,0.0,1,0.182,0,0.0,315,57.389,307,55.931,0,0.0,9,1.64,7,1.275,28,5.101,15,2.733,31,5.648,12,2.186,12,2.186,3,0.547,4,0.729,0,0.0,0,0.0,97.46
927,Torbjørn Lysaker Heggem,DEF,Norway,Norway,5,493,0,0.0,0,0.0,1,0.183,1,0.183,301,54.949,282,51.481,0,0.0,9,1.643,1,0.183,15,2.738,12,2.191,13,2.373,7,1.278,6,1.095,8,1.46,2,0.365,0,0.0,0,0.0,93.69
1121,Jhon Janer Lucumi,DEF,Colombia,Colombia,5,493,0,0.0,0,0.0,2,0.365,0,0.0,285,52.028,262,47.83,0,0.0,4,0.73,6,1.095,24,4.381,5,0.913,21,3.834,12,2.191,9,1.643,4,0.73,5,0.913,0,0.0,0,0.0,91.93
941,Leandro Daniel Paredes,MID,Argentina,Argentina,7,491,0,0.0,0,0.0,4,0.733,1,0.183,565,103.564,532,97.515,2,0.367,16,2.933,2,0.367,16,2.933,16,2.933,24,4.399,4,0.733,4,0.733,17,3.116,9,1.65,3,0.55,0,0.0,94.16
652,Ahmed Ibrahim Yasser,DEF,Egypt,Egypt,5,489,1,0.184,0,0.0,1,0.184,1,0.184,260,47.853,239,43.988,0,0.0,17,3.129,0,0.0,39,7.178,11,2.025,38,6.994,18,3.313,17,3.129,3,0.552,6,1.104,3,0.552,0,0.0,91.92
1125,Luis Fernando Diaz,FWD,Colombia,Colombia,5,489,1,0.184,1,0.184,19,3.497,6,1.104,166,30.552,145,26.687,6,1.104,9,1.656,3,0.552,1,0.184,4,0.736,4,0.736,3,0.552,2,0.368,20,3.681,7,1.288,9,1.656,9,1.656,87.35
237,Noussair Mazraoui,DEF,Morocco,Morocco,6,488,0,0.0,0,0.0,0,0.0,0,0.0,275,50.717,251,46.291,4,0.738,16,2.951,3,0.553,28,5.164,20,3.689,31,5.717,16,2.951,16,2.951,12,2.213,4,0.738,6,1.107,0,0.0,91.27
920,Martín Odegaard,MID,Norway,Norway,5,487,0,0.0,3,0.554,9,1.663,3,0.554,367,67.823,322,59.507,16,2.957,16,2.957,2,0.37,1,0.185,6,1.109,11,2.033,1,0.185,1,0.185,17,3.142,3,0.554,4,0.739,0,0.0,87.74
939,Nicolás Alejandro Tagliafico,DEF,Argentina,Argentina,7,487,0,0.0,0,0.0,0,0.0,0,0.0,217,40.103,190,35.113,4,0.739,14,2.587,3,0.554,12,2.218,13,2.402,19,3.511,12,2.218,10,1.848,4,0.739,9,1.663,16,2.957,2,0.37,87.56
743,Alejandro Baena,MID,Spain,Spain,7,486,1,0.185,1,0.185,12,2.222,5,0.926,218,40.37,178,32.963,44,8.148,22,4.074,1,0.185,3,0.556,12,2.222,16,2.963,2,0.37,2,0.37,14,2.593,13,2.407,7,1.296,2,0.37,81.65
632,Youri Marion Tielemans,MID,Belgium,Belgium,5,483,2,0.373,0,0.0,11,2.05,3,0.559,255,47.516,221,41.18,14,2.609,14,2.609,3,0.559,4,0.745,13,2.422,18,3.354,7,1.304,7,1.304,7,1.304,7,1.304,10,1.863,1,0.186,86.67
248,Issa Laye Lucas Jean Diop,DEF,Morocco,Morocco,5,477,1,0.189,0,0.0,1,0.189,1,0.189,326,61.509,299,56.415,0,0.0,2,0.377,5,0.943,35,6.604,16,3.019,27,5.094,11,2.075,9,1.698,2,0.377,4,0.755,1,0.189,0,0.0,91.72
1147,Nico Oreilly,DEF,England,England,7,476,0,0.0,0,0.0,7,1.324,1,0.189,216,40.84,200,37.815,6,1.134,13,2.458,6,1.134,14,2.647,13,2.458,21,3.971,10,1.891,9,1.702,11,2.08,6,1.134,4,0.756,0,0.0,92.59
1132,Gustavo Adolfo Puerta,DEF,Colombia,Colombia,5,476,0,0.0,1,0.189,14,2.647,5,0.945,290,54.832,264,49.916,2,0.378,9,1.702,2,0.378,10,1.891,12,2.269,17,3.214,4,0.756,4,0.756,9,1.702,9,1.702,8,1.513,0,0.0,91.03
835,Lucas Digne,DEF,France,France,6,473,0,0.0,0,0.0,2,0.381,1,0.19,283,53.848,252,47.949,17,3.235,8,1.522,7,1.332,21,3.996,11,2.093,21,3.996,14,2.664,13,2.474,5,0.951,7,1.332,2,0.381,0,0.0,89.05
1041,Diogo Diogo Costa,GK,Portugal,Portugal,5,472,0,0.0,0,0.0,0,0.0,0,0.0,125,23.835,98,18.686,0,0.0,0,0.0,0,0.0,2,0.381,0,0.0,26,4.958,0,0.0,0,0.0,0,0.0,0,0.0,1,0.191,0,0.0,78.4
1053,Renato Renato Veiga,DEF,Portugal,Portugal,5,472,0,0.0,0,0.0,2,0.381,0,0.0,336,64.068,320,61.017,0,0.0,7,1.335,10,1.907,26,4.958,11,2.097,34,6.483,13,2.479,12,2.288,8,1.525,5,0.953,3,0.572,0,0.0,95.24
658,Ashour Metwaly Emam,MID,Egypt,Egypt,5,469,2,0.384,0,0.0,10,1.919,2,0.384,207,39.723,176,33.774,3,0.576,9,1.727,0,0.0,2,0.384,14,2.687,9,1.727,6,1.151,5,0.959,18,3.454,2,0.384,13,2.495,0,0.0,85.02
320,Mc,MID,USA,USA,5,468,0,0.0,0,0.0,5,0.962,1,0.192,220,42.308,173,33.269,11,2.115,11,2.115,0,0.0,10,1.923,5,0.962,5,0.962,4,0.769,4,0.769,12,2.308,8,1.538,2,0.385,0,0.0,78.64
209,Ramsés Alisson,GK,Brazil,Brazil,5,468,0,0.0,0,0.0,0,0.0,0,0.0,132,25.385,107,20.577,0,0.0,0,0.0,0,0.0,2,0.385,0,0.0,26,5.0,0,0.0,0,0.0,1,0.192,0,0.0,0,0.0,0,0.0,81.06
211,Gabriel Gabriel Magalhaes,DEF,Brazil,Brazil,5,468,0,0.0,1,0.192,1,0.192,0,0.0,431,82.885,413,79.423,0,0.0,9,1.731,5,0.962,20,3.846,10,1.923,21,4.038,19,3.654,16,3.077,2,0.385,1,0.192,3,0.577,0,0.0,95.82
212,MARQUINHOSMarcos,DEF,Brazil,Brazil,5,468,0,0.0,0,0.0,2,0.385,0,0.0,380,73.077,367,70.577,1,0.192,7,1.346,5,0.962,24,4.615,8,1.538,29,5.577,7,1.346,7,1.346,1,0.192,0,0.0,2,0.385,1,0.192,96.58
244,Brahim Diaz,FWD,Morocco,Morocco,6,468,0,0.0,3,0.577,6,1.154,1,0.192,165,31.731,142,27.308,8,1.538,7,1.346,2,0.385,0,0.0,7,1.346,7,1.346,0,0.0,0,0.0,33,6.346,3,0.577,10,1.923,0,0.0,86.06
257,Bilal El Khannouss,MID,Morocco,Morocco,6,467,0,0.0,0,0.0,6,1.156,4,0.771,238,45.867,186,35.846,14,2.698,17,3.276,2,0.385,3,0.578,5,0.964,14,2.698,5,0.964,5,0.964,18,3.469,5,0.964,6,1.156,0,0.0,78.15
916,Patrick Berg,MID,Norway,Norway,6,466,0,0.0,2,0.386,3,0.579,0,0.0,174,33.605,161,31.094,13,2.511,17,3.283,1,0.193,9,1.738,13,2.511,9,1.738,1,0.193,1,0.193,11,2.124,4,0.773,2,0.386,0,0.0,92.53
120,Maxime Crepeau,GK,Canada,Canada,5,465,0,0.0,0,0.0,0,0.0,0,0.0,123,23.806,92,17.806,0,0.0,0,0.0,0,0.0,2,0.387,0,0.0,24,4.645,0,0.0,0,0.0,0,0.0,1,0.194,1,0.194,0,0.0,74.8
106,Alistair William Johnston,DEF,Canada,Canada,5,465,0,0.0,0,0.0,5,0.968,2,0.387,240,46.452,184,35.613,24,4.645,10,1.935,6,1.161,23,4.452,10,1.935,29,5.613,15,2.903,14,2.71,7,1.355,5,0.968,4,0.774,0,0.0,76.67
852,Désiré Nonka-Maho Doue,FWD,France,France,8,463,1,0.194,0,0.0,13,2.527,8,1.555,196,38.099,167,32.462,5,0.972,19,3.693,1,0.194,3,0.583,15,2.916,12,2.333,4,0.778,3,0.583,40,7.775,4,0.778,8,1.555,0,0.0,85.2
224,Douglas Douglas Santos,DEF,Brazil,Brazil,5,459,0,0.0,0,0.0,2,0.392,0,0.0,275,53.922,256,50.196,6,1.176,29,5.686,8,1.569,12,2.353,12,2.353,22,4.314,1,0.196,1,0.196,1,0.196,3,0.588,2,0.392,1,0.196,93.09
215,José Vinicius,FWD,Brazil,Brazil,5,459,4,0.784,1,0.196,17,3.333,11,2.157,142,27.843,116,22.745,15,2.941,7,1.373,1,0.196,0,0.0,2,0.392,6,1.176,1,0.196,1,0.196,53,10.392,4,0.784,10,1.961,3,0.588,81.69
1,José Raúl Rangel,GK,Mexico,Mexico,5,457,0,0.0,0,0.0,0,0.0,0,0.0,155,30.525,120,23.632,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,6.302,0,0.0,0,0.0,0,0.0,1,0.197,0,0.0,0,0.0,77.42
1047,Ronaldo Cristiano Ronaldo,FWD,Portugal,Portugal,5,455,3,0.593,0,0.0,18,3.56,9,1.78,99,19.582,86,17.011,1,0.198,5,0.989,1,0.198,2,0.396,2,0.396,2,0.396,2,0.396,2,0.396,2,0.396,2,0.396,5,0.989,6,1.187,86.87
669,Attia Fahim Marawan Attia,MID,Egypt,Egypt,5,453,0,0.0,0,0.0,4,0.795,0,0.0,357,70.927,313,62.185,8,1.589,20,3.974,1,0.199,25,4.967,12,2.384,15,2.98,1,0.199,1,0.199,4,0.795,8,1.589,1,0.199,0,0.0,87.68
629,Maxim Peter De Cuyper,DEF,Belgium,Belgium,6,449,0,0.0,0,0.0,10,2.004,6,1.203,246,49.31,203,40.69,16,3.207,13,2.606,7,1.403,11,2.205,10,2.004,19,3.808,5,1.002,4,0.802,5,1.002,7,1.403,2,0.401,0,0.0,82.52
342,Juan Jose Caceres,DEF,Paraguay,Paraguay,5,448,0,0.0,0,0.0,2,0.402,1,0.201,129,25.915,80,16.071,9,1.808,39,7.835,4,0.804,33,6.629,20,4.018,25,5.022,13,2.612,12,2.411,11,2.21,9,1.808,6,1.205,0,0.0,62.02
25,Roberto Carlos Alvarado,FWD,Mexico,Mexico,5,444,0,0.0,2,0.405,5,1.014,0,0.0,201,40.743,163,33.041,34,6.892,10,2.027,4,0.811,10,2.027,6,1.216,13,2.635,2,0.405,1,0.203,12,2.432,3,0.608,5,1.014,1,0.203,81.09
915,David Møller Moller Wolfe,DEF,Norway,Norway,5,444,0,0.0,1,0.203,0,0.0,0,0.0,186,37.703,162,32.838,7,1.419,10,2.027,5,1.014,13,2.635,9,1.824,19,3.851,9,1.824,7,1.419,8,1.622,7,1.419,2,0.405,0,0.0,87.1
838,Emmanuel Boris Kone,MID,France,France,5,443,0,0.0,0,0.0,6,1.219,2,0.406,263,53.431,242,49.165,1,0.203,19,3.86,6,1.219,3,0.609,9,1.828,18,3.657,4,0.813,4,0.813,14,2.844,6,1.219,7,1.422,0,0.0,92.02
