player_id,player_name,position,team,nationality,matches,minutes,total_goals,goals_p90,total_assists,assists_p90,total_shots,shots_p90,total_shots_on_target,shots_on_target_p90,total_passes,passes_p90,total_accurate_passes,accurate_passes_p90,total_crosses,crosses_p90,total_tackles,tackles_p90,total_interceptions,interceptions_p90,total_clearances,clearances_p90,total_blocks,blocks_p90,total_recoveries,recoveries_p90,total_duels_won,duels_won_p90,total_aerial_duels_won,aerial_duels_won_p90,total_dribbles_attempted,dribbles_attempted_p90,total_fouls_committed,fouls_committed_p90,total_fouls_won,fouls_won_p90,total_offsides,offsides_p90,pass_accuracy_pct
341,Omar Federico Alderete,DEF,Paraguay,Paraguay,4,331,0,0.0,0,0.0,1,0.272,0,0.0,97,26.375,70,19.033,0,0.0,1,0.272,2,0.544,37,10.06,7,1.903,12,3.263,10,2.719,9,2.447,1,0.272,2,0.544,3,0.816,0,0.0,72.16
564,Ayase Ueda,FWD,Japan,Japan,4,331,2,0.544,1,0.272,9,2.447,4,1.088,35,9.517,26,7.069,1,0.272,4,1.088,0,0.0,1,0.272,0,0.0,2,0.544,12,3.263,11,2.991,4,1.088,6,1.631,4,1.088,1,0.272,74.29
1168,Reece Lewis James,DEF,England,England,5,331,0,0.0,0,0.0,1,0.272,0,0.0,188,51.118,173,47.039,11,2.991,11,2.991,3,0.816,10,2.719,10,2.719,14,3.807,7,1.903,5,1.36,3,0.816,3,0.816,1,0.272,0,0.0,92.02
1180,Luka Modric,MID,Croatia,Croatia,4,331,0,0.0,1,0.272,1,0.272,0,0.0,248,67.432,225,61.178,9,2.447,15,4.079,4,1.088,5,1.36,5,1.36,9,2.447,0,0.0,0,0.0,5,1.36,4,1.088,3,0.816,0,0.0,90.73
148,Nikola Katic,DEF,Bosnia and Herzegovina,Bosnia and Herzegovina,4,328,0,0.0,0,0.0,2,0.549,0,0.0,165,45.274,148,40.61,0,0.0,15,4.116,1,0.274,24,6.585,18,4.939,20,5.488,17,4.665,16,4.39,1,0.274,4,1.098,0,0.0,0,0.0,89.7
435,Leroy Aziz Sane,MID,Germany,Germany,4,328,1,0.274,0,0.0,6,1.646,2,0.549,189,51.86,161,44.177,11,3.018,8,2.195,1,0.274,3,0.823,9,2.47,8,2.195,1,0.274,0,0.0,24,6.585,3,0.823,2,0.549,1,0.274,85.19
9,Raúl Alonso Jimenez,FWD,Mexico,Mexico,4,327,3,0.826,0,0.0,18,4.954,7,1.927,66,18.165,48,13.211,1,0.275,5,1.376,0,0.0,1,0.275,4,1.101,4,1.101,17,4.679,15,4.128,3,0.826,7,1.927,2,0.55,2,0.55,72.73
644,Hans Vanaken,MID,Belgium,Belgium,6,326,1,0.276,0,0.0,5,1.38,1,0.276,164,45.276,153,42.239,3,0.828,8,2.209,1,0.276,1,0.276,12,3.313,11,3.037,5,1.38,5,1.38,3,0.828,0,0.0,6,1.656,0,0.0,93.29
958,Lautaro Javier Martinez,FWD,Argentina,Argentina,7,326,3,0.828,0,0.0,10,2.761,4,1.104,71,19.601,60,16.564,2,0.552,14,3.865,1,0.276,4,1.104,6,1.656,7,1.933,2,0.552,2,0.552,6,1.656,8,2.209,5,1.38,2,0.552,84.51
1186,Martin Baturina,MID,Croatia,Croatia,4,326,1,0.276,0,0.0,3,0.828,1,0.276,93,25.675,80,22.086,10,2.761,9,2.485,0,0.0,3,0.828,9,2.485,11,3.037,5,1.38,5,1.38,16,4.417,1,0.276,14,3.865,0,0.0,86.02
332,Folarin Jolaoluwa Balogun,FWD,USA,USA,4,324,3,0.833,0,0.0,14,3.889,5,1.389,44,12.222,30,8.333,6,1.667,4,1.111,0,0.0,0,0.0,4,1.111,2,0.556,3,0.833,2,0.556,9,2.5,3,0.833,8,2.222,3,0.833,68.18
348,Miguel Angel Almiron,MID,Paraguay,Paraguay,4,320,0,0.0,0,0.0,4,1.125,0,0.0,67,18.844,49,13.781,4,1.125,21,5.906,2,0.562,7,1.969,8,2.25,11,3.094,5,1.406,3,0.844,18,5.062,2,0.562,7,1.969,0,0.0,73.13
421,Aleksandar Pavlovic,MID,Germany,Germany,4,319,0,0.0,0,0.0,4,1.129,1,0.282,260,73.354,240,67.712,1,0.282,10,2.821,2,0.564,3,0.846,8,2.257,7,1.975,2,0.564,1,0.282,5,1.411,13,3.668,4,1.129,0,0.0,92.31
635,Jeremy Baffour Doku,FWD,Belgium,Belgium,5,318,0,0.0,0,0.0,3,0.849,1,0.283,90,25.472,74,20.943,11,3.113,9,2.547,3,0.849,1,0.283,7,1.981,9,2.547,1,0.283,0,0.0,53,15.0,4,1.132,18,5.094,0,0.0,82.22
851,Théo Bernard François Hernandez,DEF,France,France,5,318,0,0.0,0,0.0,3,0.849,0,0.0,149,42.17,139,39.34,5,1.415,7,1.981,5,1.415,5,1.415,7,1.981,18,5.094,7,1.981,7,1.981,6,1.698,2,0.566,4,1.132,0,0.0,93.29
1006,Romano Schmid,MID,Austria,Austria,4,317,1,0.284,0,0.0,2,0.568,1,0.284,91,25.836,65,18.454,4,1.136,13,3.691,0,0.0,2,0.568,9,2.555,4,1.136,1,0.284,1,0.284,4,1.136,3,0.852,4,1.136,0,0.0,71.43
1092,Arthur Fuka Masuaku,DEF,Congo DR,Congo DR,4,317,0,0.0,0,0.0,0,0.0,0,0.0,169,47.981,141,40.032,14,3.975,10,2.839,3,0.852,9,2.555,6,1.703,11,3.123,3,0.852,3,0.852,10,2.839,0,0.0,4,1.136,0,0.0,83.43
503,John Yeboah,FWD,Ecuador,Ecuador,4,315,0,0.0,0,0.0,8,2.286,3,0.857,104,29.714,85,24.286,9,2.571,11,3.143,2,0.571,1,0.286,5,1.429,7,2.0,1,0.286,1,0.286,15,4.286,0,0.0,4,1.143,0,0.0,81.73
961,Facundo Axel Medina,DEF,Argentina,Argentina,5,311,0,0.0,1,0.289,0,0.0,0,0.0,163,47.17,150,43.408,5,1.447,13,3.762,4,1.158,14,4.051,7,2.026,17,4.92,2,0.579,2,0.579,0,0.0,3,0.868,2,0.579,1,0.289,92.02
204,Fabian Rieder,MID,Switzerland,Switzerland,5,310,0,0.0,0,0.0,7,2.032,2,0.581,87,25.258,71,20.613,16,4.645,15,4.355,1,0.29,0,0.0,8,2.323,7,2.032,0,0.0,0,0.0,8,2.323,3,0.871,6,1.742,0,0.0,81.61
559,Keito Nakamura,MID,Japan,Japan,4,310,1,0.29,2,0.581,5,1.452,2,0.581,117,33.968,100,29.032,9,2.613,10,2.903,5,1.452,2,0.581,5,1.452,10,2.903,2,0.581,2,0.581,10,2.903,3,0.871,1,0.29,1,0.29,85.47
346,Diego Alexander Gomez,MID,Paraguay,Paraguay,4,309,0,0.0,0,0.0,6,1.748,0,0.0,101,29.417,80,23.301,2,0.583,27,7.864,8,2.33,9,2.621,17,4.951,28,8.155,10,2.913,10,2.913,7,2.039,5,1.456,1,0.291,0,0.0,79.21
515,Alan Steven Franco,MID,Ecuador,Ecuador,4,308,0,0.0,0,0.0,0,0.0,0,0.0,148,43.247,140,40.909,4,1.169,12,3.506,3,0.877,13,3.799,6,1.753,18,5.26,7,2.045,5,1.461,6,1.753,7,2.045,0,0.0,0,0.0,94.59
776,MOREIRASteven Steven,DEF,Cabo Verde,Cabo Verde,4,307,0,0.0,0,0.0,2,0.586,0,0.0,109,31.954,88,25.798,4,1.173,5,1.466,2,0.586,9,2.638,6,1.759,10,2.932,2,0.586,2,0.586,4,1.173,0,0.0,2,0.586,0,0.0,80.73
1205,Jordan Pierre Ayew,FWD,Ghana,Ghana,4,303,0,0.0,0,0.0,0,0.0,0,0.0,47,13.96,33,9.802,9,2.673,7,2.079,0,0.0,1,0.297,4,1.188,3,0.891,8,2.376,7,2.079,3,0.891,7,2.079,7,2.079,1,0.297,70.21
735,Ferran Torres,FWD,Spain,Spain,8,302,1,0.298,0,0.0,14,4.172,4,1.192,86,25.629,63,18.775,6,1.788,3,0.894,1,0.298,2,0.596,6,1.788,3,0.894,7,2.086,6,1.788,11,3.278,6,1.788,4,1.192,3,0.894,73.26
1187,Petar Sucic,MID,Croatia,Croatia,4,302,1,0.298,1,0.298,3,0.894,2,0.596,127,37.848,110,32.781,6,1.788,22,6.556,2,0.596,2,0.596,3,0.894,8,2.384,1,0.298,1,0.298,11,3.278,7,2.086,6,1.788,1,0.298,86.61
234,Vitor Rayan,FWD,Brazil,Brazil,4,296,0,0.0,1,0.304,5,1.52,2,0.608,99,30.101,93,28.277,10,3.041,11,3.345,1,0.304,1,0.304,5,1.52,8,2.432,7,2.128,7,2.128,9,2.736,5,1.52,4,1.216,1,0.304,93.94
981,Nabil Bentaleb,MID,Algeria,Algeria,4,294,0,0.0,0,0.0,1,0.306,0,0.0,280,85.714,255,78.061,1,0.306,10,3.061,4,1.224,9,2.755,5,1.531,14,4.286,2,0.612,2,0.612,5,1.531,2,0.612,3,0.918,0,0.0,91.07
1222,Marvin Elom Senaya,DEF,Ghana,Ghana,4,293,0,0.0,0,0.0,2,0.614,0,0.0,91,27.952,75,23.038,8,2.457,28,8.601,3,0.922,19,5.836,8,2.457,17,5.222,5,1.536,4,1.229,5,1.536,6,1.843,4,1.229,0,0.0,82.42
217,Matheus Matheus Cunha,FWD,Brazil,Brazil,5,292,3,0.925,0,0.0,11,3.39,5,1.541,90,27.74,78,24.041,5,1.541,8,2.466,2,0.616,5,1.541,7,2.158,8,2.466,2,0.616,2,0.616,14,4.315,1,0.308,3,0.925,1,0.308,86.67
507,Enner Remberto Valencia,FWD,Ecuador,Ecuador,4,291,0,0.0,0,0.0,10,3.093,6,1.856,40,12.371,33,10.206,1,0.309,2,0.619,1,0.309,0,0.0,2,0.619,2,0.619,4,1.237,4,1.237,4,1.237,4,1.237,7,2.165,2,0.619,82.5
977,Rayan Ait-Nouri,DEF,Algeria,Algeria,4,290,0,0.0,0,0.0,1,0.31,0,0.0,211,65.483,190,58.966,9,2.793,14,4.345,3,0.931,11,3.414,8,2.483,16,4.966,1,0.31,1,0.31,34,10.552,6,1.862,4,1.241,0,0.0,90.05
199,Ruben Estephan Vargas,FWD,Switzerland,Switzerland,6,289,2,0.623,1,0.311,6,1.869,4,1.246,88,27.405,65,20.242,24,7.474,11,3.426,0,0.0,2,0.623,4,1.246,5,1.557,3,0.934,3,0.934,20,6.228,6,1.869,6,1.869,2,0.623,73.86
767,CABRALSidny Sidny Lopes,DEF,Cabo Verde,Cabo Verde,3,289,1,0.311,0,0.0,4,1.246,2,0.623,105,32.699,87,27.093,11,3.426,10,3.114,4,1.246,15,4.671,9,2.803,21,6.54,2,0.623,2,0.623,16,4.983,2,0.623,9,2.803,0,0.0,82.86
228,Lucas Lucas Paqueta,MID,Brazil,Brazil,4,288,0,0.0,0,0.0,5,1.562,1,0.312,190,59.375,162,50.625,5,1.562,20,6.25,2,0.625,6,1.875,5,1.562,13,4.062,4,1.25,4,1.25,5,1.562,3,0.938,6,1.875,0,0.0,85.26
434,Nathaniel Christopher Brown,DEF,Germany,Germany,3,288,1,0.312,1,0.312,3,0.938,2,0.625,131,40.938,115,35.938,19,5.938,18,5.625,2,0.625,4,1.25,10,3.125,12,3.75,1,0.312,1,0.312,7,2.188,4,1.25,1,0.312,0,0.0,87.79
1200,Jonas Adjei Adjetey,DEF,Ghana,Ghana,3,288,0,0.0,0,0.0,2,0.625,1,0.312,120,37.5,105,32.812,0,0.0,7,2.188,3,0.938,16,5.0,7,2.188,13,4.062,3,0.938,3,0.938,2,0.625,1,0.312,0,0.0,0,0.0,87.5
149,Kerim Alajbegovic,FWD,Bosnia and Herzegovina,Bosnia and Herzegovina,4,287,1,0.314,0,0.0,4,1.254,1,0.314,90,28.223,69,21.638,16,5.017,5,1.568,2,0.627,3,0.941,4,1.254,6,1.882,0,0.0,0,0.0,27,8.467,4,1.254,6,1.882,1,0.314,76.67
1015,Mo'ien Hasan Yazeed Abulaila,GK,Jordan,Jordan,3,287,0,0.0,0,0.0,0,0.0,0,0.0,66,20.697,42,13.171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,5.017,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63.64
1019,Mousa Mahmoud Yazan Alarab,DEF,Jordan,Jordan,3,287,0,0.0,0,0.0,0,0.0,0,0.0,106,33.24,94,29.477,0,0.0,10,3.136,1,0.314,27,8.467,7,2.195,18,5.645,11,3.449,10,3.136,8,2.509,4,1.254,0,0.0,0,0.0,88.68
1022,Mahmoud Ali Noor Alrawabdeh,MID,Jordan,Jordan,3,287,0,0.0,1,0.314,1,0.314,0,0.0,111,34.808,84,26.341,0,0.0,13,4.077,3,0.941,4,1.254,7,2.195,16,5.017,1,0.314,0,0.0,8,2.509,1,0.314,0,0.0,0,0.0,75.68
664,Fathy Abdelhalim Hamdy Fathy,MID,Egypt,Egypt,4,286,0,0.0,0,0.0,0,0.0,0,0.0,130,40.909,119,37.448,1,0.315,11,3.462,0,0.0,9,2.832,7,2.203,12,3.776,7,2.203,7,2.203,1,0.315,3,0.944,2,0.629,1,0.315,91.54
137,Amar Dedic,DEF,Bosnia and Herzegovina,Bosnia and Herzegovina,3,285,0,0.0,0,0.0,2,0.632,1,0.316,99,31.263,80,25.263,0,0.0,12,3.789,4,1.263,15,4.737,11,3.474,16,5.053,4,1.263,4,1.263,15,4.737,6,1.895,3,0.947,0,0.0,80.81
703,Maxime Teremoana Crocombe,GK,New Zealand,New Zealand,3,285,0,0.0,0,0.0,0,0.0,0,0.0,107,33.789,78,24.632,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,6.947,0,0.0,0,0.0,0,0.0,0,0.0,1,0.316,0,0.0,72.9
718,Finn Surman,DEF,New Zealand,New Zealand,3,285,1,0.316,0,0.0,2,0.632,1,0.316,145,45.789,135,42.632,0,0.0,7,2.211,2,0.632,22,6.947,15,4.737,21,6.632,6,1.895,4,1.263,5,1.579,4,1.263,2,0.632,0,0.0,93.1
710,Marko Seufatu Nikola Stamenic,MID,New Zealand,New Zealand,3,285,0,0.0,0,0.0,3,0.947,0,0.0,171,54.0,156,49.263,2,0.632,17,5.368,2,0.632,8,2.526,14,4.421,15,4.737,2,0.632,2,0.632,5,1.579,4,1.263,0,0.0,0,0.0,91.23
711,Christopher Grant Wood,FWD,New Zealand,New Zealand,3,285,0,0.0,2,0.632,5,1.579,2,0.632,47,14.842,36,11.368,0,0.0,2,0.632,0,0.0,2,0.632,0,0.0,0,0.0,15,4.737,14,4.421,2,0.632,2,0.632,1,0.316,4,1.263,76.6
322,Christian Mate Pulisic,FWD,USA,USA,4,284,0,0.0,1,0.317,4,1.268,2,0.634,81,25.669,71,22.5,6,1.901,5,1.585,0,0.0,1,0.317,4,1.268,2,0.634,0,0.0,0,0.0,29,9.19,1,0.317,8,2.535,2,0.634,87.65
485,Guela Maho-Lewis Doue,DEF,Côte d'Ivoire,Côte d'Ivoire,4,284,0,0.0,0,0.0,1,0.317,0,0.0,163,51.655,143,45.317,11,3.486,12,3.803,2,0.634,9,2.852,14,4.437,17,5.387,6,1.901,6,1.901,5,1.585,6,1.901,5,1.585,0,0.0,87.73
1214,Jerome Opoku,DEF,Ghana,Ghana,3,284,0,0.0,0,0.0,0,0.0,0,0.0,115,36.444,95,30.106,0,0.0,3,0.951,3,0.951,13,4.12,4,1.268,10,3.169,5,1.585,4,1.268,2,0.634,2,0.634,4,1.268,0,0.0,82.61
1173,Marin Pongracic,DEF,Croatia,Croatia,3,284,0,0.0,0,0.0,1,0.317,0,0.0,200,63.38,182,57.676,0,0.0,3,0.951,3,0.951,27,8.556,5,1.585,10,3.169,6,1.901,4,1.268,9,2.852,3,0.951,0,0.0,0,0.0,91.0
764,Gregory Jamiro Monteiro,MID,Cabo Verde,Cabo Verde,4,283,0,0.0,0,0.0,5,1.59,1,0.318,106,33.71,87,27.668,6,1.908,11,3.498,4,1.272,1,0.318,7,2.226,10,3.18,0,0.0,0,0.0,7,2.226,4,1.272,2,0.636,0,0.0,82.08
1023,Iyad Ali Ali Olwan,FWD,Jordan,Jordan,3,283,1,0.318,0,0.0,6,1.908,3,0.954,48,15.265,36,11.449,8,2.544,2,0.636,3,0.954,1,0.318,2,0.636,5,1.59,4,1.272,3,0.954,16,5.088,1,0.318,4,1.272,1,0.318,75.0
1199,Caleb Marfo Yirenkyi,MID,Ghana,Ghana,4,282,1,0.319,0,0.0,2,0.638,1,0.319,70,22.34,62,19.787,1,0.319,9,2.872,3,0.957,5,1.596,6,1.915,11,3.511,0,0.0,0,0.0,2,0.638,7,2.234,3,0.957,0,0.0,88.57
1094,Abdukodir Khusanov,DEF,Uzbekistan,Uzbekistan,3,282,0,0.0,0,0.0,0,0.0,0,0.0,98,31.277,81,25.851,0,0.0,10,3.191,5,1.596,12,3.83,8,2.553,17,5.426,2,0.638,2,0.638,0,0.0,6,1.915,0,0.0,0,0.0,82.65
1105,Sherzod Nasrullaev,DEF,Uzbekistan,Uzbekistan,3,282,0,0.0,0,0.0,1,0.319,1,0.319,48,15.319,35,11.17,3,0.957,6,1.915,2,0.638,5,1.596,4,1.277,10,3.191,3,0.957,3,0.957,4,1.277,3,0.957,2,0.638,0,0.0,72.92
556,Ritsu Doan,MID,Japan,Japan,4,281,0,0.0,0,0.0,1,0.32,0,0.0,105,33.63,89,28.505,5,1.601,7,2.242,1,0.32,7,2.242,10,3.203,8,2.562,2,0.641,2,0.641,4,1.281,6,1.922,4,1.281,0,0.0,84.76
663,Mohamed Aboelfetouh Ahmed Fatouh,DEF,Egypt,Egypt,3,281,0,0.0,0,0.0,1,0.32,1,0.32,182,58.292,163,52.206,7,2.242,12,3.843,2,0.641,8,2.562,3,0.961,14,4.484,3,0.961,3,0.961,4,1.281,2,0.641,3,0.961,0,0.0,89.56
996,David Alaba,DEF,Austria,Austria,4,281,0,0.0,1,0.32,2,0.641,0,0.0,222,71.103,198,63.416,1,0.32,4,1.281,2,0.641,14,4.484,6,1.922,15,4.804,4,1.281,3,0.961,3,0.961,2,0.641,0,0.0,0,0.0,89.19
1244,Orlando Mosquera,GK,Panama,Panama,3,281,0,0.0,0,0.0,0,0.0,0,0.0,103,32.989,74,23.701,0,0.0,0,0.0,0,0.0,1,0.32,0,0.0,18,5.765,1,0.32,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,71.84
1225,Jose Angel Cordoba,DEF,Panama,Panama,3,281,0,0.0,0,0.0,0,0.0,0,0.0,183,58.612,169,54.128,1,0.32,9,2.883,7,2.242,18,5.765,3,0.961,17,5.445,3,0.961,2,0.641,2,0.641,5,1.601,1,0.32,0,0.0,92.35
1238,Andres Alberto Andrade,DEF,Panama,Panama,3,281,0,0.0,0,0.0,0,0.0,0,0.0,178,57.011,147,47.082,8,2.562,13,4.164,6,1.922,15,4.804,11,3.523,29,9.288,11,3.523,11,3.523,0,0.0,4,1.281,0,0.0,0,0.0,82.58
1245,Michael Amir Murillo,DEF,Panama,Panama,3,281,0,0.0,0,0.0,5,1.601,1,0.32,112,35.872,88,28.185,8,2.562,11,3.523,0,0.0,9,2.883,6,1.922,9,2.883,6,1.922,6,1.922,14,4.484,1,0.32,7,2.242,1,0.32,78.57
79,Mat ě j Kovar,GK,Czechia,Czechia,3,280,0,0.0,0,0.0,0,0.0,0,0.0,97,31.179,62,19.929,0,0.0,0,0.0,0,0.0,1,0.321,0,0.0,18,5.786,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63.92
82,Robin Hranac,DEF,Czechia,Czechia,3,280,0,0.0,0,0.0,0,0.0,0,0.0,116,37.286,104,33.429,1,0.321,6,1.929,3,0.964,8,2.571,5,1.607,10,3.214,6,1.929,6,1.929,0,0.0,6,1.929,0,0.0,0,0.0,89.66
83,Vladimír Coufal,DEF,Czechia,Czechia,3,280,0,0.0,1,0.321,1,0.321,0,0.0,110,35.357,79,25.393,20,6.429,6,1.929,4,1.286,4,1.286,2,0.643,7,2.25,3,0.964,3,0.964,3,0.964,4,1.286,3,0.964,1,0.321,71.82
85,Ladislav Krejci,DEF,Czechia,Czechia,3,280,1,0.321,0,0.0,5,1.607,1,0.321,160,51.429,135,43.393,2,0.643,13,4.179,3,0.964,13,4.179,4,1.286,16,5.143,14,4.5,12,3.857,1,0.321,6,1.929,2,0.643,0,0.0,84.38
1034,Mahmoud Saleh Mohannad Abutaha,MID,Jordan,Jordan,3,280,0,0.0,0,0.0,1,0.321,0,0.0,87,27.964,59,18.964,6,1.929,17,5.464,8,2.571,11,3.536,12,3.857,21,6.75,3,0.964,2,0.643,9,2.893,2,0.643,1,0.321,0,0.0,67.82
413,Ugurcan Cakir,GK,Türkiye,Türkiye,3,279,0,0.0,0,0.0,0,0.0,0,0.0,98,31.613,77,24.839,0,0.0,0,0.0,0,0.0,4,1.29,0,0.0,9,2.903,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78.57
398,Arda Guler,FWD,Türkiye,Türkiye,3,279,1,0.323,0,0.0,12,3.871,4,1.29,198,63.871,170,54.839,14,4.516,11,3.548,0,0.0,1,0.323,4,1.29,4,1.29,3,0.968,3,0.968,20,6.452,3,0.968,10,3.226,2,0.645,85.86
498,Joel Leandro Ordonez,DEF,Ecuador,Ecuador,3,279,0,0.0,0,0.0,2,0.645,0,0.0,113,36.452,101,32.581,0,0.0,10,3.226,1,0.323,19,6.129,5,1.613,12,3.871,6,1.935,6,1.935,2,0.645,1,0.323,1,0.323,0,0.0,89.38
829,Nestor Fernando Muslera,GK,Uruguay,Uruguay,3,279,0,0.0,0,0.0,0,0.0,0,0.0,71,22.903,57,18.387,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,3.871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80.28
809,Sebastián Enzo Caceres,DEF,Uruguay,Uruguay,3,279,0,0.0,0,0.0,3,0.968,0,0.0,172,55.484,154,49.677,1,0.323,6,1.935,2,0.645,15,4.839,7,2.258,20,6.452,11,3.548,10,3.226,6,1.935,2,0.645,2,0.645,0,0.0,89.53
819,Guillermo Varela,DEF,Uruguay,Uruguay,3,279,0,0.0,0,0.0,2,0.645,0,0.0,134,43.226,119,38.387,10,3.226,4,1.29,2,0.645,14,4.516,8,2.581,18,5.806,10,3.226,10,3.226,2,0.645,1,0.323,1,0.323,0,0.0,88.81
822,Mathías Olivera,DEF,Uruguay,Uruguay,3,279,0,0.0,0,0.0,1,0.323,0,0.0,226,72.903,213,68.71,3,0.968,12,3.871,2,0.645,8,2.581,8,2.581,22,7.097,10,3.226,9,2.903,15,4.839,3,0.968,0,0.0,0,0.0,94.25
812,Rodrigo Bentancur,MID,Uruguay,Uruguay,3,279,0,0.0,0,0.0,4,1.29,0,0.0,174,56.129,157,50.645,3,0.968,13,4.194,9,2.903,14,4.516,11,3.548,19,6.129,6,1.935,6,1.935,9,2.903,7,2.258,5,1.613,0,0.0,90.23
1236,Carlos Miguel Harvey,DEF,Panama,Panama,3,279,0,0.0,0,0.0,5,1.613,0,0.0,107,34.516,85,27.419,1,0.323,14,4.516,5,1.613,7,2.258,6,1.935,16,5.161,7,2.258,7,2.258,8,2.581,8,2.581,3,0.968,0,0.0,79.44
1201,Thomas Teye Partey,MID,Ghana,Ghana,3,279,0,0.0,0,0.0,2,0.645,0,0.0,152,49.032,134,43.226,0,0.0,10,3.226,2,0.645,6,1.935,6,1.935,10,3.226,2,0.645,2,0.645,10,3.226,2,0.645,5,1.613,0,0.0,88.16
261,Johny Placide,GK,Haiti,Haiti,3,278,0,0.0,0,0.0,0,0.0,0,0.0,105,33.993,67,21.691,0,0.0,0,0.0,1,0.324,0,0.0,0,0.0,15,4.856,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63.81
264,Ricardo Ade,DEF,Haiti,Haiti,3,278,0,0.0,0,0.0,4,1.295,1,0.324,136,44.029,121,39.173,0,0.0,7,2.266,3,0.971,19,6.151,7,2.266,13,4.209,6,1.942,6,1.942,3,0.971,6,1.942,4,1.295,0,0.0,88.97
265,Hannes Piterson Delcroix,DEF,Haiti,Haiti,3,278,0,0.0,0,0.0,0,0.0,0,0.0,151,48.885,146,47.266,1,0.324,7,2.266,5,1.619,19,6.151,10,3.237,20,6.475,7,2.266,5,1.619,1,0.324,1,0.324,2,0.647,0,0.0,96.69
268,Martin Yves Roberns Didier Experience,DEF,Haiti,Haiti,3,278,0,0.0,0,0.0,1,0.324,0,0.0,111,35.935,93,30.108,6,1.942,21,6.799,3,0.971,9,2.914,10,3.237,15,4.856,3,0.971,3,0.971,8,2.59,7,2.266,6,1.942,0,0.0,83.78
570,Kaishu Sano,MID,Japan,Japan,3,278,1,0.324,1,0.324,1,0.324,1,0.324,131,42.41,124,40.144,1,0.324,8,2.59,5,1.619,7,2.266,6,1.942,11,3.561,4,1.295,4,1.295,5,1.619,4,1.295,1,0.324,0,0.0,94.66
475,Odilon Dorgeless Kossounou,DEF,Côte d'Ivoire,Côte d'Ivoire,4,278,0,0.0,0,0.0,0,0.0,0,0.0,149,48.237,141,45.647,0,0.0,7,2.266,11,3.561,11,3.561,5,1.619,18,5.827,3,0.971,2,0.647,1,0.324,0,0.0,1,0.324,0,0.0,94.63
1155,Marcus Rashford,FWD,England,England,5,278,1,0.324,1,0.324,12,3.885,5,1.619,103,33.345,91,29.46,18,5.827,5,1.619,0,0.0,1,0.324,1,0.324,0,0.0,1,0.324,1,0.324,16,5.18,5,1.619,1,0.324,1,0.324,88.35
1178,Mateo Kovacic,MID,Croatia,Croatia,4,278,0,0.0,0,0.0,5,1.619,4,1.295,208,67.338,198,64.101,0,0.0,10,3.237,2,0.647,2,0.647,6,1.942,8,2.59,1,0.324,1,0.324,9,2.914,3,0.971,3,0.971,0,0.0,95.19
471,N'clomande Ghislain Konan,DEF,Côte d'Ivoire,Côte d'Ivoire,3,277,0,0.0,0,0.0,4,1.3,0,0.0,149,48.412,124,40.289,9,2.924,8,2.599,2,0.65,12,3.899,6,1.949,10,3.249,1,0.325,1,0.325,13,4.224,0,0.0,1,0.325,0,0.0,83.22
488,Emmanuel Elysee Djedje Agbadou,DEF,Côte d'Ivoire,Côte d'Ivoire,3,277,0,0.0,0,0.0,3,0.975,1,0.325,154,50.036,142,46.137,0,0.0,12,3.899,4,1.3,16,5.199,8,2.599,15,4.874,11,3.574,11,3.574,2,0.65,0,0.0,0,0.0,0,0.0,92.21
889,Hashim Rahman Akam Hashim,DEF,Iraq,Iraq,3,277,0,0.0,0,0.0,1,0.325,0,0.0,148,48.087,126,40.939,0,0.0,7,2.274,2,0.65,22,7.148,13,4.224,17,5.523,2,0.65,2,0.65,10,3.249,0,0.0,3,0.975,0,0.0,85.14
907,Ghazi Salih Merchas,DEF,Iraq,Iraq,3,277,0,0.0,0,0.0,1,0.325,0,0.0,141,45.812,115,37.365,3,0.975,23,7.473,5,1.625,8,2.599,9,2.924,22,7.148,0,0.0,0,0.0,9,2.924,3,0.975,8,2.599,0,0.0,81.56
53,Seunggyu Kim,GK,Korea Republic,South Korea,3,276,0,0.0,0,0.0,0,0.0,0,0.0,116,37.826,85,27.717,0,0.0,0,0.0,0,0.0,3,0.978,0,0.0,20,6.522,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.28
54,Hanbeom Lee,DEF,Korea Republic,South Korea,3,276,0,0.0,0,0.0,2,0.652,0,0.0,200,65.217,183,59.674,2,0.652,8,2.609,3,0.978,16,5.217,7,2.283,21,6.848,13,4.239,13,4.239,3,0.978,7,2.283,2,0.652,0,0.0,91.5
55,Gihyuk Lee,MID,Korea Republic,South Korea,3,276,0,0.0,0,0.0,0,0.0,0,0.0,236,76.957,217,70.761,4,1.304,6,1.957,7,2.283,29,9.457,7,2.283,27,8.804,15,4.891,14,4.565,4,1.304,2,0.652,1,0.326,0,0.0,91.95
