player_id,player_name,position,team,matches,minutes,attacking_score,chance_creation_score,passing_score,defensive_score,overall_score
525,Nathan Benjamin Ake,DEF,Netherlands,3,171,35.4,52.8,81.5,58.1,60.0
992,Xaver Schlager,MID,Austria,4,343,45.7,56.6,61.3,74.2,60.0
118,Jacob Everett Shaffelburg,MID,Canada,5,102,48.5,62.1,65.7,60.4,59.9
84,ě pán Chaloupek,DEF,Czechia,1,96,29.6,22.7,13.0,86.8,59.9
361,Matias Galarza,MID,Paraguay,4,402,67.5,68.7,25.2,78.0,59.9
932,Oscar Bobb,MID,Norway,6,235,60.8,59.6,67.7,51.9,59.9
820,Agustin Canobbio,MID,Uruguay,3,231,75.0,64.9,50.9,50.9,59.9
6,Erik Antonio Lira,MID,Mexico,4,363,39.6,67.9,72.6,53.9,59.9
252,Chadi Riad,DEF,Morocco,4,348,37.0,41.5,77.1,60.8,59.8
7,Luis Francisco Romo,MID,Mexico,4,268,70.8,63.6,53.7,52.0,59.7
644,Hans Vanaken,MID,Belgium,6,326,65.0,55.9,72.6,46.6,59.6
1097,Rustamjon Ashurmatov,DEF,Uzbekistan,3,260,29.6,29.9,49.1,73.1,59.6
819,Guillermo Varela,DEF,Uruguay,3,279,36.4,49.3,69.2,61.9,59.6
919,Erling Braut Haaland,FWD,Norway,5,502,85.6,34.0,9.1,31.0,59.6
1170,Jarell Amorin Quansah,DEF,England,3,200,30.9,47.4,64.3,64.7,59.5
309,Mc,MID,Scotland,3,123,43.6,57.2,69.3,65.1,59.5
590,Yasin Ayari,MID,Sweden,4,347,79.1,63.5,38.9,59.7,59.5
648,Amadou Ba Onana,MID,Belgium,4,115,43.6,53.7,65.8,72.7,59.5
981,Nabil Bentaleb,MID,Algeria,4,294,36.6,53.3,84.4,60.2,59.5
930,Antonio Eromonsele Nordby Nusa,FWD,Norway,6,379,74.1,54.1,23.1,28.3,59.4
81,Tomáš Holes,DEF,Czechia,2,154,32.9,44.1,46.5,70.6,59.4
212,MARQUINHOSMarcos,DEF,Brazil,5,468,33.9,43.3,87.3,57.1,59.4
1176,Josip Sutalo,DEF,Croatia,4,374,36.7,41.6,75.8,60.7,59.4
1184,Ivan Perisic,FWD,Croatia,4,374,63.8,49.9,61.3,56.1,59.3
308,Nathan Kenneth Patterson,DEF,Scotland,3,189,34.8,45.3,69.1,62.4,59.3
1095,Khojiakbar Alijonov,DEF,Uzbekistan,2,135,37.5,51.1,28.2,74.7,59.3
593,Alexander Olof Bernhardsson,DEF,Sweden,3,220,51.9,56.6,31.9,70.0,59.2
403,Evren Eren Elmali,DEF,Türkiye,2,118,44.8,79.7,70.1,54.6,59.2
151,Stjepan Radeljic,DEF,Bosnia and Herzegovina,2,185,35.2,50.3,78.3,58.3,59.2
1226,Fidel Escobar,DEF,Panama,1,90,32.6,35.9,29.0,77.4,59.1
1106,Eldor Shomurodov,FWD,Uzbekistan,3,276,74.3,47.3,20.2,44.0,59.1
421,Aleksandar Pavlovic,MID,Germany,4,319,50.1,54.6,84.6,46.1,59.1
1138,Juan Fernando Quintero,MID,Colombia,4,124,52.2,79.8,79.0,20.0,59.1
396,Orkun Kokcu,MID,Türkiye,3,155,46.1,67.4,56.2,61.9,59.0
426,Jamal Musiala,MID,Germany,4,273,75.0,66.9,49.7,46.2,59.0
811,Manuel Ugarte,MID,Uruguay,3,187,54.4,38.4,71.9,74.7,59.0
786,Essa Nasser Aldawsari,MID,Saudi Arabia,3,213,41.4,53.1,60.8,77.9,58.9
760,Lenini Kevin Pina,MID,Cabo Verde,4,357,65.9,45.9,53.5,74.2,58.9
384,Cristian Volpato,FWD,Australia,3,167,62.0,64.5,49.6,37.5,58.9
219,Raphael Raphinha,FWD,Brazil,2,130,64.9,62.4,36.2,39.8,58.9
792,Abdullah Saud Abdulhamid,DEF,Saudi Arabia,3,276,39.5,48.6,45.1,68.2,58.8
1150,Keaninkin Marc-Isreal Guehi,DEF,England,8,685,36.4,55.0,84.2,54.6,58.7
9,Raúl Alonso Jimenez,FWD,Mexico,4,327,82.9,34.5,15.8,28.0,58.6
270,Jean Ricner Bellegarde,MID,Haiti,3,269,47.0,66.7,66.8,49.9,58.6
778,Fabricio Wagner Pina,DEF,Cabo Verde,1,94,43.9,66.0,48.5,63.2,58.6
381,Nestory Irankunda,FWD,Australia,4,263,77.0,47.6,14.1,29.3,58.6
1047,Ronaldo Cristiano Ronaldo,FWD,Portugal,5,455,79.8,38.5,30.0,19.7,58.5
528,Ryan Jiro Gravenberch,MID,Netherlands,4,350,52.9,71.5,52.2,53.6,58.5
25,Roberto Carlos Alvarado,FWD,Mexico,5,444,50.8,80.8,58.4,43.7,58.4
191,Johan Kula Manzambi,MID,Switzerland,4,209,96.2,79.1,32.6,29.2,58.4
1044,Tomás Tomas Araujo,DEF,Portugal,1,92,32.4,38.7,86.7,56.6,58.4
601,Montassar Omar Talbi,DEF,Tunisia,3,276,32.5,33.0,59.9,66.4,58.4
970,Houssem-Eddine Chaabane Aouar,MID,Algeria,3,178,65.7,73.3,69.4,23.3,58.3
1042,SEMEDONélson Nelson,DEF,Portugal,4,142,37.3,67.8,85.1,51.3,58.3
287,Angus Fraser James Gunn,GK,Scotland,3,276,,,,,58.3
1219,Derrick Luckassen,DEF,Ghana,2,184,63.7,43.9,69.9,56.0,58.3
1051,João Joao Felix,FWD,Portugal,3,204,61.0,61.7,33.6,59.7,58.3
15,Israel Reyes,DEF,Mexico,4,215,35.9,38.3,67.3,62.3,58.3
316,Tyler Shaan Adams,MID,USA,4,361,32.6,50.4,73.3,73.0,58.2
561,Daichi Kamada,MID,Japan,4,333,68.9,54.9,69.3,42.6,58.2
996,David Alaba,DEF,Austria,4,281,44.8,59.1,80.0,53.1,58.2
96,Michal Sadilek,MID,Czechia,3,194,76.7,57.9,56.8,44.6,58.1
864,Ismaila Pathe Ciss,MID,Senegal,4,195,51.7,38.5,78.2,66.6,58.1
395,Salih Ozcan,MID,Türkiye,2,108,29.6,53.9,66.4,77.1,58.0
662,Yousry Fouad Haissem Hassan,FWD,Egypt,2,127,52.7,85.1,49.6,27.5,58.0
1002,Saša Kalajdzic,FWD,Austria,3,136,79.0,46.8,13.9,14.5,58.0
221,Luiz Danilo,DEF,Brazil,5,422,33.4,48.0,80.9,56.1,58.0
722,Mc,MID,New Zealand,3,164,61.5,49.4,66.0,57.0,57.9
950,Exequiel Alejandro Palacios,MID,Argentina,1,94,29.6,45.4,85.6,67.8,57.9
1118,Jakhongir Urozov,DEF,Uzbekistan,2,104,34.5,32.1,34.0,74.0,57.9
710,Marko Seufatu Nikola Stamenic,MID,New Zealand,3,285,41.0,43.8,75.9,70.4,57.9
560,Junya Ito,MID,Japan,4,217,74.6,68.6,47.2,42.2,57.8
831,Juan Manuel Sanabria,MID,Uruguay,3,207,39.4,47.7,68.8,73.2,57.7
638,Dodi Lukebakio,FWD,Belgium,3,168,63.5,60.9,42.4,33.1,57.7
900,Fouad Aboud Amir Alammari,MID,Iraq,3,254,38.3,61.2,56.8,70.1,57.7
1068,Wan Wan-Bissaka,DEF,Congo DR,4,361,35.7,46.5,44.5,67.6,57.7
1,José Raúl Rangel,GK,Mexico,5,457,,,,,57.7
503,John Yeboah,FWD,Ecuador,4,315,63.2,58.1,43.1,40.3,57.6
1019,Mousa Mahmoud Yazan Alarab,DEF,Jordan,3,287,35.7,34.2,46.9,68.7,57.6
923,Egil Selvik,GK,Norway,1,94,,,,,57.6
874,Edouard Osoque Mendy,GK,Senegal,2,159,,,,,57.6
993,Stefan Posch,DEF,Austria,4,350,37.9,43.3,36.0,70.4,57.6
631,Kevin De Bruyne,MID,Belgium,5,386,80.3,61.9,62.5,28.9,57.5
113,Cyle Christopher Larin,FWD,Canada,4,202,83.1,28.3,20.0,27.6,57.5
1135,Johan Andrés Mojica,DEF,Colombia,4,403,46.9,58.0,58.8,58.7,57.5
312,Mc,DEF,Scotland,1,91,29.6,32.9,73.4,60.9,57.5
962,Nahuel Molina,DEF,Argentina,7,535,32.5,40.3,62.5,62.7,57.4
916,Patrick Berg,MID,Norway,6,466,47.8,68.8,62.3,46.6,57.4
669,Attia Fahim Marawan Attia,MID,Egypt,5,453,38.0,49.6,82.7,56.9,57.4
1116,Behruzjon Karimov,DEF,Uzbekistan,2,191,44.3,56.1,30.3,68.6,57.3
785,Mohammed Hassan Altambakti,DEF,Saudi Arabia,3,215,33.2,35.9,41.4,70.1,57.2
562,Tsuyoshi Watanabe,DEF,Japan,2,90,32.6,53.7,60.3,60.9,57.2
47,Ime Daniel Okon,DEF,South Africa,4,364,34.9,37.9,79.7,56.5,57.1
121,Tajon Trevor Buchanan,FWD,Canada,5,380,60.5,62.7,33.0,48.2,57.1
1172,Josip Stanisic,DEF,Croatia,4,374,39.8,69.4,57.9,57.7,57.1
389,Lucas Herrington,DEF,Australia,2,213,30.8,33.0,68.7,61.7,57.1
235,Yassine Bounou,GK,Morocco,6,581,,,,,57.0
938,Marcos Nicolás Senesi,DEF,Argentina,2,112,35.7,51.7,81.0,53.4,57.0
1157,Dean Bradley Henderson,GK,England,1,98,,,,,56.9
127,Niko Kristian Sigur,DEF,Canada,3,129,37.1,52.2,59.9,59.9,56.8
1130,Camilo Andres Vargas,GK,Colombia,5,495,,,,,56.7
539,Brian Ebenezer Adjei Brobbey,FWD,Netherlands,4,227,77.4,39.2,20.9,20.9,56.6
803,Ibrahim Mohamed,MID,Saudi Arabia,3,230,55.5,38.9,66.1,69.0,56.5
915,David Møller Moller Wolfe,DEF,Norway,5,444,40.9,63.4,58.2,57.4,56.5
1099,Otabek Shukurov,MID,Uzbekistan,3,249,41.8,56.9,60.4,63.4,56.4
278,Wilson Isidor,FWD,Haiti,3,186,77.2,34.2,18.1,35.8,56.4
945,Julián Alvarez,FWD,Argentina,8,619,70.8,40.2,41.7,31.5,56.3
863,Idrissa Gana Gueye,MID,Senegal,4,366,49.4,46.8,79.5,49.6,56.2
1094,Abdukodir Khusanov,DEF,Uzbekistan,3,282,29.6,26.9,36.5,72.0,56.2
1060,Pedro Joao Cancelo,DEF,Portugal,5,409,47.9,68.8,63.3,53.1,56.2
678,Saleh Hardani,DEF,IR Iran,2,134,31.5,44.4,18.7,74.7,56.2
164,Junior Edmilson,FWD,Qatar,3,259,63.3,61.8,22.8,35.6,56.1
1092,Arthur Fuka Masuaku,DEF,Congo DR,4,317,36.0,63.9,67.3,54.4,56.1
383,Harry James Souttar,DEF,Australia,4,399,41.3,35.0,56.5,62.0,56.1
1132,Gustavo Adolfo Puerta,DEF,Colombia,5,476,67.9,72.3,75.0,45.1,56.1
784,Ali Abdulelah Alamri,DEF,Saudi Arabia,3,246,70.8,33.8,45.1,60.8,56.0
579,Lucas Erik Holger Bergvall,MID,Sweden,4,188,41.7,59.7,66.5,52.6,56.0
515,Alan Steven Franco,MID,Ecuador,4,308,34.6,45.3,73.2,68.4,55.9
1134,Jefferson Andrés Lerma,MID,Colombia,5,425,48.2,53.3,73.5,47.4,55.9
469,Yahia Fofana,GK,Côte d'Ivoire,4,367,,,,,55.8
411,Barı ş Alper Yilmaz,FWD,Türkiye,3,225,71.0,49.8,25.2,17.3,55.8
420,Jonathan Glao Tah,DEF,Germany,4,378,42.4,44.2,89.2,48.8,55.8
1224,Cesar Rodolfo Blackman,DEF,Panama,2,180,54.9,46.4,53.0,58.0,55.5
257,Bilal El Khannouss,MID,Morocco,6,467,59.1,61.9,57.8,42.8,55.5
667,Mostafa Ahmed Mohanad Lashin,MID,Egypt,4,379,36.3,46.7,64.9,72.1,55.5
447,Sherel Constancio Floranus,DEF,Curaçao,3,271,36.8,30.7,46.6,65.6,55.4
1005,Carney Chibueze Chukwuemeka,MID,Austria,3,98,63.5,50.2,33.2,76.9,55.3
550,Kou Itakura,DEF,Japan,2,129,29.6,35.4,85.7,52.7,55.3
646,Alexis Jesse Saelemaekers,MID,Belgium,4,93,87.3,64.8,51.4,22.2,55.3
682,Saeid Ezatolahi,MID,IR Iran,3,271,57.4,43.8,34.1,88.7,55.3
658,Ashour Metwaly Emam,MID,Egypt,5,469,74.8,59.9,54.4,34.8,55.2
150,Esmir Bajraktarevic,FWD,Bosnia and Herzegovina,4,242,58.9,54.4,39.2,52.6,55.2
918,Sander Gard Bolin Berge,MID,Norway,5,502,30.6,44.6,88.8,53.8,55.2
1173,Marin Pongracic,DEF,Croatia,3,284,38.7,40.7,76.3,53.1,55.1
471,N'clomande Ghislain Konan,DEF,Côte d'Ivoire,3,277,45.7,55.1,66.2,52.9,55.1
888,Tahseen Abd Zaid Zaid,DEF,Iraq,2,156,39.0,41.8,44.0,63.7,55.1
733,Marcos Llorente,DEF,Spain,3,194,40.2,73.9,91.8,42.2,55.1
535,Micky Van De Ven,DEF,Netherlands,3,270,50.3,45.3,62.2,55.1,55.1
939,Nicolás Alejandro Tagliafico,DEF,Argentina,7,487,31.8,56.7,59.2,57.1,55.0
386,Jackson Alexander Irvine,MID,Australia,4,230,52.5,54.7,61.6,50.3,54.9
1190,Igor Matanovic,FWD,Croatia,3,97,68.0,47.2,12.9,43.7,54.9
979,Rafik Belghali,DEF,Algeria,4,334,65.5,53.2,76.0,46.3,54.8
59,Heung Min Son,FWD,Korea Republic,3,170,61.2,60.6,45.8,14.1,54.8
713,Elijah Henry Just,MID,New Zealand,3,271,87.3,46.6,45.6,47.7,54.8
861,Kalidou Koulibaly,DEF,Senegal,2,168,32.8,34.1,58.9,60.5,54.8
924,Fredrik Aursnes,MID,Norway,6,367,36.7,49.7,65.3,64.4,54.7
238,Sofyan Amrabat,MID,Morocco,3,156,31.2,47.5,77.2,59.6,54.7
116,Tanitoluwa Oluwatimilehin Oluwaseyi,FWD,Canada,5,262,64.2,52.0,14.5,48.9,54.6
635,Jeremy Baffour Doku,FWD,Belgium,5,318,53.9,66.2,38.8,43.9,54.5
1186,Martin Baturina,MID,Croatia,4,326,67.8,64.1,43.5,43.5,54.5
334,Mc,DEF,USA,1,98,29.6,41.4,67.3,56.5,54.5
994,Nicolas Seiwald,MID,Austria,4,386,44.0,56.2,60.1,55.1,54.5
195,Ricardo Ivan Rodriguez,DEF,Switzerland,6,532,40.0,65.1,66.2,51.3,54.5
380,Aziz Behich,DEF,Australia,3,220,49.4,58.6,39.6,59.7,54.5
2,Jorge Eduardo Sanchez,DEF,Mexico,4,362,52.7,62.0,58.2,52.3,54.5
826,Maximiliano Javier Araujo,MID,Uruguay,3,256,81.6,65.1,41.1,32.9,54.4
275,Ruben Fritzner Providence,FWD,Haiti,3,223,58.1,61.2,37.6,33.8,54.4
1161,Morgan Elliot Rogers,MID,England,7,362,57.7,72.8,44.7,39.0,54.3
771,Johnson Willy,MID,Cabo Verde,3,133,48.8,56.1,42.9,68.1,54.3
449,Juninho Gracielo Bacuna,MID,Curaçao,3,255,58.1,55.7,35.4,67.6,54.1
168,Karim Karim Boudiaf,MID,Qatar,2,106,36.0,48.8,77.6,50.9,54.0
1200,Jonas Adjei Adjetey,DEF,Ghana,3,288,45.0,30.9,50.9,60.3,54.0
476,Franck Yannick Kessie,MID,Côte d'Ivoire,4,354,68.0,48.9,68.0,35.0,54.0
505,Kevin Jose Rodriguez,FWD,Ecuador,4,123,63.1,50.6,30.1,35.1,53.9
124,Ali Ahmed,FWD,Canada,4,239,52.8,63.1,34.6,56.3,53.9
190,Remo Marco Freuler,MID,Switzerland,6,601,41.3,45.9,74.1,53.3,53.9
344,Júnior Osmar Ignacio Alonso,DEF,Paraguay,5,409,43.6,34.4,17.6,71.0,53.9
685,Mehdi Taremi,FWD,IR Iran,3,264,60.3,53.4,30.8,42.3,53.8
806,Waheeb Mohammed Abu Alshamat,DEF,Saudi Arabia,3,140,49.5,48.5,53.3,55.4,53.7
259,Redouane Halhal,DEF,Morocco,2,191,33.7,54.7,76.5,49.3,53.7
600,Ali Abdi,DEF,Tunisia,3,276,37.2,41.6,24.0,68.2,53.6
62,Jae Sung Lee,MID,Korea Republic,2,119,53.0,54.4,51.6,55.3,53.6
169,Mohamed Ayoub Aloui,DEF,Qatar,2,152,31.2,28.9,10.7,75.8,53.6
1201,Thomas Teye Partey,MID,Ghana,3,279,41.5,53.1,63.6,53.4,53.5
995,Marko Arnautovic,FWD,Austria,4,201,76.6,33.0,17.4,12.3,53.4
5,Johan Felipe Vasquez,DEF,Mexico,4,379,35.9,42.4,75.1,50.7,53.3
1088,Mangulu Chancel Mbemba,DEF,Congo DR,4,368,35.4,48.1,49.7,58.3,53.3
450,Livano Shyron Liomar Comenencia,MID,Curaçao,3,234,78.5,39.8,27.9,74.6,53.3
291,Grant Campbell Hanley,DEF,Scotland,2,185,29.6,32.5,70.2,54.9,53.2
498,Joel Leandro Ordonez,DEF,Ecuador,3,279,36.4,33.7,52.1,59.7,53.2
964,Aissa Mandi,DEF,Algeria,4,367,32.5,50.9,84.6,46.6,53.2
901,Jasim Elaibi Ali Jasim,FWD,Iraq,2,130,60.8,44.5,36.4,50.3,53.2
299,Jack William Hendry,DEF,Scotland,3,276,35.8,50.5,78.5,48.0,53.1
540,Teun Koopmeiners,MID,Netherlands,4,122,38.7,44.4,67.7,60.6,53.1
1035,Mahmoud Ahmed Nizar Alrashdan,MID,Jordan,3,269,68.2,45.2,25.2,78.4,53.1
1058,Pedro Pedro Neto,FWD,Portugal,5,401,46.3,74.6,58.8,30.9,53.1
633,Romelu Lukaku,FWD,Belgium,6,241,78.8,23.5,13.4,25.1,53.1
1233,Edgar Yoel Barcenas,MID,Panama,3,260,41.4,57.3,60.1,50.4,53.1
157,Ibrahim Mahmoud Abunada,GK,Qatar,3,276,,,,,53.0
1066,Francisco Francisco Conceicao,FWD,Portugal,4,139,46.9,67.4,73.6,30.0,53.0
261,Johny Placide,GK,Haiti,3,278,,,,,53.0
346,Diego Alexander Gomez,MID,Paraguay,4,309,45.1,40.5,35.4,91.8,53.0
542,Denzel Justus Morris Dumfries,DEF,Netherlands,4,394,61.2,74.3,58.3,46.3,53.0
1080,Noah Junior Sadiki,MID,Congo DR,4,261,36.7,52.5,58.8,60.9,53.0
32,Aubrey Maphosa Modiba,DEF,South Africa,4,348,51.0,58.3,51.2,52.9,52.9
940,Gonzalo Ariel Montiel,DEF,Argentina,6,250,32.8,46.3,48.4,58.8,52.9
277,Danley Jean Jacques,MID,Haiti,3,265,33.5,51.1,58.6,64.7,52.9
898,Aamar Iqbal Zidane,MID,Iraq,3,195,36.9,56.0,79.7,35.3,52.9
31,Thalente Wandile Mbatha,MID,South Africa,4,260,51.3,40.6,48.8,72.7,52.8
297,Ryan Christie,MID,Scotland,3,101,46.9,50.8,42.4,70.3,52.8
577,Gabriel Johan Gudmundsson,DEF,Sweden,4,334,32.8,56.9,47.0,57.3,52.8
1128,James David Rodriguez,MID,Colombia,5,362,55.1,62.7,75.7,15.6,52.7
126,Richmond Mamah Laryea,DEF,Canada,5,438,47.4,61.2,54.2,51.6,52.7
911,Ørjan Haskjold Nyland,GK,Norway,5,502,,,,,52.7
33,Oswin Reagan Appollis,FWD,South Africa,4,260,55.3,53.9,49.6,36.2,52.5
1149,John Stones,DEF,England,5,345,34.4,37.6,72.5,51.1,52.4
1245,Michael Amir Murillo,DEF,Panama,3,281,56.0,64.6,46.6,51.6,52.3
661,Mohamed Zaky Mostafa Zico,MID,Egypt,5,375,81.5,59.1,16.8,56.3,52.3
1165,Eberechi Oluchi Eze,MID,England,4,140,49.0,63.0,76.9,17.2,52.2
971,Amine Ferid Gouiri,FWD,Algeria,4,252,70.0,34.0,33.2,19.2,52.2
351,Jose Maria Canale,DEF,Paraguay,4,170,29.6,38.6,12.1,71.4,52.1
466,Deveron Lenny Fonville,DEF,Curaçao,3,242,37.5,44.3,28.6,63.6,52.1
470,Ousmane Diomande,DEF,Côte d'Ivoire,1,90,32.6,38.4,85.3,46.6,52.1
1004,Phillip Mwene,DEF,Austria,2,154,36.0,51.1,61.4,51.7,52.0
1037,Manel Farhan Ehsan Haddad,DEF,Jordan,3,266,44.2,60.9,28.4,59.6,52.0
902,Hussein Ghadhban Aymen,FWD,Iraq,2,122,74.3,29.4,9.6,27.4,51.9
1121,Jhon Janer Lucumi,DEF,Colombia,5,493,35.0,35.0,71.1,50.9,51.8
1027,Nayef Ahmad Mahmoud Almardi,FWD,Jordan,3,141,55.5,60.6,38.7,22.9,51.8
170,Elamin Homam,DEF,Qatar,2,127,37.3,37.5,28.0,64.6,51.8
768,Deroy Deroy Duarte,MID,Cabo Verde,4,270,66.7,35.5,47.2,64.2,51.8
377,Aiden Connor Oneill,MID,Australia,4,399,39.3,60.9,53.6,49.2,51.8
1070,Axel Tuanzebe,DEF,Congo DR,4,368,33.1,40.9,55.5,55.4,51.7
1164,Azuka Tristan Madueke,FWD,England,5,362,55.3,57.2,43.9,25.0,51.6
1212,Benjamin Asare,GK,Ghana,3,233,,,,,51.6
850,Warren Marie Jean-Pierre Zaire-Emery,MID,France,2,117,35.6,40.4,80.3,49.0,51.6
1114,Abbosbek Fayzullaev,MID,Uzbekistan,3,223,73.1,53.3,18.3,65.5,51.6
160,Gueye Issa Laye,DEF,Qatar,3,276,34.4,39.5,49.6,57.1,51.6
672,Mohamed Abdelsalam Omar,FWD,Egypt,5,350,57.8,57.0,31.2,23.6,51.5
1174,Joško Gvardiol,DEF,Croatia,4,194,38.7,48.8,54.1,53.1,51.4
39,Sphephelo S'miso Sithole,MID,South Africa,3,231,30.7,36.9,59.4,77.5,51.4
764,Gregory Jamiro Monteiro,MID,Cabo Verde,4,283,53.9,50.6,46.8,53.6,51.1
951,Nicolas Ivan Gonzalez,MID,Argentina,7,351,55.9,54.3,41.6,52.4,51.0
204,Fabian Rieder,MID,Switzerland,5,310,58.9,61.3,38.8,44.0,50.9
1073,Nathanaël Mbuku,MID,Congo DR,3,148,64.8,68.6,38.7,30.5,50.8
908,Ismael Khaleel Zaid Ismael,MID,Iraq,2,119,31.9,35.1,67.5,67.5,50.7
1111,Azizjon Ganiev,MID,Uzbekistan,2,125,39.5,56.4,59.4,44.0,50.7
780,Sandro Helio Varela,MID,Cabo Verde,3,108,84.7,56.5,46.7,20.4,50.7
976,Hicham Boudaoui,MID,Algeria,3,174,32.7,40.3,69.0,59.3,50.7
115,Liam Alan Millar,MID,Canada,3,163,43.0,57.9,47.5,51.4,50.7
804,Saad Moteb Alharbi,DEF,Saudi Arabia,3,194,34.8,55.4,39.2,56.2,50.6
538,Donyell Malen,FWD,Netherlands,3,235,61.6,52.4,23.9,11.9,50.6
1110,Abdulla Abdullaev,DEF,Uzbekistan,2,191,32.2,35.8,50.2,56.3,50.6
1143,Luis Javier Suarez,FWD,Colombia,5,334,52.9,67.2,16.0,30.5,50.5
19,Gilberto Rafael Mora,MID,Mexico,4,218,48.3,60.8,62.0,28.4,50.5
1091,Edo Kayembe Kayembe,MID,Congo DR,3,160,55.6,53.9,35.5,56.8,50.4
973,Anis Hadj Moussa,FWD,Algeria,3,98,49.0,65.0,38.7,33.6,50.4
507,Enner Remberto Valencia,FWD,Ecuador,4,291,63.4,46.0,19.1,20.6,50.3
1008,Konrad Laimer,MID,Austria,4,386,36.5,50.7,54.4,56.4,50.2
968,Ramiz Larbi Zerrouki,MID,Algeria,3,157,29.6,34.0,76.7,59.7,50.2
959,Damián Emiliano Martinez,GK,Argentina,8,835,,,,,50.1
989,Alexander Schlager,GK,Austria,4,386,,,,,50.1
1034,Mahmoud Saleh Mohannad Abutaha,MID,Jordan,3,280,38.8,44.8,29.0,86.2,50.0
549,Shogo Taniguchi,DEF,Japan,3,239,31.8,43.4,75.5,45.6,50.0
699,Ramin Rezaeian,DEF,IR Iran,3,276,82.5,74.1,38.3,44.3,49.9
82,Robin Hranac,DEF,Czechia,3,280,29.6,33.4,56.8,53.6,49.8
1181,Ante Budimir,FWD,Croatia,3,208,68.0,37.0,3.2,28.3,49.8
1018,Ali Mohammad Husam Abudahab,DEF,Jordan,2,181,29.6,30.4,25.5,64.3,49.7
465,Riechedly Guillermo Bazoer,DEF,Curaçao,1,90,29.6,28.6,47.1,57.5,49.7
87,Adam Hlozek,FWD,Czechia,3,164,59.4,52.1,13.2,24.8,49.5
1203,Abdul Fatawu Fatawu,FWD,Ghana,4,142,49.0,64.4,27.8,35.4,49.4
679,Ehsan Hajisafi,DEF,IR Iran,2,93,44.0,50.6,17.8,60.6,49.4
1109,Dostonbek Khamdamov,MID,Uzbekistan,2,102,42.1,44.4,49.6,61.1,49.4
856,Mathis Rayan Cherki,MID,France,7,195,51.3,57.0,66.0,22.2,49.4
625,Thibaut Nicolas Courtois,GK,Belgium,6,563,,,,,49.3
927,Torbjørn Lysaker Heggem,DEF,Norway,5,493,43.0,37.7,74.9,43.4,49.1
711,Christopher Grant Wood,FWD,New Zealand,3,285,62.1,46.0,12.9,21.7,49.1
1098,Akmal Mozgovoy,MID,Uzbekistan,3,225,44.4,60.8,36.3,51.8,49.1
1220,Ernest Nuamah Nuamah,FWD,Ghana,3,92,47.3,69.7,21.8,33.8,49.0
582,Erik Benjamin Nygren,MID,Sweden,4,130,39.0,47.7,64.5,42.2,48.8
262,Carlens Jean Fedlaire Ruby Arcus,DEF,Haiti,3,198,30.9,48.7,45.7,52.9,48.8
1012,Paul Wanner,MID,Austria,4,247,41.1,47.2,40.4,65.3,48.8
575,Victor Jörgen Lindelof,DEF,Sweden,4,366,38.2,37.1,72.5,44.5,48.7
145,Amar Memic,MID,Bosnia and Herzegovina,4,235,54.8,52.8,24.1,63.2,48.6
703,Maxime Teremoana Crocombe,GK,New Zealand,3,285,,,,,48.6
3,César Jasib Montes,DEF,Mexico,4,383,40.5,44.0,63.7,45.7,48.6
609,Ismael Seifallah Gharbi,MID,Tunisia,3,131,47.6,53.4,50.2,41.7,48.5
1022,Mahmoud Ali Noor Alrawabdeh,MID,Jordan,3,287,45.8,50.5,33.8,62.6,48.4
664,Fathy Abdelhalim Hamdy Fathy,MID,Egypt,4,286,30.5,41.8,63.4,55.6,48.4
74,Youngwoo Seol,DEF,Korea Republic,3,257,38.3,56.0,73.8,40.2,48.3
615,Ellyes Joris Skhiri,MID,Tunisia,3,252,31.7,35.6,57.2,67.9,48.3
90,Lukáš Cerv,MID,Czechia,2,165,61.4,51.1,33.6,49.2,48.3
79,Mat ě j Kovar,GK,Czechia,3,280,,,,,48.3
336,Matthew Andrew Geary Freese,GK,USA,4,382,,,,,48.3
671,Saber Abdelmohsen Mahmoud,MID,Egypt,2,95,79.9,47.8,50.9,20.6,48.2
556,Ritsu Doan,MID,Japan,4,281,36.0,54.6,49.6,48.8,48.2
176,Fathy Ahmed Fathy,MID,Qatar,3,154,29.6,35.8,56.2,69.8,48.2
303,Ben Gannon Gannon-Doak,FWD,Scotland,3,186,48.1,52.9,49.7,34.9,48.1
340,Victor Gustavo Velazquez,DEF,Paraguay,5,261,30.6,35.2,28.9,59.5,48.1
245,Ismael Saibari,MID,Morocco,5,384,80.1,48.0,34.3,36.6,48.1
697,Mohammad Ghorbani,MID,IR Iran,1,94,58.0,35.5,22.6,79.9,47.9
136,Benjamin Tahirovic,MID,Bosnia and Herzegovina,4,244,34.0,45.4,54.5,55.6,47.9
936,Julian Ryerson,FWD,Norway,4,232,34.9,58.4,80.9,59.5,47.8
98,Jaroslav Zeleny,DEF,Czechia,2,131,41.4,55.7,37.2,51.0,47.8
414,Oguz Aydin,FWD,Türkiye,1,91,35.0,65.8,65.5,54.3,47.7
548,Yukinari Sugawara,DEF,Japan,4,153,55.3,49.5,49.5,45.6,47.7
26,Brian Gutierrez,MID,Mexico,4,214,46.8,56.4,45.6,40.1,47.7
869,Nicolas Jackson,FWD,Senegal,4,242,61.5,31.7,20.5,38.4,47.6
405,Ozan Muhammed Kabak,DEF,Türkiye,1,98,34.7,31.5,29.3,58.6,47.6
