appearance_id,attempts_at_goal,ball_progressions,crosses_attempted,crosses_completed,goals,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,pass_completion_pct,passes_attempted,passes_completed,player_id,player_name,shirt_number,source_page,step_ins,switches_of_play,take_ons,team,team_id
2026-M031-TUR-PAR_PAR_14,0,0,0,0,0,75%,4,3,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,73%,15,11,PAR_andres_cubas,Andres CUBAS,14,45,0,0,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_15,1,0,0,0,0,67%,3,2,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,67%,6,4,PAR_gustavo_gomez,Gustavo GOMEZ,15,45,0,0,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_19,1,7,3,2,0,80%,5,4,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,72%,18,13,PAR_julio_enciso,Julio ENCISO,19,45,0,0,7,Paraguay,PAR
2026-M031-TUR-PAR_PAR_23,2,2,2,0,1,40%,5,2,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,56%,18,10,PAR_matias_galarza,Matias GALARZA,23,45,0,0,2,Paraguay,PAR
2026-M031-TUR-PAR_PAR_25,0,0,1,0,0,33%,3,1,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,75%,4,3,PAR_isidro_pitta,Isidro PITTA,25,45,0,0,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_02,0,0,1,0,0,50%,4,2,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,50%,6,3,PAR_gustavo_velazquez,Gustavo VELAZQUEZ,2,45,0,1,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_13,0,0,0,0,0,100%,1,1,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,100%,1,1,PAR_jose_canale,Jose CANALE,13,45,0,0,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_16,0,0,0,0,0,0%,1,0,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,33%,3,1,PAR_damian_bobadilla,Damian BOBADILLA,16,45,0,0,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_21,0,0,0,0,0,0%,0,0,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,0%,1,0,PAR_gabriel_avalos,Gabriel AVALOS,21,45,0,0,0,Paraguay,PAR
2026-M031-TUR-PAR_PAR_26,0,0,0,0,0,50%,2,1,2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,50%,4,2,PAR_alexandro_maidana,Alexandro MAIDANA,26,45,0,0,0,Paraguay,PAR
2026-M032-USA-AUS_USA_24,0,0,0,0,0,36%,14,5,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,57%,28,16,USA_matt_freese,Matt FREESE,24,42,0,0,0,USA,USA
2026-M032-USA-AUS_USA_02,3,5,1,1,0,83%,6,5,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,92%,24,22,USA_sergino_dest,Sergino DEST,2,42,0,0,5,USA,USA
2026-M032-USA-AUS_USA_03,0,0,0,0,0,70%,10,7,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,97%,93,90,USA_chris_richards,Chris RICHARDS,3,42,0,1,0,USA,USA
2026-M032-USA-AUS_USA_04,0,1,0,0,0,80%,15,12,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,89%,66,59,USA_tyler_adams,Tyler ADAMS,4,42,1,0,2,USA,USA
2026-M032-USA-AUS_USA_05,0,5,2,0,0,82%,17,14,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,90%,51,46,USA_antonee_robinson,Antonee ROBINSON,5,42,0,0,5,USA,USA
2026-M032-USA-AUS_USA_08,2,4,1,1,0,50%,12,6,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,82%,38,31,USA_weston_mckennie,Weston McKENNIE,8,42,0,0,4,USA,USA
2026-M032-USA-AUS_USA_09,2,2,0,0,0,67%,3,2,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,85%,13,11,USA_ricardo_pepi,Ricardo PEPI,9,42,0,0,2,USA,USA
2026-M032-USA-AUS_USA_13,0,0,0,0,0,73%,11,8,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,93%,73,68,USA_tim_ream,Tim REAM,13,42,0,1,0,USA,USA
2026-M032-USA-AUS_USA_16,1,3,0,0,1,89%,19,17,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,93%,69,64,USA_alex_freeman,Alex FREEMAN,16,42,1,1,4,USA,USA
2026-M032-USA-AUS_USA_17,0,6,9,2,0,72%,18,13,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,82%,49,40,USA_malik_tillman,Malik TILLMAN,17,42,0,2,6,USA,USA
2026-M032-USA-AUS_USA_20,2,3,1,0,0,100%,2,2,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,69%,13,9,USA_folarin_balogun,Folarin BALOGUN,20,42,2,0,5,USA,USA
2026-M032-USA-AUS_USA_06,0,0,1,0,0,0%,2,0,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,50%,2,1,USA_auston_trusty,Auston TRUSTY,6,42,0,0,0,USA,USA
2026-M032-USA-AUS_USA_07,0,0,0,0,0,100%,1,1,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,100%,1,1,USA_giovanni_reyna,Giovanni REYNA,7,42,0,0,0,USA,USA
2026-M032-USA-AUS_USA_14,0,0,0,0,0,75%,4,3,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,83%,6,5,USA_sebastian_berhalter,Sebastian BERHALTER,14,42,0,0,0,USA,USA
2026-M032-USA-AUS_USA_19,0,0,0,0,0,0%,0,0,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,0%,0,0,USA_haji_wright,Haji WRIGHT,19,42,0,0,0,USA,USA
2026-M032-USA-AUS_USA_23,0,0,0,0,0,0%,2,0,2026-M032-USA-AUS,2026-M032-USA-AUS_USA,40%,5,2,USA_joe_scally,Joe SCALLY,23,42,0,0,0,USA,USA
2026-M032-USA-AUS_AUS_18,0,0,0,0,0,55%,11,6,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,74%,19,14,AUS_patrick_beach,Patrick BEACH,18,44,0,0,0,Australia,AUS
2026-M032-USA-AUS_AUS_03,1,0,1,0,0,60%,10,6,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,77%,30,23,AUS_alessandro_circati,Alessandro CIRCATI,3,44,0,0,0,Australia,AUS
2026-M032-USA-AUS_AUS_04,0,7,6,1,0,56%,9,5,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,73%,26,19,AUS_jacob_italiano,Jacob ITALIANO,4,44,0,1,7,Australia,AUS
2026-M032-USA-AUS_AUS_05,0,3,2,1,0,75%,4,3,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,86%,29,25,AUS_jordan_bos,Jordan BOS,5,44,0,0,3,Australia,AUS
2026-M032-USA-AUS_AUS_07,1,1,1,0,0,67%,3,2,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,70%,10,7,AUS_mathew_leckie,Mathew LECKIE,7,44,0,0,1,Australia,AUS
2026-M032-USA-AUS_AUS_09,1,1,0,0,0,0%,0,0,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,86%,7,6,AUS_mohamed_toure,Mohamed TOURE,9,44,1,0,2,Australia,AUS
2026-M032-USA-AUS_AUS_13,0,2,1,0,0,58%,19,11,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,75%,36,27,AUS_aiden_oneill,Aiden ONEILL,13,44,0,1,2,Australia,AUS
2026-M032-USA-AUS_AUS_19,0,0,0,0,0,57%,14,8,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,74%,27,20,AUS_harry_souttar,Harry SOUTTAR,19,44,0,2,0,Australia,AUS
2026-M032-USA-AUS_AUS_21,0,0,0,0,0,56%,9,5,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,47%,15,7,AUS_cameron_burgess,Cameron BURGESS,21,44,1,0,1,Australia,AUS
2026-M032-USA-AUS_AUS_23,0,2,0,0,0,0%,4,0,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,43%,7,3,AUS_nishan_velupillay,Nishan VELUPILLAY,23,44,0,0,2,Australia,AUS
2026-M032-USA-AUS_AUS_24,0,2,1,1,0,90%,10,9,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,94%,35,33,AUS_paul_okon_engstler,Paul OKON-ENGSTLER,24,44,0,2,2,Australia,AUS
2026-M032-USA-AUS_AUS_06,0,0,1,0,0,73%,11,8,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,79%,19,15,AUS_jason_geria,Jason GERIA,6,44,1,0,1,Australia,AUS
2026-M032-USA-AUS_AUS_08,1,0,1,0,0,67%,3,2,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,81%,16,13,AUS_connor_metcalfe,Connor METCALFE,8,44,0,0,0,Australia,AUS
2026-M032-USA-AUS_AUS_17,0,2,1,0,0,50%,2,1,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,78%,9,7,AUS_nestory_irankunda,Nestory IRANKUNDA,17,44,0,0,2,Australia,AUS
2026-M032-USA-AUS_AUS_20,1,6,4,1,0,67%,6,4,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,88%,17,15,AUS_cristian_volpato,Cristian VOLPATO,20,44,2,0,8,Australia,AUS
2026-M032-USA-AUS_AUS_22,0,0,1,0,0,100%,1,1,2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,67%,6,4,AUS_jackson_irvine,Jackson IRVINE,22,44,0,0,0,Australia,AUS
2026-M033-GER-CIV_GER_01,0,0,0,0,0,100%,8,8,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,100%,24,24,GER_manuel_neuer,Manuel NEUER,1,42,0,0,0,Germany,GER
2026-M033-GER-CIV_GER_04,0,0,0,0,0,96%,24,23,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,99%,90,89,GER_jonathan_tah,Jonathan TAH,4,42,0,0,0,Germany,GER
2026-M033-GER-CIV_GER_05,0,1,1,0,0,88%,16,14,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,94%,70,66,GER_aleksandar_pavlovic,Aleksandar PAVLOVIC,5,42,1,1,2,Germany,GER
2026-M033-GER-CIV_GER_06,0,0,6,1,0,81%,32,26,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,94%,77,72,GER_joshua_kimmich,Joshua KIMMICH,6,42,0,1,0,Germany,GER
2026-M033-GER-CIV_GER_07,3,2,0,0,0,67%,3,2,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,81%,26,21,GER_kai_havertz,Kai HAVERTZ,7,42,0,0,2,Germany,GER
2026-M033-GER-CIV_GER_10,2,4,1,0,0,100%,3,3,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,83%,24,20,GER_jamal_musiala,Jamal MUSIALA,10,42,1,0,5,Germany,GER
2026-M033-GER-CIV_GER_15,0,0,0,0,0,67%,12,8,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,83%,42,35,GER_nico_schlotterbeck,Nico SCHLOTTERBECK,15,42,0,2,0,Germany,GER
2026-M033-GER-CIV_GER_17,2,4,1,0,0,71%,17,12,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,87%,82,71,GER_florian_wirtz,Florian WIRTZ,17,42,2,1,6,Germany,GER
2026-M033-GER-CIV_GER_18,1,2,3,1,0,77%,13,10,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,83%,41,34,GER_nathaniel_brown,Nathaniel BROWN,18,42,0,0,2,Germany,GER
2026-M033-GER-CIV_GER_19,0,3,2,1,0,88%,8,7,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,89%,36,32,GER_leroy_sane,Leroy SANE,19,42,2,0,5,Germany,GER
2026-M033-GER-CIV_GER_23,2,4,1,0,0,100%,12,12,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,95%,60,57,GER_felix_nmecha,Felix NMECHA,23,42,0,0,4,Germany,GER
2026-M033-GER-CIV_GER_02,1,0,0,0,0,100%,4,4,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,100%,28,28,GER_antonio_ruediger,Antonio RUEDIGER,2,42,0,0,0,Germany,GER
2026-M033-GER-CIV_GER_08,0,0,0,0,0,0%,0,0,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,0%,0,0,GER_leon_goretzka,Leon GORETZKA,8,42,0,0,0,Germany,GER
2026-M033-GER-CIV_GER_09,1,1,3,0,0,33%,3,1,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,79%,14,11,GER_jamie_leweling,Jamie LEWELING,9,42,1,0,2,Germany,GER
2026-M033-GER-CIV_GER_20,1,0,2,1,0,75%,4,3,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,85%,13,11,GER_nadiem_amiri,Nadiem AMIRI,20,42,0,0,0,Germany,GER
2026-M033-GER-CIV_GER_26,3,0,0,0,2,0%,0,0,2026-M033-GER-CIV,2026-M033-GER-CIV_GER,100%,7,7,GER_deniz_undav,Deniz UNDAV,26,42,0,0,0,Germany,GER
2026-M033-GER-CIV_CIV_01,0,0,0,0,0,48%,21,10,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,60%,40,24,CIV_yahia_fofana,Yahia FOFANA,1,44,0,0,0,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_03,1,4,3,1,0,73%,22,16,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,88%,52,46,CIV_ghislain_konan,Ghislain KONAN,3,44,1,1,5,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_05,1,2,1,0,0,59%,17,10,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,74%,47,35,CIV_wilfried_singo,Wilfried SINGO,5,44,5,0,7,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_07,0,0,0,0,0,92%,12,11,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,98%,47,46,CIV_odilon_kossounou,Odilon KOSSOUNOU,7,44,0,0,0,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_08,2,1,0,0,1,100%,7,7,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,97%,30,29,CIV_franck_kessie,Franck KESSIE,8,44,1,0,2,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_09,1,0,2,1,0,100%,2,2,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,100%,10,10,CIV_ange_yoan_bonny,Ange-Yoan BONNY,9,44,0,0,0,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_11,1,11,2,1,0,75%,8,6,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,75%,24,18,CIV_yan_diomande,Yan DIOMANDE,11,44,0,0,11,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_15,1,7,2,0,0,50%,4,2,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,95%,19,18,CIV_amad_diallo,Amad DIALLO,15,44,0,0,7,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_18,0,1,1,0,0,67%,6,4,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,92%,36,33,CIV_ibrahim_sangare,Ibrahim SANGARE,18,44,2,1,3,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_20,0,0,0,0,0,50%,6,3,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,91%,55,50,CIV_emmanuel_agbadou,Emmanuel AGBADOU,20,44,1,0,1,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_26,1,7,0,0,0,86%,14,12,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,92%,49,45,CIV_christ_inao_oulai,Christ Inao OULAI,26,44,3,0,10,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_06,1,0,0,0,0,75%,4,3,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,67%,9,6,CIV_seko_fofana,Seko FOFANA,6,44,0,0,0,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_10,0,1,1,1,0,67%,3,2,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,90%,10,9,CIV_simon_adingra,Simon ADINGRA,10,44,0,0,1,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_17,0,0,0,0,0,100%,3,3,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,100%,12,12,CIV_guela_doue,Guela DOUE,17,44,0,0,0,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_19,0,2,0,0,0,100%,1,1,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,50%,4,2,CIV_nicolas_pepe,Nicolas PEPE,19,44,0,0,2,Côte d'Ivoire,CIV
2026-M033-GER-CIV_CIV_22,0,1,0,0,0,0%,0,0,2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,80%,5,4,CIV_evann_guessand,Evann GUESSAND,22,44,0,0,1,Côte d'Ivoire,CIV
2026-M034-ECU-CUW_ECU_01,0,0,0,0,0,25%,4,1,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,80%,20,16,ECU_hernan_galindez,Hernan GALINDEZ,1,43,0,0,0,Ecuador,ECU
2026-M034-ECU-CUW_ECU_03,2,1,4,2,0,88%,16,14,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,87%,70,61,ECU_piero_hincapie,Piero HINCAPIE,3,43,1,0,2,Ecuador,ECU
2026-M034-ECU-CUW_ECU_05,1,0,1,0,0,86%,7,6,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,94%,33,31,ECU_jordy_alcivar,Jordy ALCIVAR,5,43,0,0,0,Ecuador,ECU
2026-M034-ECU-CUW_ECU_06,1,0,0,0,0,73%,11,8,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,93%,71,66,ECU_willian_pacho,Willian PACHO,6,43,2,0,2,Ecuador,ECU
2026-M034-ECU-CUW_ECU_07,0,0,3,0,0,67%,15,10,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,91%,53,48,ECU_pervis_estupinan,Pervis ESTUPINAN,7,43,0,0,0,Ecuador,ECU
2026-M034-ECU-CUW_ECU_09,3,4,6,3,0,80%,10,8,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,88%,40,35,ECU_john_yeboah,John YEBOAH,9,43,1,1,5,Ecuador,ECU
2026-M034-ECU-CUW_ECU_13,7,2,0,0,0,50%,2,1,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,85%,13,11,ECU_enner_valencia,Enner VALENCIA,13,43,0,0,2,Ecuador,ECU
2026-M034-ECU-CUW_ECU_15,2,1,3,2,0,84%,25,21,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,92%,93,86,ECU_pedro_vite,Pedro VITE,15,43,1,0,2,Ecuador,ECU
2026-M034-ECU-CUW_ECU_19,5,5,5,1,0,62%,16,10,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,88%,52,46,ECU_gonzalo_plata,Gonzalo PLATA,19,43,3,0,8,Ecuador,ECU
2026-M034-ECU-CUW_ECU_21,0,0,1,0,0,95%,19,18,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,97%,69,67,ECU_alan_franco,Alan FRANCO,21,43,5,0,5,Ecuador,ECU
2026-M034-ECU-CUW_ECU_23,1,0,5,3,0,71%,24,17,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,90%,111,100,ECU_moises_caicedo,Moises CAICEDO,23,43,0,1,0,Ecuador,ECU
2026-M034-ECU-CUW_ECU_11,4,2,1,0,0,75%,4,3,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,85%,13,11,ECU_kevin_rodriguez,Kevin RODRIGUEZ,11,43,2,0,4,Ecuador,ECU
2026-M034-ECU-CUW_ECU_16,0,0,0,0,0,0%,0,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,100%,2,2,ECU_jordy_caicedo,Jordy CAICEDO,16,43,0,0,0,Ecuador,ECU
2026-M034-ECU-CUW_ECU_17,0,0,2,0,0,0%,0,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,75%,8,6,ECU_angelo_preciado,Angelo PRECIADO,17,43,1,0,1,Ecuador,ECU
2026-M034-ECU-CUW_ECU_20,1,8,2,1,0,89%,9,8,2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,100%,15,15,ECU_nilson_angulo,Nilson ANGULO,20,43,2,0,10,Ecuador,ECU
2026-M034-ECU-CUW_CUW_01,0,0,0,0,0,28%,25,7,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,42%,36,15,CUW_eloy_room,Eloy ROOM,1,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_03,0,0,0,0,0,54%,13,7,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,56%,18,10,CUW_jurien_gaari,Jurien GAARI,3,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_05,1,0,0,0,0,80%,15,12,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,79%,24,19,CUW_sherel_floranus,Sherel FLORANUS,5,45,1,0,1,Curaçao,CUW
2026-M034-ECU-CUW_CUW_07,3,6,0,0,0,50%,2,1,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,93%,14,13,CUW_juninho_bacuna,Juninho BACUNA,7,45,0,1,6,Curaçao,CUW
2026-M034-ECU-CUW_CUW_08,3,3,0,0,0,83%,6,5,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,82%,17,14,CUW_livano_comenencia,Livano COMENENCIA,8,45,2,0,5,Curaçao,CUW
2026-M034-ECU-CUW_CUW_09,1,0,0,0,0,33%,3,1,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,67%,15,10,CUW_juergen_locadia,Juergen LOCADIA,9,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_10,2,4,1,0,0,67%,9,6,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,82%,22,18,CUW_leandro_bacuna,Leandro BACUNA,10,45,1,0,5,Curaçao,CUW
2026-M034-ECU-CUW_CUW_18,0,1,0,0,0,60%,5,3,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,86%,14,12,CUW_armando_obispo,Armando OBISPO,18,45,0,0,1,Curaçao,CUW
2026-M034-ECU-CUW_CUW_20,0,4,0,0,0,56%,18,10,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,73%,33,24,CUW_joshua_brenet,Joshua BRENET,20,45,1,0,5,Curaçao,CUW
2026-M034-ECU-CUW_CUW_21,0,4,0,0,0,60%,5,3,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,86%,21,18,CUW_tahith_chong,Tahith CHONG,21,45,1,0,5,Curaçao,CUW
2026-M034-ECU-CUW_CUW_24,0,1,0,0,0,80%,5,4,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,67%,12,8,CUW_deveron_fonville,Deveron FONVILLE,24,45,2,0,3,Curaçao,CUW
2026-M034-ECU-CUW_CUW_04,0,0,0,0,0,0%,0,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,100%,1,1,CUW_roshon_van_eijma,Roshon VAN EIJMA,4,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_06,0,0,0,0,0,0%,1,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,33%,3,1,CUW_godfried_roemeratoe,Godfried ROEMERATOE,6,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_14,0,0,0,0,0,0%,0,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,0%,2,0,CUW_kenji_gorre,Kenji GORRE,14,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_16,0,0,0,0,0,0%,0,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,100%,3,3,CUW_jearl_margaritha,Jearl MARGARITHA,16,45,0,0,0,Curaçao,CUW
2026-M034-ECU-CUW_CUW_19,0,0,0,0,0,0%,1,0,2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,50%,2,1,CUW_gervane_kastaneer,Gervane KASTANEER,19,45,0,0,0,Curaçao,CUW
2026-M035-NED-SWE_NED_01,0,0,0,0,0,33%,15,5,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,63%,35,22,NED_bart_verbruggen,Bart VERBRUGGEN,1,42,0,0,0,Netherlands,NED
2026-M035-NED-SWE_NED_04,0,0,0,0,0,95%,20,19,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,95%,77,73,NED_virgil_van_dijk,Virgil VAN DIJK,4,42,2,0,2,Netherlands,NED
2026-M035-NED-SWE_NED_06,0,0,0,0,0,94%,17,16,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,96%,72,69,NED_jan_paul_van_hecke,Jan Paul VAN HECKE,6,42,1,1,1,Netherlands,NED
2026-M035-NED-SWE_NED_08,1,2,2,0,0,75%,8,6,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,90%,29,26,NED_ryan_gravenberch,Ryan GRAVENBERCH,8,42,3,0,5,Netherlands,NED
2026-M035-NED-SWE_NED_11,5,7,5,1,2,57%,7,4,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,82%,17,14,NED_cody_gakpo,Cody GAKPO,11,42,1,0,8,Netherlands,NED
2026-M035-NED-SWE_NED_14,1,0,1,0,0,50%,4,2,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,77%,13,10,NED_tijjani_reijnders,Tijjani REIJNDERS,14,42,1,0,1,Netherlands,NED
2026-M035-NED-SWE_NED_15,0,1,2,0,0,86%,14,12,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,92%,49,45,NED_micky_van_de_ven,Micky VAN DE VEN,15,42,1,0,2,Netherlands,NED
2026-M035-NED-SWE_NED_18,0,1,3,1,0,100%,2,2,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,100%,6,6,NED_donyell_malen,Donyell MALEN,18,42,1,0,2,Netherlands,NED
2026-M035-NED-SWE_NED_19,2,0,0,0,2,0%,0,0,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,100%,4,4,NED_brian_brobbey,Brian BROBBEY,19,42,0,0,0,Netherlands,NED
2026-M035-NED-SWE_NED_21,0,0,0,0,0,100%,10,10,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,96%,54,52,NED_frenkie_de_jong,Frenkie DE JONG,21,42,1,1,1,Netherlands,NED
2026-M035-NED-SWE_NED_22,0,0,4,2,0,50%,10,5,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,84%,38,32,NED_denzel_dumfries,Denzel DUMFRIES,22,42,1,0,1,Netherlands,NED
2026-M035-NED-SWE_NED_10,0,0,0,0,0,100%,1,1,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,80%,5,4,NED_memphis_depay,Memphis DEPAY,10,42,0,1,0,Netherlands,NED
2026-M035-NED-SWE_NED_16,0,0,0,0,0,50%,2,1,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,88%,8,7,NED_guus_til,Guus TIL,16,42,1,0,1,Netherlands,NED
2026-M035-NED-SWE_NED_17,0,0,0,0,0,0%,0,0,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,100%,1,1,NED_noa_lang,Noa LANG,17,42,0,0,0,Netherlands,NED
2026-M035-NED-SWE_NED_20,0,0,1,0,0,89%,9,8,2026-M035-NED-SWE,2026-M035-NED-SWE_NED,83%,29,24,NED_teun_koopmeiners,Teun KOOPMEINERS,20,42,0,0,0,Netherlands,NED
