appearance_id,attempts_at_goal,ball_progressions,crosses_attempted,crosses_completed,goals,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,pass_completion_pct,passes_attempted,passes_completed,player_id,player_name,shirt_number,source_page,step_ins,switches_of_play,take_ons,team,team_id
2026-M052-BIH-QAT_BIH_21,1,0,0,0,0,79%,24,19,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,91%,90,82,BIH_stjepan_radeljic,Stjepan RADELJIC,21,42,1,0,1,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_BIH_24,0,2,2,0,0,67%,6,4,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,93%,27,25,BIH_arjan_malic,Arjan MALIC,24,42,1,0,3,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_BIH_03,0,0,0,0,0,75%,4,3,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,80%,10,8,BIH_dennis_hadzikadunic,Dennis HADZIKADUNIC,3,42,0,0,0,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_BIH_06,0,0,0,0,0,100%,4,4,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,80%,25,20,BIH_benjamin_tahirovic,Benjamin TAHIROVIC,6,42,0,0,0,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_BIH_15,0,0,0,0,0,100%,2,2,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,100%,8,8,BIH_amar_memic,Amar MEMIC,15,42,1,0,1,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_BIH_17,0,0,0,0,0,100%,1,1,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,100%,5,5,BIH_dzenis_burnic,Dzenis BURNIC,17,42,0,0,0,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_BIH_26,1,0,0,0,1,100%,2,2,2026-M052-BIH-QAT,2026-M052-BIH-QAT_BIH,100%,3,3,BIH_ermin_mahmic,Ermin MAHMIC,26,42,0,1,0,Bosnia and Herzegovina,BIH
2026-M052-BIH-QAT_QAT_01,0,0,0,0,0,31%,16,5,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,59%,27,16,QAT_mahmoud_abunada,MAHMOUD ABUNADA,1,44,0,0,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_02,3,0,2,1,0,62%,13,8,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,82%,38,31,QAT_pedro_miguel,PEDRO MIGUEL,2,44,1,0,1,Qatar,QAT
2026-M052-BIH-QAT_QAT_04,0,0,0,0,0,75%,8,6,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,95%,44,42,QAT_issa_laye,ISSA LAYE,4,44,0,0,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_05,0,0,0,0,0,0%,0,0,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,84%,19,16,QAT_jassem_gaber,JASSEM GABER,5,44,0,1,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_08,0,4,3,1,0,58%,12,7,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,80%,20,16,QAT_edmilson_junior,EDMILSON JUNIOR,8,44,0,0,4,Qatar,QAT
2026-M052-BIH-QAT_QAT_10,1,1,0,0,1,50%,4,2,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,67%,12,8,QAT_hassan_alhaydos,HASSAN ALHAYDOS,10,44,0,0,1,Qatar,QAT
2026-M052-BIH-QAT_QAT_11,2,3,7,3,0,70%,20,14,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,94%,47,44,QAT_akram_afif,AKRAM AFIF,11,44,1,2,4,Qatar,QAT
2026-M052-BIH-QAT_QAT_12,0,0,0,0,0,85%,13,11,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,94%,48,45,QAT_karim_boudiaf,KARIM BOUDIAF,12,44,0,0,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_16,1,0,1,0,0,75%,20,15,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,85%,59,50,QAT_boualem_khoukhi,BOUALEM KHOUKHI,16,44,2,1,2,Qatar,QAT
2026-M052-BIH-QAT_QAT_18,0,0,3,1,0,55%,11,6,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,82%,38,31,QAT_sultan_albrake,SULTAN ALBRAKE,18,44,0,1,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_20,0,0,0,0,0,86%,7,6,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,94%,47,44,QAT_ahmed_fathy,AHMED FATHY,20,44,0,1,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_06,0,0,0,0,0,62%,8,5,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,81%,32,26,QAT_abdulaziz_hatem,ABDULAZIZ HATEM,6,44,0,0,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_07,0,0,0,0,0,0%,2,0,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,33%,3,1,QAT_ahmed_alaaeldin,AHMED ALAAELDIN,7,44,0,0,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_17,1,1,2,2,0,100%,2,2,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,92%,12,11,QAT_ahmed_alganehi,AHMED ALGANEHI,17,44,0,0,1,Qatar,QAT
2026-M052-BIH-QAT_QAT_19,1,0,0,0,0,100%,1,1,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,67%,3,2,QAT_almoez_ali,ALMOEZ ALI,19,44,0,0,0,Qatar,QAT
2026-M052-BIH-QAT_QAT_26,0,0,0,0,0,50%,4,2,2026-M052-BIH-QAT,2026-M052-BIH-QAT_QAT,62%,8,5,QAT_mohamed_manai,MOHAMED MANAI,26,44,0,0,0,Qatar,QAT
2026-M053-CZE-MEX_CZE_01,0,0,0,0,0,43%,14,6,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,74%,38,28,CZE_matej_kovar,Matej KOVAR,1,42,0,0,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_03,0,1,0,0,0,86%,7,6,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,91%,33,30,CZE_tomas_holes,Tomas HOLES,3,42,0,1,1,Czechia,CZE
2026-M053-CZE-MEX_CZE_04,0,0,1,0,0,67%,9,6,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,94%,48,45,CZE_robin_hranac,Robin HRANAC,4,42,0,0,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_05,1,0,7,1,0,50%,18,9,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,76%,45,34,CZE_vladimir_coufal,Vladimir COUFAL,5,42,0,1,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_07,0,0,0,0,0,85%,26,22,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,88%,65,57,CZE_ladislav_krejci,Ladislav KREJCI,7,42,0,1,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_09,0,2,0,0,0,100%,3,3,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,73%,11,8,CZE_adam_hlozek,Adam HLOZEK,9,42,0,0,2,Czechia,CZE
2026-M053-CZE-MEX_CZE_12,2,1,1,0,0,75%,4,3,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,94%,18,17,CZE_lukas_cerv,Lukas CERV,12,42,1,0,2,Czechia,CZE
2026-M053-CZE-MEX_CZE_15,1,4,0,0,0,33%,3,1,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,71%,21,15,CZE_pavel_sulc,Pavel SULC,15,42,1,0,5,Czechia,CZE
2026-M053-CZE-MEX_CZE_18,2,0,6,1,0,64%,11,7,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,89%,45,40,CZE_michal_sadilek,Michal SADILEK,18,42,0,0,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_21,4,2,4,1,0,65%,17,11,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,72%,47,34,CZE_david_doudera,David DOUDERA,21,42,0,0,2,Czechia,CZE
2026-M053-CZE-MEX_CZE_26,3,5,0,0,0,100%,2,2,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,100%,14,14,CZE_denis_visinsky,Denis VISINSKY,26,42,0,0,5,Czechia,CZE
2026-M053-CZE-MEX_CZE_10,0,0,0,0,0,0%,0,0,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,100%,3,3,CZE_patrik_schick,Patrik SCHICK,10,42,0,0,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_17,0,1,0,0,0,83%,6,5,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,74%,23,17,CZE_lukas_provod,Lukas PROVOD,17,42,0,0,1,Czechia,CZE
2026-M053-CZE-MEX_CZE_19,0,0,0,0,0,0%,1,0,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,75%,4,3,CZE_tomas_chory,Tomas CHORY,19,42,0,0,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_22,0,0,0,0,0,0%,0,0,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,100%,1,1,CZE_tomas_soucek,Tomas SOUCEK,22,42,0,0,0,Czechia,CZE
2026-M053-CZE-MEX_CZE_24,0,0,1,1,0,100%,1,1,2026-M053-CZE-MEX,2026-M053-CZE-MEX_CZE,86%,7,6,CZE_alexandr_sojka,Alexandr SOJKA,24,42,0,1,0,Czechia,CZE
2026-M053-CZE-MEX_MEX_01,0,0,0,0,0,50%,10,5,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,69%,26,18,MEX_raul_rangel,Raul RANGEL,1,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_02,1,1,4,1,0,91%,11,10,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,98%,41,40,MEX_jorge_sanchez,Jorge SANCHEZ,2,44,2,0,3,Mexico,MEX
2026-M053-CZE-MEX_MEX_03,0,0,0,0,0,100%,6,6,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,95%,40,38,MEX_cesar_montes,Cesar MONTES,3,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_04,0,0,1,1,0,55%,11,6,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,83%,35,29,MEX_edson_alvarez,Edson ALVAREZ,4,44,1,2,1,Mexico,MEX
2026-M053-CZE-MEX_MEX_07,0,0,1,0,0,67%,6,4,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,83%,24,20,MEX_luis_romo,Luis ROMO,7,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_15,1,0,0,0,0,90%,10,9,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,93%,44,41,MEX_israel_reyes,Israel REYES,15,44,0,2,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_16,4,0,0,0,1,100%,3,3,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,84%,25,21,MEX_julian_quinones,Julian QUINONES,16,44,1,0,1,Mexico,MEX
2026-M053-CZE-MEX_MEX_19,1,2,1,0,0,75%,8,6,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,88%,24,21,MEX_gilberto_mora,Gilberto MORA,19,44,1,0,3,Mexico,MEX
2026-M053-CZE-MEX_MEX_20,1,3,1,0,1,78%,9,7,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,88%,26,23,MEX_mateo_chavez,Mateo CHAVEZ,20,44,0,0,3,Mexico,MEX
2026-M053-CZE-MEX_MEX_22,0,0,1,0,0,0%,0,0,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,92%,12,11,MEX_guillermo_martinez,Guillermo MARTINEZ,22,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_25,1,1,4,0,0,56%,18,10,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,82%,57,47,MEX_roberto_alvarado,Roberto ALVARADO,25,44,1,1,2,Mexico,MEX
2026-M053-CZE-MEX_MEX_13,0,0,0,0,0,43%,7,3,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,44%,9,4,MEX_guillermo_ochoa,Guillermo OCHOA,13,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_08,1,0,1,0,1,50%,2,1,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,92%,13,12,MEX_alvaro_fidalgo,Alvaro FIDALGO,8,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_11,1,1,0,0,0,0%,0,0,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,25%,4,1,MEX_santiago_gimenez,Santiago GIMENEZ,11,44,0,0,1,Mexico,MEX
2026-M053-CZE-MEX_MEX_18,0,0,0,0,0,0%,0,0,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,100%,7,7,MEX_obed_vargas,Obed VARGAS,18,44,0,0,0,Mexico,MEX
2026-M053-CZE-MEX_MEX_23,0,0,0,0,0,100%,1,1,2026-M053-CZE-MEX,2026-M053-CZE-MEX_MEX,100%,7,7,MEX_jesus_gallardo,Jesus GALLARDO,23,44,0,0,0,Mexico,MEX
2026-M054-RSA-KOR_RSA_01,0,0,0,0,0,27%,26,7,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,49%,39,19,RSA_ronwen_williams,Ronwen WILLIAMS,1,42,0,0,0,South Africa,RSA
2026-M054-RSA-KOR_RSA_05,2,0,1,0,0,88%,8,7,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,85%,34,29,RSA_thalente_mbatha,Thalente MBATHA,5,42,0,0,0,South Africa,RSA
2026-M054-RSA-KOR_RSA_06,1,0,1,1,0,64%,11,7,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,77%,22,17,RSA_aubrey_modiba,Aubrey MODIBA,6,42,0,0,0,South Africa,RSA
2026-M054-RSA-KOR_RSA_07,1,1,2,0,0,80%,5,4,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,88%,24,21,RSA_oswin_appollis,Oswin APPOLLIS,7,42,1,1,2,South Africa,RSA
2026-M054-RSA-KOR_RSA_10,2,0,1,0,0,80%,10,8,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,86%,22,19,RSA_relebohile_mofokeng,Relebohile MOFOKENG,10,42,0,1,0,South Africa,RSA
2026-M054-RSA-KOR_RSA_12,5,7,1,0,1,50%,4,2,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,70%,10,7,RSA_thapelo_maseko,Thapelo MASEKO,12,42,1,0,8,South Africa,RSA
2026-M054-RSA-KOR_RSA_13,0,0,0,0,0,80%,15,12,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,85%,53,45,RSA_sphephelo_sithole,Sphephelo SITHOLE,13,42,1,2,1,South Africa,RSA
2026-M054-RSA-KOR_RSA_14,0,0,0,0,0,67%,9,6,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,80%,30,24,RSA_mbekezeli_mbokazi,Mbekezeli MBOKAZI,14,42,0,0,0,South Africa,RSA
2026-M054-RSA-KOR_RSA_17,2,3,0,0,0,0%,1,0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,57%,7,4,RSA_evidence_makgopa,Evidence MAKGOPA,17,42,0,0,3,South Africa,RSA
2026-M054-RSA-KOR_RSA_20,0,3,0,0,0,75%,12,9,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,93%,42,39,RSA_khuliso_mudau,Khuliso MUDAU,20,42,2,0,5,South Africa,RSA
2026-M054-RSA-KOR_RSA_21,0,0,0,0,0,67%,9,6,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,94%,51,48,RSA_ime_okon,Ime OKON,21,42,0,1,0,South Africa,RSA
2026-M054-RSA-KOR_RSA_08,0,1,0,0,0,0%,1,0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,50%,6,3,RSA_tshepang_moremi,Tshepang MOREMI,8,42,0,0,1,South Africa,RSA
2026-M054-RSA-KOR_RSA_15,0,0,1,0,0,100%,1,1,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,50%,2,1,RSA_iqraam_rayners,Iqraam RAYNERS,15,42,1,0,1,South Africa,RSA
2026-M054-RSA-KOR_RSA_23,0,0,0,0,0,0%,0,0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,100%,3,3,RSA_jayden_adams,Jayden ADAMS,23,42,0,0,0,South Africa,RSA
2026-M054-RSA-KOR_KOR_01,0,0,0,0,0,43%,7,3,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,88%,40,35,KOR_kim_seunggyu,KIM Seunggyu,1,44,0,1,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_02,0,0,1,1,0,100%,9,9,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,96%,80,77,KOR_lee_hanbeom,LEE Hanbeom,2,44,0,0,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_03,0,1,4,0,0,68%,19,13,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,92%,93,86,KOR_lee_gihyuk,LEE Gihyuk,3,44,0,2,1,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_04,1,1,0,0,0,100%,13,13,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,100%,82,82,KOR_kim_minjae,KIM Minjae,4,44,0,0,1,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_06,0,1,2,1,0,89%,19,17,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,90%,79,71,KOR_hwang_inbeom,HWANG Inbeom,6,44,0,2,1,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_08,0,0,0,0,0,71%,14,10,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,83%,42,35,KOR_paik_seungho,PAIK Seungho,8,44,0,0,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_11,1,2,1,0,0,50%,4,2,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,76%,17,13,KOR_hwang_heechan,HWANG Heechan,11,44,0,1,2,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_13,0,2,5,1,0,100%,2,2,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,92%,12,11,KOR_lee_taeseok,LEE Taeseok,13,44,0,0,2,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_18,2,2,1,0,0,100%,1,1,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,73%,11,8,KOR_oh_hyeongyu,OH Hyeongyu,18,44,0,0,2,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_19,1,2,13,1,0,65%,17,11,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,85%,62,53,KOR_lee_kangin,LEE Kangin,19,44,0,3,2,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_22,1,0,6,2,0,100%,4,4,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,95%,41,39,KOR_seol_youngwoo,SEOL Youngwoo,22,44,0,0,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_07,1,0,1,1,0,100%,3,3,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,83%,24,20,KOR_son_heungmin,SON Heungmin,7,44,0,0,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_09,0,0,0,0,0,0%,0,0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,67%,6,4,KOR_cho_guesung,CHO Guesung,9,44,0,0,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_16,1,0,0,0,0,60%,5,3,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,96%,47,45,KOR_park_jinseob,PARK Jinseob,16,44,0,0,0,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_23,0,4,4,1,0,75%,4,3,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,90%,30,27,KOR_castrop_jens,CASTROP Jens,23,44,0,1,4,Korea Republic,KOR
2026-M054-RSA-KOR_KOR_24,0,0,1,0,0,91%,22,20,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,98%,52,51,KOR_kim_jingyu,KIM Jingyu,24,44,0,0,0,Korea Republic,KOR
2026-M055-CUW-CIV_CUW_01,0,0,0,0,0,56%,9,5,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,72%,18,13,CUW_eloy_room,Eloy ROOM,1,42,0,0,0,Curaçao,CUW
2026-M055-CUW-CIV_CUW_03,2,0,0,0,0,83%,6,5,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,86%,36,31,CUW_jurien_gaari,Jurien GAARI,3,42,1,0,1,Curaçao,CUW
2026-M055-CUW-CIV_CUW_05,1,1,0,0,0,74%,19,14,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,87%,53,46,CUW_sherel_floranus,Sherel FLORANUS,5,42,0,1,1,Curaçao,CUW
2026-M055-CUW-CIV_CUW_07,1,4,4,1,0,44%,9,4,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,69%,26,18,CUW_juninho_bacuna,Juninho BACUNA,7,42,0,0,4,Curaçao,CUW
2026-M055-CUW-CIV_CUW_08,0,0,0,0,0,100%,3,3,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,89%,18,16,CUW_livano_comenencia,Livano COMENENCIA,8,42,1,0,1,Curaçao,CUW
2026-M055-CUW-CIV_CUW_09,0,0,0,0,0,50%,2,1,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,78%,18,14,CUW_juergen_locadia,Juergen LOCADIA,9,42,0,0,0,Curaçao,CUW
2026-M055-CUW-CIV_CUW_10,2,3,2,0,0,77%,13,10,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,89%,47,42,CUW_leandro_bacuna,Leandro BACUNA,10,42,1,0,4,Curaçao,CUW
2026-M055-CUW-CIV_CUW_18,0,0,0,0,0,82%,11,9,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,88%,43,38,CUW_armando_obispo,Armando OBISPO,18,42,1,0,1,Curaçao,CUW
2026-M055-CUW-CIV_CUW_20,0,2,1,0,0,75%,12,9,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,83%,30,25,CUW_joshua_brenet,Joshua BRENET,20,42,0,0,2,Curaçao,CUW
2026-M055-CUW-CIV_CUW_21,3,8,0,0,0,91%,11,10,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,95%,21,20,CUW_tahith_chong,Tahith CHONG,21,42,0,0,8,Curaçao,CUW
2026-M055-CUW-CIV_CUW_24,0,1,0,0,0,100%,5,5,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,100%,28,28,CUW_deveron_fonville,Deveron FONVILLE,24,42,2,0,3,Curaçao,CUW
2026-M055-CUW-CIV_CUW_02,0,0,0,0,0,0%,0,0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,100%,3,3,CUW_shurandy_sambo,Shurandy SAMBO,2,42,0,0,0,Curaçao,CUW
2026-M055-CUW-CIV_CUW_11,1,1,4,2,0,60%,5,3,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,62%,13,8,CUW_jeremy_antonisse,Jeremy ANTONISSE,11,42,0,1,1,Curaçao,CUW
2026-M055-CUW-CIV_CUW_13,0,0,3,1,0,0%,2,0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,56%,9,5,CUW_tyrese_noslin,Tyrese NOSLIN,13,42,0,0,0,Curaçao,CUW
2026-M055-CUW-CIV_CUW_17,0,1,1,0,0,0%,1,0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,75%,4,3,CUW_brandley_kuwas,Brandley KUWAS,17,42,0,0,1,Curaçao,CUW
2026-M055-CUW-CIV_CUW_19,1,0,0,0,0,0%,0,0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,100%,2,2,CUW_gervane_kastaneer,Gervane KASTANEER,19,42,0,0,0,Curaçao,CUW
2026-M055-CUW-CIV_CIV_01,0,0,0,0,0,60%,15,9,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,79%,29,23,CIV_yahia_fofana,Yahia FOFANA,1,44,0,0,0,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_02,0,0,0,0,0,100%,14,14,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,97%,74,72,CIV_ousmane_diomande,Ousmane DIOMANDE,2,44,1,0,1,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_07,0,0,0,0,0,73%,11,8,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,94%,62,58,CIV_odilon_kossounou,Odilon KOSSOUNOU,7,44,1,0,1,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_08,1,1,1,0,0,36%,11,4,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,77%,52,40,CIV_franck_kessie,Franck KESSIE,8,44,0,0,1,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_09,0,0,0,0,0,100%,1,1,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,100%,5,5,CIV_ange_yoan_bonny,Ange-Yoan BONNY,9,44,0,0,0,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_11,0,5,4,1,0,43%,7,3,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,92%,37,34,CIV_yan_diomande,Yan DIOMANDE,11,44,0,0,5,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_13,0,1,1,0,0,80%,30,24,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,90%,78,70,CIV_christopher_operi,Christopher OPERI,13,44,0,0,1,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_15,3,1,0,0,0,100%,3,3,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,95%,22,21,CIV_amad_diallo,Amad DIALLO,15,44,0,0,1,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_17,0,3,5,2,0,75%,20,15,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,84%,64,54,CIV_guela_doue,Guela DOUE,17,44,0,1,3,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_18,0,0,0,0,0,73%,26,19,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,88%,94,83,CIV_ibrahim_sangare,Ibrahim SANGARE,18,44,0,0,0,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_19,2,3,1,1,2,80%,5,4,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,88%,43,38,CIV_nicolas_pepe,Nicolas PEPE,19,44,0,0,3,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_04,0,0,3,0,0,83%,6,5,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,94%,17,16,CIV_jean_michael_seri,Jean Michael SERI,4,44,0,0,0,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_12,1,0,1,0,0,100%,1,1,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,75%,8,6,CIV_elye_wahi,Elye WAHI,12,44,0,0,0,Côte d'Ivoire,CIV
2026-M055-CUW-CIV_CIV_14,0,5,0,0,0,33%,3,1,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,93%,14,13,CIV_oumar_diakite,Oumar DIAKITE,14,44,0,0,5,Côte d'Ivoire,CIV
