appearance_id,blocks,clearances,duels_won_aerial,duels_won_physical,interceptions,loose_ball_receptions,match_id,match_team_id,player_id,player_name,possession_contests_won,possession_interrupted,possession_regains,pressing_direct,pressing_indirect,pushing_on,pushing_on_into_pressing,shirt_number,tackles_made_won,team,team_id,topic
2026-M010-GER-CUW_CUW_16,0,0,0,0,0,0,2026-M010-GER-CUW,2026-M010-GER-CUW_CUW,CUW_jearl_margaritha,Jearl MARGARITHA,0,0,0,0,9,7,5,16,1 / 0,Curaçao,CUW,out_of_possession
2026-M010-GER-CUW_CUW_19,1,0,0,0,0,0,2026-M010-GER-CUW,2026-M010-GER-CUW_CUW,CUW_gervane_kastaneer,Gervane KASTANEER,0,0,0,0,6,2,2,19,0 / 0,Curaçao,CUW,out_of_possession
2026-M011-NED-JPN_NED_01,0,0,0,0,0,4,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_bart_verbruggen,Bart VERBRUGGEN,0,0,4,0,0,0,0,1,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_04,0,7,4,0,3,4,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_virgil_van_dijk,Virgil VAN DIJK,4,4,5,1,1,5,1,4,1 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_06,4,5,5,0,1,4,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_jan_paul_van_hecke,Jan Paul VAN HECKE,6,6,7,2,6,5,2,6,2 / 1,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_08,3,1,1,0,2,1,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_ryan_gravenberch,Ryan GRAVENBERCH,1,2,4,1,11,8,1,8,1 / 1,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_11,0,1,4,0,1,3,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_cody_gakpo,Cody GAKPO,4,1,1,1,17,8,8,11,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_14,1,0,0,0,1,4,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_tijjani_reijnders,Tijjani REIJNDERS,1,1,1,1,5,8,3,14,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_15,1,3,2,0,0,5,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_micky_van_de_ven,Micky VAN DE VEN,2,1,1,4,21,18,17,15,2 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_18,1,0,1,1,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_donyell_malen,Donyell MALEN,4,1,1,2,12,8,7,18,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_21,2,4,0,0,0,11,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_frenkie_de_jong,Frenkie DE JONG,0,4,3,8,15,29,8,21,8 / 2,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_22,4,2,2,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_denzel_dumfries,Denzel DUMFRIES,2,3,2,0,19,16,12,22,1 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_24,0,0,1,0,0,2,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_crysencio,Crysencio,1,0,1,3,15,12,8,24,2 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_05,1,1,0,0,0,0,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_nathan_ake,Nathan AKE,0,1,0,1,3,10,1,5,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_10,0,0,0,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_memphis_depay,Memphis DEPAY,0,0,0,0,13,5,2,10,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_19,0,0,0,0,0,0,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_brian_brobbey,Brian BROBBEY,0,0,0,0,4,1,1,19,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_20,0,0,1,0,0,0,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_teun_koopmeiners,Teun KOOPMEINERS,1,1,0,3,14,14,10,20,2 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_NED_26,1,2,2,0,0,0,2026-M011-NED-JPN,2026-M011-NED-JPN_NED,NED_quinten_timber,Quinten TIMBER,3,1,2,3,8,11,5,26,0 / 0,Netherlands,NED,out_of_possession
2026-M011-NED-JPN_JPN_01,0,0,0,0,0,2,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_zion_suzuki,Zion SUZUKI,0,0,6,0,0,0,0,1,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_03,2,9,0,1,0,6,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_shogo_taniguchi,Shogo TANIGUCHI,1,5,4,2,3,8,2,3,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_08,1,0,0,0,0,2,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_takefusa_kubo,Takefusa KUBO,1,0,1,3,46,17,12,8,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_10,1,3,0,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_ritsu_doan,Ritsu DOAN,0,1,1,7,23,32,20,10,2 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_11,2,2,1,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_daizen_maeda,Daizen MAEDA,1,2,0,6,38,33,24,11,3 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_13,3,2,0,0,2,7,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_keito_nakamura,Keito NAKAMURA,0,2,4,4,25,36,26,13,4 / 1,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_15,1,1,0,0,1,8,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_daichi_kamada,Daichi KAMADA,1,1,2,6,21,45,10,15,6 / 1,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_16,1,4,3,0,0,2,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_tsuyoshi_watanabe,Tsuyoshi WATANABE,3,5,5,1,4,11,3,16,2 / 1,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_18,0,0,1,1,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_ayase_ueda,Ayase UEDA,2,0,1,5,54,28,25,18,2 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_21,3,5,1,0,1,2,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_hiroki_ito,Hiroki ITO,2,4,5,3,3,19,2,21,1 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_24,0,2,3,0,2,3,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_kaishu_sano,Kaishu SANO,3,4,5,4,26,26,12,24,4 / 1,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_02,0,1,1,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_yukinari_sugawara,Yukinari SUGAWARA,1,1,1,1,4,4,4,2,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_14,0,0,1,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_junya_ito,Junya ITO,1,0,0,0,9,3,3,14,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_19,0,1,0,0,0,0,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_koki_ogawa,Koki OGAWA,0,1,0,0,9,3,3,19,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_22,0,1,0,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_takehiro_tomiyasu,Takehiro TOMIYASU,1,0,2,2,1,5,3,22,0 / 0,Japan,JPN,out_of_possession
2026-M011-NED-JPN_JPN_26,0,0,0,0,0,1,2026-M011-NED-JPN,2026-M011-NED-JPN_JPN,JPN_kento_shiogai,Kento SHIOGAI,0,0,0,2,4,4,2,26,0 / 0,Japan,JPN,out_of_possession
2026-M012-SWE-TUN_SWE_23,0,0,0,0,0,3,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_kristoffer_nordfeldt,Kristoffer NORDFELDT,0,0,5,0,0,0,0,23,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_02,0,5,3,0,0,7,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_gustaf_lagerbielke,Gustaf LAGERBIELKE,3,3,4,3,6,19,5,2,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_03,0,4,3,0,0,6,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_victor_lindelof,Victor LINDELOF,3,3,4,2,4,11,2,3,1 / 1,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_04,1,6,5,0,2,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_isak_hien,Isak HIEN,5,6,5,4,3,9,5,4,2 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_05,2,4,2,0,0,6,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_gabriel_gudmundsson,Gabriel GUDMUNDSSON,2,4,3,4,8,12,8,5,4 / 1,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_09,1,0,0,1,0,3,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_alexander_isak,Alexander ISAK,1,0,3,5,16,10,7,9,2 / 1,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_10,0,0,1,0,2,4,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_benjamin_nygren,Benjamin NYGREN,1,0,2,9,15,15,6,10,3 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_16,2,6,2,0,1,1,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_jesper_karlstrom,Jesper KARLSTROM,2,6,5,2,16,24,8,16,3 / 1,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_17,0,0,1,0,0,6,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_viktor_gyokeres,Viktor GYOKERES,1,0,0,0,11,13,6,17,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_18,5,3,0,0,1,9,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_yasin_ayari,Yasin AYARI,1,4,9,7,14,6,4,18,5 / 3,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_21,2,6,3,0,1,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_alexander_bernhardsson,Alexander BERNHARDSSON,3,5,3,4,23,16,8,21,4 / 1,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_07,0,0,0,0,1,2,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_lucas_bergvall,Lucas BERGVALL,0,0,2,2,6,4,2,7,1 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_08,0,0,0,0,0,0,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_daniel_svensson,Daniel SVENSSON,0,0,0,1,1,1,0,8,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_11,0,0,0,0,0,0,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_anthony_elanga,Anthony ELANGA,0,0,0,1,0,1,1,11,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_19,0,1,0,0,0,0,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_mattias_svanberg,Mattias SVANBERG,0,1,0,0,2,3,1,19,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_SWE_24,1,1,0,0,0,2,2026-M012-SWE-TUN,2026-M012-SWE-TUN_SWE,SWE_elliot_stroud,Elliot STROUD,0,2,1,0,3,1,1,24,0 / 0,Sweden,SWE,out_of_possession
2026-M012-SWE-TUN_TUN_01,0,0,0,0,0,2,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_mouhib_chamakh,Mouhib CHAMAKH,0,0,5,0,0,0,0,1,0 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_02,1,1,3,0,0,0,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_ali_abdi,Ali ABDI,3,1,6,5,13,21,9,2,7 / 1,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_03,4,5,3,0,0,4,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_montassar_talbi,Montassar TALBI,4,7,1,2,2,4,0,3,1 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_04,1,7,2,0,2,11,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_omar_rekik,Omar REKIK,2,6,5,3,5,10,5,4,2 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_08,0,0,0,0,0,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_elias_saad,Elias SAAD,2,0,1,2,31,27,20,8,1 / 1,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_10,0,0,2,0,1,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_hannibal_mejbri,Hannibal MEJBRI,2,3,5,9,31,27,15,10,9 / 3,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_13,2,1,0,0,0,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_rani_khedira,Rani KHEDIRA,1,2,2,4,11,14,5,13,2 / 1,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_17,3,2,0,0,0,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_ellyes_skhiri,Ellyes SKHIRI,0,5,2,5,8,19,3,17,4 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_20,1,2,2,0,0,5,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_yan_valery,Yan VALERY,5,2,3,1,19,11,9,20,1 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_21,3,9,0,0,2,11,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_mohamed_amine_ben_hmida,Mohamed Amine BEN HMIDA,0,8,7,5,10,14,4,21,4 / 1,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_25,1,1,4,0,0,3,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_anis_slimane,Anis SLIMANE,5,1,1,1,33,28,11,25,1 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_07,0,0,0,0,0,2,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_elias_achouri,Elias ACHOURI,0,0,0,2,5,7,5,7,0 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_11,1,0,0,0,0,0,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_ismael_gharbi,Ismael GHARBI,0,1,0,2,0,1,1,11,0 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_15,1,0,0,0,0,1,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_mohamed_hadj_mahmoud,Mohamed HADJ MAHMOUD,0,0,1,4,5,2,2,15,2 / 1,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_19,0,0,0,0,0,0,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_firas_chaouat,Firas CHAOUAT,0,0,0,0,2,2,0,19,0 / 0,Tunisia,TUN,out_of_possession
2026-M012-SWE-TUN_TUN_26,0,0,0,0,0,1,2026-M012-SWE-TUN,2026-M012-SWE-TUN_TUN,TUN_sebastian_tounekti,Sebastian TOUNEKTI,0,0,0,0,3,1,1,26,1 / 0,Tunisia,TUN,out_of_possession
2026-M013-KSA-URU_KSA_21,0,0,0,0,0,1,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_mohammed_alowais,MOHAMMED ALOWAIS,0,0,5,0,0,0,0,21,0 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_04,2,6,2,0,1,4,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_abdulelah_alamri,ABDULELAH ALAMRI,2,2,5,1,4,11,0,4,1 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_05,4,6,1,0,1,3,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_hassan_altambakti,HASSAN ALTAMBAKTI,1,6,3,0,4,11,1,5,1 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_07,0,0,0,0,1,2,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_musab_aljuwayr,MUSAB ALJUWAYR,0,0,1,3,44,36,23,7,1 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_09,3,1,4,1,0,1,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_feras_albrikan,FERAS ALBRIKAN,5,2,2,4,42,23,12,9,1 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_10,1,0,0,0,1,7,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_salem_aldawsari,SALEM ALDAWSARI,0,0,2,5,42,20,15,10,1 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_12,2,3,1,0,0,6,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_saud_abdulhamid,SAUD ABDULHAMID,3,5,4,8,10,21,11,12,9 / 2,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_15,3,0,1,0,0,5,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_abdullah_alkhaibari,ABDULLAH ALKHAIBARI,2,1,3,2,24,19,10,15,1 / 1,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_23,2,5,4,0,1,3,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_mohamed_kanno,MOHAMED KANNO,4,2,4,3,24,18,8,23,2 / 2,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_24,3,7,2,0,2,5,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_moteb_alharbi,MOTEB ALHARBI,2,3,5,2,20,33,15,24,0 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_26,3,4,1,0,0,6,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_mohammed_abu_alshamat,MOHAMMED ABU ALSHAMAT,1,3,1,8,31,32,19,26,2 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_03,2,3,1,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_ali_lajami,ALI LAJAMI,1,3,0,0,0,0,0,3,0 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_06,3,4,2,0,0,2,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_nasser_aldawsari,NASSER ALDAWSARI,3,4,2,3,15,13,6,6,2 / 1,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_13,1,0,0,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_nawaf_bu_washl,NAWAF BU WASHL,0,0,0,1,7,7,4,13,0 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_18,0,0,0,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_ala_alhajji,ALA ALHAJJI,0,0,0,0,4,4,2,18,0 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_KSA_19,1,0,1,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_KSA,KSA_abdullah_alhamddan,ABDULLAH ALHAMDDAN,1,1,0,0,7,6,3,19,0 / 0,Saudi Arabia,KSA,out_of_possession
2026-M013-KSA-URU_URU_23,0,0,0,0,0,3,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_fernando_muslera,Fernando MUSLERA,0,0,3,0,0,0,0,23,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_03,1,7,5,1,1,5,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_sebastian_caceres,Sebastian CACERES,6,4,8,5,4,16,4,3,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_05,4,3,0,0,3,5,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_manuel_ugarte,Manuel UGARTE,0,5,6,4,9,25,4,5,4 / 1,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_06,2,6,2,0,3,11,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_rodrigo_bentancur,Rodrigo BENTANCUR,2,5,5,2,14,13,5,6,1 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_08,2,2,0,0,0,5,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_federico_valverde,Federico VALVERDE,0,2,0,1,17,11,7,8,1 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_09,0,0,2,0,1,0,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_darwin_nunez,Darwin NUNEZ,2,0,2,1,13,8,1,9,1 / 1,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_13,4,4,3,0,1,6,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_guillermo_varela,Guillermo VARELA,3,5,5,2,4,9,4,13,1 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_16,2,5,6,0,1,7,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_mathias_olivera,Mathias OLIVERA,6,4,8,5,6,16,3,16,4 / 1,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_17,0,1,1,0,0,4,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_matias_vina,Matias VINA,1,1,1,0,8,23,6,17,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_20,0,0,0,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_maxi_araujo,Maxi ARAUJO,0,0,0,1,14,10,6,20,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_21,3,0,3,0,0,3,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_federico_vinas,Federico VINAS,3,2,1,0,22,23,12,21,2 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_07,0,1,0,0,0,5,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_nicolas_de_la_cruz,Nicolas DE LA CRUZ,0,1,0,0,3,5,2,7,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_14,3,1,0,0,0,4,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_agustin_canobbio,Agustin CANOBBIO,0,1,1,1,13,11,8,14,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_18,0,0,0,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_brian_rodriguez,Brian RODRIGUEZ,0,0,0,0,4,1,1,18,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_19,0,0,0,0,0,0,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_rodrigo_aguirre,Rodrigo AGUIRRE,0,0,0,0,0,0,0,19,0 / 0,Uruguay,URU,out_of_possession
2026-M013-KSA-URU_URU_25,0,0,0,0,2,4,2026-M013-KSA-URU,2026-M013-KSA-URU_URU,URU_juan_manuel_sanabria,Juan Manuel SANABRIA,0,0,2,1,3,8,1,25,0 / 0,Uruguay,URU,out_of_possession
2026-M014-ESP-CPV_ESP_23,0,0,0,0,0,1,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_unai_simon,Unai SIMON,0,0,7,0,0,0,0,23,0 / 0,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_05,0,0,0,0,0,6,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_marcos_llorente,Marcos LLORENTE,0,0,2,4,14,20,5,5,4 / 0,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_07,1,0,2,0,1,7,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_ferran_torres,Ferran TORRES,2,0,2,6,12,15,14,7,1 / 0,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_08,2,1,1,0,0,12,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_fabian_ruiz,Fabian RUIZ,1,1,3,1,14,18,8,8,2 / 2,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_09,1,0,4,0,0,3,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_gavi,GAVI,4,3,2,8,19,31,15,9,4 / 0,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_14,1,2,5,0,2,6,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_aymeric_laporte,Aymeric LAPORTE,5,1,6,1,3,6,1,14,0 / 0,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_16,1,1,3,0,0,9,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_rodri,RODRI,3,1,2,0,6,8,1,16,1 / 1,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_20,7,1,0,0,2,5,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_pedri,PEDRI,0,5,6,8,50,26,23,20,4 / 2,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_21,0,0,2,0,0,2,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_mikel_oyarzabal,Mikel OYARZABAL,3,0,1,2,27,22,18,21,1 / 1,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_22,0,3,2,1,0,12,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_pau_cubarsi,Pau CUBARSI,3,2,4,0,1,11,0,22,0 / 0,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_24,4,3,0,0,1,6,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_marc_cucurella,Marc CUCURELLA,0,2,4,3,7,16,3,24,1 / 1,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_06,0,0,0,0,0,0,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_mikel_merino,Mikel MERINO,0,0,1,3,4,9,1,6,3 / 1,Spain,ESP,out_of_possession
2026-M014-ESP-CPV_ESP_10,1,0,0,0,0,2,2026-M014-ESP-CPV,2026-M014-ESP-CPV_ESP,ESP_dani_olmo,Dani OLMO,0,0,0,0,5,2,1,10,0 / 0,Spain,ESP,out_of_possession
