appearances_count,display_name,player_id,shirt_numbers,team_id
4,STEVEN MOREIRA,CPV_steven_moreira,22,CPV
4,STOPIRA,CPV_stopira,2,CPV
4,TELMO ARCANJO,CPV_telmo_arcanjo,18,CPV
4,VOZINHA,CPV_vozinha,1,CPV
4,WAGNER PINA,CPV_wagner_pina,24,CPV
4,WILLY SEMEDO,CPV_willy_semedo,17,CPV
4,YANNICK SEMEDO,CPV_yannick_semedo,16,CPV
4,Andrej KRAMARIC,CRO_andrej_kramaric,9,CRO
4,Ante BUDIMIR,CRO_ante_budimir,11,CRO
4,Dominik KOTARSKI,CRO_dominik_kotarski,23,CRO
4,Dominik LIVAKOVIC,CRO_dominik_livakovic,1,CRO
4,Duje CALETA-CAR,CRO_duje_caleta_car,5,CRO
4,Igor MATANOVIC,CRO_igor_matanovic,20,CRO
4,Ivan PERISIC,CRO_ivan_perisic,14,CRO
4,Ivor PANDUR,CRO_ivor_pandur,12,CRO
4,Josip STANISIC,CRO_josip_stanisic,2,CRO
4,Josip SUTALO,CRO_josip_sutalo,6,CRO
4,Josko GVARDIOL,CRO_josko_gvardiol,4,CRO
4,Kristijan JAKIC,CRO_kristijan_jakic,18,CRO
4,Luka MODRIC,CRO_luka_modric,10,CRO
4,Luka SUCIC,CRO_luka_sucic,21,CRO
4,Luka VUSKOVIC,CRO_luka_vuskovic,22,CRO
4,Marco PASALIC,CRO_marco_pasalic,24,CRO
4,Marin PONGRACIC,CRO_marin_pongracic,3,CRO
4,Mario PASALIC,CRO_mario_pasalic,15,CRO
4,Martin BATURINA,CRO_martin_baturina,16,CRO
4,Martin ERLIC,CRO_martin_erlic,25,CRO
4,Mateo KOVACIC,CRO_mateo_kovacic,8,CRO
4,Nikola MORO,CRO_nikola_moro,7,CRO
4,Nikola VLASIC,CRO_nikola_vlasic,13,CRO
4,Petar MUSA,CRO_petar_musa,26,CRO
4,Petar SUCIC,CRO_petar_sucic,17,CRO
4,Toni FRUK,CRO_toni_fruk,19,CRO
3,Arjany MARTHA,CUW_arjany_martha,15,CUW
3,Armando OBISPO,CUW_armando_obispo,18,CUW
3,Brandley KUWAS,CUW_brandley_kuwas,17,CUW
3,Deveron FONVILLE,CUW_deveron_fonville,24,CUW
3,Eloy ROOM,CUW_eloy_room,1,CUW
3,Gervane KASTANEER,CUW_gervane_kastaneer,19,CUW
3,Godfried ROEMERATOE,CUW_godfried_roemeratoe,6,CUW
3,Jearl MARGARITHA,CUW_jearl_margaritha,16,CUW
3,Jeremy ANTONISSE,CUW_jeremy_antonisse,11,CUW
3,Joshua BRENET,CUW_joshua_brenet,20,CUW
3,Juergen LOCADIA,CUW_juergen_locadia,9,CUW
3,Juninho BACUNA,CUW_juninho_bacuna,7,CUW
3,Jurien GAARI,CUW_jurien_gaari,3,CUW
3,Kenji GORRE,CUW_kenji_gorre,14,CUW
3,Kevin FELIDA,CUW_kevin_felida,22,CUW
3,Leandro BACUNA,CUW_leandro_bacuna,10,CUW
3,Livano COMENENCIA,CUW_livano_comenencia,8,CUW
3,Riechedly BAZOER,CUW_riechedly_bazoer,23,CUW
3,Roshon VAN EIJMA,CUW_roshon_van_eijma,4,CUW
3,Sherel FLORANUS,CUW_sherel_floranus,5,CUW
