appearance_id,high_speed_runs_zone3,match_id,match_team_id,player_id,player_name,shirt_number,source_page,sprints_zone4_5,team,team_id,top_speed_kmh,total_distance_m,zone1_0_7_kmh_m,zone2_7_15_kmh_m,zone3_15_20_kmh_m,zone4_20_25_kmh_m,zone5_25_plus_kmh_m
2026-M025-CZE-RSA_CZE_18,140.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_michal_sadilek,Michal SADILEK,18,50,52.0,Czechia,CZE,29.5,8936.0,2299.9,4158.4,1642.4,637.5,197.8
2026-M025-CZE-RSA_CZE_24,126.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_alexandr_sojka,Alexandr SOJKA,24,50,48.0,Czechia,CZE,29.2,7449.9,2219.5,2950.3,1437.1,698.4,144.6
2026-M025-CZE-RSA_CZE_02,23.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_david_zima,David ZIMA,2,50,9.0,Czechia,CZE,24.6,2311.5,787.3,1062.9,349.4,111.8,0.0
2026-M025-CZE-RSA_CZE_15,84.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_pavel_sulc,Pavel SULC,15,50,27.0,Czechia,CZE,32.1,4808.7,1558.5,1874.0,873.2,339.9,163.1
2026-M025-CZE-RSA_CZE_17,57.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_lukas_provod,Lukas PROVOD,17,50,21.0,Czechia,CZE,30.7,3602.8,942.9,1489.6,811.0,274.5,84.8
2026-M025-CZE-RSA_CZE_20,66.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_jaroslav_zeleny,Jaroslav ZELENY,20,50,20.0,Czechia,CZE,29.2,4633.9,1612.6,1939.9,692.9,314.2,74.2
2026-M025-CZE-RSA_CZE_22,68.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,CZE_tomas_soucek,Tomas SOUCEK,22,50,17.0,Czechia,CZE,26.9,3640.1,921.1,1654.8,775.4,251.2,37.6
2026-M025-CZE-RSA_RSA_01,9.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_ronwen_williams,Ronwen WILLIAMS,1,51,3.0,South Africa,RSA,24.3,5596.2,4204.5,1227.2,123.5,41.0,0.0
2026-M025-CZE-RSA_RSA_04,135.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_teboho_mokoena,Teboho MOKOENA,4,51,38.0,South Africa,RSA,31.3,10523.7,3520.6,4748.2,1631.7,482.8,140.4
2026-M025-CZE-RSA_RSA_05,159.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_thalente_mbatha,Thalente MBATHA,5,51,47.0,South Africa,RSA,31.1,11135.5,3794.2,4751.4,1796.0,515.7,278.2
2026-M025-CZE-RSA_RSA_06,142.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_aubrey_modiba,Aubrey MODIBA,6,51,37.0,South Africa,RSA,29.1,10348.5,3944.7,4211.4,1563.2,544.5,84.7
2026-M025-CZE-RSA_RSA_07,145.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_oswin_appollis,Oswin APPOLLIS,7,51,62.0,South Africa,RSA,32.2,11066.8,3530.7,4982.4,1712.8,685.7,155.2
2026-M025-CZE-RSA_RSA_12,109.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_thapelo_maseko,Thapelo MASEKO,12,51,52.0,South Africa,RSA,32.4,9209.1,3320.1,3864.1,1212.9,619.1,192.9
2026-M025-CZE-RSA_RSA_14,89.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_mbekezeli_mbokazi,Mbekezeli MBOKAZI,14,51,34.0,South Africa,RSA,32.7,8919.1,3598.2,3732.0,1006.3,364.1,218.4
2026-M025-CZE-RSA_RSA_15,68.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_iqraam_rayners,Iqraam RAYNERS,15,51,45.0,South Africa,RSA,32.9,7369.7,3107.4,2551.3,860.9,528.4,321.7
2026-M025-CZE-RSA_RSA_20,115.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_khuliso_mudau,Khuliso MUDAU,20,51,46.0,South Africa,RSA,32.8,10551.4,3499.2,4664.1,1385.1,608.6,394.4
2026-M025-CZE-RSA_RSA_21,141.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_ime_okon,Ime OKON,21,51,55.0,South Africa,RSA,31.5,10261.0,3799.4,4045.6,1545.2,638.7,232.0
2026-M025-CZE-RSA_RSA_23,73.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_jayden_adams,Jayden ADAMS,23,51,19.0,South Africa,RSA,28.6,5460.8,1963.9,2398.0,809.4,243.6,45.9
2026-M025-CZE-RSA_RSA_10,102.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_relebohile_mofokeng,Relebohile MOFOKENG,10,51,23.0,South Africa,RSA,30.0,6568.0,1619.8,3260.4,1255.8,302.8,129.1
2026-M025-CZE-RSA_RSA_17,43.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_evidence_makgopa,Evidence MAKGOPA,17,51,14.0,South Africa,RSA,28.6,3253.8,1212.9,1246.2,529.8,174.7,90.2
2026-M025-CZE-RSA_RSA_25,27.0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,RSA_kamogelo_sebelebele,Kamogelo SEBELEBELE,25,51,11.0,South Africa,RSA,28.3,1742.9,415.8,777.8,358.9,126.0,64.5
2026-M026-SUI-BIH_SUI_01,10.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_gregor_kobel,Gregor KOBEL,1,50,1.0,Switzerland,SUI,21.5,5722.5,4387.7,1216.2,104.8,13.8,0.0
2026-M026-SUI-BIH_SUI_03,131.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_silvan_widmer,Silvan WIDMER,3,50,47.0,Switzerland,SUI,32.5,9704.3,3476.1,4003.8,1440.0,584.2,200.2
2026-M026-SUI-BIH_SUI_04,112.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_nico_elvedi,Nico ELVEDI,4,50,33.0,Switzerland,SUI,31.2,9971.2,3624.9,4596.8,1259.6,352.1,137.8
2026-M026-SUI-BIH_SUI_05,109.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_manuel_akanji,Manuel AKANJI,5,50,24.0,Switzerland,SUI,31.1,9709.9,4085.3,3952.3,1265.5,256.9,149.9
2026-M026-SUI-BIH_SUI_07,101.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_breel_embolo,Breel EMBOLO,7,50,45.0,Switzerland,SUI,34.0,9097.8,4121.0,3112.1,1206.8,489.2,168.7
2026-M026-SUI-BIH_SUI_08,172.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_remo_freuler,Remo FREULER,8,50,43.0,Switzerland,SUI,28.4,11831.4,4241.5,5055.0,1987.3,491.1,56.5
2026-M026-SUI-BIH_SUI_10,182.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_granit_xhaka,Granit XHAKA,10,50,35.0,Switzerland,SUI,28.7,11400.4,3826.2,4639.7,2372.4,484.6,77.5
2026-M026-SUI-BIH_SUI_11,89.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_dan_ndoye,Dan NDOYE,11,50,46.0,Switzerland,SUI,31.4,8006.2,3070.5,3163.5,952.8,550.7,268.9
2026-M026-SUI-BIH_SUI_13,112.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_ricardo_rodriguez,Ricardo RODRIGUEZ,13,50,37.0,Switzerland,SUI,31.1,10255.2,4366.2,3916.4,1296.4,556.5,119.8
2026-M026-SUI-BIH_SUI_20,145.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_michel_aebischer,Michel AEBISCHER,20,50,43.0,Switzerland,SUI,29.4,9050.8,3147.9,3500.8,1528.7,673.2,200.2
2026-M026-SUI-BIH_SUI_22,143.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_fabian_rieder,Fabian RIEDER,22,50,45.0,Switzerland,SUI,30.4,9220.1,2575.8,4286.7,1669.8,518.0,169.8
2026-M026-SUI-BIH_SUI_09,35.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_johan_manzambi,Johan MANZAMBI,9,50,13.0,Switzerland,SUI,29.6,2824.8,995.4,1165.4,429.5,176.2,58.2
2026-M026-SUI-BIH_SUI_15,65.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_djibril_sow,Djibril SOW,15,50,27.0,Switzerland,SUI,27.1,3174.4,852.7,1311.0,636.3,339.7,34.8
2026-M026-SUI-BIH_SUI_17,30.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_ruben_vargas,Ruben VARGAS,17,50,13.0,Switzerland,SUI,31.2,2554.8,1088.4,852.2,349.8,147.5,116.9
2026-M026-SUI-BIH_SUI_25,12.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_luca_jaquez,Luca JAQUEZ,25,50,7.0,Switzerland,SUI,29.6,1309.1,414.4,587.2,141.1,111.1,55.2
2026-M026-SUI-BIH_SUI_26,14.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,SUI_cedric_itten,Cedric ITTEN,26,50,7.0,Switzerland,SUI,30.1,1047.1,306.6,417.3,195.4,69.1,58.8
2026-M026-SUI-BIH_BIH_01,8.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_nikola_vasilj,Nikola VASILJ,1,51,1.0,Bosnia and Herzegovina,BIH,25.2,5580.8,4083.8,1421.0,65.4,8.8,1.7
2026-M026-SUI-BIH_BIH_04,101.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_tarik_muharemovic,Tarik MUHAREMOVIC,4,51,23.0,Bosnia and Herzegovina,BIH,31.4,8731.4,3242.7,4005.6,1133.5,246.0,103.6
2026-M026-SUI-BIH_BIH_05,98.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_sead_kolasinac,Sead KOLASINAC,5,51,35.0,Bosnia and Herzegovina,BIH,31.6,10471.6,4089.5,4558.1,1267.3,430.8,125.9
2026-M026-SUI-BIH_BIH_06,138.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_benjamin_tahirovic,Benjamin TAHIROVIC,6,51,39.0,Bosnia and Herzegovina,BIH,29.8,8550.9,2572.4,3672.2,1622.5,535.6,148.3
2026-M026-SUI-BIH_BIH_07,136.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_amar_dedic,Amar DEDIC,7,51,53.0,Bosnia and Herzegovina,BIH,31.0,10279.1,3718.1,4254.0,1451.8,588.0,267.1
2026-M026-SUI-BIH_BIH_10,103.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_ermedin_demirovic,Ermedin DEMIROVIC,10,51,47.0,Bosnia and Herzegovina,BIH,32.1,9520.8,3694.9,3707.7,1262.9,519.0,336.3
2026-M026-SUI-BIH_BIH_11,77.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_edin_dzeko,Edin DZEKO,11,51,23.0,Bosnia and Herzegovina,BIH,27.9,7204.6,3123.6,2714.0,990.4,322.8,53.9
2026-M026-SUI-BIH_BIH_14,172.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_ivan_sunjic,Ivan SUNJIC,14,51,42.0,Bosnia and Herzegovina,BIH,25.9,10562.8,3114.6,4970.4,1956.7,505.6,15.5
2026-M026-SUI-BIH_BIH_15,138.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_amar_memic,Amar MEMIC,15,51,60.0,Bosnia and Herzegovina,BIH,33.2,10930.2,3940.7,4398.1,1546.8,658.1,386.4
2026-M026-SUI-BIH_BIH_18,124.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_nikola_katic,Nikola KATIC,18,51,36.0,Bosnia and Herzegovina,BIH,30.1,10439.9,3931.1,4526.8,1381.4,448.5,152.1
2026-M026-SUI-BIH_BIH_19,128.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_kerim_alajbegovic,Kerim ALAJBEGOVIC,19,51,41.0,Bosnia and Herzegovina,BIH,31.9,10315.0,3781.8,4425.1,1464.8,485.9,157.4
2026-M026-SUI-BIH_BIH_13,44.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_ivan_basic,Ivan BASIC,13,51,15.0,Bosnia and Herzegovina,BIH,27.0,3580.7,1023.4,1674.5,589.7,251.8,41.2
2026-M026-SUI-BIH_BIH_16,21.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_amir_hadziahmetovic,Amir HADZIAHMETOVIC,16,51,5.0,Bosnia and Herzegovina,BIH,26.5,1349.7,351.4,572.2,269.5,146.7,9.9
2026-M026-SUI-BIH_BIH_20,41.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_esmir_bajraktarevic,Esmir BAJRAKTAREVIC,20,51,21.0,Bosnia and Herzegovina,BIH,28.7,3534.5,1061.8,1629.1,525.6,238.7,79.2
2026-M026-SUI-BIH_BIH_25,21.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_jovo_lukic,Jovo LUKIC,25,51,15.0,Bosnia and Herzegovina,BIH,27.6,1275.9,350.4,493.0,248.5,150.4,33.6
2026-M026-SUI-BIH_BIH_26,12.0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,BIH_ermin_mahmic,Ermin MAHMIC,26,51,5.0,Bosnia and Herzegovina,BIH,25.8,753.9,247.7,278.7,154.3,67.4,5.8
2026-M027-CAN-QAT_CAN_16,15.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_maxime_crepeau,Maxime CREPEAU,16,51,5.0,Canada,CAN,22.3,5772.4,3969.3,1611.5,152.3,39.2,0.0
2026-M027-CAN-QAT_CAN_02,138.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_alistair_johnston,Alistair JOHNSTON,2,51,52.0,Canada,CAN,31.3,10995.7,3937.4,4337.4,1666.9,844.5,209.5
2026-M027-CAN-QAT_CAN_04,90.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_luc_de_fougerolles,Luc DE FOUGEROLLES,4,51,24.0,Canada,CAN,29.9,7582.8,2694.1,3331.0,1109.8,315.4,132.5
2026-M027-CAN-QAT_CAN_07,187.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_stephen_eustaquio,Stephen EUSTAQUIO,7,51,43.0,Canada,CAN,26.7,11506.7,3800.1,4537.9,2395.1,699.0,74.6
2026-M027-CAN-QAT_CAN_08,74.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_ismael_kone,Ismael KONE,8,51,16.0,Canada,CAN,28.3,6099.4,2082.5,2801.3,843.9,314.0,57.5
2026-M027-CAN-QAT_CAN_09,94.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_cyle_larin,Cyle LARIN,9,51,41.0,Canada,CAN,31.6,9262.8,4060.7,3477.0,1032.2,471.2,221.7
2026-M027-CAN-QAT_CAN_10,115.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_jonathan_david,Jonathan DAVID,10,51,32.0,Canada,CAN,31.1,10188.9,4153.8,4227.8,1280.0,417.5,109.8
2026-M027-CAN-QAT_CAN_13,59.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_derek_cornelius,Derek CORNELIUS,13,51,14.0,Canada,CAN,30.7,4829.8,1825.4,1984.0,723.0,223.9,73.4
2026-M027-CAN-QAT_CAN_17,102.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_tajon_buchanan,Tajon BUCHANAN,17,51,35.0,Canada,CAN,33.5,8935.2,3232.4,3835.7,1181.3,421.8,264.1
2026-M027-CAN-QAT_CAN_20,94.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_ali_ahmed,Ali AHMED,20,51,39.0,Canada,CAN,34.1,7787.2,2651.0,3522.4,1032.6,387.8,193.5
2026-M027-CAN-QAT_CAN_22,104.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_richie_laryea,Richie LARYEA,22,51,41.0,Canada,CAN,30.8,9857.9,3942.6,3990.3,1202.5,540.5,182.0
2026-M027-CAN-QAT_CAN_12,27.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_tani_oluwaseyi,Tani OLUWASEYI,12,51,15.0,Canada,CAN,33.4,3048.9,1087.5,1363.4,345.8,200.8,51.4
2026-M027-CAN-QAT_CAN_14,53.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_jacob_shaffelburg,Jacob SHAFFELBURG,14,51,29.0,Canada,CAN,29.9,3826.6,1134.8,1514.2,703.9,402.2,71.4
2026-M027-CAN-QAT_CAN_15,45.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_moise_bombito,Moise BOMBITO,15,51,12.0,Canada,CAN,31.5,4895.5,1958.4,2097.7,590.4,155.9,93.0
2026-M027-CAN-QAT_CAN_23,32.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_niko_sigur,Niko SIGUR,23,51,11.0,Canada,CAN,25.5,2251.8,692.8,998.2,409.5,145.8,5.6
2026-M027-CAN-QAT_CAN_25,55.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,CAN_nathan_saliba,Nathan SALIBA,25,51,11.0,Canada,CAN,27.8,4375.6,1557.2,2029.5,612.6,152.2,24.1
2026-M027-CAN-QAT_QAT_01,5.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_mahmoud_abunada,MAHMOUD ABUNADA,1,52,0.0,Qatar,QAT,18.6,5117.9,4171.2,910.0,36.7,0.0,0.0
2026-M027-CAN-QAT_QAT_02,67.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_pedro_miguel,PEDRO MIGUEL,2,52,22.0,Qatar,QAT,28.6,8520.8,3960.0,3404.2,787.2,255.3,114.1
2026-M027-CAN-QAT_QAT_04,104.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_issa_laye,ISSA LAYE,4,52,30.0,Qatar,QAT,30.2,9509.7,3528.8,4241.0,1168.8,431.8,139.3
2026-M027-CAN-QAT_QAT_05,52.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_jassem_gaber,JASSEM GABER,5,52,14.0,Qatar,QAT,28.5,4776.1,1753.9,2167.2,577.8,195.1,82.2
2026-M027-CAN-QAT_QAT_08,55.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_edmilson_junior,EDMILSON JUNIOR,8,52,18.0,Qatar,QAT,31.1,5036.9,1998.2,1996.9,730.9,222.9,88.0
2026-M027-CAN-QAT_QAT_11,48.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_akram_afif,AKRAM AFIF,11,52,23.0,Qatar,QAT,33.2,5215.5,2435.1,1962.3,539.0,196.2,82.8
2026-M027-CAN-QAT_QAT_13,105.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_ayoub_aloui,AYOUB ALOUI,13,52,33.0,Qatar,QAT,32.1,9565.4,3992.9,3936.1,1139.9,394.7,101.7
2026-M027-CAN-QAT_QAT_14,30.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_homam_ahmed,HOMAM AHMED,14,52,13.0,Qatar,QAT,32.0,3082.1,1129.4,1339.1,329.8,160.0,123.8
2026-M027-CAN-QAT_QAT_15,65.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_yusuf_abdurisag,YUSUF ABDURISAG,15,52,19.0,Qatar,QAT,29.2,4484.0,1337.2,1924.9,784.8,290.2,147.0
2026-M027-CAN-QAT_QAT_16,69.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_boualem_khoukhi,BOUALEM KHOUKHI,16,52,15.0,Qatar,QAT,26.7,7919.7,3996.8,2935.1,764.9,189.0,33.9
2026-M027-CAN-QAT_QAT_23,72.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_assim_madibo,ASSIM MADIBO,23,52,15.0,Qatar,QAT,29.0,5700.0,1908.7,2633.8,925.7,190.5,41.4
2026-M027-CAN-QAT_QAT_03,17.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_lucas_mendes,LUCAS MENDES,3,52,9.0,Qatar,QAT,27.0,1535.0,502.4,675.3,219.0,127.4,10.9
2026-M027-CAN-QAT_QAT_18,80.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_sultan_albrake,SULTAN ALBRAKE,18,52,17.0,Qatar,QAT,31.9,6624.9,2601.3,2832.6,892.4,208.7,90.0
2026-M027-CAN-QAT_QAT_20,63.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_ahmed_fathy,AHMED FATHY,20,52,18.0,Qatar,QAT,27.7,3981.9,1350.0,1578.5,761.5,240.9,50.9
2026-M027-CAN-QAT_QAT_25,50.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_alhashmi_alhussein,ALHASHMI ALHUSSEIN,25,52,20.0,Qatar,QAT,30.2,4072.3,1486.9,1687.9,597.1,236.3,64.1
2026-M027-CAN-QAT_QAT_26,81.0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,QAT_mohamed_manai,MOHAMED MANAI,26,52,24.0,Qatar,QAT,30.2,5611.5,1935.8,2201.8,983.8,345.4,144.7
2026-M028-MEX-KOR_MEX_01,19.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_raul_rangel,Raul RANGEL,1,50,0.0,Mexico,MEX,20.1,5313.6,4084.8,1083.9,144.0,0.9,0.0
2026-M028-MEX-KOR_MEX_02,158.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_jorge_sanchez,Jorge SANCHEZ,2,50,60.0,Mexico,MEX,30.6,11744.6,3735.4,5321.6,1721.2,704.1,262.3
2026-M028-MEX-KOR_MEX_04,125.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_edson_alvarez,Edson ALVAREZ,4,50,38.0,Mexico,MEX,30.8,10219.2,3927.1,4411.0,1330.7,368.3,182.1
2026-M028-MEX-KOR_MEX_05,133.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_johan_vasquez,Johan VASQUEZ,5,50,31.0,Mexico,MEX,27.9,10744.8,4017.6,4711.7,1587.5,365.6,62.4
2026-M028-MEX-KOR_MEX_06,140.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_erik_lira,Erik LIRA,6,50,35.0,Mexico,MEX,30.5,11868.5,3945.5,5683.4,1710.7,460.6,68.4
2026-M028-MEX-KOR_MEX_07,143.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_luis_romo,Luis ROMO,7,50,38.0,Mexico,MEX,28.9,9079.4,2771.1,4179.0,1541.1,507.5,80.8
2026-M028-MEX-KOR_MEX_09,78.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_raul_jimenez,Raul JIMENEZ,9,50,35.0,Mexico,MEX,31.2,8127.5,3733.3,2867.9,1020.2,339.0,167.2
2026-M028-MEX-KOR_MEX_16,132.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_julian_quinones,Julian QUINONES,16,50,55.0,Mexico,MEX,32.1,9934.3,3761.5,3902.2,1478.6,549.7,242.3
2026-M028-MEX-KOR_MEX_23,93.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_jesus_gallardo,Jesus GALLARDO,23,50,35.0,Mexico,MEX,31.3,10511.7,4201.7,4676.7,1092.6,384.2,156.6
2026-M028-MEX-KOR_MEX_25,89.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_roberto_alvarado,Roberto ALVARADO,25,50,44.0,Mexico,MEX,33.2,8885.6,3498.0,3492.1,1073.4,575.8,246.3
2026-M028-MEX-KOR_MEX_26,115.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_brian_gutierrez,Brian GUTIERREZ,26,50,36.0,Mexico,MEX,30.7,8307.3,3043.5,3469.0,1332.6,388.3,74.0
2026-M028-MEX-KOR_MEX_11,31.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_santiago_gimenez,Santiago GIMENEZ,11,50,8.0,Mexico,MEX,30.9,1943.6,561.9,941.0,252.4,104.8,83.4
2026-M028-MEX-KOR_MEX_15,21.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_israel_reyes,Israel REYES,15,50,4.0,Mexico,MEX,22.9,1887.9,605.7,958.8,249.1,74.2,0.0
2026-M028-MEX-KOR_MEX_17,55.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_orbelin_pineda,Orbelin PINEDA,17,50,14.0,Mexico,MEX,31.3,3297.1,944.1,1524.6,583.7,160.9,83.9
2026-M028-MEX-KOR_MEX_18,51.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_obed_vargas,Obed VARGAS,18,50,12.0,Mexico,MEX,31.5,3104.4,840.9,1439.2,555.0,209.7,59.6
2026-M028-MEX-KOR_MEX_21,21.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,MEX_cesar_huerta,Cesar HUERTA,21,50,7.0,Mexico,MEX,28.4,1580.4,446.5,726.4,270.3,98.9,38.3
2026-M028-MEX-KOR_KOR_01,12.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,KOR_kim_seunggyu,KIM Seunggyu,1,51,5.0,Korea Republic,KOR,25.1,5398.0,3978.7,1210.3,145.6,62.1,1.4
2026-M028-MEX-KOR_KOR_02,130.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,KOR_lee_hanbeom,LEE Hanbeom,2,51,30.0,Korea Republic,KOR,32.1,10482.6,3994.6,4588.9,1364.3,392.9,141.9
2026-M028-MEX-KOR_KOR_03,117.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,KOR_lee_gihyuk,LEE Gihyuk,3,51,35.0,Korea Republic,KOR,31.6,10167.2,3575.7,4613.5,1364.2,426.3,187.6
2026-M028-MEX-KOR_KOR_04,85.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,KOR_kim_minjae,KIM Minjae,4,51,33.0,Korea Republic,KOR,34.4,9969.0,4035.7,4365.5,971.9,345.4,250.4
2026-M028-MEX-KOR_KOR_06,132.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,KOR_hwang_inbeom,HWANG Inbeom,6,51,27.0,Korea Republic,KOR,30.6,11491.9,3566.4,6028.7,1395.3,401.4,100.1
2026-M028-MEX-KOR_KOR_07,64.0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,KOR_son_heungmin,SON Heungmin,7,51,34.0,Korea Republic,KOR,33.7,6444.9,2513.1,2565.9,720.2,366.1,279.5
