appearance_id,high_speed_runs_zone3,match_id,match_team_id,player_id,player_name,shirt_number,source_page,sprints_zone4_5,team,team_id,top_speed_kmh,total_distance_m,zone1_0_7_kmh_m,zone2_7_15_kmh_m,zone3_15_20_kmh_m,zone4_20_25_kmh_m,zone5_25_plus_kmh_m
2026-M054-RSA-KOR_RSA_07,88.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_oswin_appollis,Oswin APPOLLIS,7,50,37.0,South Africa,RSA,29.0,7414.5,2522.2,3200.2,1084.7,463.9,143.6
2026-M054-RSA-KOR_RSA_10,144.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_relebohile_mofokeng,Relebohile MOFOKENG,10,50,43.0,South Africa,RSA,31.0,10691.2,2811.4,5488.1,1596.1,653.8,141.8
2026-M054-RSA-KOR_RSA_12,96.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_thapelo_maseko,Thapelo MASEKO,12,50,50.0,South Africa,RSA,31.8,8523.7,3109.2,3533.1,1061.6,527.0,292.7
2026-M054-RSA-KOR_RSA_13,182.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_sphephelo_sithole,Sphephelo SITHOLE,13,50,39.0,South Africa,RSA,31.1,11189.1,3971.9,4668.0,1912.4,545.4,91.4
2026-M054-RSA-KOR_RSA_14,76.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_mbekezeli_mbokazi,Mbekezeli MBOKAZI,14,50,25.0,South Africa,RSA,31.0,8994.5,3976.6,3815.4,807.2,276.6,118.6
2026-M054-RSA-KOR_RSA_17,124.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_evidence_makgopa,Evidence MAKGOPA,17,50,34.0,South Africa,RSA,32.5,10644.9,4442.6,4303.3,1287.1,463.5,148.4
2026-M054-RSA-KOR_RSA_20,85.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_khuliso_mudau,Khuliso MUDAU,20,50,43.0,South Africa,RSA,31.8,9443.1,3798.2,4075.1,938.8,389.9,241.1
2026-M054-RSA-KOR_RSA_21,94.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_ime_okon,Ime OKON,21,50,38.0,South Africa,RSA,32.3,9877.3,4202.0,3969.6,1134.0,425.5,146.1
2026-M054-RSA-KOR_RSA_08,51.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_tshepang_moremi,Tshepang MOREMI,8,50,30.0,South Africa,RSA,33.0,4272.2,1229.4,1929.0,595.8,347.3,170.7
2026-M054-RSA-KOR_RSA_15,28.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_iqraam_rayners,Iqraam RAYNERS,15,50,15.0,South Africa,RSA,30.6,2481.5,1018.8,900.0,279.3,173.8,109.5
2026-M054-RSA-KOR_RSA_23,30.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_RSA,RSA_jayden_adams,Jayden ADAMS,23,50,11.0,South Africa,RSA,26.4,2192.7,612.9,1042.8,375.2,153.4,8.5
2026-M054-RSA-KOR_KOR_01,9.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_kim_seunggyu,KIM Seunggyu,1,51,4.0,Korea Republic,KOR,23.5,4761.7,3727.0,907.5,90.9,36.3,0.0
2026-M054-RSA-KOR_KOR_02,118.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_lee_hanbeom,LEE Hanbeom,2,51,38.0,Korea Republic,KOR,32.3,10408.7,4146.8,4167.1,1419.9,455.8,219.1
2026-M054-RSA-KOR_KOR_03,113.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_lee_gihyuk,LEE Gihyuk,3,51,39.0,Korea Republic,KOR,32.8,10071.9,4074.7,4054.7,1276.2,459.6,206.6
2026-M054-RSA-KOR_KOR_04,66.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_kim_minjae,KIM Minjae,4,51,23.0,Korea Republic,KOR,33.4,6721.8,2855.8,2560.5,768.2,299.9,237.4
2026-M054-RSA-KOR_KOR_06,129.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_hwang_inbeom,HWANG Inbeom,6,51,34.0,Korea Republic,KOR,29.8,11480.2,3625.7,5753.0,1520.6,464.8,116.0
2026-M054-RSA-KOR_KOR_08,60.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_paik_seungho,PAIK Seungho,8,51,18.0,Korea Republic,KOR,26.4,5628.8,1964.4,2674.6,697.7,272.9,19.1
2026-M054-RSA-KOR_KOR_11,51.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_hwang_heechan,HWANG Heechan,11,51,28.0,Korea Republic,KOR,30.1,5218.1,2111.1,2082.6,632.5,307.4,84.5
2026-M054-RSA-KOR_KOR_13,61.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_lee_taeseok,LEE Taeseok,13,51,33.0,Korea Republic,KOR,32.4,5596.3,1848.3,2277.2,739.9,456.8,274.1
2026-M054-RSA-KOR_KOR_18,82.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_oh_hyeongyu,OH Hyeongyu,18,51,30.0,Korea Republic,KOR,29.7,8015.5,3318.7,3412.9,902.7,323.6,57.5
2026-M054-RSA-KOR_KOR_19,94.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_lee_kangin,LEE Kangin,19,51,22.0,Korea Republic,KOR,27.3,9488.8,4149.9,3922.6,1015.0,339.0,62.2
2026-M054-RSA-KOR_KOR_22,123.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_seol_youngwoo,SEOL Youngwoo,22,51,59.0,Korea Republic,KOR,34.1,11274.8,4034.5,4666.6,1561.2,748.0,264.5
2026-M054-RSA-KOR_KOR_07,47.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_son_heungmin,SON Heungmin,7,51,24.0,Korea Republic,KOR,32.1,5283.5,2000.0,2256.2,575.0,368.1,84.2
2026-M054-RSA-KOR_KOR_09,16.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_cho_guesung,CHO Guesung,9,51,13.0,Korea Republic,KOR,30.5,2337.1,946.8,966.1,224.3,127.0,72.9
2026-M054-RSA-KOR_KOR_16,42.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_park_jinseob,PARK Jinseob,16,51,6.0,Korea Republic,KOR,26.0,3321.2,1202.8,1480.8,523.2,109.2,5.2
2026-M054-RSA-KOR_KOR_23,40.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_castrop_jens,CASTROP Jens,23,51,32.0,Korea Republic,KOR,31.2,5519.8,1950.0,2484.1,555.6,361.9,168.2
2026-M054-RSA-KOR_KOR_24,71.0,2026-M054-RSA-KOR,2026-M054-RSA-KOR_KOR,KOR_kim_jingyu,KIM Jingyu,24,51,18.0,Korea Republic,KOR,26.8,5913.4,2186.5,2695.6,737.2,256.2,37.9
2026-M055-CUW-CIV_CUW_01,5.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_eloy_room,Eloy ROOM,1,50,0.0,Curaçao,CUW,18.2,5231.4,4486.5,686.6,58.4,0.0,0.0
2026-M055-CUW-CIV_CUW_03,66.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_jurien_gaari,Jurien GAARI,3,50,35.0,Curaçao,CUW,31.8,7780.7,3206.9,3174.8,883.3,363.0,152.8
2026-M055-CUW-CIV_CUW_05,103.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_sherel_floranus,Sherel FLORANUS,5,50,37.0,Curaçao,CUW,32.5,10014.0,3867.4,4194.6,1173.5,460.5,317.9
2026-M055-CUW-CIV_CUW_07,111.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_juninho_bacuna,Juninho BACUNA,7,50,53.0,Curaçao,CUW,32.1,10368.4,4169.4,3800.5,1369.8,655.9,372.8
2026-M055-CUW-CIV_CUW_08,96.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_livano_comenencia,Livano COMENENCIA,8,50,29.0,Curaçao,CUW,30.3,7840.7,2419.0,3817.7,1069.7,423.7,110.5
2026-M055-CUW-CIV_CUW_09,76.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_juergen_locadia,Juergen LOCADIA,9,50,30.0,Curaçao,CUW,28.8,8750.1,3451.8,3876.7,851.7,464.8,105.0
2026-M055-CUW-CIV_CUW_10,108.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_leandro_bacuna,Leandro BACUNA,10,50,30.0,Curaçao,CUW,30.6,9825.6,3808.2,4303.8,1161.8,398.3,153.5
2026-M055-CUW-CIV_CUW_18,70.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_armando_obispo,Armando OBISPO,18,50,29.0,Curaçao,CUW,29.0,9386.0,4240.2,3887.5,862.8,304.5,91.0
2026-M055-CUW-CIV_CUW_20,92.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_joshua_brenet,Joshua BRENET,20,50,43.0,Curaçao,CUW,32.5,8989.2,3770.8,3470.7,1047.4,523.2,177.2
2026-M055-CUW-CIV_CUW_21,118.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_tahith_chong,Tahith CHONG,21,50,43.0,Curaçao,CUW,34.0,10178.2,4855.9,3182.2,1319.6,510.0,310.5
2026-M055-CUW-CIV_CUW_24,72.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_deveron_fonville,Deveron FONVILLE,24,50,37.0,Curaçao,CUW,31.7,7607.6,3459.6,2758.1,805.0,407.7,177.1
2026-M055-CUW-CIV_CUW_02,9.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_shurandy_sambo,Shurandy SAMBO,2,50,4.0,Curaçao,CUW,24.9,726.3,288.2,270.9,112.6,54.7,0.0
2026-M055-CUW-CIV_CUW_11,56.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_jeremy_antonisse,Jeremy ANTONISSE,11,50,25.0,Curaçao,CUW,31.2,4217.3,1225.3,1725.5,658.0,423.5,185.1
2026-M055-CUW-CIV_CUW_13,42.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_tyrese_noslin,Tyrese NOSLIN,13,50,19.0,Curaçao,CUW,30.7,2453.1,713.8,891.3,479.2,281.9,86.9
2026-M055-CUW-CIV_CUW_17,16.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_brandley_kuwas,Brandley KUWAS,17,50,7.0,Curaçao,CUW,29.2,839.6,282.8,282.1,158.3,101.5,14.9
2026-M055-CUW-CIV_CUW_19,21.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CUW,CUW_gervane_kastaneer,Gervane KASTANEER,19,50,7.0,Curaçao,CUW,27.6,1961.0,818.9,737.6,288.4,87.8,28.4
2026-M055-CUW-CIV_CIV_01,1.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_yahia_fofana,Yahia FOFANA,1,51,1.0,Côte d'Ivoire,CIV,26.2,4602.2,3739.2,828.9,19.2,9.7,5.2
2026-M055-CUW-CIV_CIV_02,75.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_ousmane_diomande,Ousmane DIOMANDE,2,51,24.0,Côte d'Ivoire,CIV,29.9,8979.4,3981.9,3867.9,770.8,279.0,79.8
2026-M055-CUW-CIV_CIV_07,81.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_odilon_kossounou,Odilon KOSSOUNOU,7,51,28.0,Côte d'Ivoire,CIV,30.4,9462.5,4037.0,3960.8,891.7,397.3,175.6
2026-M055-CUW-CIV_CIV_08,99.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_franck_kessie,Franck KESSIE,8,51,31.0,Côte d'Ivoire,CIV,30.9,9049.5,3154.0,4159.0,1060.1,474.8,201.7
2026-M055-CUW-CIV_CIV_09,73.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_ange_yoan_bonny,Ange-Yoan BONNY,9,51,30.0,Côte d'Ivoire,CIV,29.6,7249.0,3037.0,2971.8,775.1,351.7,113.5
2026-M055-CUW-CIV_CIV_11,70.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_yan_diomande,Yan DIOMANDE,11,51,29.0,Côte d'Ivoire,CIV,34.6,6781.0,2854.1,2548.3,827.1,324.2,227.3
2026-M055-CUW-CIV_CIV_13,142.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_christopher_operi,Christopher OPERI,13,51,55.0,Côte d'Ivoire,CIV,30.8,10698.4,3795.7,4588.1,1469.0,657.0,188.6
2026-M055-CUW-CIV_CIV_15,52.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_amad_diallo,Amad DIALLO,15,51,20.0,Côte d'Ivoire,CIV,33.3,4963.7,2096.6,1880.7,564.3,268.0,154.0
2026-M055-CUW-CIV_CIV_17,109.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_guela_doue,Guela DOUE,17,51,58.0,Côte d'Ivoire,CIV,33.8,10468.4,3982.3,4108.4,1203.9,767.4,406.3
2026-M055-CUW-CIV_CIV_18,131.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_ibrahim_sangare,Ibrahim SANGARE,18,51,36.0,Côte d'Ivoire,CIV,31.3,11136.6,4168.6,4910.9,1464.3,481.0,111.8
2026-M055-CUW-CIV_CIV_19,73.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_nicolas_pepe,Nicolas PEPE,19,51,41.0,Côte d'Ivoire,CIV,33.7,6852.6,3024.5,2285.3,844.0,458.7,240.1
2026-M055-CUW-CIV_CIV_04,28.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_jean_michael_seri,Jean Michael SERI,4,51,7.0,Côte d'Ivoire,CIV,27.2,2281.4,648.2,1194.5,314.4,97.6,26.7
2026-M055-CUW-CIV_CIV_12,37.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_elye_wahi,Elye WAHI,12,51,19.0,Côte d'Ivoire,CIV,29.5,2826.7,1105.4,963.9,432.7,208.8,115.9
2026-M055-CUW-CIV_CIV_14,24.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_oumar_diakite,Oumar DIAKITE,14,51,11.0,Côte d'Ivoire,CIV,32.1,2889.6,1147.9,1198.8,260.1,118.8,164.0
2026-M055-CUW-CIV_CIV_24,40.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_bazoumana_toure,Bazoumana TOURE,24,51,18.0,Côte d'Ivoire,CIV,30.4,3173.4,976.9,1227.6,617.7,213.2,138.0
2026-M055-CUW-CIV_CIV_26,58.0,2026-M055-CUW-CIV,2026-M055-CUW-CIV_CIV,CIV_christ_inao_oulai,Christ Inao OULAI,26,51,17.0,Côte d'Ivoire,CIV,26.4,5009.2,1849.3,2311.2,623.0,200.8,24.9
2026-M056-ECU-GER_ECU_01,6.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_hernan_galindez,Hernan GALINDEZ,1,50,0.0,Ecuador,ECU,19.8,4750.1,4053.4,638.4,58.3,0.0,0.0
2026-M056-ECU-GER_ECU_03,76.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_piero_hincapie,Piero HINCAPIE,3,50,47.0,Ecuador,ECU,31.6,8243.2,2796.9,3366.4,1191.4,595.5,293.1
2026-M056-ECU-GER_ECU_04,95.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_joel_ordonez,Joel ORDONEZ,4,50,35.0,Ecuador,ECU,27.7,9575.4,4176.6,3817.2,1047.8,485.2,48.6
2026-M056-ECU-GER_ECU_06,74.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_willian_pacho,Willian PACHO,6,50,28.0,Ecuador,ECU,32.5,9068.4,4631.7,3124.3,788.0,329.2,195.2
2026-M056-ECU-GER_ECU_09,116.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_john_yeboah,John YEBOAH,9,50,53.0,Ecuador,ECU,33.9,8458.4,3299.3,3099.3,1135.5,627.2,297.2
2026-M056-ECU-GER_ECU_13,51.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_enner_valencia,Enner VALENCIA,13,50,22.0,Ecuador,ECU,31.3,6962.7,2783.3,3192.1,563.2,321.1,103.0
2026-M056-ECU-GER_ECU_15,155.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_pedro_vite,Pedro VITE,15,50,48.0,Ecuador,ECU,28.6,10972.3,3940.4,4326.1,1887.0,691.9,127.0
2026-M056-ECU-GER_ECU_19,128.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_gonzalo_plata,Gonzalo PLATA,19,50,54.0,Ecuador,ECU,30.1,11449.5,3860.6,5180.6,1431.5,695.1,281.8
2026-M056-ECU-GER_ECU_20,99.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_nilson_angulo,Nilson ANGULO,20,50,49.0,Ecuador,ECU,33.0,9517.8,3771.8,3577.0,1243.8,621.1,304.1
2026-M056-ECU-GER_ECU_21,78.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_alan_franco,Alan FRANCO,21,50,36.0,Ecuador,ECU,31.2,7166.8,2885.2,2854.4,855.4,432.4,139.4
2026-M056-ECU-GER_ECU_23,136.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_moises_caicedo,Moises CAICEDO,23,50,39.0,Ecuador,ECU,30.5,11068.8,3839.7,4953.5,1584.5,536.6,154.5
2026-M056-ECU-GER_ECU_02,5.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_felix_torres,Felix TORRES,2,50,0.0,Ecuador,ECU,20.5,989.2,554.3,394.8,36.1,4.0,0.0
2026-M056-ECU-GER_ECU_07,47.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_pervis_estupinan,Pervis ESTUPINAN,7,50,14.0,Ecuador,ECU,27.0,2912.7,1019.5,1115.1,553.8,184.0,40.3
2026-M056-ECU-GER_ECU_11,44.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_kevin_rodriguez,Kevin RODRIGUEZ,11,50,26.0,Ecuador,ECU,32.5,3638.4,1276.5,1354.1,610.4,282.4,114.9
2026-M056-ECU-GER_ECU_16,21.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_jordy_caicedo,Jordy CAICEDO,16,50,8.0,Ecuador,ECU,26.7,1531.0,510.1,673.1,267.1,67.3,13.4
2026-M056-ECU-GER_ECU_17,43.0,2026-M056-ECU-GER,2026-M056-ECU-GER_ECU,ECU_angelo_preciado,Angelo PRECIADO,17,50,15.0,Ecuador,ECU,31.4,3528.7,1367.9,1397.1,448.9,190.2,124.5
2026-M056-ECU-GER_GER_01,18.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_manuel_neuer,Manuel NEUER,1,51,1.0,Germany,GER,21.1,5766.4,4338.3,1223.7,184.0,20.4,0.0
2026-M056-ECU-GER_GER_02,92.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_antonio_ruediger,Antonio RUEDIGER,2,51,27.0,Germany,GER,33.1,9538.6,4339.4,3750.2,928.5,347.1,173.3
2026-M056-ECU-GER_GER_04,86.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_jonathan_tah,Jonathan TAH,4,51,26.0,Germany,GER,31.2,9949.7,3992.4,4495.6,932.3,353.7,175.7
2026-M056-ECU-GER_GER_05,101.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_aleksandar_pavlovic,Aleksandar PAVLOVIC,5,51,30.0,Germany,GER,30.9,6203.6,1697.7,2843.7,1188.4,395.1,78.7
2026-M056-ECU-GER_GER_06,77.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_joshua_kimmich,Joshua KIMMICH,6,51,23.0,Germany,GER,31.2,7128.5,2450.9,3294.6,940.5,317.8,124.6
2026-M056-ECU-GER_GER_07,105.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_kai_havertz,Kai HAVERTZ,7,51,36.0,Germany,GER,30.7,7524.6,2487.6,2939.0,1281.8,549.1,267.0
2026-M056-ECU-GER_GER_10,128.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_jamal_musiala,Jamal MUSIALA,10,51,48.0,Germany,GER,30.8,10651.0,3906.2,4474.7,1450.3,651.4,168.3
2026-M056-ECU-GER_GER_17,127.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_florian_wirtz,Florian WIRTZ,17,51,56.0,Germany,GER,31.5,8697.2,2854.2,3567.3,1306.6,695.0,274.2
2026-M056-ECU-GER_GER_19,129.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_leroy_sane,Leroy SANE,19,51,60.0,Germany,GER,33.5,10442.6,3888.7,3660.3,1704.9,759.9,428.9
2026-M056-ECU-GER_GER_22,153.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_david_raum,David RAUM,22,51,58.0,Germany,GER,33.7,10779.8,4048.8,3721.4,1838.8,739.9,430.9
2026-M056-ECU-GER_GER_23,110.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_felix_nmecha,Felix NMECHA,23,51,29.0,Germany,GER,28.4,7542.2,2835.4,3029.3,1173.8,410.9,92.7
2026-M056-ECU-GER_GER_13,58.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_pascal_gross,Pascal GROSS,13,51,15.0,Germany,GER,30.7,3218.5,759.9,1491.6,696.1,239.1,31.8
2026-M056-ECU-GER_GER_14,46.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_maximilian_beier,Maximilian BEIER,14,51,16.0,Germany,GER,32.7,3573.9,1059.7,1611.4,521.5,203.4,177.9
2026-M056-ECU-GER_GER_16,85.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_angelo_stiller,Angelo STILLER,16,51,18.0,Germany,GER,26.6,5947.3,1701.6,2886.2,1050.2,255.4,53.9
2026-M056-ECU-GER_GER_24,51.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_malick_thiaw,Malick THIAW,24,51,15.0,Germany,GER,26.5,3878.9,1207.5,1830.4,612.8,204.7,23.5
2026-M056-ECU-GER_GER_26,46.0,2026-M056-ECU-GER,2026-M056-ECU-GER_GER,GER_deniz_undav,Deniz UNDAV,26,51,14.0,Germany,GER,26.4,3667.3,1368.7,1532.8,534.1,190.9,40.7
2026-M057-JPN-SWE_JPN_01,8.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_zion_suzuki,Zion SUZUKI,1,50,0.0,Japan,JPN,20.3,5095.3,3545.2,1480.6,67.1,2.4,0.0
2026-M057-JPN-SWE_JPN_02,114.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_yukinari_sugawara,Yukinari SUGAWARA,2,50,43.0,Japan,JPN,28.9,10593.6,4183.7,4394.0,1330.8,609.2,75.9
2026-M057-JPN-SWE_JPN_04,29.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_kou_itakura,Kou ITAKURA,4,50,7.0,Japan,JPN,30.4,3520.8,1463.6,1598.9,341.9,87.4,29.0
2026-M057-JPN-SWE_JPN_07,111.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_ao_tanaka,Ao TANAKA,7,50,30.0,Japan,JPN,29.9,10149.6,4028.1,4437.8,1264.8,329.8,89.1
2026-M057-JPN-SWE_JPN_10,129.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_ritsu_doan,Ritsu DOAN,10,50,42.0,Japan,JPN,30.7,8628.5,2749.5,3593.7,1599.1,553.7,132.4
2026-M057-JPN-SWE_JPN_11,146.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_daizen_maeda,Daizen MAEDA,11,50,95.0,Japan,JPN,35.0,12029.1,4247.8,4396.5,1704.9,1117.9,562.1
2026-M057-JPN-SWE_JPN_13,115.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_keito_nakamura,Keito NAKAMURA,13,50,40.0,Japan,JPN,28.4,8389.3,3092.2,3438.2,1345.5,457.1,56.3
2026-M057-JPN-SWE_JPN_15,133.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_daichi_kamada,Daichi KAMADA,15,50,37.0,Japan,JPN,27.5,10691.4,4136.0,4554.5,1461.4,481.1,58.4
2026-M057-JPN-SWE_JPN_18,66.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_ayase_ueda,Ayase UEDA,18,50,32.0,Japan,JPN,30.5,7638.5,2872.6,3352.4,839.2,407.5,166.9
2026-M057-JPN-SWE_JPN_20,89.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_ayumu_seko,Ayumu SEKO,20,50,22.0,Japan,JPN,29.2,7843.2,3125.5,3297.3,1041.6,284.7,94.2
2026-M057-JPN-SWE_JPN_21,79.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_hiroki_ito,Hiroki ITO,21,50,36.0,Japan,JPN,32.9,9452.0,4380.5,3609.4,852.4,389.3,220.4
2026-M057-JPN-SWE_JPN_03,60.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_shogo_taniguchi,Shogo TANIGUCHI,3,50,18.0,Japan,JPN,30.4,5742.3,2399.3,2454.6,654.1,184.2,50.0
2026-M057-JPN-SWE_JPN_05,38.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_yuto_nagatomo,Yuto NAGATOMO,5,50,9.0,Japan,JPN,28.6,2551.7,896.4,1071.0,384.8,121.2,78.3
2026-M057-JPN-SWE_JPN_14,23.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_junya_ito,Junya ITO,14,50,10.0,Japan,JPN,33.3,2730.8,1056.7,1195.7,276.5,112.6,89.3
2026-M057-JPN-SWE_JPN_16,23.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_tsuyoshi_watanabe,Tsuyoshi WATANABE,16,50,6.0,Japan,JPN,27.7,2089.6,818.8,913.5,253.9,79.7,23.7
2026-M057-JPN-SWE_JPN_19,43.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_JPN,JPN_koki_ogawa,Koki OGAWA,19,50,11.0,Japan,JPN,25.7,3089.8,1154.2,1336.4,479.7,108.7,10.9
2026-M057-JPN-SWE_SWE_01,9.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,SWE_jacob_widell_zetterstrom,Jacob WIDELL ZETTERSTROM,1,51,4.0,Sweden,SWE,23.6,5413.9,4042.5,1231.0,110.4,30.0,0.0
2026-M057-JPN-SWE_SWE_02,105.0,2026-M057-JPN-SWE,2026-M057-JPN-SWE_SWE,SWE_gustaf_lagerbielke,Gustaf LAGERBIELKE,2,51,25.0,Sweden,SWE,29.5,10592.7,3983.8,4839.5,1413.2,312.4,43.8
