appearance_id,cutback,driven,inswing,lofted,match_id,match_team_id,outswing,player_id,player_name,push_cross,shirt_number,team,team_id,topic,total_attempted
2026-M020-AUT-JOR_AUT_04,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_xaver_schlager,Xaver SCHLAGER,0,4,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_05,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_stefan_posch,Stefan POSCH,0,5,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_06,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,1,AUT_nicolas_seiwald,Nicolas SEIWALD,0,6,Austria,AUT,crosses_open_play,1
2026-M020-AUT-JOR_AUT_08,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_david_alaba,David ALABA,0,8,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_09,0,0,3,1,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,2,AUT_marcel_sabitzer,Marcel SABITZER,0,9,Austria,AUT,crosses_open_play,6
2026-M020-AUT-JOR_AUT_14,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_sasa_kalajdzic,Sasa KALAJDZIC,0,14,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_15,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_philipp_lienhart,Philipp LIENHART,0,15,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_16,0,0,2,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_phillip_mwene,Phillip MWENE,1,16,Austria,AUT,crosses_open_play,3
2026-M020-AUT-JOR_AUT_18,0,1,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_romano_schmid,Romano SCHMID,0,18,Austria,AUT,crosses_open_play,1
2026-M020-AUT-JOR_AUT_20,1,0,0,1,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_konrad_laimer,Konrad LAIMER,0,20,Austria,AUT,crosses_open_play,2
2026-M020-AUT-JOR_AUT_03,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_kevin_danso,Kevin DANSO,0,3,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_07,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,1,AUT_marko_arnautovic,Marko ARNAUTOVIC,0,7,Austria,AUT,crosses_open_play,1
2026-M020-AUT-JOR_AUT_17,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_carney_chukwuemeka,Carney CHUKWUEMEKA,0,17,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_21,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_patrick_wimmer,Patrick WIMMER,0,21,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_AUT_24,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,0,AUT_paul_wanner,Paul WANNER,0,24,Austria,AUT,crosses_open_play,0
2026-M020-AUT-JOR_JOR_01,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_yazeed_abulaila,YAZEED ABULAILA,0,1,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_03,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_abdallah_nasib,ABDALLAH NASIB,0,3,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_05,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_yazan_alarab,YAZAN ALARAB,0,5,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_08,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_noor_alrawabdeh,NOOR ALRAWABDEH,0,8,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_09,0,0,1,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,1,JOR_ali_olwan,ALI OLWAN,0,9,Jordan,JOR,crosses_open_play,2
2026-M020-AUT-JOR_JOR_10,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,1,JOR_mousa_altamari,MOUSA ALTAMARI,0,10,Jordan,JOR,crosses_open_play,1
2026-M020-AUT-JOR_JOR_11,0,1,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_odeh_fakhoury,ODEH FAKHOURY,0,11,Jordan,JOR,crosses_open_play,1
2026-M020-AUT-JOR_JOR_16,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_mohammad_abualnadi,MOHAMMAD ABUALNADI,0,16,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_20,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,4,JOR_mohannad_abutaha,MOHANNAD ABUTAHA,1,20,Jordan,JOR,crosses_open_play,5
2026-M020-AUT-JOR_JOR_21,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_nizar_alrashdan,NIZAR ALRASHDAN,0,21,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_23,0,0,2,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,1,JOR_ehsan_haddad,EHSAN HADDAD,1,23,Jordan,JOR,crosses_open_play,4
2026-M020-AUT-JOR_JOR_13,0,0,1,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_mahmoud_almardi,MAHMOUD ALMARDI,0,13,Jordan,JOR,crosses_open_play,1
2026-M020-AUT-JOR_JOR_17,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_saleem_obaid,SALEEM OBAID,0,17,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_19,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_saed_alrosan,SAED ALROSAN,0,19,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_24,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_ali_azaizeh,ALI AZAIZEH,0,24,Jordan,JOR,crosses_open_play,0
2026-M020-AUT-JOR_JOR_25,0,0,0,0,2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,0,JOR_mohammad_aldaoud,MOHAMMAD ALDAOUD,0,25,Jordan,JOR,crosses_open_play,0
2026-M021-GHA-PAN_GHA_01,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_lawrence_ati_zigi,Lawrence Ati ZIGI,0,1,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_03,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_caleb_yirenkyi,Caleb YIRENKYI,0,3,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_04,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_jonas_adjetey,Jonas ADJETEY,0,4,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_09,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_jordan_ayew,Jordan AYEW,0,9,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_11,0,1,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_antoine_semenyo,Antoine SEMENYO,0,11,Ghana,GHA,crosses_open_play,1
2026-M021-GHA-PAN_GHA_14,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,2,GHA_gideon_mensah,Gideon MENSAH,0,14,Ghana,GHA,crosses_open_play,2
2026-M021-GHA-PAN_GHA_15,0,2,0,1,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_elisha_owusu,Elisha OWUSU,0,15,Ghana,GHA,crosses_open_play,3
2026-M021-GHA-PAN_GHA_18,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_jerome_opoku,Jerome OPOKU,0,18,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_22,0,0,1,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_kamaldeen_sulemana,Kamaldeen SULEMANA,0,22,Ghana,GHA,crosses_open_play,1
2026-M021-GHA-PAN_GHA_24,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_ernest_nuamah,Ernest NUAMAH,0,24,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_26,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,3,GHA_marvin_senaya,Marvin SENAYA,0,26,Ghana,GHA,crosses_open_play,3
2026-M021-GHA-PAN_GHA_16,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_benjamin_asare,Benjamin ASARE,0,16,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_07,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,1,GHA_abdul_fatawu,Abdul FATAWU,0,7,Ghana,GHA,crosses_open_play,1
2026-M021-GHA-PAN_GHA_08,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_kwasi_sibo,Kwasi SIBO,0,8,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_GHA_10,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_brandon_thomas_asante,Brandon THOMAS-ASANTE,2,10,Ghana,GHA,crosses_open_play,2
2026-M021-GHA-PAN_GHA_25,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,0,GHA_prince_adu,Prince ADU,0,25,Ghana,GHA,crosses_open_play,0
2026-M021-GHA-PAN_PAN_22,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_orlando_mosquera,Orlando MOSQUERA,0,22,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_02,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_cesar_blackman,Cesar BLACKMAN,0,2,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_03,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_jose_cordoba,Jose CORDOBA,0,3,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_06,0,0,0,1,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,2,PAN_cristian_martinez,Cristian MARTINEZ,0,6,Panama,PAN,crosses_open_play,3
2026-M021-GHA-PAN_PAN_07,0,2,1,1,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,4,PAN_jose_luis_rodriguez,Jose Luis RODRIGUEZ,0,7,Panama,PAN,crosses_open_play,8
2026-M021-GHA-PAN_PAN_11,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_edgar_yoel_barcenas,Edgar Yoel BARCENAS,0,11,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_13,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_jiovany_ramos,Jiovany RAMOS,0,13,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_14,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_carlos_harvey,Carlos HARVEY,0,14,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_16,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,3,PAN_andres_andrade,Andres ANDRADE,0,16,Panama,PAN,crosses_open_play,3
2026-M021-GHA-PAN_PAN_18,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_cecilio_waterman,Cecilio WATERMAN,0,18,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_23,0,1,0,1,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_amir_murillo,Amir MURILLO,1,23,Panama,PAN,crosses_open_play,3
2026-M021-GHA-PAN_PAN_10,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_ismael_diaz,Ismael DIAZ,0,10,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_17,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_jose_fajardo,Jose FAJARDO,0,17,Panama,PAN,crosses_open_play,0
2026-M021-GHA-PAN_PAN_20,0,0,0,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,1,PAN_anibal_godoy,Anibal GODOY,0,20,Panama,PAN,crosses_open_play,1
2026-M021-GHA-PAN_PAN_24,0,0,1,0,2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,0,PAN_azarias_londono,Azarias LONDONO,0,24,Panama,PAN,crosses_open_play,1
2026-M022-ENG-CRO_ENG_01,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_jordan_pickford,Jordan PICKFORD,0,1,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_02,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_ezri_konsa,Ezri KONSA,0,2,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_03,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_nico_oreilly,Nico OREILLY,0,3,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_04,0,0,0,2,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_declan_rice,Declan RICE,0,4,England,ENG,crosses_open_play,2
2026-M022-ENG-CRO_ENG_05,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_john_stones,John STONES,0,5,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_08,0,0,0,1,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_elliot_anderson,Elliot ANDERSON,0,8,England,ENG,crosses_open_play,1
2026-M022-ENG-CRO_ENG_09,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_harry_kane,Harry KANE,0,9,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_10,0,0,1,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_jude_bellingham,Jude BELLINGHAM,0,10,England,ENG,crosses_open_play,1
2026-M022-ENG-CRO_ENG_18,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_anthony_gordon,Anthony GORDON,0,18,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_20,0,0,0,1,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,1,ENG_noni_madueke,Noni MADUEKE,0,20,England,ENG,crosses_open_play,2
2026-M022-ENG-CRO_ENG_24,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,2,ENG_reece_james,Reece JAMES,0,24,England,ENG,crosses_open_play,2
2026-M022-ENG-CRO_ENG_06,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_marc_guehi,Marc GUEHI,0,6,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_07,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_bukayo_saka,Bukayo SAKA,0,7,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_11,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_marcus_rashford,Marcus RASHFORD,0,11,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_17,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_morgan_rogers,Morgan ROGERS,0,17,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_ENG_25,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,0,ENG_djed_spence,Djed SPENCE,0,25,England,ENG,crosses_open_play,0
2026-M022-ENG-CRO_CRO_01,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_dominik_livakovic,Dominik LIVAKOVIC,0,1,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_02,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_josip_stanisic,Josip STANISIC,0,2,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_04,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_josko_gvardiol,Josko GVARDIOL,0,4,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_06,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_josip_sutalo,Josip SUTALO,0,6,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_10,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_luka_modric,Luka MODRIC,0,10,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_14,0,0,2,1,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_ivan_perisic,Ivan PERISIC,1,14,Croatia,CRO,crosses_open_play,4
2026-M022-ENG-CRO_CRO_15,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_mario_pasalic,Mario PASALIC,0,15,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_16,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_martin_baturina,Martin BATURINA,0,16,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_17,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_petar_sucic,Petar SUCIC,1,17,Croatia,CRO,crosses_open_play,1
2026-M022-ENG-CRO_CRO_22,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_luka_vuskovic,Luka VUSKOVIC,0,22,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_26,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_petar_musa,Petar MUSA,0,26,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_08,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_mateo_kovacic,Mateo KOVACIC,0,8,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_09,0,0,1,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,1,CRO_andrej_kramaric,Andrej KRAMARIC,0,9,Croatia,CRO,crosses_open_play,2
2026-M022-ENG-CRO_CRO_13,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,1,CRO_nikola_vlasic,Nikola VLASIC,0,13,Croatia,CRO,crosses_open_play,1
2026-M022-ENG-CRO_CRO_20,0,0,0,0,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_igor_matanovic,Igor MATANOVIC,0,20,Croatia,CRO,crosses_open_play,0
2026-M022-ENG-CRO_CRO_24,0,0,1,1,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,0,CRO_marco_pasalic,Marco PASALIC,0,24,Croatia,CRO,crosses_open_play,2
2026-M023-POR-COD_POR_01,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_diogo_costa,DIOGO COSTA,0,1,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_04,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_tomas_araujo,TOMAS ARAUJO,0,4,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_07,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_cristiano_ronaldo,CRISTIANO RONALDO,0,7,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_08,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,2,POR_bruno_fernandes,BRUNO FERNANDES,1,8,Portugal,POR,crosses_open_play,3
2026-M023-POR-COD_POR_10,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_bernardo_silva,BERNARDO SILVA,0,10,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_13,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_renato_veiga,RENATO VEIGA,0,13,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_15,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_joao_neves,JOAO NEVES,0,15,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_18,0,0,1,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,2,POR_pedro_neto,PEDRO NETO,1,18,Portugal,POR,crosses_open_play,4
2026-M023-POR-COD_POR_20,0,1,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,2,POR_joao_cancelo,JOAO CANCELO,0,20,Portugal,POR,crosses_open_play,3
2026-M023-POR-COD_POR_23,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_vitinha,VITINHA,0,23,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_25,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,1,POR_nuno_mendes,NUNO MENDES,2,25,Portugal,POR,crosses_open_play,3
2026-M023-POR-COD_POR_02,1,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_nelson_semedo,NELSON SEMEDO,1,2,Portugal,POR,crosses_open_play,2
2026-M023-POR-COD_POR_09,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_goncalo_ramos,GONCALO RAMOS,0,9,Portugal,POR,crosses_open_play,0
2026-M023-POR-COD_POR_17,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,1,POR_rafael_leao,RAFAEL LEAO,0,17,Portugal,POR,crosses_open_play,1
2026-M023-POR-COD_POR_26,1,0,1,0,2026-M023-POR-COD,2026-M023-POR-COD_POR,0,POR_francisco_conceicao,FRANCISCO CONCEICAO,0,26,Portugal,POR,crosses_open_play,2
2026-M023-POR-COD_COD_01,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_lionel_mpasi,Lionel MPASI,0,1,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_02,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,2,COD_aaron_wan_bissaka,Aaron WAN-BISSAKA,0,2,Congo DR,COD,crosses_open_play,2
2026-M023-POR-COD_COD_03,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_steve_kapuadi,Steve KAPUADI,0,3,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_04,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_axel_tuanzebe,Axel TUANZEBE,0,4,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_06,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_ngalayel_mukau,Ngalayel MUKAU,0,6,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_08,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_samuel_moutoussamy,Samuel MOUTOUSSAMY,0,8,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_17,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,1,COD_cedric_bakambu,Cedric BAKAMBU,0,17,Congo DR,COD,crosses_open_play,1
2026-M023-POR-COD_COD_20,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_yoane_wissa,Yoane WISSA,0,20,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_22,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,1,COD_chancel_mbemba,Chancel MBEMBA,0,22,Congo DR,COD,crosses_open_play,1
2026-M023-POR-COD_COD_25,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_edo_kayembe,Edo KAYEMBE,0,25,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_26,0,0,1,1,2026-M023-POR-COD,2026-M023-POR-COD_COD,2,COD_arthur_masuaku,Arthur MASUAKU,0,26,Congo DR,COD,crosses_open_play,4
2026-M023-POR-COD_COD_12,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_joris_kayembe,Joris KAYEMBE,0,12,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_14,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_noah_sadiki,Noah SADIKI,0,14,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_18,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_charles_pickel,Charles PICKEL,0,18,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_23,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_simon_banza,Simon BANZA,0,23,Congo DR,COD,crosses_open_play,0
2026-M023-POR-COD_COD_24,0,0,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,0,COD_gedeon_kalulu,Gedeon KALULU,0,24,Congo DR,COD,crosses_open_play,0
2026-M024-UZB-COL_UZB_01,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_utkir_yusupov,Utkir YUSUPOV,0,1,Uzbekistan,UZB,crosses_open_play,0
2026-M024-UZB-COL_UZB_02,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_abdukodir_khusanov,Abdukodir KHUSANOV,0,2,Uzbekistan,UZB,crosses_open_play,0
2026-M024-UZB-COL_UZB_05,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_rustam_ashurmatov,Rustam ASHURMATOV,0,5,Uzbekistan,UZB,crosses_open_play,0
2026-M024-UZB-COL_UZB_06,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_akmal_mozgovoy,Akmal MOZGOVOY,0,6,Uzbekistan,UZB,crosses_open_play,0
2026-M024-UZB-COL_UZB_07,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_otabek_shukurov,Otabek SHUKUROV,0,7,Uzbekistan,UZB,crosses_open_play,0
2026-M024-UZB-COL_UZB_11,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_oston_urunov,Oston URUNOV,0,11,Uzbekistan,UZB,crosses_open_play,0
2026-M024-UZB-COL_UZB_13,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,UZB_sherzod_nasrullaev,Sherzod NASRULLAEV,0,13,Uzbekistan,UZB,crosses_open_play,0
