edge_id,from_appearance_id,from_player,from_player_id,from_shirt_number,match_id,match_team_id,pass_count,source_page,team,team_id,to_appearance_id,to_player,to_player_id,to_shirt_number
2026-M001-MEX-RSA_MEX_03_08,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8
2026-M001-MEX-RSA_MEX_03_09,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9
2026-M001-MEX-RSA_MEX_03_15,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,11,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_15,Israel REYES,MEX_israel_reyes,15
2026-M001-MEX-RSA_MEX_03_16,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_16,Julian QUINONES,MEX_julian_quinones,16
2026-M001-MEX-RSA_MEX_03_23,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,3,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_23,Jesus GALLARDO,MEX_jesus_gallardo,23
2026-M001-MEX-RSA_MEX_03_25,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_25,Roberto ALVARADO,MEX_roberto_alvarado,25
2026-M001-MEX-RSA_MEX_03_26,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,6,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_26,Brian GUTIERREZ,MEX_brian_gutierrez,26
2026-M001-MEX-RSA_MEX_03_04,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_04,Edson ALVAREZ,MEX_edson_alvarez,4
2026-M001-MEX-RSA_MEX_03_10,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_10,Alexis VEGA,MEX_alexis_vega,10
2026-M001-MEX-RSA_MEX_03_14,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_14,Armando GONZALEZ,MEX_armando_gonzalez,14
2026-M001-MEX-RSA_MEX_03_19,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_19,Gilberto MORA,MEX_gilberto_mora,19
2026-M001-MEX-RSA_MEX_03_24,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,3,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_24,Luis CHAVEZ,MEX_luis_chavez,24
2026-M001-MEX-RSA_MEX_05_01,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,10,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_01,Raul RANGEL,MEX_raul_rangel,1
2026-M001-MEX-RSA_MEX_05_03,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,7,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3
2026-M001-MEX-RSA_MEX_05_05,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5
2026-M001-MEX-RSA_MEX_05_06,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6
2026-M001-MEX-RSA_MEX_05_08,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,3,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8
2026-M001-MEX-RSA_MEX_05_09,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,4,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9
2026-M001-MEX-RSA_MEX_05_15,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,13,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_15,Israel REYES,MEX_israel_reyes,15
2026-M001-MEX-RSA_MEX_05_16,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_16,Julian QUINONES,MEX_julian_quinones,16
2026-M001-MEX-RSA_MEX_05_23,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_23,Jesus GALLARDO,MEX_jesus_gallardo,23
2026-M001-MEX-RSA_MEX_05_25,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_25,Roberto ALVARADO,MEX_roberto_alvarado,25
2026-M001-MEX-RSA_MEX_05_26,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_26,Brian GUTIERREZ,MEX_brian_gutierrez,26
2026-M001-MEX-RSA_MEX_05_04,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_04,Edson ALVAREZ,MEX_edson_alvarez,4
2026-M001-MEX-RSA_MEX_05_10,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_10,Alexis VEGA,MEX_alexis_vega,10
2026-M001-MEX-RSA_MEX_05_14,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,6,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_14,Armando GONZALEZ,MEX_armando_gonzalez,14
2026-M001-MEX-RSA_MEX_05_19,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,3,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_19,Gilberto MORA,MEX_gilberto_mora,19
2026-M001-MEX-RSA_MEX_05_24,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,6,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_24,Luis CHAVEZ,MEX_luis_chavez,24
2026-M001-MEX-RSA_MEX_06_01,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_01,Raul RANGEL,MEX_raul_rangel,1
2026-M001-MEX-RSA_MEX_06_03,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,7,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3
2026-M001-MEX-RSA_MEX_06_05,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,13,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5
2026-M001-MEX-RSA_MEX_06_06,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6
2026-M001-MEX-RSA_MEX_06_08,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,5,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8
2026-M001-MEX-RSA_MEX_06_09,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9
2026-M001-MEX-RSA_MEX_06_15,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,7,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_15,Israel REYES,MEX_israel_reyes,15
2026-M001-MEX-RSA_MEX_06_16,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,4,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_16,Julian QUINONES,MEX_julian_quinones,16
2026-M001-MEX-RSA_MEX_06_23,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_23,Jesus GALLARDO,MEX_jesus_gallardo,23
2026-M001-MEX-RSA_MEX_06_25,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_25,Roberto ALVARADO,MEX_roberto_alvarado,25
2026-M001-MEX-RSA_MEX_06_26,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_26,Brian GUTIERREZ,MEX_brian_gutierrez,26
2026-M001-MEX-RSA_MEX_06_04,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_04,Edson ALVAREZ,MEX_edson_alvarez,4
2026-M001-MEX-RSA_MEX_06_10,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_10,Alexis VEGA,MEX_alexis_vega,10
2026-M001-MEX-RSA_MEX_06_14,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_14,Armando GONZALEZ,MEX_armando_gonzalez,14
2026-M001-MEX-RSA_MEX_06_19,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_19,Gilberto MORA,MEX_gilberto_mora,19
2026-M001-MEX-RSA_MEX_06_24,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_24,Luis CHAVEZ,MEX_luis_chavez,24
2026-M001-MEX-RSA_MEX_08_01,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_01,Raul RANGEL,MEX_raul_rangel,1
2026-M001-MEX-RSA_MEX_08_03,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3
2026-M001-MEX-RSA_MEX_08_05,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,3,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5
2026-M001-MEX-RSA_MEX_08_06,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,7,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6
2026-M001-MEX-RSA_MEX_08_08,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8
2026-M001-MEX-RSA_MEX_08_09,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9
2026-M001-MEX-RSA_MEX_08_15,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_15,Israel REYES,MEX_israel_reyes,15
2026-M001-MEX-RSA_MEX_08_16,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,5,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_16,Julian QUINONES,MEX_julian_quinones,16
2026-M001-MEX-RSA_MEX_08_23,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,6,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_23,Jesus GALLARDO,MEX_jesus_gallardo,23
2026-M001-MEX-RSA_MEX_08_25,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_25,Roberto ALVARADO,MEX_roberto_alvarado,25
2026-M001-MEX-RSA_MEX_08_26,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_26,Brian GUTIERREZ,MEX_brian_gutierrez,26
2026-M001-MEX-RSA_MEX_08_04,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_04,Edson ALVAREZ,MEX_edson_alvarez,4
2026-M001-MEX-RSA_MEX_08_10,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_10,Alexis VEGA,MEX_alexis_vega,10
2026-M001-MEX-RSA_MEX_08_14,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_14,Armando GONZALEZ,MEX_armando_gonzalez,14
2026-M001-MEX-RSA_MEX_08_19,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_19,Gilberto MORA,MEX_gilberto_mora,19
2026-M001-MEX-RSA_MEX_08_24,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_24,Luis CHAVEZ,MEX_luis_chavez,24
2026-M001-MEX-RSA_MEX_09_01,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_01,Raul RANGEL,MEX_raul_rangel,1
2026-M001-MEX-RSA_MEX_09_03,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_03,Cesar MONTES,MEX_cesar_montes,3
2026-M001-MEX-RSA_MEX_09_05,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,3,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_05,Johan VASQUEZ,MEX_johan_vasquez,5
2026-M001-MEX-RSA_MEX_09_06,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_06,Erik LIRA,MEX_erik_lira,6
2026-M001-MEX-RSA_MEX_09_08,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,6,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_08,Alvaro FIDALGO,MEX_alvaro_fidalgo,8
2026-M001-MEX-RSA_MEX_09_09,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,0,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9
2026-M001-MEX-RSA_MEX_09_15,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_15,Israel REYES,MEX_israel_reyes,15
2026-M001-MEX-RSA_MEX_09_16,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,2,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_16,Julian QUINONES,MEX_julian_quinones,16
2026-M001-MEX-RSA_MEX_09_23,2026-M001-MEX-RSA_MEX_09,Raul JIMENEZ,MEX_raul_jimenez,9,2026-M001-MEX-RSA,2026-M001-MEX-RSA_MEX,1,12,Mexico,MEX,2026-M001-MEX-RSA_MEX_23,Jesus GALLARDO,MEX_jesus_gallardo,23
