edge_id,from_appearance_id,from_player,from_player_id,from_shirt_number,match_id,match_team_id,pass_count,source_page,team,team_id,to_appearance_id,to_player,to_player_id,to_shirt_number
2026-M029-BRA-HAI_BRA_05_26,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,5,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_26,RAYAN,BRA_rayan,26
2026-M029-BRA-HAI_BRA_07_01,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_01,ALISSON,BRA_alisson,1
2026-M029-BRA-HAI_BRA_07_03,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_03,GABRIEL MAGALHAES,BRA_gabriel_magalhaes,3
2026-M029-BRA-HAI_BRA_07_04,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_04,MARQUINHOS,BRA_marquinhos,4
2026-M029-BRA-HAI_BRA_07_05,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5
2026-M029-BRA-HAI_BRA_07_07,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7
2026-M029-BRA-HAI_BRA_07_08,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8
2026-M029-BRA-HAI_BRA_07_09,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9
2026-M029-BRA-HAI_BRA_07_11,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11
2026-M029-BRA-HAI_BRA_07_13,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13
2026-M029-BRA-HAI_BRA_07_16,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16
2026-M029-BRA-HAI_BRA_07_20,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_20,LUCAS PAQUETA,BRA_lucas_paqueta,20
2026-M029-BRA-HAI_BRA_07_02,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_02,EDERSON SILVA,BRA_ederson_silva,2
2026-M029-BRA-HAI_BRA_07_18,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_18,DANILO SANTOS,BRA_danilo_santos,18
2026-M029-BRA-HAI_BRA_07_19,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_19,ENDRICK,BRA_endrick,19
2026-M029-BRA-HAI_BRA_07_22,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_22,GABRIEL MARTINELLI,BRA_gabriel_martinelli,22
2026-M029-BRA-HAI_BRA_07_26,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_26,RAYAN,BRA_rayan,26
2026-M029-BRA-HAI_BRA_08_01,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_01,ALISSON,BRA_alisson,1
2026-M029-BRA-HAI_BRA_08_03,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,4,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_03,GABRIEL MAGALHAES,BRA_gabriel_magalhaes,3
2026-M029-BRA-HAI_BRA_08_04,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_04,MARQUINHOS,BRA_marquinhos,4
2026-M029-BRA-HAI_BRA_08_05,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5
2026-M029-BRA-HAI_BRA_08_07,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7
2026-M029-BRA-HAI_BRA_08_08,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8
2026-M029-BRA-HAI_BRA_08_09,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,4,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9
2026-M029-BRA-HAI_BRA_08_11,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11
2026-M029-BRA-HAI_BRA_08_13,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13
2026-M029-BRA-HAI_BRA_08_16,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16
2026-M029-BRA-HAI_BRA_08_20,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_20,LUCAS PAQUETA,BRA_lucas_paqueta,20
2026-M029-BRA-HAI_BRA_08_02,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_02,EDERSON SILVA,BRA_ederson_silva,2
2026-M029-BRA-HAI_BRA_08_18,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_18,DANILO SANTOS,BRA_danilo_santos,18
2026-M029-BRA-HAI_BRA_08_19,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_19,ENDRICK,BRA_endrick,19
2026-M029-BRA-HAI_BRA_08_22,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_22,GABRIEL MARTINELLI,BRA_gabriel_martinelli,22
2026-M029-BRA-HAI_BRA_08_26,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,4,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_26,RAYAN,BRA_rayan,26
2026-M029-BRA-HAI_BRA_09_01,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_01,ALISSON,BRA_alisson,1
2026-M029-BRA-HAI_BRA_09_03,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_03,GABRIEL MAGALHAES,BRA_gabriel_magalhaes,3
2026-M029-BRA-HAI_BRA_09_04,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_04,MARQUINHOS,BRA_marquinhos,4
2026-M029-BRA-HAI_BRA_09_05,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,6,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5
2026-M029-BRA-HAI_BRA_09_07,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7
2026-M029-BRA-HAI_BRA_09_08,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,4,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8
2026-M029-BRA-HAI_BRA_09_09,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9
2026-M029-BRA-HAI_BRA_09_11,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11
2026-M029-BRA-HAI_BRA_09_13,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13
2026-M029-BRA-HAI_BRA_09_16,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16
2026-M029-BRA-HAI_BRA_09_20,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,6,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_20,LUCAS PAQUETA,BRA_lucas_paqueta,20
2026-M029-BRA-HAI_BRA_09_02,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_02,EDERSON SILVA,BRA_ederson_silva,2
2026-M029-BRA-HAI_BRA_09_18,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_18,DANILO SANTOS,BRA_danilo_santos,18
2026-M029-BRA-HAI_BRA_09_19,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_19,ENDRICK,BRA_endrick,19
2026-M029-BRA-HAI_BRA_09_22,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_22,GABRIEL MARTINELLI,BRA_gabriel_martinelli,22
2026-M029-BRA-HAI_BRA_09_26,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_26,RAYAN,BRA_rayan,26
2026-M029-BRA-HAI_BRA_11_01,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_01,ALISSON,BRA_alisson,1
2026-M029-BRA-HAI_BRA_11_03,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_03,GABRIEL MAGALHAES,BRA_gabriel_magalhaes,3
2026-M029-BRA-HAI_BRA_11_04,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_04,MARQUINHOS,BRA_marquinhos,4
2026-M029-BRA-HAI_BRA_11_05,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5
2026-M029-BRA-HAI_BRA_11_07,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7
2026-M029-BRA-HAI_BRA_11_08,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,4,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8
2026-M029-BRA-HAI_BRA_11_09,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,3,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9
2026-M029-BRA-HAI_BRA_11_11,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11
2026-M029-BRA-HAI_BRA_11_13,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13
2026-M029-BRA-HAI_BRA_11_16,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16
2026-M029-BRA-HAI_BRA_11_20,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_20,LUCAS PAQUETA,BRA_lucas_paqueta,20
2026-M029-BRA-HAI_BRA_11_02,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_02,EDERSON SILVA,BRA_ederson_silva,2
2026-M029-BRA-HAI_BRA_11_18,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_18,DANILO SANTOS,BRA_danilo_santos,18
2026-M029-BRA-HAI_BRA_11_19,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_19,ENDRICK,BRA_endrick,19
2026-M029-BRA-HAI_BRA_11_22,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_22,GABRIEL MARTINELLI,BRA_gabriel_martinelli,22
2026-M029-BRA-HAI_BRA_11_26,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_26,RAYAN,BRA_rayan,26
2026-M029-BRA-HAI_BRA_13_01,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_01,ALISSON,BRA_alisson,1
2026-M029-BRA-HAI_BRA_13_03,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,5,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_03,GABRIEL MAGALHAES,BRA_gabriel_magalhaes,3
2026-M029-BRA-HAI_BRA_13_04,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,13,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_04,MARQUINHOS,BRA_marquinhos,4
2026-M029-BRA-HAI_BRA_13_05,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5
2026-M029-BRA-HAI_BRA_13_07,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7
2026-M029-BRA-HAI_BRA_13_08,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,5,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8
2026-M029-BRA-HAI_BRA_13_09,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9
2026-M029-BRA-HAI_BRA_13_11,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,9,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11
2026-M029-BRA-HAI_BRA_13_13,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13
2026-M029-BRA-HAI_BRA_13_16,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16
2026-M029-BRA-HAI_BRA_13_20,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_20,LUCAS PAQUETA,BRA_lucas_paqueta,20
2026-M029-BRA-HAI_BRA_13_02,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_02,EDERSON SILVA,BRA_ederson_silva,2
2026-M029-BRA-HAI_BRA_13_18,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_18,DANILO SANTOS,BRA_danilo_santos,18
2026-M029-BRA-HAI_BRA_13_19,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_19,ENDRICK,BRA_endrick,19
2026-M029-BRA-HAI_BRA_13_22,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_22,GABRIEL MARTINELLI,BRA_gabriel_martinelli,22
2026-M029-BRA-HAI_BRA_13_26,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,8,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_26,RAYAN,BRA_rayan,26
2026-M029-BRA-HAI_BRA_16_01,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_01,ALISSON,BRA_alisson,1
2026-M029-BRA-HAI_BRA_16_03,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,8,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_03,GABRIEL MAGALHAES,BRA_gabriel_magalhaes,3
2026-M029-BRA-HAI_BRA_16_04,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_04,MARQUINHOS,BRA_marquinhos,4
2026-M029-BRA-HAI_BRA_16_05,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,2,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_05,CASEMIRO,BRA_casemiro,5
2026-M029-BRA-HAI_BRA_16_07,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,11,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_07,VINICIUS JUNIOR,BRA_vinicius_junior,7
2026-M029-BRA-HAI_BRA_16_08,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_08,BRUNO GUIMARAES,BRA_bruno_guimaraes,8
2026-M029-BRA-HAI_BRA_16_09,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_09,MATHEUS CUNHA,BRA_matheus_cunha,9
2026-M029-BRA-HAI_BRA_16_11,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,0,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_11,RAPHINHA,BRA_raphinha,11
2026-M029-BRA-HAI_BRA_16_13,2026-M029-BRA-HAI_BRA_16,DOUGLAS SANTOS,BRA_douglas_santos,16,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,1,12,Brazil,BRA,2026-M029-BRA-HAI_BRA_13,DANILO,BRA_danilo,13
