category,from_left_side,from_right_side,match_id,match_team_id,metric,source_page,team,team_id,value
corners_delivery_type,0,0,2026-M023-POR-COD,2026-M023-POR-COD_COD,Edge of Penalty Area,40,Congo DR,COD,0
corners_delivery_style,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Inswing,40,Congo DR,COD,0
corners_delivery_style,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Outswing,40,Congo DR,COD,2
corners_delivery_style,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Driven,40,Congo DR,COD,0
corners_delivery_style,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Lofted,40,Congo DR,COD,0
free_kicks,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Direct,40,Congo DR,COD,9
free_kicks,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Direct (on target),40,Congo DR,COD,0
free_kicks,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Direct (off target),40,Congo DR,COD,0
free_kicks,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,Indirect,40,Congo DR,COD,3
summary,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,total_set_plays,40,Congo DR,COD,31
summary,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,total_free_kicks,40,Congo DR,COD,12
summary,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,total_penalties,40,Congo DR,COD,0
summary,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,total_corners,40,Congo DR,COD,4
summary,,,2026-M023-POR-COD,2026-M023-POR-COD_COD,total_throw_ins,40,Congo DR,COD,15
corners_delivery_type,1,2,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Direct to Area,39,Uzbekistan,UZB,3
corners_delivery_type,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Short,39,Uzbekistan,UZB,0
corners_delivery_type,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Edge of Penalty Area,39,Uzbekistan,UZB,0
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Inswing,39,Uzbekistan,UZB,2
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Outswing,39,Uzbekistan,UZB,1
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Driven,39,Uzbekistan,UZB,0
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Lofted,39,Uzbekistan,UZB,0
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Direct,39,Uzbekistan,UZB,11
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Direct (on target),39,Uzbekistan,UZB,0
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Direct (off target),39,Uzbekistan,UZB,0
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Indirect,39,Uzbekistan,UZB,3
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,total_set_plays,39,Uzbekistan,UZB,41
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,total_free_kicks,39,Uzbekistan,UZB,14
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,total_penalties,39,Uzbekistan,UZB,0
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,total_corners,39,Uzbekistan,UZB,3
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,total_throw_ins,39,Uzbekistan,UZB,24
corners_delivery_type,2,2,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Direct to Area,40,Colombia,COL,4
corners_delivery_type,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Short,40,Colombia,COL,0
corners_delivery_type,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Edge of Penalty Area,40,Colombia,COL,0
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Inswing,40,Colombia,COL,4
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Outswing,40,Colombia,COL,0
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Driven,40,Colombia,COL,0
corners_delivery_style,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Lofted,40,Colombia,COL,0
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Direct,40,Colombia,COL,14
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Direct (on target),40,Colombia,COL,0
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Direct (off target),40,Colombia,COL,0
free_kicks,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Indirect,40,Colombia,COL,0
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,total_set_plays,40,Colombia,COL,44
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,total_free_kicks,40,Colombia,COL,14
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,total_penalties,40,Colombia,COL,0
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,total_corners,40,Colombia,COL,4
summary,,,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,total_throw_ins,40,Colombia,COL,26
corners_delivery_type,1,4,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Direct to Area,39,Czechia,CZE,5
corners_delivery_type,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Short,39,Czechia,CZE,0
corners_delivery_type,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Edge of Penalty Area,39,Czechia,CZE,0
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Inswing,39,Czechia,CZE,0
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Outswing,39,Czechia,CZE,5
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Driven,39,Czechia,CZE,0
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Lofted,39,Czechia,CZE,0
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Direct,39,Czechia,CZE,10
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Direct (on target),39,Czechia,CZE,0
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Direct (off target),39,Czechia,CZE,1
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Indirect,39,Czechia,CZE,3
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,total_set_plays,39,Czechia,CZE,34
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,total_free_kicks,39,Czechia,CZE,13
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,total_penalties,39,Czechia,CZE,0
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,total_corners,39,Czechia,CZE,5
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,total_throw_ins,39,Czechia,CZE,16
corners_delivery_type,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Direct to Area,40,South Africa,RSA,0
corners_delivery_type,1,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Short,40,South Africa,RSA,2
corners_delivery_type,0,3,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Edge of Penalty Area,40,South Africa,RSA,3
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Inswing,40,South Africa,RSA,0
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Outswing,40,South Africa,RSA,0
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Driven,40,South Africa,RSA,0
corners_delivery_style,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Lofted,40,South Africa,RSA,0
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Direct,40,South Africa,RSA,11
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Direct (on target),40,South Africa,RSA,0
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Direct (off target),40,South Africa,RSA,0
free_kicks,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Indirect,40,South Africa,RSA,2
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,total_set_plays,40,South Africa,RSA,34
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,total_free_kicks,40,South Africa,RSA,13
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,total_penalties,40,South Africa,RSA,1
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,total_corners,40,South Africa,RSA,5
summary,,,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,total_throw_ins,40,South Africa,RSA,15
corners_delivery_type,5,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Direct to Area,39,Switzerland,SUI,5
corners_delivery_type,1,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Short,39,Switzerland,SUI,2
corners_delivery_type,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Edge of Penalty Area,39,Switzerland,SUI,0
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Inswing,39,Switzerland,SUI,5
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Outswing,39,Switzerland,SUI,0
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Driven,39,Switzerland,SUI,0
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Lofted,39,Switzerland,SUI,0
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Direct,39,Switzerland,SUI,17
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Direct (on target),39,Switzerland,SUI,1
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Direct (off target),39,Switzerland,SUI,0
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Indirect,39,Switzerland,SUI,1
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,total_set_plays,39,Switzerland,SUI,47
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,total_free_kicks,39,Switzerland,SUI,18
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,total_penalties,39,Switzerland,SUI,1
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,total_corners,39,Switzerland,SUI,7
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,total_throw_ins,39,Switzerland,SUI,21
corners_delivery_type,2,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Direct to Area,40,Bosnia and Herzegovina,BIH,3
corners_delivery_type,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Short,40,Bosnia and Herzegovina,BIH,0
corners_delivery_type,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Edge of Penalty Area,40,Bosnia and Herzegovina,BIH,0
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Inswing,40,Bosnia and Herzegovina,BIH,1
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Outswing,40,Bosnia and Herzegovina,BIH,1
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Driven,40,Bosnia and Herzegovina,BIH,0
corners_delivery_style,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Lofted,40,Bosnia and Herzegovina,BIH,0
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Direct,40,Bosnia and Herzegovina,BIH,7
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Direct (on target),40,Bosnia and Herzegovina,BIH,0
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Direct (off target),40,Bosnia and Herzegovina,BIH,0
free_kicks,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Indirect,40,Bosnia and Herzegovina,BIH,3
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,total_set_plays,40,Bosnia and Herzegovina,BIH,21
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,total_free_kicks,40,Bosnia and Herzegovina,BIH,10
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,total_penalties,40,Bosnia and Herzegovina,BIH,0
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,total_corners,40,Bosnia and Herzegovina,BIH,3
summary,,,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,total_throw_ins,40,Bosnia and Herzegovina,BIH,8
corners_delivery_type,7,4,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Direct to Area,40,Canada,CAN,11
corners_delivery_type,2,5,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Short,40,Canada,CAN,7
corners_delivery_type,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Edge of Penalty Area,40,Canada,CAN,1
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Inswing,40,Canada,CAN,7
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Outswing,40,Canada,CAN,4
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Driven,40,Canada,CAN,0
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Lofted,40,Canada,CAN,0
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Direct,40,Canada,CAN,10
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Direct (on target),40,Canada,CAN,1
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Direct (off target),40,Canada,CAN,1
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,Indirect,40,Canada,CAN,1
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,total_set_plays,40,Canada,CAN,53
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,total_free_kicks,40,Canada,CAN,11
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,total_penalties,40,Canada,CAN,0
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,total_corners,40,Canada,CAN,19
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,total_throw_ins,40,Canada,CAN,23
corners_delivery_type,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Direct to Area,41,Qatar,QAT,1
corners_delivery_type,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Short,41,Qatar,QAT,0
corners_delivery_type,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Edge of Penalty Area,41,Qatar,QAT,0
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Inswing,41,Qatar,QAT,1
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Outswing,41,Qatar,QAT,0
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Driven,41,Qatar,QAT,0
corners_delivery_style,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Lofted,41,Qatar,QAT,0
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Direct,41,Qatar,QAT,9
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Direct (on target),41,Qatar,QAT,0
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Direct (off target),41,Qatar,QAT,1
free_kicks,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,Indirect,41,Qatar,QAT,1
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,total_set_plays,41,Qatar,QAT,20
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,total_free_kicks,41,Qatar,QAT,10
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,total_penalties,41,Qatar,QAT,0
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,total_corners,41,Qatar,QAT,1
summary,,,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,total_throw_ins,41,Qatar,QAT,9
corners_delivery_type,0,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Direct to Area,39,Mexico,MEX,0
corners_delivery_type,0,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Short,39,Mexico,MEX,0
corners_delivery_type,0,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Edge of Penalty Area,39,Mexico,MEX,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Inswing,39,Mexico,MEX,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Outswing,39,Mexico,MEX,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Driven,39,Mexico,MEX,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Lofted,39,Mexico,MEX,0
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Direct,39,Mexico,MEX,7
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Direct (on target),39,Mexico,MEX,0
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Direct (off target),39,Mexico,MEX,0
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Indirect,39,Mexico,MEX,6
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,total_set_plays,39,Mexico,MEX,30
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,total_free_kicks,39,Mexico,MEX,13
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,total_penalties,39,Mexico,MEX,0
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,total_corners,39,Mexico,MEX,0
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,total_throw_ins,39,Mexico,MEX,17
corners_delivery_type,2,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Direct to Area,40,Korea Republic,KOR,2
corners_delivery_type,0,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Short,40,Korea Republic,KOR,0
corners_delivery_type,0,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Edge of Penalty Area,40,Korea Republic,KOR,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Inswing,40,Korea Republic,KOR,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Outswing,40,Korea Republic,KOR,2
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Driven,40,Korea Republic,KOR,0
corners_delivery_style,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Lofted,40,Korea Republic,KOR,0
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Direct,40,Korea Republic,KOR,9
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Direct (on target),40,Korea Republic,KOR,0
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Direct (off target),40,Korea Republic,KOR,0
free_kicks,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Indirect,40,Korea Republic,KOR,3
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,total_set_plays,40,Korea Republic,KOR,39
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,total_free_kicks,40,Korea Republic,KOR,12
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,total_penalties,40,Korea Republic,KOR,0
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,total_corners,40,Korea Republic,KOR,2
summary,,,2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,total_throw_ins,40,Korea Republic,KOR,25
corners_delivery_type,1,3,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Direct to Area,39,Brazil,BRA,4
corners_delivery_type,0,0,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Short,39,Brazil,BRA,0
corners_delivery_type,0,0,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Edge of Penalty Area,39,Brazil,BRA,0
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Inswing,39,Brazil,BRA,3
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Outswing,39,Brazil,BRA,1
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Driven,39,Brazil,BRA,0
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Lofted,39,Brazil,BRA,0
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Direct,39,Brazil,BRA,14
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Direct (on target),39,Brazil,BRA,0
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Direct (off target),39,Brazil,BRA,0
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Indirect,39,Brazil,BRA,4
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,total_set_plays,39,Brazil,BRA,42
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,total_free_kicks,39,Brazil,BRA,18
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,total_penalties,39,Brazil,BRA,0
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,total_corners,39,Brazil,BRA,4
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,total_throw_ins,39,Brazil,BRA,20
corners_delivery_type,3,0,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Direct to Area,40,Haiti,HAI,3
corners_delivery_type,1,0,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Short,40,Haiti,HAI,1
corners_delivery_type,0,0,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Edge of Penalty Area,40,Haiti,HAI,0
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Inswing,40,Haiti,HAI,3
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Outswing,40,Haiti,HAI,0
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Driven,40,Haiti,HAI,0
corners_delivery_style,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Lofted,40,Haiti,HAI,0
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Direct,40,Haiti,HAI,13
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Direct (on target),40,Haiti,HAI,0
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Direct (off target),40,Haiti,HAI,0
free_kicks,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Indirect,40,Haiti,HAI,8
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,total_set_plays,40,Haiti,HAI,39
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,total_free_kicks,40,Haiti,HAI,21
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,total_penalties,40,Haiti,HAI,0
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,total_corners,40,Haiti,HAI,4
summary,,,2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,total_throw_ins,40,Haiti,HAI,14
corners_delivery_type,1,1,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Direct to Area,39,Scotland,SCO,2
corners_delivery_type,0,0,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Short,39,Scotland,SCO,0
corners_delivery_type,0,0,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Edge of Penalty Area,39,Scotland,SCO,0
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Inswing,39,Scotland,SCO,2
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Outswing,39,Scotland,SCO,0
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Driven,39,Scotland,SCO,0
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Lofted,39,Scotland,SCO,0
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Direct,39,Scotland,SCO,8
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Direct (on target),39,Scotland,SCO,0
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Direct (off target),39,Scotland,SCO,0
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Indirect,39,Scotland,SCO,0
summary,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,total_set_plays,39,Scotland,SCO,19
summary,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,total_free_kicks,39,Scotland,SCO,8
summary,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,total_penalties,39,Scotland,SCO,0
summary,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,total_corners,39,Scotland,SCO,2
summary,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,total_throw_ins,39,Scotland,SCO,9
corners_delivery_type,0,3,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Direct to Area,40,Morocco,MAR,3
corners_delivery_type,2,0,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Short,40,Morocco,MAR,2
corners_delivery_type,0,0,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Edge of Penalty Area,40,Morocco,MAR,0
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Inswing,40,Morocco,MAR,0
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Outswing,40,Morocco,MAR,3
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Driven,40,Morocco,MAR,0
corners_delivery_style,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Lofted,40,Morocco,MAR,0
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Direct,40,Morocco,MAR,10
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Direct (on target),40,Morocco,MAR,0
free_kicks,,,2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Direct (off target),40,Morocco,MAR,0
