appearance_id,in_behind,in_between,in_front,in_to_out,match_id,match_team_id,no_movement,offers_received,out_to_in,player_id,player_name,shirt_number,source_page,team,team_id,total_offers
2026-M024-UZB-COL_UZB_06,3,22,14,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,3,17,0,UZB_akmal_mozgovoy,Akmal MOZGOVOY,6,43,Uzbekistan,UZB,42
2026-M024-UZB-COL_UZB_07,0,17,25,3,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,4,17,1,UZB_otabek_shukurov,Otabek SHUKUROV,7,43,Uzbekistan,UZB,50
2026-M024-UZB-COL_UZB_11,4,3,2,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,1,1,0,UZB_oston_urunov,Oston URUNOV,11,43,Uzbekistan,UZB,10
2026-M024-UZB-COL_UZB_13,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,3,2,0,UZB_sherzod_nasrullaev,Sherzod NASRULLAEV,13,43,Uzbekistan,UZB,3
2026-M024-UZB-COL_UZB_14,8,17,4,1,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,2,9,0,UZB_eldor_shomurodov,Eldor SHOMURODOV,14,43,Uzbekistan,UZB,32
2026-M024-UZB-COL_UZB_18,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,5,3,0,UZB_abdulla_abdullaev,Abdulla ABDULLAEV,18,43,Uzbekistan,UZB,5
2026-M024-UZB-COL_UZB_22,11,16,2,5,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,2,9,2,UZB_abbosbek_fayzullaev,Abbosbek FAYZULLAEV,22,43,Uzbekistan,UZB,38
2026-M024-UZB-COL_UZB_24,5,2,5,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,16,10,0,UZB_behruzjon_karimov,Behruzjon KARIMOV,24,43,Uzbekistan,UZB,28
2026-M024-UZB-COL_UZB_04,3,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,2,3,0,UZB_farrukh_sayfiev,Farrukh SAYFIEV,4,43,Uzbekistan,UZB,5
2026-M024-UZB-COL_UZB_17,9,3,1,2,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,2,4,0,UZB_dostonbek_khamdamov,Dostonbek KHAMDAMOV,17,43,Uzbekistan,UZB,17
2026-M024-UZB-COL_UZB_20,13,7,4,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,0,6,0,UZB_azizbek_amonov,Azizbek AMONOV,20,43,Uzbekistan,UZB,24
2026-M024-UZB-COL_UZB_21,0,1,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,1,0,0,UZB_igor_sergeev,Igor SERGEEV,21,43,Uzbekistan,UZB,2
2026-M024-UZB-COL_UZB_26,0,1,1,0,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,3,1,0,UZB_jakhongir_urozov,Jakhongir UROZOV,26,43,Uzbekistan,UZB,5
2026-M024-UZB-COL_COL_12,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,18,9,0,COL_camilo_vargas,Camilo VARGAS,12,45,Colombia,COL,18
2026-M024-UZB-COL_COL_02,29,1,27,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,33,17,0,COL_daniel_munoz,Daniel MUNOZ,2,45,Colombia,COL,91
2026-M024-UZB-COL_COL_03,0,0,1,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,4,3,0,COL_jhon_lucumi,Jhon LUCUMI,3,45,Colombia,COL,5
2026-M024-UZB-COL_COL_07,30,6,17,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,17,25,5,COL_luis_diaz,Luis DIAZ,7,45,Colombia,COL,75
2026-M024-UZB-COL_COL_10,2,4,28,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,5,20,2,COL_james_rodriguez,James RODRIGUEZ,10,45,Colombia,COL,42
2026-M024-UZB-COL_COL_11,2,10,14,2,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,0,13,1,COL_jhon_arias,Jhon ARIAS,11,45,Colombia,COL,29
2026-M024-UZB-COL_COL_14,11,9,21,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,7,22,1,COL_gustavo_puerta,Gustavo PUERTA,14,45,Colombia,COL,50
2026-M024-UZB-COL_COL_16,0,9,23,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,6,12,0,COL_jefferson_lerma,Jefferson LERMA,16,45,Colombia,COL,38
2026-M024-UZB-COL_COL_17,6,3,14,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,12,10,0,COL_johan_mojica,Johan MOJICA,17,45,Colombia,COL,36
2026-M024-UZB-COL_COL_23,0,0,1,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,11,10,0,COL_davinson_sanchez,Davinson SANCHEZ,23,45,Colombia,COL,12
2026-M024-UZB-COL_COL_25,14,28,1,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,0,11,1,COL_luis_suarez,Luis SUAREZ,25,45,Colombia,COL,45
2026-M024-UZB-COL_COL_05,0,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,0,0,0,COL_kevin_castano,Kevin CASTANO,5,45,Colombia,COL,0
2026-M024-UZB-COL_COL_06,1,2,1,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,1,3,0,COL_richard_rios,Richard RIOS,6,45,Colombia,COL,6
2026-M024-UZB-COL_COL_19,2,2,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,0,1,0,COL_cucho_hernandez,Cucho HERNANDEZ,19,45,Colombia,COL,4
2026-M024-UZB-COL_COL_21,5,1,2,1,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,0,2,0,COL_jaminton_campaz,Jaminton CAMPAZ,21,45,Colombia,COL,9
2026-M024-UZB-COL_COL_26,1,0,0,0,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,0,0,0,COL_andres_gomez,Andres GOMEZ,26,45,Colombia,COL,1
2026-M025-CZE-RSA_CZE_01,0,0,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,5,3,0,CZE_matej_kovar,Matej KOVAR,1,43,Czechia,CZE,5
2026-M025-CZE-RSA_CZE_03,1,0,6,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,3,4,0,CZE_tomas_holes,Tomas HOLES,3,43,Czechia,CZE,10
2026-M025-CZE-RSA_CZE_04,0,0,1,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,1,1,0,CZE_robin_hranac,Robin HRANAC,4,43,Czechia,CZE,2
2026-M025-CZE-RSA_CZE_05,14,2,2,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,8,2,0,CZE_vladimir_coufal,Vladimir COUFAL,5,43,Czechia,CZE,26
2026-M025-CZE-RSA_CZE_07,1,0,4,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,3,4,0,CZE_ladislav_krejci,Ladislav KREJCI,7,43,Czechia,CZE,8
2026-M025-CZE-RSA_CZE_08,7,9,3,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,6,5,0,CZE_vladimir_darida,Vladimir DARIDA,8,43,Czechia,CZE,26
2026-M025-CZE-RSA_CZE_09,11,10,1,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,0,9,0,CZE_adam_hlozek,Adam HLOZEK,9,43,Czechia,CZE,23
2026-M025-CZE-RSA_CZE_10,4,11,0,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,3,7,2,CZE_patrik_schick,Patrik SCHICK,10,43,Czechia,CZE,21
2026-M025-CZE-RSA_CZE_12,0,7,19,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,0,11,0,CZE_lukas_cerv,Lukas CERV,12,43,Czechia,CZE,26
2026-M025-CZE-RSA_CZE_18,8,9,7,3,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,5,7,0,CZE_michal_sadilek,Michal SADILEK,18,43,Czechia,CZE,32
2026-M025-CZE-RSA_CZE_24,3,1,4,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,10,8,1,CZE_alexandr_sojka,Alexandr SOJKA,24,43,Czechia,CZE,20
2026-M025-CZE-RSA_CZE_02,0,1,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,1,1,0,CZE_david_zima,David ZIMA,2,43,Czechia,CZE,2
2026-M025-CZE-RSA_CZE_15,9,7,1,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,6,7,0,CZE_pavel_sulc,Pavel SULC,15,43,Czechia,CZE,24
2026-M025-CZE-RSA_CZE_17,7,5,0,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,2,6,1,CZE_lukas_provod,Lukas PROVOD,17,43,Czechia,CZE,16
2026-M025-CZE-RSA_CZE_20,1,2,2,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,4,2,0,CZE_jaroslav_zeleny,Jaroslav ZELENY,20,43,Czechia,CZE,9
2026-M025-CZE-RSA_CZE_22,1,5,5,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,0,4,0,CZE_tomas_soucek,Tomas SOUCEK,22,43,Czechia,CZE,11
2026-M025-CZE-RSA_RSA_01,0,0,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,23,17,0,RSA_ronwen_williams,Ronwen WILLIAMS,1,45,South Africa,RSA,23
2026-M025-CZE-RSA_RSA_04,3,7,43,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,16,38,1,RSA_teboho_mokoena,Teboho MOKOENA,4,45,South Africa,RSA,71
2026-M025-CZE-RSA_RSA_05,8,12,25,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,1,13,1,RSA_thalente_mbatha,Thalente MBATHA,5,45,South Africa,RSA,48
2026-M025-CZE-RSA_RSA_06,12,2,14,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,17,13,1,RSA_aubrey_modiba,Aubrey MODIBA,6,45,South Africa,RSA,46
2026-M025-CZE-RSA_RSA_07,45,19,17,4,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,24,30,10,RSA_oswin_appollis,Oswin APPOLLIS,7,45,South Africa,RSA,119
2026-M025-CZE-RSA_RSA_12,19,7,5,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,7,11,0,RSA_thapelo_maseko,Thapelo MASEKO,12,45,South Africa,RSA,39
2026-M025-CZE-RSA_RSA_14,0,0,1,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,6,3,0,RSA_mbekezeli_mbokazi,Mbekezeli MBOKAZI,14,45,South Africa,RSA,7
2026-M025-CZE-RSA_RSA_15,21,4,0,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,2,7,0,RSA_iqraam_rayners,Iqraam RAYNERS,15,45,South Africa,RSA,27
2026-M025-CZE-RSA_RSA_20,13,0,2,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,5,4,0,RSA_khuliso_mudau,Khuliso MUDAU,20,45,South Africa,RSA,21
2026-M025-CZE-RSA_RSA_21,0,2,1,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,16,7,0,RSA_ime_okon,Ime OKON,21,45,South Africa,RSA,19
2026-M025-CZE-RSA_RSA_23,2,8,8,1,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,0,5,0,RSA_jayden_adams,Jayden ADAMS,23,45,South Africa,RSA,19
2026-M025-CZE-RSA_RSA_10,7,9,3,3,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,1,8,0,RSA_relebohile_mofokeng,Relebohile MOFOKENG,10,45,South Africa,RSA,23
2026-M025-CZE-RSA_RSA_17,2,2,1,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,0,2,0,RSA_evidence_makgopa,Evidence MAKGOPA,17,45,South Africa,RSA,5
2026-M025-CZE-RSA_RSA_25,2,0,1,0,2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,1,3,1,RSA_kamogelo_sebelebele,Kamogelo SEBELEBELE,25,45,South Africa,RSA,5
2026-M026-SUI-BIH_SUI_01,0,0,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,16,9,0,SUI_gregor_kobel,Gregor KOBEL,1,43,Switzerland,SUI,16
2026-M026-SUI-BIH_SUI_03,15,1,6,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,19,11,0,SUI_silvan_widmer,Silvan WIDMER,3,43,Switzerland,SUI,41
2026-M026-SUI-BIH_SUI_04,1,1,3,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,7,5,0,SUI_nico_elvedi,Nico ELVEDI,4,43,Switzerland,SUI,13
2026-M026-SUI-BIH_SUI_05,0,0,4,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,13,11,0,SUI_manuel_akanji,Manuel AKANJI,5,43,Switzerland,SUI,17
2026-M026-SUI-BIH_SUI_07,20,10,1,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,2,6,2,SUI_breel_embolo,Breel EMBOLO,7,43,Switzerland,SUI,35
2026-M026-SUI-BIH_SUI_08,7,8,29,2,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,3,21,1,SUI_remo_freuler,Remo FREULER,8,43,Switzerland,SUI,50
2026-M026-SUI-BIH_SUI_10,1,9,43,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,7,35,2,SUI_granit_xhaka,Granit XHAKA,10,43,Switzerland,SUI,63
2026-M026-SUI-BIH_SUI_11,18,4,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,6,8,2,SUI_dan_ndoye,Dan NDOYE,11,43,Switzerland,SUI,30
2026-M026-SUI-BIH_SUI_13,17,1,7,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,11,13,1,SUI_ricardo_rodriguez,Ricardo RODRIGUEZ,13,43,Switzerland,SUI,37
2026-M026-SUI-BIH_SUI_20,12,22,13,2,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,3,9,1,SUI_michel_aebischer,Michel AEBISCHER,20,43,Switzerland,SUI,53
2026-M026-SUI-BIH_SUI_22,18,22,3,5,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,4,8,0,SUI_fabian_rieder,Fabian RIEDER,22,43,Switzerland,SUI,52
2026-M026-SUI-BIH_SUI_09,6,1,3,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,0,7,2,SUI_johan_manzambi,Johan MANZAMBI,9,43,Switzerland,SUI,12
2026-M026-SUI-BIH_SUI_15,5,15,2,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,1,3,0,SUI_djibril_sow,Djibril SOW,15,43,Switzerland,SUI,23
2026-M026-SUI-BIH_SUI_17,10,0,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,2,3,0,SUI_ruben_vargas,Ruben VARGAS,17,43,Switzerland,SUI,12
2026-M026-SUI-BIH_SUI_25,3,0,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,1,2,0,SUI_luca_jaquez,Luca JAQUEZ,25,43,Switzerland,SUI,4
2026-M026-SUI-BIH_SUI_26,5,0,0,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,0,1,0,SUI_cedric_itten,Cedric ITTEN,26,43,Switzerland,SUI,6
2026-M026-SUI-BIH_BIH_01,0,0,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,8,3,0,BIH_nikola_vasilj,Nikola VASILJ,1,45,Bosnia and Herzegovina,BIH,8
2026-M026-SUI-BIH_BIH_04,0,0,3,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,4,5,0,BIH_tarik_muharemovic,Tarik MUHAREMOVIC,4,45,Bosnia and Herzegovina,BIH,7
2026-M026-SUI-BIH_BIH_05,2,2,3,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,9,9,0,BIH_sead_kolasinac,Sead KOLASINAC,5,45,Bosnia and Herzegovina,BIH,16
2026-M026-SUI-BIH_BIH_06,1,7,7,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,0,3,0,BIH_benjamin_tahirovic,Benjamin TAHIROVIC,6,45,Bosnia and Herzegovina,BIH,15
2026-M026-SUI-BIH_BIH_07,6,1,5,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,6,4,0,BIH_amar_dedic,Amar DEDIC,7,45,Bosnia and Herzegovina,BIH,19
2026-M026-SUI-BIH_BIH_10,12,5,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,1,3,0,BIH_ermedin_demirovic,Ermedin DEMIROVIC,10,45,Bosnia and Herzegovina,BIH,18
2026-M026-SUI-BIH_BIH_11,4,13,2,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,2,11,0,BIH_edin_dzeko,Edin DZEKO,11,45,Bosnia and Herzegovina,BIH,22
2026-M026-SUI-BIH_BIH_14,0,1,15,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,1,6,0,BIH_ivan_sunjic,Ivan SUNJIC,14,45,Bosnia and Herzegovina,BIH,17
2026-M026-SUI-BIH_BIH_15,11,0,2,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,6,7,3,BIH_amar_memic,Amar MEMIC,15,45,Bosnia and Herzegovina,BIH,22
2026-M026-SUI-BIH_BIH_18,0,0,7,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,6,10,0,BIH_nikola_katic,Nikola KATIC,18,45,Bosnia and Herzegovina,BIH,13
2026-M026-SUI-BIH_BIH_19,5,3,6,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,13,16,0,BIH_kerim_alajbegovic,Kerim ALAJBEGOVIC,19,45,Bosnia and Herzegovina,BIH,28
2026-M026-SUI-BIH_BIH_13,1,1,3,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,1,4,0,BIH_ivan_basic,Ivan BASIC,13,45,Bosnia and Herzegovina,BIH,6
2026-M026-SUI-BIH_BIH_16,0,1,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,0,0,0,BIH_amir_hadziahmetovic,Amir HADZIAHMETOVIC,16,45,Bosnia and Herzegovina,BIH,1
2026-M026-SUI-BIH_BIH_20,4,4,0,1,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,3,3,0,BIH_esmir_bajraktarevic,Esmir BAJRAKTAREVIC,20,45,Bosnia and Herzegovina,BIH,12
2026-M026-SUI-BIH_BIH_25,0,0,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,0,0,0,BIH_jovo_lukic,Jovo LUKIC,25,45,Bosnia and Herzegovina,BIH,0
2026-M026-SUI-BIH_BIH_26,1,0,0,0,2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,0,0,0,BIH_ermin_mahmic,Ermin MAHMIC,26,45,Bosnia and Herzegovina,BIH,1
2026-M027-CAN-QAT_CAN_16,0,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,5,2,0,CAN_maxime_crepeau,Maxime CREPEAU,16,44,Canada,CAN,5
2026-M027-CAN-QAT_CAN_02,31,4,12,2,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,38,35,3,CAN_alistair_johnston,Alistair JOHNSTON,2,44,Canada,CAN,90
2026-M027-CAN-QAT_CAN_04,0,0,2,1,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,6,7,0,CAN_luc_de_fougerolles,Luc DE FOUGEROLLES,4,44,Canada,CAN,9
2026-M027-CAN-QAT_CAN_07,3,4,23,1,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,41,29,0,CAN_stephen_eustaquio,Stephen EUSTAQUIO,7,44,Canada,CAN,72
2026-M027-CAN-QAT_CAN_08,2,7,8,1,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,7,11,0,CAN_ismael_kone,Ismael KONE,8,44,Canada,CAN,25
2026-M027-CAN-QAT_CAN_09,25,11,7,2,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,6,6,2,CAN_cyle_larin,Cyle LARIN,9,44,Canada,CAN,53
2026-M027-CAN-QAT_CAN_10,15,11,8,2,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,9,15,0,CAN_jonathan_david,Jonathan DAVID,10,44,Canada,CAN,45
2026-M027-CAN-QAT_CAN_13,0,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,2,1,0,CAN_derek_cornelius,Derek CORNELIUS,13,44,Canada,CAN,2
2026-M027-CAN-QAT_CAN_17,20,1,5,1,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,9,20,0,CAN_tajon_buchanan,Tajon BUCHANAN,17,44,Canada,CAN,36
2026-M027-CAN-QAT_CAN_20,27,3,2,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,21,18,0,CAN_ali_ahmed,Ali AHMED,20,44,Canada,CAN,53
2026-M027-CAN-QAT_CAN_22,10,3,6,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,18,14,1,CAN_richie_laryea,Richie LARYEA,22,44,Canada,CAN,38
2026-M027-CAN-QAT_CAN_12,10,3,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,1,0,0,CAN_tani_oluwaseyi,Tani OLUWASEYI,12,44,Canada,CAN,15
2026-M027-CAN-QAT_CAN_14,4,0,4,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,10,7,0,CAN_jacob_shaffelburg,Jacob SHAFFELBURG,14,44,Canada,CAN,18
2026-M027-CAN-QAT_CAN_15,1,0,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,10,6,0,CAN_moise_bombito,Moise BOMBITO,15,44,Canada,CAN,12
2026-M027-CAN-QAT_CAN_23,3,1,4,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,6,4,0,CAN_niko_sigur,Niko SIGUR,23,44,Canada,CAN,14
2026-M027-CAN-QAT_CAN_25,2,1,4,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_CAN,8,9,0,CAN_nathan_saliba,Nathan SALIBA,25,44,Canada,CAN,15
2026-M027-CAN-QAT_QAT_01,0,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,3,1,0,QAT_mahmoud_abunada,MAHMOUD ABUNADA,1,46,Qatar,QAT,3
2026-M027-CAN-QAT_QAT_02,0,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,6,4,0,QAT_pedro_miguel,PEDRO MIGUEL,2,46,Qatar,QAT,6
2026-M027-CAN-QAT_QAT_04,0,1,2,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,2,0,0,QAT_issa_laye,ISSA LAYE,4,46,Qatar,QAT,5
2026-M027-CAN-QAT_QAT_05,1,6,5,1,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,0,3,1,QAT_jassem_gaber,JASSEM GABER,5,46,Qatar,QAT,14
2026-M027-CAN-QAT_QAT_08,8,0,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,3,4,0,QAT_edmilson_junior,EDMILSON JUNIOR,8,46,Qatar,QAT,12
2026-M027-CAN-QAT_QAT_11,2,4,1,1,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,5,8,0,QAT_akram_afif,AKRAM AFIF,11,46,Qatar,QAT,13
2026-M027-CAN-QAT_QAT_13,3,0,2,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,10,2,0,QAT_ayoub_aloui,AYOUB ALOUI,13,46,Qatar,QAT,15
2026-M027-CAN-QAT_QAT_14,0,1,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,2,2,0,QAT_homam_ahmed,HOMAM AHMED,14,46,Qatar,QAT,4
2026-M027-CAN-QAT_QAT_15,3,1,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,0,0,1,QAT_yusuf_abdurisag,YUSUF ABDURISAG,15,46,Qatar,QAT,6
2026-M027-CAN-QAT_QAT_16,0,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,1,0,0,QAT_boualem_khoukhi,BOUALEM KHOUKHI,16,46,Qatar,QAT,1
2026-M027-CAN-QAT_QAT_23,0,2,3,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,1,1,0,QAT_assim_madibo,ASSIM MADIBO,23,46,Qatar,QAT,6
2026-M027-CAN-QAT_QAT_03,4,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,0,0,0,QAT_lucas_mendes,LUCAS MENDES,3,46,Qatar,QAT,4
2026-M027-CAN-QAT_QAT_18,1,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,1,1,0,QAT_sultan_albrake,SULTAN ALBRAKE,18,46,Qatar,QAT,2
2026-M027-CAN-QAT_QAT_20,0,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,0,0,0,QAT_ahmed_fathy,AHMED FATHY,20,46,Qatar,QAT,0
2026-M027-CAN-QAT_QAT_25,0,0,1,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,0,0,0,QAT_alhashmi_alhussein,ALHASHMI ALHUSSEIN,25,46,Qatar,QAT,1
2026-M027-CAN-QAT_QAT_26,2,0,0,0,2026-M027-CAN-QAT,2026-M027-CAN-QAT_QAT,0,0,0,QAT_mohamed_manai,MOHAMED MANAI,26,46,Qatar,QAT,2
2026-M028-MEX-KOR_MEX_01,1,0,1,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,24,6,0,MEX_raul_rangel,Raul RANGEL,1,43,Mexico,MEX,26
2026-M028-MEX-KOR_MEX_02,13,0,5,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,17,8,0,MEX_jorge_sanchez,Jorge SANCHEZ,2,43,Mexico,MEX,35
2026-M028-MEX-KOR_MEX_04,0,0,3,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,14,9,0,MEX_edson_alvarez,Edson ALVAREZ,4,43,Mexico,MEX,17
2026-M028-MEX-KOR_MEX_05,0,0,2,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,9,5,0,MEX_johan_vasquez,Johan VASQUEZ,5,43,Mexico,MEX,11
2026-M028-MEX-KOR_MEX_06,0,17,15,1,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,3,16,0,MEX_erik_lira,Erik LIRA,6,43,Mexico,MEX,36
2026-M028-MEX-KOR_MEX_07,7,20,19,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,7,19,0,MEX_luis_romo,Luis ROMO,7,43,Mexico,MEX,53
2026-M028-MEX-KOR_MEX_09,23,12,3,1,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,4,17,1,MEX_raul_jimenez,Raul JIMENEZ,9,43,Mexico,MEX,44
2026-M028-MEX-KOR_MEX_16,33,17,6,5,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,14,21,4,MEX_julian_quinones,Julian QUINONES,16,43,Mexico,MEX,79
2026-M028-MEX-KOR_MEX_23,3,0,9,2,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,17,11,0,MEX_jesus_gallardo,Jesus GALLARDO,23,43,Mexico,MEX,31
2026-M028-MEX-KOR_MEX_25,9,6,3,0,2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,14,7,0,MEX_roberto_alvarado,Roberto ALVARADO,25,43,Mexico,MEX,32
