match_id,match_team_id,metric,raw,team,team_id,unit,value
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Defensive Pressures Applied (Direct Pressures),346 (51),Tunisia,TUN,,346 (51)
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Defensive Pressures Applied (Direct Pressures),173 (32),Netherlands,NED,,173 (32)
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Forced Turnovers,34,Tunisia,TUN,,34
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Forced Turnovers,34,Netherlands,NED,,34
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Second Balls,40,Tunisia,TUN,,40
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Second Balls,61,Netherlands,NED,,61
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Total Distance Covered,111.1 km,Tunisia,TUN,km,111.1
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Total Distance Covered,106.8 km,Netherlands,NED,km,106.8
2026-M058-TUN-NED,2026-M058-TUN-NED_TUN,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.1 km,Tunisia,TUN,km,5.1
2026-M058-TUN-NED,2026-M058-TUN-NED_NED,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.3 km,Netherlands,NED,km,5.3
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Possession,42.5%,Türkiye,TUR,%,42.5
2026-M059-TUR-USA,,Possession,9.5%,contest,CONTEST,%,9.5
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Possession,48%,USA,USA,%,48.0
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Goals,3,Türkiye,TUR,,3
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Goals,2,USA,USA,,2
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,xG (Expected Goals),1.71,Türkiye,TUR,,1.71
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,xG (Expected Goals),1.78,USA,USA,,1.78
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Attempts at Goal (On Target),8 (2),Türkiye,TUR,,8 (2)
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Attempts at Goal (On Target),18 (7),USA,USA,,18 (7)
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Total Passes (Complete),456 (353),Türkiye,TUR,,456 (353)
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Total Passes (Complete),495 (424),USA,USA,,495 (424)
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Pass Completion %,77%,Türkiye,TUR,%,77.0
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Pass Completion %,86%,USA,USA,%,86.0
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Completed Line Breaks,88,Türkiye,TUR,,88
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Completed Line Breaks,91,USA,USA,,91
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Defensive Line Breaks,13,Türkiye,TUR,,13
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Defensive Line Breaks,14,USA,USA,,14
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Receptions in the Final Third,106,Türkiye,TUR,,106
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Receptions in the Final Third,111,USA,USA,,111
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Crosses,11,Türkiye,TUR,,11
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Crosses,20,USA,USA,,20
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Ball Progressions,24,Türkiye,TUR,,24
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Ball Progressions,19,USA,USA,,19
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Defensive Pressures Applied (Direct Pressures),219 (56),Türkiye,TUR,,219 (56)
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Defensive Pressures Applied (Direct Pressures),267 (50),USA,USA,,267 (50)
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Forced Turnovers,50,Türkiye,TUR,,50
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Forced Turnovers,47,USA,USA,,47
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Second Balls,75,Türkiye,TUR,,75
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Second Balls,61,USA,USA,,61
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Total Distance Covered,115 km,Türkiye,TUR,km,115.0
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Total Distance Covered,127.6 km,USA,USA,km,127.6
2026-M059-TUR-USA,2026-M059-TUR-USA_TUR,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.8 km,Türkiye,TUR,km,5.8
2026-M059-TUR-USA,2026-M059-TUR-USA_USA,Zone 4 - Low Speed Sprinting: 20-25 km/h,7.7 km,USA,USA,km,7.7
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Possession,42.2%,Paraguay,PAR,%,42.2
2026-M060-PAR-AUS,,Possession,11.6%,contest,CONTEST,%,11.6
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Possession,46.2%,Australia,AUS,%,46.2
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Goals,0,Paraguay,PAR,,0
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Goals,0,Australia,AUS,,0
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,xG (Expected Goals),0.29,Paraguay,PAR,,0.29
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,xG (Expected Goals),0.7,Australia,AUS,,0.7
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Attempts at Goal (On Target),7 (2),Paraguay,PAR,,7 (2)
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Attempts at Goal (On Target),12 (5),Australia,AUS,,12 (5)
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Total Passes (Complete),418 (345),Paraguay,PAR,,418 (345)
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Total Passes (Complete),526 (446),Australia,AUS,,526 (446)
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Pass Completion %,83%,Paraguay,PAR,%,83.0
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Pass Completion %,85%,Australia,AUS,%,85.0
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Completed Line Breaks,49,Paraguay,PAR,,49
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Completed Line Breaks,86,Australia,AUS,,86
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Defensive Line Breaks,3,Paraguay,PAR,,3
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Defensive Line Breaks,4,Australia,AUS,,4
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Receptions in the Final Third,62,Paraguay,PAR,,62
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Receptions in the Final Third,109,Australia,AUS,,109
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Crosses,7,Paraguay,PAR,,7
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Crosses,13,Australia,AUS,,13
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Ball Progressions,18,Paraguay,PAR,,18
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Ball Progressions,30,Australia,AUS,,30
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Defensive Pressures Applied (Direct Pressures),284 (62),Paraguay,PAR,,284 (62)
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Defensive Pressures Applied (Direct Pressures),210 (33),Australia,AUS,,210 (33)
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Forced Turnovers,51,Paraguay,PAR,,51
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Forced Turnovers,43,Australia,AUS,,43
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Second Balls,64,Paraguay,PAR,,64
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Second Balls,93,Australia,AUS,,93
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Total Distance Covered,113.1 km,Paraguay,PAR,km,113.1
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Total Distance Covered,116.4 km,Australia,AUS,km,116.4
2026-M060-PAR-AUS,2026-M060-PAR-AUS_PAR,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.5 km,Paraguay,PAR,km,5.5
2026-M060-PAR-AUS,2026-M060-PAR-AUS_AUS,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.6 km,Australia,AUS,km,5.6
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Possession,41%,Norway,NOR,%,41.0
2026-M061-NOR-FRA,,Possession,7.8%,contest,CONTEST,%,7.8
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Possession,51.2%,France,FRA,%,51.2
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Goals,1,Norway,NOR,,1
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Goals,4,France,FRA,,4
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,xG (Expected Goals),1.45,Norway,NOR,,1.45
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,xG (Expected Goals),1.05,France,FRA,,1.05
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Attempts at Goal (On Target),10 (5),Norway,NOR,,10 (5)
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Attempts at Goal (On Target),18 (9),France,FRA,,18 (9)
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Total Passes (Complete),449 (367),Norway,NOR,,449 (367)
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Total Passes (Complete),549 (492),France,FRA,,549 (492)
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Pass Completion %,82%,Norway,NOR,%,82.0
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Pass Completion %,90%,France,FRA,%,90.0
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Completed Line Breaks,75,Norway,NOR,,75
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Completed Line Breaks,98,France,FRA,,98
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Defensive Line Breaks,4,Norway,NOR,,4
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Defensive Line Breaks,21,France,FRA,,21
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Receptions in the Final Third,96,Norway,NOR,,96
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Receptions in the Final Third,184,France,FRA,,184
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Crosses,9,Norway,NOR,,9
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Crosses,16,France,FRA,,16
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Ball Progressions,24,Norway,NOR,,24
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Ball Progressions,28,France,FRA,,28
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Defensive Pressures Applied (Direct Pressures),297 (43),Norway,NOR,,297 (43)
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Defensive Pressures Applied (Direct Pressures),234 (45),France,FRA,,234 (45)
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Forced Turnovers,38,Norway,NOR,,38
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Forced Turnovers,43,France,FRA,,43
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Second Balls,64,Norway,NOR,,64
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Second Balls,68,France,FRA,,68
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Total Distance Covered,113.5 km,Norway,NOR,km,113.5
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Total Distance Covered,109.1 km,France,FRA,km,109.1
2026-M061-NOR-FRA,2026-M061-NOR-FRA_NOR,Zone 4 - Low Speed Sprinting: 20-25 km/h,6 km,Norway,NOR,km,6.0
2026-M061-NOR-FRA,2026-M061-NOR-FRA_FRA,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.6 km,France,FRA,km,5.6
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Possession,58.6%,Senegal,SEN,%,58.6
2026-M062-SEN-IRQ,,Possession,10.7%,contest,CONTEST,%,10.7
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Possession,30.7%,Iraq,IRQ,%,30.7
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Goals,5,Senegal,SEN,,5
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Goals,0,Iraq,IRQ,,0
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,xG (Expected Goals),2.7,Senegal,SEN,,2.7
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,xG (Expected Goals),0.21,Iraq,IRQ,,0.21
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Attempts at Goal (On Target),27 (11),Senegal,SEN,,27 (11)
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Attempts at Goal (On Target),6 (1),Iraq,IRQ,,6 (1)
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Total Passes (Complete),585 (523),Senegal,SEN,,585 (523)
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Total Passes (Complete),280 (200),Iraq,IRQ,,280 (200)
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Pass Completion %,89%,Senegal,SEN,%,89.0
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Pass Completion %,71%,Iraq,IRQ,%,71.0
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Completed Line Breaks,107,Senegal,SEN,,107
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Completed Line Breaks,52,Iraq,IRQ,,52
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Defensive Line Breaks,17,Senegal,SEN,,17
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Defensive Line Breaks,4,Iraq,IRQ,,4
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Receptions in the Final Third,240,Senegal,SEN,,240
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Receptions in the Final Third,41,Iraq,IRQ,,41
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Crosses,29,Senegal,SEN,,29
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Crosses,5,Iraq,IRQ,,5
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Ball Progressions,40,Senegal,SEN,,40
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Ball Progressions,17,Iraq,IRQ,,17
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Defensive Pressures Applied (Direct Pressures),162 (23),Senegal,SEN,,162 (23)
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Defensive Pressures Applied (Direct Pressures),259 (48),Iraq,IRQ,,259 (48)
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Forced Turnovers,38,Senegal,SEN,,38
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Forced Turnovers,43,Iraq,IRQ,,43
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Second Balls,71,Senegal,SEN,,71
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Second Balls,53,Iraq,IRQ,,53
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Total Distance Covered,111.9 km,Senegal,SEN,km,111.9
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Total Distance Covered,104.7 km,Iraq,IRQ,km,104.7
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_SEN,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.1 km,Senegal,SEN,km,6.1
2026-M062-SEN-IRQ,2026-M062-SEN-IRQ_IRQ,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.4 km,Iraq,IRQ,km,5.4
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Possession,53.7%,Egypt,EGY,%,53.7
2026-M063-EGY-IRN,,Possession,9.9%,contest,CONTEST,%,9.9
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Possession,36.4%,IR Iran,IRN,%,36.4
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Goals,1,Egypt,EGY,,1
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Goals,1,IR Iran,IRN,,1
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,xG (Expected Goals),0.92,Egypt,EGY,,0.92
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,xG (Expected Goals),2.24,IR Iran,IRN,,2.24
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Attempts at Goal (On Target),15 (3),Egypt,EGY,,15 (3)
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Attempts at Goal (On Target),13 (3),IR Iran,IRN,,13 (3)
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Total Passes (Complete),588 (525),Egypt,EGY,,588 (525)
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Total Passes (Complete),359 (280),IR Iran,IRN,,359 (280)
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Pass Completion %,89%,Egypt,EGY,%,89.0
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Pass Completion %,78%,IR Iran,IRN,%,78.0
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Completed Line Breaks,97,Egypt,EGY,,97
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Completed Line Breaks,73,IR Iran,IRN,,73
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Defensive Line Breaks,15,Egypt,EGY,,15
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Defensive Line Breaks,5,IR Iran,IRN,,5
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Receptions in the Final Third,123,Egypt,EGY,,123
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Receptions in the Final Third,87,IR Iran,IRN,,87
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Crosses,16,Egypt,EGY,,16
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Crosses,11,IR Iran,IRN,,11
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Ball Progressions,30,Egypt,EGY,,30
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Ball Progressions,21,IR Iran,IRN,,21
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Defensive Pressures Applied (Direct Pressures),169 (30),Egypt,EGY,,169 (30)
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Defensive Pressures Applied (Direct Pressures),278 (45),IR Iran,IRN,,278 (45)
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Forced Turnovers,52,Egypt,EGY,,52
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Forced Turnovers,43,IR Iran,IRN,,43
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Second Balls,76,Egypt,EGY,,76
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Second Balls,78,IR Iran,IRN,,78
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Total Distance Covered,117.2 km,Egypt,EGY,km,117.2
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Total Distance Covered,118.8 km,IR Iran,IRN,km,118.8
2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.9 km,Egypt,EGY,km,5.9
2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.5 km,IR Iran,IRN,km,6.5
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Possession,40.5%,New Zealand,NZL,%,40.5
2026-M064-NZL-BEL,,Possession,9.4%,contest,CONTEST,%,9.4
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Possession,50.1%,Belgium,BEL,%,50.1
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Goals,1,New Zealand,NZL,,1
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Goals,5,Belgium,BEL,,5
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,xG (Expected Goals),0.3,New Zealand,NZL,,0.3
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,xG (Expected Goals),3.99,Belgium,BEL,,3.99
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Attempts at Goal (On Target),6 (2),New Zealand,NZL,,6 (2)
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Attempts at Goal (On Target),35 (10),Belgium,BEL,,35 (10)
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Total Passes (Complete),450 (379),New Zealand,NZL,,450 (379)
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Total Passes (Complete),530 (475),Belgium,BEL,,530 (475)
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Pass Completion %,84%,New Zealand,NZL,%,84.0
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Pass Completion %,90%,Belgium,BEL,%,90.0
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Completed Line Breaks,82,New Zealand,NZL,,82
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Completed Line Breaks,118,Belgium,BEL,,118
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Defensive Line Breaks,5,New Zealand,NZL,,5
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Defensive Line Breaks,18,Belgium,BEL,,18
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Receptions in the Final Third,77,New Zealand,NZL,,77
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Receptions in the Final Third,203,Belgium,BEL,,203
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Crosses,13,New Zealand,NZL,,13
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Crosses,25,Belgium,BEL,,25
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Ball Progressions,17,New Zealand,NZL,,17
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Ball Progressions,38,Belgium,BEL,,38
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Defensive Pressures Applied (Direct Pressures),321 (51),New Zealand,NZL,,321 (51)
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Defensive Pressures Applied (Direct Pressures),249 (32),Belgium,BEL,,249 (32)
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Forced Turnovers,32,New Zealand,NZL,,32
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Forced Turnovers,44,Belgium,BEL,,44
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Second Balls,50,New Zealand,NZL,,50
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Second Balls,82,Belgium,BEL,,82
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Total Distance Covered,117.6 km,New Zealand,NZL,km,117.6
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Total Distance Covered,119.8 km,Belgium,BEL,km,119.8
2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.9 km,New Zealand,NZL,km,6.9
2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.9 km,Belgium,BEL,km,6.9
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Possession,48%,Cabo Verde,CPV,%,48.0
2026-M065-CPV-KSA,,Possession,10.2%,contest,CONTEST,%,10.2
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Possession,41.9%,Saudi Arabia,KSA,%,41.9
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Goals,0,Cabo Verde,CPV,,0
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Goals,0,Saudi Arabia,KSA,,0
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,xG (Expected Goals),1.37,Cabo Verde,CPV,,1.37
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,xG (Expected Goals),0.35,Saudi Arabia,KSA,,0.35
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Attempts at Goal (On Target),15 (2),Cabo Verde,CPV,,15 (2)
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Attempts at Goal (On Target),7 (3),Saudi Arabia,KSA,,7 (3)
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Total Passes (Complete),465 (402),Cabo Verde,CPV,,465 (402)
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Total Passes (Complete),455 (370),Saudi Arabia,KSA,,455 (370)
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Pass Completion %,86%,Cabo Verde,CPV,%,86.0
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Pass Completion %,81%,Saudi Arabia,KSA,%,81.0
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Completed Line Breaks,113,Cabo Verde,CPV,,113
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Completed Line Breaks,76,Saudi Arabia,KSA,,76
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Defensive Line Breaks,12,Cabo Verde,CPV,,12
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Defensive Line Breaks,11,Saudi Arabia,KSA,,11
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Receptions in the Final Third,133,Cabo Verde,CPV,,133
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Receptions in the Final Third,95,Saudi Arabia,KSA,,95
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Crosses,21,Cabo Verde,CPV,,21
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Crosses,12,Saudi Arabia,KSA,,12
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Ball Progressions,36,Cabo Verde,CPV,,36
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Ball Progressions,21,Saudi Arabia,KSA,,21
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Defensive Pressures Applied (Direct Pressures),206 (34),Cabo Verde,CPV,,206 (34)
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Defensive Pressures Applied (Direct Pressures),304 (66),Saudi Arabia,KSA,,304 (66)
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Forced Turnovers,53,Cabo Verde,CPV,,53
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Forced Turnovers,42,Saudi Arabia,KSA,,42
2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,Second Balls,83,Cabo Verde,CPV,,83
2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,Second Balls,67,Saudi Arabia,KSA,,67
