match_id,match_team_id,metric,raw,team,team_id,unit,value
2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Total Distance Covered,116.5 km,Mexico,MEX,km,116.5
2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Total Distance Covered,112.1 km,Korea Republic,KOR,km,112.1
2026-M028-MEX-KOR,2026-M028-MEX-KOR_MEX,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.3 km,Mexico,MEX,km,5.3
2026-M028-MEX-KOR,2026-M028-MEX-KOR_KOR,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.3 km,Korea Republic,KOR,km,5.3
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Possession,49%,Brazil,BRA,%,49.0
2026-M029-BRA-HAI,,Possession,7.8%,contest,CONTEST,%,7.8
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Possession,43.2%,Haiti,HAI,%,43.2
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Goals,3,Brazil,BRA,,3
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Goals,0,Haiti,HAI,,0
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,xG (Expected Goals),1.42,Brazil,BRA,,1.42
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,xG (Expected Goals),0.26,Haiti,HAI,,0.26
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Attempts at Goal (On Target),7 (4),Brazil,BRA,,7 (4)
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Attempts at Goal (On Target),7 (3),Haiti,HAI,,7 (3)
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Total Passes (Complete),551 (484),Brazil,BRA,,551 (484)
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Total Passes (Complete),402 (338),Haiti,HAI,,402 (338)
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Pass Completion %,88%,Brazil,BRA,%,88.0
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Pass Completion %,84%,Haiti,HAI,%,84.0
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Completed Line Breaks,105,Brazil,BRA,,105
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Completed Line Breaks,84,Haiti,HAI,,84
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Defensive Line Breaks,13,Brazil,BRA,,13
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Defensive Line Breaks,10,Haiti,HAI,,10
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Receptions in the Final Third,84,Brazil,BRA,,84
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Receptions in the Final Third,88,Haiti,HAI,,88
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Crosses,11,Brazil,BRA,,11
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Crosses,13,Haiti,HAI,,13
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Ball Progressions,21,Brazil,BRA,,21
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Ball Progressions,29,Haiti,HAI,,29
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Defensive Pressures Applied (Direct Pressures),195 (32),Brazil,BRA,,195 (32)
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Defensive Pressures Applied (Direct Pressures),294 (58),Haiti,HAI,,294 (58)
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Forced Turnovers,39,Brazil,BRA,,39
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Forced Turnovers,34,Haiti,HAI,,34
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Second Balls,50,Brazil,BRA,,50
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Second Balls,63,Haiti,HAI,,63
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Total Distance Covered,113.6 km,Brazil,BRA,km,113.6
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Total Distance Covered,112.8 km,Haiti,HAI,km,112.8
2026-M029-BRA-HAI,2026-M029-BRA-HAI_BRA,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.9 km,Brazil,BRA,km,5.9
2026-M029-BRA-HAI,2026-M029-BRA-HAI_HAI,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.1 km,Haiti,HAI,km,6.1
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Possession,39.1%,Scotland,SCO,%,39.1
2026-M030-SCO-MAR,,Possession,6.1%,contest,CONTEST,%,6.1
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Possession,54.8%,Morocco,MAR,%,54.8
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Goals,0,Scotland,SCO,,0
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Goals,1,Morocco,MAR,,1
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,xG (Expected Goals),0.74,Scotland,SCO,,0.74
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,xG (Expected Goals),0.8,Morocco,MAR,,0.8
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Attempts at Goal (On Target),6 (0),Scotland,SCO,,6 (0)
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Attempts at Goal (On Target),12 (2),Morocco,MAR,,12 (2)
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Total Passes (Complete),460 (403),Scotland,SCO,,460 (403)
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Total Passes (Complete),676 (612),Morocco,MAR,,676 (612)
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Pass Completion %,88%,Scotland,SCO,%,88.0
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Pass Completion %,91%,Morocco,MAR,%,91.0
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Completed Line Breaks,87,Scotland,SCO,,87
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Completed Line Breaks,83,Morocco,MAR,,83
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Defensive Line Breaks,5,Scotland,SCO,,5
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Defensive Line Breaks,8,Morocco,MAR,,8
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Receptions in the Final Third,77,Scotland,SCO,,77
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Receptions in the Final Third,99,Morocco,MAR,,99
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Crosses,13,Scotland,SCO,,13
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Crosses,13,Morocco,MAR,,13
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Ball Progressions,26,Scotland,SCO,,26
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Ball Progressions,32,Morocco,MAR,,32
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Defensive Pressures Applied (Direct Pressures),304 (36),Scotland,SCO,,304 (36)
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Defensive Pressures Applied (Direct Pressures),260 (56),Morocco,MAR,,260 (56)
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Forced Turnovers,39,Scotland,SCO,,39
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Forced Turnovers,40,Morocco,MAR,,40
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Second Balls,49,Scotland,SCO,,49
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Second Balls,61,Morocco,MAR,,61
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Total Distance Covered,117.8 km,Scotland,SCO,km,117.8
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Total Distance Covered,115.4 km,Morocco,MAR,km,115.4
2026-M030-SCO-MAR,2026-M030-SCO-MAR_SCO,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.9 km,Scotland,SCO,km,5.9
2026-M030-SCO-MAR,2026-M030-SCO-MAR_MAR,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.4 km,Morocco,MAR,km,6.4
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Possession,67.7%,Türkiye,TUR,%,67.7
2026-M031-TUR-PAR,,Possession,13.1%,contest,CONTEST,%,13.1
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Possession,19.2%,Paraguay,PAR,%,19.2
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Goals,0,Türkiye,TUR,,0
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Goals,1,Paraguay,PAR,,1
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,xG (Expected Goals),2.13,Türkiye,TUR,,2.13
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,xG (Expected Goals),0.36,Paraguay,PAR,,0.36
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Attempts at Goal (On Target),32 (5),Türkiye,TUR,,32 (5)
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Attempts at Goal (On Target),7 (2),Paraguay,PAR,,7 (2)
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Total Passes (Complete),666 (594),Türkiye,TUR,,666 (594)
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Total Passes (Complete),171 (92),Paraguay,PAR,,171 (92)
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Pass Completion %,89%,Türkiye,TUR,%,89.0
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Pass Completion %,54%,Paraguay,PAR,%,54.0
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Completed Line Breaks,153,Türkiye,TUR,,153
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Completed Line Breaks,45,Paraguay,PAR,,45
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Defensive Line Breaks,17,Türkiye,TUR,,17
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Defensive Line Breaks,3,Paraguay,PAR,,3
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Receptions in the Final Third,319,Türkiye,TUR,,319
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Receptions in the Final Third,40,Paraguay,PAR,,40
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Crosses,45,Türkiye,TUR,,45
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Crosses,9,Paraguay,PAR,,9
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Ball Progressions,43,Türkiye,TUR,,43
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Ball Progressions,17,Paraguay,PAR,,17
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Defensive Pressures Applied (Direct Pressures),101 (36),Türkiye,TUR,,101 (36)
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Defensive Pressures Applied (Direct Pressures),367 (69),Paraguay,PAR,,367 (69)
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Forced Turnovers,41,Türkiye,TUR,,41
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Forced Turnovers,50,Paraguay,PAR,,50
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Second Balls,92,Türkiye,TUR,,92
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Second Balls,61,Paraguay,PAR,,61
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Total Distance Covered,123.3 km,Türkiye,TUR,km,123.3
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Total Distance Covered,117 km,Paraguay,PAR,km,117.0
2026-M031-TUR-PAR,2026-M031-TUR-PAR_TUR,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.4 km,Türkiye,TUR,km,5.4
2026-M031-TUR-PAR,2026-M031-TUR-PAR_PAR,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.3 km,Paraguay,PAR,km,6.3
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Possession,56%,USA,USA,%,56.0
2026-M032-USA-AUS,,Possession,13.7%,contest,CONTEST,%,13.7
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Possession,30.3%,Australia,AUS,%,30.3
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Goals,2,USA,USA,,2
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Goals,0,Australia,AUS,,0
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,xG (Expected Goals),1.58,USA,USA,,1.58
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,xG (Expected Goals),0.31,Australia,AUS,,0.31
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Attempts at Goal (On Target),10 (2),USA,USA,,10 (2)
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Attempts at Goal (On Target),5 (2),Australia,AUS,,5 (2)
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Total Passes (Complete),531 (465),USA,USA,,531 (465)
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Total Passes (Complete),308 (238),Australia,AUS,,308 (238)
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Pass Completion %,88%,USA,USA,%,88.0
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Pass Completion %,77%,Australia,AUS,%,77.0
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Completed Line Breaks,95,USA,USA,,95
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Completed Line Breaks,71,Australia,AUS,,71
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Defensive Line Breaks,17,USA,USA,,17
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Defensive Line Breaks,11,Australia,AUS,,11
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Receptions in the Final Third,126,USA,USA,,126
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Receptions in the Final Third,89,Australia,AUS,,89
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Crosses,15,USA,USA,,15
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Crosses,20,Australia,AUS,,20
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Ball Progressions,33,USA,USA,,33
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Ball Progressions,31,Australia,AUS,,31
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Defensive Pressures Applied (Direct Pressures),167 (50),USA,USA,,167 (50)
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Defensive Pressures Applied (Direct Pressures),262 (40),Australia,AUS,,262 (40)
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Forced Turnovers,39,USA,USA,,39
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Forced Turnovers,40,Australia,AUS,,40
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Second Balls,65,USA,USA,,65
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Second Balls,70,Australia,AUS,,70
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Total Distance Covered,111.1 km,USA,USA,km,111.1
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Total Distance Covered,112.8 km,Australia,AUS,km,112.8
2026-M032-USA-AUS,2026-M032-USA-AUS_USA,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.5 km,USA,USA,km,5.5
2026-M032-USA-AUS,2026-M032-USA-AUS_AUS,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.2 km,Australia,AUS,km,6.2
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Possession,49.5%,Germany,GER,%,49.5
2026-M033-GER-CIV,,Possession,9.3%,contest,CONTEST,%,9.3
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Possession,41.2%,Côte d'Ivoire,CIV,%,41.2
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Goals,2,Germany,GER,,2
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Goals,1,Côte d'Ivoire,CIV,,1
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,xG (Expected Goals),2.47,Germany,GER,,2.47
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,xG (Expected Goals),1.27,Côte d'Ivoire,CIV,,1.27
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Attempts at Goal (On Target),16 (7),Germany,GER,,16 (7)
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Attempts at Goal (On Target),9 (2),Côte d'Ivoire,CIV,,9 (2)
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Total Passes (Complete),634 (578),Germany,GER,,634 (578)
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Total Passes (Complete),449 (387),Côte d'Ivoire,CIV,,449 (387)
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Pass Completion %,91%,Germany,GER,%,91.0
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Pass Completion %,86%,Côte d'Ivoire,CIV,%,86.0
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Completed Line Breaks,133,Germany,GER,,133
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Completed Line Breaks,92,Côte d'Ivoire,CIV,,92
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Defensive Line Breaks,13,Germany,GER,,13
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Defensive Line Breaks,9,Côte d'Ivoire,CIV,,9
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Receptions in the Final Third,215,Germany,GER,,215
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Receptions in the Final Third,92,Côte d'Ivoire,CIV,,92
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Crosses,20,Germany,GER,,20
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Crosses,12,Côte d'Ivoire,CIV,,12
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Ball Progressions,28,Germany,GER,,28
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Ball Progressions,50,Côte d'Ivoire,CIV,,50
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Defensive Pressures Applied (Direct Pressures),293 (59),Germany,GER,,293 (59)
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Defensive Pressures Applied (Direct Pressures),316 (57),Côte d'Ivoire,CIV,,316 (57)
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Forced Turnovers,47,Germany,GER,,47
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Forced Turnovers,43,Côte d'Ivoire,CIV,,43
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Second Balls,69,Germany,GER,,69
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Second Balls,60,Côte d'Ivoire,CIV,,60
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Total Distance Covered,125.8 km,Germany,GER,km,125.8
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Total Distance Covered,113.1 km,Côte d'Ivoire,CIV,km,113.1
2026-M033-GER-CIV,2026-M033-GER-CIV_GER,Zone 4 - Low Speed Sprinting: 20-25 km/h,7.6 km,Germany,GER,km,7.6
2026-M033-GER-CIV,2026-M033-GER-CIV_CIV,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.3 km,Côte d'Ivoire,CIV,km,5.3
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Possession,65.8%,Ecuador,ECU,%,65.8
2026-M034-ECU-CUW,,Possession,10.8%,contest,CONTEST,%,10.8
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Possession,23.4%,Curaçao,CUW,%,23.4
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Goals,0,Ecuador,ECU,,0
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Goals,0,Curaçao,CUW,,0
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,xG (Expected Goals),2.76,Ecuador,ECU,,2.76
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,xG (Expected Goals),0.63,Curaçao,CUW,,0.63
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Attempts at Goal (On Target),27 (15),Ecuador,ECU,,27 (15)
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Attempts at Goal (On Target),10 (3),Curaçao,CUW,,10 (3)
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Total Passes (Complete),663 (601),Ecuador,ECU,,663 (601)
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Total Passes (Complete),237 (167),Curaçao,CUW,,237 (167)
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Pass Completion %,91%,Ecuador,ECU,%,91.0
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Pass Completion %,70%,Curaçao,CUW,%,70.0
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Completed Line Breaks,125,Ecuador,ECU,,125
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Completed Line Breaks,59,Curaçao,CUW,,59
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Defensive Line Breaks,19,Ecuador,ECU,,19
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Defensive Line Breaks,1,Curaçao,CUW,,1
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Receptions in the Final Third,238,Ecuador,ECU,,238
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Receptions in the Final Third,50,Curaçao,CUW,,50
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Crosses,33,Ecuador,ECU,,33
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Crosses,1,Curaçao,CUW,,1
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Ball Progressions,41,Ecuador,ECU,,41
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Ball Progressions,31,Curaçao,CUW,,31
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Defensive Pressures Applied (Direct Pressures),155 (49),Ecuador,ECU,,155 (49)
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Defensive Pressures Applied (Direct Pressures),345 (50),Curaçao,CUW,,345 (50)
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Forced Turnovers,43,Ecuador,ECU,,43
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Forced Turnovers,35,Curaçao,CUW,,35
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Second Balls,92,Ecuador,ECU,,92
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Second Balls,60,Curaçao,CUW,,60
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Total Distance Covered,103.7 km,Ecuador,ECU,km,103.7
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Total Distance Covered,106.1 km,Curaçao,CUW,km,106.1
2026-M034-ECU-CUW,2026-M034-ECU-CUW_ECU,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.4 km,Ecuador,ECU,km,5.4
2026-M034-ECU-CUW,2026-M034-ECU-CUW_CUW,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.2 km,Curaçao,CUW,km,5.2
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Possession,48.2%,Netherlands,NED,%,48.2
2026-M035-NED-SWE,,Possession,8.5%,contest,CONTEST,%,8.5
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Possession,43.3%,Sweden,SWE,%,43.3
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Goals,5,Netherlands,NED,,5
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Goals,1,Sweden,SWE,,1
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,xG (Expected Goals),2.25,Netherlands,NED,,2.25
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,xG (Expected Goals),1.3,Sweden,SWE,,1.3
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Attempts at Goal (On Target),10 (7),Netherlands,NED,,10 (7)
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Attempts at Goal (On Target),16 (8),Sweden,SWE,,16 (8)
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Total Passes (Complete),447 (398),Netherlands,NED,,447 (398)
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Total Passes (Complete),438 (377),Sweden,SWE,,438 (377)
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Pass Completion %,89%,Netherlands,NED,%,89.0
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Pass Completion %,86%,Sweden,SWE,%,86.0
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Completed Line Breaks,96,Netherlands,NED,,96
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Completed Line Breaks,100,Sweden,SWE,,100
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Defensive Line Breaks,14,Netherlands,NED,,14
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Defensive Line Breaks,12,Sweden,SWE,,12
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Receptions in the Final Third,97,Netherlands,NED,,97
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Receptions in the Final Third,118,Sweden,SWE,,118
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Crosses,19,Netherlands,NED,,19
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Crosses,23,Sweden,SWE,,23
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Ball Progressions,25,Netherlands,NED,,25
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Ball Progressions,20,Sweden,SWE,,20
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Defensive Pressures Applied (Direct Pressures),232 (38),Netherlands,NED,,232 (38)
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Defensive Pressures Applied (Direct Pressures),228 (38),Sweden,SWE,,228 (38)
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Forced Turnovers,47,Netherlands,NED,,47
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Forced Turnovers,37,Sweden,SWE,,37
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Second Balls,54,Netherlands,NED,,54
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Second Balls,53,Sweden,SWE,,53
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Total Distance Covered,108.4 km,Netherlands,NED,km,108.4
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Total Distance Covered,110.1 km,Sweden,SWE,km,110.1
2026-M035-NED-SWE,2026-M035-NED-SWE_NED,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.5 km,Netherlands,NED,km,5.5
2026-M035-NED-SWE,2026-M035-NED-SWE_SWE,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.7 km,Sweden,SWE,km,5.7
2026-M036-TUN-JPN,2026-M036-TUN-JPN_TUN,Possession,36.4%,Tunisia,TUN,%,36.4
2026-M036-TUN-JPN,,Possession,8.5%,contest,CONTEST,%,8.5
2026-M036-TUN-JPN,2026-M036-TUN-JPN_JPN,Possession,55.1%,Japan,JPN,%,55.1
2026-M036-TUN-JPN,2026-M036-TUN-JPN_TUN,Goals,0,Tunisia,TUN,,0
2026-M036-TUN-JPN,2026-M036-TUN-JPN_JPN,Goals,4,Japan,JPN,,4
