appearance_id,direction_around,direction_over,direction_through,distribution_ball_progression,distribution_cross,distribution_pass,four_units_attacking_line,four_units_attacking_midfield_line,four_units_defensive_line,four_units_midfield_line,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,player_id,player_name,shirt_number,team,team_id,three_units_attacking_line,three_units_defensive_line,three_units_midfield_line,topic,two_units_defensive_line,two_units_midfield_line
2026-M014-ESP-CPV_CPV_03,6,4,1,0,0,11,1,0,1,1,73%,11,8,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_diney_borges,DINEY BORGES,3,Cabo Verde,CPV,4,0,3,line_breaks,0,1
2026-M014-ESP-CPV_CPV_04,9,4,4,0,0,17,1,2,0,0,59%,17,10,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_pico_lopes,PICO LOPES,4,Cabo Verde,CPV,10,2,2,line_breaks,0,0
2026-M014-ESP-CPV_CPV_06,1,3,0,0,0,4,0,0,0,0,25%,4,1,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_kevin_pina,KEVIN PINA,6,Cabo Verde,CPV,2,1,1,line_breaks,0,0
2026-M014-ESP-CPV_CPV_07,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_jovane_cabral,JOVANE CABRAL,7,Cabo Verde,CPV,0,1,0,line_breaks,0,0
2026-M014-ESP-CPV_CPV_10,2,3,0,0,0,5,0,0,0,0,0%,5,0,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_jamiro_monteiro,JAMIRO MONTEIRO,10,Cabo Verde,CPV,0,1,4,line_breaks,0,0
2026-M014-ESP-CPV_CPV_13,5,3,3,2,0,9,0,0,0,0,73%,11,8,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_sidny_lopes_cabral,SIDNY LOPES CABRAL,13,Cabo Verde,CPV,5,0,4,line_breaks,0,2
2026-M014-ESP-CPV_CPV_15,1,0,2,0,0,3,0,0,0,0,33%,3,1,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_laros_duarte,LAROS DUARTE,15,Cabo Verde,CPV,0,1,1,line_breaks,0,1
2026-M014-ESP-CPV_CPV_19,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_dailon_livramento,DAILON LIVRAMENTO,19,Cabo Verde,CPV,0,0,0,line_breaks,0,0
2026-M014-ESP-CPV_CPV_20,1,0,3,0,0,4,0,0,0,0,75%,4,3,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_ryan_mendes,RYAN MENDES,20,Cabo Verde,CPV,0,0,3,line_breaks,0,1
2026-M014-ESP-CPV_CPV_22,3,5,1,0,0,9,0,1,0,0,44%,9,4,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_steven_moreira,STEVEN MOREIRA,22,Cabo Verde,CPV,3,1,3,line_breaks,0,1
2026-M014-ESP-CPV_CPV_08,1,6,0,0,0,7,0,0,0,0,57%,7,4,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_joao_paulo,JOAO PAULO,8,Cabo Verde,CPV,2,0,3,line_breaks,1,1
2026-M014-ESP-CPV_CPV_14,2,0,1,0,0,3,0,0,0,0,67%,3,2,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_deroy_duarte,DEROY DUARTE,14,Cabo Verde,CPV,1,0,2,line_breaks,0,0
2026-M014-ESP-CPV_CPV_17,0,2,0,0,0,2,0,0,0,0,0%,2,0,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_willy_semedo,WILLY SEMEDO,17,Cabo Verde,CPV,0,0,2,line_breaks,0,0
2026-M014-ESP-CPV_CPV_18,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_telmo_arcanjo,TELMO ARCANJO,18,Cabo Verde,CPV,0,0,1,line_breaks,0,0
2026-M014-ESP-CPV_CPV_21,1,2,0,0,0,3,0,0,0,0,33%,3,1,2026-M014-ESP-CPV,2026-M014-ESP-CPV_CPV,CPV_nuno_da_costa,NUNO DA COSTA,21,Cabo Verde,CPV,0,2,0,line_breaks,1,0
2026-M015-IRN-NZL_IRN_01,3,3,0,0,0,6,0,1,0,0,67%,6,4,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_alireza_beiranvand,Alireza BEIRANVAND,1,IR Iran,IRN,3,0,1,line_breaks,0,1
2026-M015-IRN-NZL_IRN_04,2,7,2,0,0,11,0,1,0,0,36%,11,4,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_shoja_khalilzadeh,Shoja KHALILZADEH,4,IR Iran,IRN,3,0,3,line_breaks,0,4
2026-M015-IRN-NZL_IRN_05,4,11,0,1,0,14,0,0,0,1,53%,15,8,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_milad_mohammadi,Milad MOHAMMADI,5,IR Iran,IRN,2,1,3,line_breaks,0,8
2026-M015-IRN-NZL_IRN_06,5,5,4,2,0,12,0,0,0,0,79%,14,11,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_saeid_ezatolahi,Saeid EZATOLAHI,6,IR Iran,IRN,5,2,0,line_breaks,0,7
2026-M015-IRN-NZL_IRN_08,1,4,0,0,0,5,0,0,0,1,40%,5,2,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_mohammad_mohebbi,Mohammad MOHEBBI,8,IR Iran,IRN,0,1,1,line_breaks,1,1
2026-M015-IRN-NZL_IRN_09,0,2,0,0,1,1,0,0,1,0,50%,2,1,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_mehdi_taremi,Mehdi TAREMI,9,IR Iran,IRN,0,0,0,line_breaks,0,1
2026-M015-IRN-NZL_IRN_14,2,6,2,1,0,9,0,0,1,2,60%,10,6,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_saman_ghoddos,Saman GHODDOS,14,IR Iran,IRN,1,1,4,line_breaks,1,0
2026-M015-IRN-NZL_IRN_17,1,1,1,0,0,3,0,0,0,0,67%,3,2,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_arya_yousefi,Arya YOUSEFI,17,IR Iran,IRN,0,0,1,line_breaks,0,2
2026-M015-IRN-NZL_IRN_19,3,6,1,0,0,10,0,0,0,1,60%,10,6,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_ali_nemati,Ali NEMATI,19,IR Iran,IRN,3,1,4,line_breaks,0,1
2026-M015-IRN-NZL_IRN_20,1,1,1,0,0,3,0,0,0,0,33%,3,1,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_shahriyar_moghanloo,Shahriyar MOGHANLOO,20,IR Iran,IRN,0,1,0,line_breaks,1,1
2026-M015-IRN-NZL_IRN_23,9,16,5,3,2,25,0,1,1,0,70%,30,21,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_ramin_rezaeian,Ramin REZAEIAN,23,IR Iran,IRN,8,3,7,line_breaks,4,6
2026-M015-IRN-NZL_IRN_03,2,0,0,1,0,1,0,0,0,0,100%,2,2,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_ehsan_hajisafi,Ehsan HAJISAFI,3,IR Iran,IRN,1,0,0,line_breaks,0,1
2026-M015-IRN-NZL_IRN_10,1,1,0,0,0,2,0,0,0,0,100%,2,2,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_mehdi_ghayedi,Mehdi GHAYEDI,10,IR Iran,IRN,0,0,1,line_breaks,1,0
2026-M015-IRN-NZL_IRN_11,1,1,0,1,0,1,0,0,0,0,100%,2,2,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_ali_alipour,Ali ALIPOUR,11,IR Iran,IRN,0,1,1,line_breaks,0,0
2026-M015-IRN-NZL_IRN_18,2,0,1,1,0,2,0,0,0,0,100%,3,3,2026-M015-IRN-NZL,2026-M015-IRN-NZL_IRN,IRN_amirhossein_hosseinzadeh,Amirhossein HOSSEINZADEH,18,IR Iran,IRN,0,1,1,line_breaks,1,0
2026-M015-IRN-NZL_NZL_01,0,12,1,0,0,13,0,0,0,0,62%,13,8,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_max_crocombe,Max CROCOMBE,1,New Zealand,NZL,4,0,5,line_breaks,0,4
2026-M015-IRN-NZL_NZL_02,5,3,2,0,1,9,0,0,0,0,90%,10,9,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_tim_payne,Tim PAYNE,2,New Zealand,NZL,2,0,5,line_breaks,0,3
2026-M015-IRN-NZL_NZL_05,6,4,2,0,1,11,0,0,0,1,92%,12,11,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_michael_boxall,Michael BOXALL,5,New Zealand,NZL,7,0,1,line_breaks,0,3
2026-M015-IRN-NZL_NZL_06,6,2,5,1,0,12,0,0,0,0,77%,13,10,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_joe_bell,Joe BELL,6,New Zealand,NZL,3,0,3,line_breaks,0,7
2026-M015-IRN-NZL_NZL_08,4,4,7,0,0,15,0,0,0,1,80%,15,12,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_marko_stamenic,Marko STAMENIC,8,New Zealand,NZL,6,1,2,line_breaks,0,5
2026-M015-IRN-NZL_NZL_09,0,1,2,1,0,2,0,0,0,0,33%,3,1,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_chris_wood,Chris WOOD,9,New Zealand,NZL,0,2,1,line_breaks,0,0
2026-M015-IRN-NZL_NZL_10,1,6,5,1,2,9,0,0,1,1,33%,12,4,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_sarpreet_singh,Sarpreet SINGH,10,New Zealand,NZL,0,1,5,line_breaks,1,3
2026-M015-IRN-NZL_NZL_11,2,3,4,0,0,9,0,1,0,1,89%,9,8,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_elijah_just,Elijah JUST,11,New Zealand,NZL,0,1,5,line_breaks,0,1
2026-M015-IRN-NZL_NZL_13,0,4,1,0,0,5,0,0,0,0,100%,5,5,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_liberato_cacace,Liberato CACACE,13,New Zealand,NZL,1,0,1,line_breaks,0,3
2026-M015-IRN-NZL_NZL_16,7,2,4,0,0,13,0,0,0,1,85%,13,11,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_finn_surman,Finn SURMAN,16,New Zealand,NZL,7,0,2,line_breaks,0,3
2026-M015-IRN-NZL_NZL_20,0,2,5,0,0,7,0,0,0,0,86%,7,6,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_callum_mccowatt,Callum McCOWATT,20,New Zealand,NZL,0,1,2,line_breaks,0,4
2026-M015-IRN-NZL_NZL_04,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_tyler_bindon,Tyler BINDON,4,New Zealand,NZL,0,0,0,line_breaks,0,0
2026-M015-IRN-NZL_NZL_19,1,1,0,0,0,2,0,0,0,0,100%,2,2,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_ben_old,Ben OLD,19,New Zealand,NZL,1,0,1,line_breaks,0,0
2026-M015-IRN-NZL_NZL_21,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_jesse_randall,Jesse RANDALL,21,New Zealand,NZL,0,0,0,line_breaks,0,0
2026-M015-IRN-NZL_NZL_23,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_ryan_thomas,Ryan THOMAS,23,New Zealand,NZL,0,0,0,line_breaks,0,1
2026-M015-IRN-NZL_NZL_24,0,3,0,0,0,3,0,0,0,0,33%,3,1,2026-M015-IRN-NZL,2026-M015-IRN-NZL_NZL,NZL_callan_elliot,Callan ELLIOT,24,New Zealand,NZL,0,0,2,line_breaks,0,1
2026-M016-BEL-EGY_BEL_01,0,5,1,0,0,6,0,1,0,0,67%,6,4,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_thibaut_courtois,Thibaut COURTOIS,1,Belgium,BEL,1,0,4,line_breaks,0,0
2026-M016-BEL-EGY_BEL_04,8,4,3,0,0,15,1,0,0,0,87%,15,13,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_brandon_mechele,Brandon MECHELE,4,Belgium,BEL,6,0,3,line_breaks,0,5
2026-M016-BEL-EGY_BEL_07,2,5,8,0,1,14,0,0,0,0,47%,15,7,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_kevin_de_bruyne,Kevin DE BRUYNE,7,Belgium,BEL,1,4,4,line_breaks,1,5
2026-M016-BEL-EGY_BEL_08,7,8,3,1,2,15,0,1,0,0,67%,18,12,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_youri_tielemans,Youri TIELEMANS,8,Belgium,BEL,2,2,4,line_breaks,1,8
2026-M016-BEL-EGY_BEL_10,5,4,2,1,1,9,0,0,0,0,82%,11,9,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_leandro_trossard,Leandro TROSSARD,10,Belgium,BEL,0,1,5,line_breaks,1,4
2026-M016-BEL-EGY_BEL_11,5,0,2,5,0,2,0,0,0,0,86%,7,6,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_jeremy_doku,Jeremy DOKU,11,Belgium,BEL,0,0,1,line_breaks,2,4
2026-M016-BEL-EGY_BEL_15,5,6,0,2,0,9,0,0,0,0,73%,11,8,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_thomas_meunier,Thomas MEUNIER,15,Belgium,BEL,1,1,3,line_breaks,2,4
2026-M016-BEL-EGY_BEL_17,2,3,1,1,0,5,0,0,0,0,100%,6,6,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_charles_de_ketelaere,Charles DE KETELAERE,17,Belgium,BEL,0,2,4,line_breaks,0,0
2026-M016-BEL-EGY_BEL_21,4,9,0,0,1,12,0,1,0,0,77%,13,10,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_timothy_castagne,Timothy CASTAGNE,21,Belgium,BEL,4,1,0,line_breaks,1,6
2026-M016-BEL-EGY_BEL_24,3,1,5,1,0,8,0,0,0,0,78%,9,7,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_amadou_onana,Amadou ONANA,24,Belgium,BEL,2,0,2,line_breaks,0,5
2026-M016-BEL-EGY_BEL_25,6,4,4,0,0,14,0,0,0,0,93%,14,13,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_nathan_ngoy,Nathan NGOY,25,Belgium,BEL,6,2,1,line_breaks,0,5
2026-M016-BEL-EGY_BEL_05,0,2,0,0,0,2,0,0,0,0,0%,2,0,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_maxim_de_cuyper,Maxim DE CUYPER,5,Belgium,BEL,0,0,1,line_breaks,0,1
2026-M016-BEL-EGY_BEL_09,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_romelu_lukaku,Romelu LUKAKU,9,Belgium,BEL,0,0,0,line_breaks,1,0
2026-M016-BEL-EGY_BEL_20,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_hans_vanaken,Hans VANAKEN,20,Belgium,BEL,0,0,0,line_breaks,0,1
2026-M016-BEL-EGY_BEL_23,4,8,2,0,1,13,0,0,0,0,64%,14,9,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_nicolas_raskin,Nicolas RASKIN,23,Belgium,BEL,3,2,7,line_breaks,0,2
2026-M016-BEL-EGY_BEL_26,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M016-BEL-EGY,2026-M016-BEL-EGY_BEL,BEL_matias_fernandez_pardo,Matias FERNANDEZ-PARDO,26,Belgium,BEL,0,0,0,line_breaks,0,0
2026-M016-BEL-EGY_EGY_23,0,13,1,0,0,14,0,0,0,1,43%,14,6,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_mostafa_shoubir,MOSTAFA SHOUBIR,23,Egypt,EGY,5,1,4,line_breaks,0,3
2026-M016-BEL-EGY_EGY_02,1,5,1,0,0,7,1,0,0,0,71%,7,5,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_yasser_ibrahim,YASSER IBRAHIM,2,Egypt,EGY,1,0,5,line_breaks,0,0
2026-M016-BEL-EGY_EGY_03,5,1,4,1,0,9,0,0,0,0,70%,10,7,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_mohamed_hany,MOHAMED HANY,3,Egypt,EGY,2,2,2,line_breaks,1,3
2026-M016-BEL-EGY_EGY_08,4,1,2,1,0,6,0,0,0,0,57%,7,4,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_emam_ashour,EMAM ASHOUR,8,Egypt,EGY,1,1,5,line_breaks,0,0
2026-M016-BEL-EGY_EGY_10,0,2,3,0,0,5,0,0,1,0,100%,5,5,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_mohamed_salah,MOHAMED SALAH,10,Egypt,EGY,0,0,3,line_breaks,0,1
2026-M016-BEL-EGY_EGY_11,2,2,2,1,0,5,0,0,0,0,67%,6,4,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_mostafa_zico,MOSTAFA ZICO,11,Egypt,EGY,1,2,1,line_breaks,0,2
2026-M016-BEL-EGY_EGY_13,6,9,6,0,1,20,0,0,0,2,71%,21,15,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_ahmed_fatouh,AHMED FATOUH,13,Egypt,EGY,4,2,4,line_breaks,2,7
2026-M016-BEL-EGY_EGY_14,3,4,1,0,1,7,0,0,0,0,38%,8,3,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_hamdy_fathy,HAMDY FATHY,14,Egypt,EGY,4,3,1,line_breaks,0,0
2026-M016-BEL-EGY_EGY_17,1,5,1,0,1,6,0,0,0,0,57%,7,4,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_mohanad_lashin,MOHANAD LASHIN,17,Egypt,EGY,2,0,2,line_breaks,0,3
2026-M016-BEL-EGY_EGY_19,6,7,9,0,1,21,0,0,1,0,64%,22,14,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_marawan_attia,MARAWAN ATTIA,19,Egypt,EGY,3,2,5,line_breaks,0,11
2026-M016-BEL-EGY_EGY_22,2,0,2,2,0,2,0,0,0,1,75%,4,3,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_omar_marmoush,OMAR MARMOUSH,22,Egypt,EGY,0,2,1,line_breaks,0,0
2026-M016-BEL-EGY_EGY_05,1,2,3,1,0,5,0,0,0,0,67%,6,4,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_ramy_rabia,RAMY RABIA,5,Egypt,EGY,2,0,2,line_breaks,0,2
2026-M016-BEL-EGY_EGY_09,0,1,0,0,1,0,0,0,1,0,0%,1,0,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_hamza_abdelkarim,HAMZA ABDELKARIM,9,Egypt,EGY,0,0,0,line_breaks,0,0
2026-M016-BEL-EGY_EGY_15,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_karim_hafez,KARIM HAFEZ,15,Egypt,EGY,0,0,0,line_breaks,0,0
2026-M016-BEL-EGY_EGY_20,2,0,1,0,0,3,0,0,0,0,100%,3,3,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_ibrahim_adel,IBRAHIM ADEL,20,Egypt,EGY,0,1,0,line_breaks,1,1
2026-M016-BEL-EGY_EGY_25,1,1,0,0,0,2,0,0,0,0,50%,2,1,2026-M016-BEL-EGY,2026-M016-BEL-EGY_EGY,EGY_zizo,ZIZO,25,Egypt,EGY,0,0,2,line_breaks,0,0
2026-M017-FRA-SEN_FRA_16,4,14,0,0,0,18,1,2,0,0,50%,18,9,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_mike_maignan,Mike MAIGNAN,16,France,FRA,8,1,5,line_breaks,0,1
2026-M017-FRA-SEN_FRA_04,17,5,3,0,0,25,0,0,0,0,84%,25,21,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_dayot_upamecano,Dayot UPAMECANO,4,France,FRA,13,2,4,line_breaks,0,6
2026-M017-FRA-SEN_FRA_05,5,6,2,0,0,13,0,1,0,0,46%,13,6,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_jules_kounde,Jules KOUNDE,5,France,FRA,4,2,0,line_breaks,2,4
2026-M017-FRA-SEN_FRA_07,3,2,4,1,1,7,0,0,0,0,67%,9,6,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_ousmane_dembele,Ousmane DEMBELE,7,France,FRA,2,1,1,line_breaks,1,4
2026-M017-FRA-SEN_FRA_08,6,0,6,0,0,12,0,0,0,0,100%,12,12,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_aurelien_tchouameni,Aurelien TCHOUAMENI,8,France,FRA,8,0,2,line_breaks,0,2
2026-M017-FRA-SEN_FRA_10,3,0,0,2,0,1,0,0,1,0,67%,3,2,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_kylian_mbappe,Kylian MBAPPE,10,France,FRA,0,0,0,line_breaks,1,1
2026-M017-FRA-SEN_FRA_11,13,5,6,2,0,22,0,0,0,0,79%,24,19,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_michael_olise,Michael OLISE,11,France,FRA,1,2,9,line_breaks,3,9
2026-M017-FRA-SEN_FRA_14,8,2,5,0,0,15,0,1,0,0,93%,15,14,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_adrien_rabiot,Adrien RABIOT,14,France,FRA,2,2,4,line_breaks,2,4
2026-M017-FRA-SEN_FRA_17,4,2,2,0,0,8,0,0,0,0,100%,8,8,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_william_saliba,William SALIBA,17,France,FRA,6,0,2,line_breaks,0,0
2026-M017-FRA-SEN_FRA_19,12,1,4,2,0,15,0,1,0,0,82%,17,14,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_theo_hernandez,Theo HERNANDEZ,19,France,FRA,8,1,3,line_breaks,0,4
2026-M017-FRA-SEN_FRA_20,4,1,4,0,0,9,0,0,0,0,56%,9,5,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_desire_doue,Desire DOUE,20,France,FRA,2,2,2,line_breaks,0,3
2026-M017-FRA-SEN_FRA_12,2,0,1,2,0,1,0,0,0,1,67%,3,2,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_bradley_barcola,Bradley BARCOLA,12,France,FRA,0,0,1,line_breaks,1,0
2026-M017-FRA-SEN_FRA_24,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M017-FRA-SEN,2026-M017-FRA-SEN_FRA,FRA_rayan_cherki,Rayan CHERKI,24,France,FRA,0,0,0,line_breaks,0,0
2026-M017-FRA-SEN_SEN_16,2,10,4,0,0,16,2,0,0,1,62%,16,10,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_edouard_mendy,Edouard MENDY,16,Senegal,SEN,4,0,6,line_breaks,0,3
2026-M017-FRA-SEN_SEN_03,3,8,2,0,0,13,0,0,0,0,69%,13,9,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_kalidou_koulibaly,Kalidou KOULIBALY,3,Senegal,SEN,3,0,5,line_breaks,0,5
2026-M017-FRA-SEN_SEN_05,6,1,9,0,0,16,0,0,0,0,75%,16,12,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_idrissa_gana_gueye,Idrissa Gana GUEYE,5,Senegal,SEN,9,0,2,line_breaks,1,4
2026-M017-FRA-SEN_SEN_08,0,0,2,0,0,2,0,0,0,0,50%,2,1,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_lamine_camara,Lamine CAMARA,8,Senegal,SEN,1,1,0,line_breaks,0,0
2026-M017-FRA-SEN_SEN_10,2,0,4,0,0,6,0,0,0,0,100%,6,6,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_sadio_mane,Sadio MANE,10,Senegal,SEN,0,0,1,line_breaks,1,4
2026-M017-FRA-SEN_SEN_11,0,1,1,0,0,2,0,0,0,0,50%,2,1,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_nicolas_jackson,Nicolas JACKSON,11,Senegal,SEN,0,0,1,line_breaks,0,1
2026-M017-FRA-SEN_SEN_15,10,5,5,2,0,18,0,0,0,1,75%,20,15,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_krepin_diatta,Krepin DIATTA,15,Senegal,SEN,2,1,7,line_breaks,0,9
2026-M017-FRA-SEN_SEN_18,1,0,4,2,0,3,0,0,1,0,60%,5,3,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_ismaila_sarr,Ismaila SARR,18,Senegal,SEN,0,2,1,line_breaks,1,0
2026-M017-FRA-SEN_SEN_19,9,7,4,0,0,20,0,0,0,0,80%,20,16,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_moussa_niakhate,Moussa NIAKHATE,19,Senegal,SEN,12,0,4,line_breaks,0,4
2026-M017-FRA-SEN_SEN_25,8,3,1,1,0,11,0,0,1,0,67%,12,8,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_el_hadji_malick_diouf,El Hadji Malick DIOUF,25,Senegal,SEN,0,4,5,line_breaks,0,2
2026-M017-FRA-SEN_SEN_26,4,9,8,0,0,21,0,1,1,0,67%,21,14,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_pape_gueye,Pape GUEYE,26,Senegal,SEN,4,4,6,line_breaks,1,4
2026-M017-FRA-SEN_SEN_06,0,2,1,0,0,3,0,0,0,0,67%,3,2,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_pathe_ciss,Pathe CISS,6,Senegal,SEN,1,0,1,line_breaks,0,1
2026-M017-FRA-SEN_SEN_09,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_bamba_dieng,Bamba DIENG,9,Senegal,SEN,0,0,1,line_breaks,0,0
2026-M017-FRA-SEN_SEN_13,2,0,1,0,0,3,0,0,0,0,67%,3,2,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_iliman_ndiaye,Iliman NDIAYE,13,Senegal,SEN,0,1,2,line_breaks,0,0
2026-M017-FRA-SEN_SEN_20,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M017-FRA-SEN,2026-M017-FRA-SEN_SEN,SEN_ibrahim_mbaye,Ibrahim MBAYE,20,Senegal,SEN,0,0,0,line_breaks,0,1
