appearance_id,appeared,goal_minutes,is_starter,match_id,match_team_id,own_goal_minutes,player_id,player_name,position,red_card_minutes,shirt_number,status,subbed_off_minutes,subbed_on_minutes,team,team_id,team_role,yellow_card_minutes
2026-M022-ENG-CRO_CRO_06,True,,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_josip_sutalo,Josip SUTALO,DF,,6,starting,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_10,True,,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_luka_modric,Luka MODRIC,MF,,10,starting,58,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_14,True,,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_ivan_perisic,Ivan PERISIC,FW,,14,starting,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_15,True,,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_mario_pasalic,Mario PASALIC,MF,,15,starting,78,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_16,True,36,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_martin_baturina,Martin BATURINA,MF,,16,starting,78,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_17,True,,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_petar_sucic,Petar SUCIC,MF,,17,starting,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_22,True,,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_luka_vuskovic,Luka VUSKOVIC,DF,,22,starting,66,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_26,True,50,True,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_petar_musa,Petar MUSA,FW,,26,starting,66,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_12,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_ivor_pandur,Ivor PANDUR,GK,,12,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_23,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_dominik_kotarski,Dominik KOTARSKI,GK,,23,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_03,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_marin_pongracic,Marin PONGRACIC,DF,,3,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_05,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_duje_caleta_car,Duje CALETA-CAR,DF,,5,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_07,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_nikola_moro,Nikola MORO,MF,,7,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_08,True,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_mateo_kovacic,Mateo KOVACIC,MF,,8,substitute,,58,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_09,True,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_andrej_kramaric,Andrej KRAMARIC,FW,,9,substitute,,78,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_11,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_ante_budimir,Ante BUDIMIR,FW,,11,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_13,True,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_nikola_vlasic,Nikola VLASIC,MF,,13,substitute,,78,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_18,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_kristijan_jakic,Kristijan JAKIC,DF,,18,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_19,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_toni_fruk,Toni FRUK,MF,,19,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_20,True,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_igor_matanovic,Igor MATANOVIC,FW,,20,substitute,,66,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_21,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_luka_sucic,Luka SUCIC,MF,,21,substitute,,,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_24,True,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_marco_pasalic,Marco PASALIC,FW,,24,substitute,,66,Croatia,CRO,away,
2026-M022-ENG-CRO_CRO_25,False,,False,2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,,CRO_martin_erlic,Martin ERLIC,DF,,25,substitute,,,Croatia,CRO,away,
2026-M023-POR-COD_POR_01,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_diogo_costa,DIOGO COSTA,GK,,1,starting,,,Portugal,POR,home,
2026-M023-POR-COD_POR_04,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_tomas_araujo,TOMAS ARAUJO,DF,,4,starting,,,Portugal,POR,home,92
2026-M023-POR-COD_POR_07,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_cristiano_ronaldo,CRISTIANO RONALDO,FW,,7,starting,,,Portugal,POR,home,
2026-M023-POR-COD_POR_08,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_bruno_fernandes,BRUNO FERNANDES,MF,,8,starting,,,Portugal,POR,home,
2026-M023-POR-COD_POR_10,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_bernardo_silva,BERNARDO SILVA,MF,,10,starting,45,,Portugal,POR,home,13
2026-M023-POR-COD_POR_13,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_renato_veiga,RENATO VEIGA,DF,,13,starting,,,Portugal,POR,home,
2026-M023-POR-COD_POR_15,True,6,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_joao_neves,JOAO NEVES,MF,,15,starting,,,Portugal,POR,home,
2026-M023-POR-COD_POR_18,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_pedro_neto,PEDRO NETO,FW,,18,starting,72,,Portugal,POR,home,
2026-M023-POR-COD_POR_20,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_joao_cancelo,JOAO CANCELO,DF,,20,starting,,,Portugal,POR,home,
2026-M023-POR-COD_POR_23,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_vitinha,VITINHA,MF,,23,starting,83,,Portugal,POR,home,
2026-M023-POR-COD_POR_25,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_nuno_mendes,NUNO MENDES,DF,,25,starting,72,,Portugal,POR,home,
2026-M023-POR-COD_POR_12,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_jose_sa,JOSE SA,GK,,12,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_22,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_rui_silva,RUI SILVA,GK,,22,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_02,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_nelson_semedo,NELSON SEMEDO,DF,,2,substitute,,72,Portugal,POR,home,88
2026-M023-POR-COD_POR_03,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_ruben_dias,RUBEN DIAS,DF,,3,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_05,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_diogo_dalot,DIOGO DALOT,DF,,5,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_06,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_matheus_nunes,MATHEUS NUNES,MF,,6,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_09,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_goncalo_ramos,GONCALO RAMOS,FW,,9,substitute,,83,Portugal,POR,home,
2026-M023-POR-COD_POR_11,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_joao_felix,JOAO FELIX,FW,,11,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_14,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_goncalo_inacio,GONCALO INACIO,DF,,14,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_16,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_francisco_trincao,FRANCISCO TRINCAO,FW,,16,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_17,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_rafael_leao,RAFAEL LEAO,FW,,17,substitute,,72,Portugal,POR,home,
2026-M023-POR-COD_POR_19,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_goncalo_guedes,GONCALO GUEDES,FW,,19,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_21,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_ruben_neves,RUBEN NEVES,MF,,21,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_24,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_samu_costa,SAMU COSTA,DF,,24,substitute,,,Portugal,POR,home,
2026-M023-POR-COD_POR_26,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_POR,,POR_francisco_conceicao,FRANCISCO CONCEICAO,FW,,26,substitute,,45,Portugal,POR,home,
2026-M023-POR-COD_COD_01,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_lionel_mpasi,Lionel MPASI,GK,,1,starting,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_02,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_aaron_wan_bissaka,Aaron WAN-BISSAKA,DF,,2,starting,85,,Congo DR,COD,away,
2026-M023-POR-COD_COD_03,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_steve_kapuadi,Steve KAPUADI,DF,,3,starting,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_04,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_axel_tuanzebe,Axel TUANZEBE,DF,,4,starting,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_06,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_ngalayel_mukau,Ngalayel MUKAU,MF,,6,starting,57,,Congo DR,COD,away,
2026-M023-POR-COD_COD_08,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_samuel_moutoussamy,Samuel MOUTOUSSAMY,MF,,8,starting,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_17,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_cedric_bakambu,Cedric BAKAMBU,FW,,17,starting,85,,Congo DR,COD,away,
2026-M023-POR-COD_COD_20,True,50,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_yoane_wissa,Yoane WISSA,FW,,20,starting,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_22,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_chancel_mbemba,Chancel MBEMBA,DF,,22,starting,,,Congo DR,COD,away,32
2026-M023-POR-COD_COD_25,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_edo_kayembe,Edo KAYEMBE,MF,,25,starting,75,,Congo DR,COD,away,
2026-M023-POR-COD_COD_26,True,,True,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_arthur_masuaku,Arthur MASUAKU,DF,,26,starting,75,,Congo DR,COD,away,
2026-M023-POR-COD_COD_16,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_timothy_fayulu,Timothy FAYULU,GK,,16,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_21,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_matthieu_epolo,Matthieu EPOLO,GK,,21,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_05,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_dylan_batubinsika,Dylan BATUBINSIKA,DF,,5,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_07,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_nathanael_mbuku,Nathanael MBUKU,MF,,7,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_09,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_brian_cipenga,Brian CIPENGA,FW,,9,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_10,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_theo_bongonda,Theo BONGONDA,MF,,10,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_11,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_gael_kakuta,Gael KAKUTA,FW,,11,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_12,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_joris_kayembe,Joris KAYEMBE,DF,,12,substitute,,75,Congo DR,COD,away,
2026-M023-POR-COD_COD_13,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_meschack_elia,Meschack ELIA,FW,,13,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_14,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_noah_sadiki,Noah SADIKI,MF,,14,substitute,,57,Congo DR,COD,away,
2026-M023-POR-COD_COD_15,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_aaron_tshibola,Aaron TSHIBOLA,MF,,15,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_18,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_charles_pickel,Charles PICKEL,MF,,18,substitute,,75,Congo DR,COD,away,
2026-M023-POR-COD_COD_19,False,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_fiston_mayele,Fiston MAYELE,FW,,19,substitute,,,Congo DR,COD,away,
2026-M023-POR-COD_COD_23,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_simon_banza,Simon BANZA,FW,,23,substitute,,85,Congo DR,COD,away,
2026-M023-POR-COD_COD_24,True,,False,2026-M023-POR-COD,2026-M023-POR-COD_COD,,COD_gedeon_kalulu,Gedeon KALULU,DF,,24,substitute,,85,Congo DR,COD,away,
2026-M024-UZB-COL_UZB_01,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_utkir_yusupov,Utkir YUSUPOV,GK,,1,starting,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_02,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_abdukodir_khusanov,Abdukodir KHUSANOV,DF,,2,starting,,,Uzbekistan,UZB,home,34
2026-M024-UZB-COL_UZB_05,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_rustam_ashurmatov,Rustam ASHURMATOV,DF,,5,starting,77,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_06,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_akmal_mozgovoy,Akmal MOZGOVOY,MF,,6,starting,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_07,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_otabek_shukurov,Otabek SHUKUROV,MF,,7,starting,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_11,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_oston_urunov,Oston URUNOV,MF,,11,starting,45,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_13,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_sherzod_nasrullaev,Sherzod NASRULLAEV,DF,,13,starting,45,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_14,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_eldor_shomurodov,Eldor SHOMURODOV,FW,,14,starting,93,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_18,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_abdulla_abdullaev,Abdulla ABDULLAEV,DF,,18,starting,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_22,True,60,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_abbosbek_fayzullaev,Abbosbek FAYZULLAEV,MF,,22,starting,77,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_24,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_behruzjon_karimov,Behruzjon KARIMOV,DF,,24,starting,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_12,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_abduvohid_nematov,Abduvohid NEMATOV,GK,,12,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_16,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_botirali_ergashev,Botirali ERGASHEV,GK,,16,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_03,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_khojiakbar_alijonov,Khojiakbar ALIJONOV,DF,,3,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_04,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_farrukh_sayfiev,Farrukh SAYFIEV,DF,,4,substitute,,45,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_08,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_jamshid_iskanderov,Jamshid ISKANDEROV,MF,,8,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_09,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_odiljon_xamrobekov,Odiljon XAMROBEKOV,MF,,9,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_10,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_ruslanbek_jiyanov,Ruslanbek JIYANOV,MF,,10,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_15,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_umar_eshmurodov,Umar ESHMURODOV,DF,,15,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_17,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_dostonbek_khamdamov,Dostonbek KHAMDAMOV,MF,,17,substitute,,45,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_19,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_azizjon_ganiev,Azizjon GANIEV,MF,,19,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_20,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_azizbek_amonov,Azizbek AMONOV,FW,,20,substitute,,77,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_21,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_igor_sergeev,Igor SERGEEV,FW,,21,substitute,,93,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_23,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_sherzod_esanov,Sherzod ESANOV,MF,,23,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_25,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_avazbek_ulmasaliyev,Avazbek ULMASALIYEV,DF,,25,substitute,,,Uzbekistan,UZB,home,
2026-M024-UZB-COL_UZB_26,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,,UZB_jakhongir_urozov,Jakhongir UROZOV,DF,,26,substitute,,77,Uzbekistan,UZB,home,
2026-M024-UZB-COL_COL_12,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_camilo_vargas,Camilo VARGAS,GK,,12,starting,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_02,True,41,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_daniel_munoz,Daniel MUNOZ,DF,,2,starting,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_03,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_jhon_lucumi,Jhon LUCUMI,DF,,3,starting,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_07,True,65,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_luis_diaz,Luis DIAZ,FW,,7,starting,93,,Colombia,COL,away,
2026-M024-UZB-COL_COL_10,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_james_rodriguez,James RODRIGUEZ,MF,,10,starting,72,,Colombia,COL,away,
2026-M024-UZB-COL_COL_11,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_jhon_arias,Jhon ARIAS,MF,,11,starting,93,,Colombia,COL,away,
2026-M024-UZB-COL_COL_14,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_gustavo_puerta,Gustavo PUERTA,DF,,14,starting,80,,Colombia,COL,away,
2026-M024-UZB-COL_COL_16,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_jefferson_lerma,Jefferson LERMA,MF,,16,starting,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_17,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_johan_mojica,Johan MOJICA,DF,,17,starting,,,Colombia,COL,away,7
2026-M024-UZB-COL_COL_23,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_davinson_sanchez,Davinson SANCHEZ,DF,,23,starting,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_25,True,,True,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_luis_suarez,Luis SUAREZ,FW,,25,starting,80,,Colombia,COL,away,
2026-M024-UZB-COL_COL_01,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_david_ospina,David OSPINA,GK,,1,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_24,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_alvaro_montero,Alvaro MONTERO,GK,,24,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_04,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_santiago_arias,Santiago ARIAS,DF,,4,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_05,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_kevin_castano,Kevin CASTANO,MF,,5,substitute,,93,Colombia,COL,away,
2026-M024-UZB-COL_COL_06,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_richard_rios,Richard RIOS,MF,,6,substitute,,80,Colombia,COL,away,
2026-M024-UZB-COL_COL_08,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_jorge_carrascal,Jorge CARRASCAL,MF,,8,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_09,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_jhon_cordoba,Jhon CORDOBA,FW,,9,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_13,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_yerry_mina,Yerry MINA,DF,,13,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_15,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_juan_portilla,Juan PORTILLA,MF,,15,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_18,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_willer_ditta,Willer DITTA,DF,,18,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_19,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_cucho_hernandez,Cucho HERNANDEZ,FW,,19,substitute,,80,Colombia,COL,away,
2026-M024-UZB-COL_COL_20,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_juan_quintero,Juan QUINTERO,MF,,20,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_21,True,99,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_jaminton_campaz,Jaminton CAMPAZ,FW,,21,substitute,,72,Colombia,COL,away,
2026-M024-UZB-COL_COL_22,False,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_deiver_machado,Deiver MACHADO,DF,,22,substitute,,,Colombia,COL,away,
2026-M024-UZB-COL_COL_26,True,,False,2026-M024-UZB-COL,2026-M024-UZB-COL_COL,,COL_andres_gomez,Andres GOMEZ,FW,,26,substitute,,93,Colombia,COL,away,
2026-M025-CZE-RSA_CZE_01,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_matej_kovar,Matej KOVAR,GK,,1,starting,,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_03,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_tomas_holes,Tomas HOLES,DF,,3,starting,,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_04,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_robin_hranac,Robin HRANAC,DF,,4,starting,,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_05,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_vladimir_coufal,Vladimir COUFAL,DF,,5,starting,,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_07,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_ladislav_krejci,Ladislav KREJCI,DF,,7,starting,,,Czechia,CZE,home,75
2026-M025-CZE-RSA_CZE_08,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_vladimir_darida,Vladimir DARIDA,MF,,8,starting,55,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_09,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_adam_hlozek,Adam HLOZEK,FW,,9,starting,67,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_10,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_patrik_schick,Patrik SCHICK,FW,,10,starting,,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_12,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_lukas_cerv,Lukas CERV,MF,,12,starting,78,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_18,True,6,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_michal_sadilek,Michal SADILEK,MF,,18,starting,67,,Czechia,CZE,home,
2026-M025-CZE-RSA_CZE_24,True,,True,2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,,CZE_alexandr_sojka,Alexandr SOJKA,MF,,24,starting,55,,Czechia,CZE,home,
